Ctrl_602_R1B1	LMP_602_R1B1	Ola_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000024422.12|EHD2	1169	1249	1223	1349	1167	1480	1438	1378
ENSG00000024526.17|DEPDC1	523.44	692.21	690.01	735.06	617.55	690.64	611.43	608.02
ENSG00000024862.17|CCDC28A	71	87	97.58	76	113	77	76.73	94
ENSG00000025039.14|RRAGD	719	842	853	1156	712	761	634	922
ENSG00000025156.12|HSF2	485	489	559	546	524	467	463	529
ENSG00000025293.17|PHF20	1331	1561	1727	1592	1507	1528	1364.09	1549
ENSG00000025423.11|HSD17B6	16	20	22	12	21	19.21	21	21
ENSG00000025434.19|NR1H3	195	241.01	234.01	257	187	259	221.03	300
ENSG00000025708.14|TYMP	26	23	42	20	15	11	17	13
ENSG00000025770.19|NCAPH2	1387.46	1443.56	1514.31	1837.67	1366.95	1765.58	1565.8	1781.2
ENSG00000025772.8|TOMM34	977	953	885	1160	849	1001	850	1022
ENSG00000025796.14|SEC63	2063.66	2167.61	2470.56	2341.5	2286.76	2282.58	2061.51	2192.65
ENSG00000025800.14|KPNA6	1699.46	1805	2008.94	2006.97	1799.15	1931.9	1657.58	1742.08
ENSG00000026025.16|VIM	39851.08	37441.16	42988.06	40765.07	44044.84	46687.57	46175.8	44456.85
ENSG00000026036.22|RTEL1-TNFRSF6B	487.22	660.86	760.03	776.48	479.68	695.74	594.52	673.38
ENSG00000026297.15|RNASET2	43	35	40	44	36	37	26	32
ENSG00000026508.18|CD44	2512	2662	2742	2990	3015	3300	3086	3276
ENSG00000026652.14|AGPAT4	931	935	1133	914	1000	1116	947	912
ENSG00000026950.17|BTN3A1	270.62	259.08	263.17	272.55	233.42	275.35	228.66	219.35
ENSG00000027001.10|MIPEP	529	435.16	479	494.33	500	503	446	524
ENSG00000027075.15|PRKCH	459	434	546	488	446.26	461	436	479
ENSG00000027644.5|INSRR	107	98	127	125	92	113	110	110
ENSG00000027697.14|IFNGR1	386	467	478	498	483	478	405	491
ENSG00000027847.14|B4GALT7	213	225	193	222	200	215	231	204
ENSG00000028137.19|TNFRSF1B	338	381	361	477	375	567	403	564
ENSG00000028203.18|VEZT	774	835	886	911	934	928	757	902
ENSG00000028277.21|POU2F2	12	19	10	14	16	20	19	20
ENSG00000028310.18|BRD9	1563.05	1483.9	1725.84	1614.56	1479.32	1665.09	1420.57	1501.5
ENSG00000028528.15|SNX1	2984	2939	3268	3065	3118	3128	2762	3032
ENSG00000028839.10|TBPL1	248.58	281.42	282.45	292.41	261.73	281.78	260.98	327.5
ENSG00000029153.14|ARNTL2	309	371	404	488	377	411	328	467
ENSG00000029363.16|BCLAF1	4176.33	4504.23	4925	4729.97	4644.84	4614.2	3968	4317.93
ENSG00000029364.12|SLC39A9	1009	1064	1204	1178	1133	1140	1062	1096
ENSG00000029534.20|ANK1	94	64	83	84	72	66	56	91
ENSG00000029639.11|TFB1M	155.83	163.09	201.93	170.85	160.78	180.69	168.59	196.11
ENSG00000029725.17|RABEP1	1703.39	1654.5	2045.1	1845.71	1787.28	1842.71	1570.12	1732.32
ENSG00000029993.15|HMGB3	1864	2037	2210	2204	1945.99	2110	1777	1963
ENSG00000030066.13|NUP160	2198	2345	2715	2617	2577	2507	2423	2606
ENSG00000030110.13|BAK1	261	267	321	289	312	341	295	335
ENSG00000030419.16|IKZF2	50	74	75	51	70	56	46	47
ENSG00000030582.18|GRN	2740	2770	2892	3149	2156	2943	2737	2686
ENSG00000031003.10|FAM13B	680	831	792	839.98	750	845	724	862.74
ENSG00000031081.10|ARHGAP31	1440	1371	1440	1379	1480	1543	1358	1385
ENSG00000031691.7|CENPQ	217	244	291	316	250	253	210	280
ENSG00000031698.13|SARS	1276	1301	1332	1364	1326	1388	1248	1287
ENSG00000031823.14|RANBP3	1366	1459	1570	1650	1345	1635	1377	1461
ENSG00000032219.18|ARID4A	905	1073	1107	1176	960	1091	843	1098
ENSG00000032389.12|EIPR1	408	293	384	366	344	342	335	304
ENSG00000032444.16|PNPLA6	412	451	493	482	401	529	446	420
ENSG00000032742.17|IFT88	412	434	505	432	481	415	381	406
ENSG00000033011.12|ALG1	276.29	268.72	277.39	260.9	235.85	242.3	227.79	221.56
ENSG00000033030.13|ZCCHC8	363	423	459	517	386	540	437	519
ENSG00000033050.9|ABCF2	781.19	707.79	748.83	719.77	746.2	757	591.15	613.55
ENSG00000033100.16|CHPF2	475	468	559	470	461	510	445	441
ENSG00000033122.19|LRRC7	2	2	2	12	1	1	3	3
ENSG00000033170.16|FUT8	329.34	298.43	350.87	305.51	347.81	301.79	335.54	325.56
ENSG00000033178.13|UBA6	1210	1320	1498	1401	1480	1479	1391	1591
ENSG00000033327.13|GAB2	5302	4981	5864	5459	4763	5291	4728	4514
ENSG00000033627.16|ATP6V0A1	1691	1658	1842	1783	1647	1738	1674	1712
ENSG00000033800.13|PIAS1	981.7	1103.89	1183.45	1239.34	1076.94	1150.98	997.31	1167.45
ENSG00000033867.16|SLC4A7	422	535	561	558	603	565	511	544
ENSG00000034053.14|APBA2	2661	2685	3099	2797	2551	2734	2616	2308
ENSG00000034152.18|MAP2K3	507	466	547	496	459	536	538	477
ENSG00000034510.6|TMSB10	7039	6903	7291	7362	7771	9202	7862	8051
ENSG00000034533.11|ASTE1	197.24	183.67	213.71	223.62	188.56	244.96	191.54	216.95
ENSG00000034677.13|RNF19A	1419	1532	1752.41	1801	1851.2	1780	1781.8	1797
ENSG00000034693.15|PEX3	147.84	149	155	186.87	161	139	146	173.96
ENSG00000034713.8|GABARAPL2	970	966	1046	1096	1201	1152	1096	1158
ENSG00000035115.21|SH3YL1	330	320	383	321	437	371	310	380
ENSG00000035141.8|FAM136A	874	890	966	1058	899	986	818	1027
ENSG00000035403.17|VCL	671.5	704.03	691.95	760.7	684.34	778.76	679.6	755.88
ENSG00000035499.13|DEPDC1B	522	613	659	709	631	723	584	752
ENSG00000035664.11|DAPK2	150	157	173	162	144	179	133	154
ENSG00000035681.9|NSMAF	1032	1073	1194	1096	1126	1136	1048	1126
ENSG00000035687.10|ADSS	827	786	904	944	989	1007	836	1089
ENSG00000035862.12|TIMP2	10166.06	10716.13	11702.71	12333	9764.09	10485.66	10103.46	10223.09
ENSG00000035928.16|RFC1	2120	2263	2531	2500	2369	2475	1989	2496
ENSG00000036054.13|TBC1D23	638	644	738	669	715	754	663	739
ENSG00000036257.13|CUL3	1680	1781	2046	1822	1906	1875	1788	1852
ENSG00000036448.10|MYOM2	65	55	60	75	37	52	62	30
ENSG00000036530.8|CYP46A1	19	19	11	10	22	14	18	20
ENSG00000036549.13|AC118549.1	560	525	547	424	590	559	478	500
ENSG00000036565.15|SLC18A1	191	302	248	388	234	411	291	431
ENSG00000036672.16|USP2	210	238	229	275	180	238	165	199
ENSG00000037042.9|TUBG2	602.17	597.61	603.53	654.5	585.62	675.1	636.92	649.25
ENSG00000037241.7|RPL26L1	321.92	339.93	345.97	370	327	370	300	331.87
ENSG00000037280.16|FLT4	27	37	36	40	20	29	26	21
ENSG00000037474.15|NSUN2	1839	1908	2093	2071	2033	2013	1859	1975
ENSG00000037637.11|FBXO42	477	502	549	529	504	531	488	569
ENSG00000037749.12|MFAP3	337	406	446	433	414	414	368	441
ENSG00000037757.14|MRI1	773.14	697.39	792.86	882.23	767.3	908.48	795.08	811.01
ENSG00000037897.17|METTL1	208	149	226	179	183	218	174	213
ENSG00000037965.6|HOXC8	17	3	10	16	8	11	13	9
ENSG00000038002.9|AGA	377	356	353	391	327	373	297	326
ENSG00000038210.13|PI4K2B	326.74	380.52	391.09	459.28	388.38	333.02	359.19	409.7
ENSG00000038219.13|BOD1L1	998	1113	1341	1310	1097	1268	1109	1220
ENSG00000038274.17|MAT2B	691	755	818	708	790	794	719	722
ENSG00000038358.15|EDC4	2105.01	2126.61	2301.94	2524.99	1846.55	2477	2071.55	2226.88
ENSG00000038382.20|TRIO	8156	7916	9609	7372	8665	8390	7756	6789
ENSG00000038427.16|VCAN	8527	9728	11007	10300	10497	11165	9743	10310
ENSG00000038532.16|CLEC16A	484	466	498	466	446	425	454	427
ENSG00000039123.16|MTREX	1886.93	1922.24	2139.77	2068.04	2091.96	2020.3	1860.47	2138.67
ENSG00000039139.9|DNAH5	15	12	18	18	12	5	10	13
ENSG00000039319.17|ZFYVE16	2125.67	2413.99	2634.61	2762.34	2660.49	2812.99	2219.06	2668.08
ENSG00000039523.20|RIPOR1	1516	1569	1676	1763	1442	1851	1564	1655
ENSG00000039560.14|RAI14	526	525	638	695	645	644	563	589
ENSG00000039650.12|PNKP	524.2	426.57	590.62	544.53	493.47	588.55	482.73	520.19
ENSG00000040199.18|PHLPP2	578.32	654.79	793.86	682.07	723.91	791.23	694	773.99
ENSG00000040275.17|SPDL1	626	700	719	743	601	697	640	638
ENSG00000040341.18|STAU2	1095.46	1037.61	1167.22	1066.42	1234.69	1036.77	1133.38	1086.34
ENSG00000040487.13|PQLC2	316	321	342	360	313	335	320	344
ENSG00000040531.14|CTNS	363	380	414	370	400	419	368	378
ENSG00000040608.14|RTN4R	25	41	40	61	37	39	59	39
ENSG00000040633.13|PHF23	1022	1004	1122	1187	1134	1351	1132	1181
ENSG00000040933.15|INPP4A	608	716	775	756	680	748	683	765
ENSG00000041353.10|RAB27B	28	28	40	48	25	24	17	29
ENSG00000041357.16|PSMA4	3707	3632	3989	4194	3874	3927	3486	3929
ENSG00000041802.11|LSG1	824	852	951	883	923	910	851	880
ENSG00000041880.14|PARP3	216	223	223	256	231	236	261	236
ENSG00000041982.16|TNC	2643	1744	2581	1682	1975	1484	1819	1174
ENSG00000041988.15|THAP3	87.05	82.36	104	114.2	87.08	146.95	91.16	96
ENSG00000042088.13|TDP1	363	378	388	414	375	454	361	459
ENSG00000042286.15|AIFM2	11	19	13	7	18	9	10	17
ENSG00000042317.17|SPATA7	103.12	131	136.24	123	138	121.06	115.02	129.07
ENSG00000042429.12|MED17	806	914.33	1068.69	922.15	1076.45	1063.15	941.98	914.27
ENSG00000042445.14|RETSAT	847.97	860.9	850.66	891.86	901.85	950.95	843.83	891.97
ENSG00000042753.11|AP2S1	592	679	607	716	574	620	613	679
ENSG00000042832.12|TG	54	54	47	60	41	49	31	37
ENSG00000043093.14|DCUN1D1	651	716	843	851	863	916	750	851
ENSG00000043143.20|JADE2	166	219	149	210	196	209	180	200
ENSG00000043355.12|ZIC2	96	91	116	108	100	113	94	120
ENSG00000043514.16|TRIT1	195	246	252	220	235	225	208	215
ENSG00000044090.8|CUL7	36.82	38	51.53	50	28.01	60	49	36
ENSG00000044115.21|CTNNA1	6992	6449	7896	7009	7844	7626	7726	7075
ENSG00000044446.11|PHKA2	212.86	223.6	281	297	256	240	249	285
ENSG00000044459.15|CNTLN	444	381	504	461	507	437	435	482
ENSG00000044524.11|EPHA3	7202	6349	9343	6413	9047	6882	7838	6366
ENSG00000044574.8|HSPA5	9381	8033	10050	8050	11062	9096	10216	8224
ENSG00000046647.13|GEMIN8	176	146	218	158	160	177	172	154
ENSG00000046651.15|OFD1	775	899	903	940	906	956	817	962
ENSG00000046653.15|GPM6B	10865	11591	12776	12208	11678	11453	10469	10794
ENSG00000046774.10|MAGEC2	43	35	56	57	55	35	43	42
ENSG00000047056.15|WDR37	442	456	511	501	435	528	428	475
ENSG00000047188.16|YTHDC2	1267	1461	1509	1676	1522	1542	1293	1576
ENSG00000047230.15|CTPS2	557	574	689	650	681	682	613	650
ENSG00000047249.18|ATP6V1H	560	583	576	638	633	581	644	607
ENSG00000047315.16|POLR2B	3763.69	3973.33	4377.58	4307.12	4149.76	4046.9	3906.59	3994.76
ENSG00000047346.12|FAM214A	533.47	560	678	590.69	564.81	544	508.41	556.8
ENSG00000047365.12|ARAP2	156	178	203	191	196	154	183	158
ENSG00000047410.14|TPR	5965	6244.98	7059	7110.97	6495.98	6886.99	5835	6866
ENSG00000047457.14|CP	6	1	5.39	9.29	2.08	7	1	13.35
ENSG00000047578.13|KIAA0556	539.53	493.26	561.27	487.48	505.68	574.93	491.77	477.37
ENSG00000047579.19|DTNBP1	300	271	336	314	303	258	252	247
ENSG00000047621.12|C12orf4	536	579	605	695	652	641	586	707
ENSG00000047634.15|SCML1	291	356	386	458	348	329	327	415
ENSG00000047644.18|WWC3	1120	1216	1394	1414	1223	1350	1217	1151
ENSG00000047648.22|ARHGAP6	264	189	288	275	233	291	246	202
ENSG00000047849.21|MAP4	3879	3601	4382	3961	3972	3990	4040	3824
ENSG00000047932.14|GOPC	563	634	686	585	692	683	623.96	754.99
ENSG00000048028.11|USP28	552	609	618	765	647	682	599	672
ENSG00000048052.21|HDAC9	1347	1358	1737	1616	1757	1840	1819	1911
ENSG00000048140.18|TSPAN17	859	948	1044	1018	874	979	948	995
ENSG00000048162.20|NOP16	364.14	323.91	384.12	333.43	319.62	381.71	319.35	340.93
ENSG00000048342.16|CC2D2A	475	513	549	467	486	523	429	459
ENSG00000048392.11|RRM2B	662	780	838	798	790	781	721	824
ENSG00000048405.10|ZNF800	245	261	308	297	322	312	268	285
ENSG00000048471.14|SNX29	193	203	270	237	217	233	244	193
ENSG00000048544.6|MRPS10	1049	1056	1214	1090	1186	1138	1101	1169
ENSG00000048649.13|RSF1	1606.53	1719.53	2078.13	1936.42	1824.42	1920.36	1736	1836.56
ENSG00000048707.15|VPS13D	551	548	702	538	559	654	603	547
ENSG00000048740.18|CELF2	2159	2098	2637	2156	2424	2324	2237	2113
ENSG00000048828.17|FAM120A	3093.29	3101.52	3398.12	3332.04	3386.4	3437.71	3201.18	3284.04
ENSG00000048991.16|R3HDM1	1398	1385	1492	1515	1398	1506	1290	1366
ENSG00000049089.15|COL9A2	408	510	440	455	402	455	416	401
ENSG00000049167.14|ERCC8	311.5	349.71	382.59	385.38	407.95	327.38	341.41	336.54
ENSG00000049192.15|ADAMTS6	161	111	156	103	146	109	117	85
ENSG00000049239.12|H6PD	837	882	988	896	810	867	856	829
ENSG00000049245.13|VAMP3	269	246	285	304	307	274	261	289
ENSG00000049246.14|PER3	884.95	958.92	1184.95	1127.88	908.89	909	854.84	996.86
ENSG00000049323.16|LTBP1	572	566	692	634	442	491	468	499.98
ENSG00000049449.9|RCN1	2474.47	2475.73	2530.54	2595.06	2609.13	2730.97	2288.39	2754.1
ENSG00000049540.17|ELN	785	875	773	1190	559	796	543	860
ENSG00000049541.11|RFC2	1422	1366	1512	1792	1215	1512	1348	1769
ENSG00000049618.23|ARID1B	873.2	736.77	1019.42	838.63	827.28	818.73	865.18	759.41
ENSG00000049656.14|CLPTM1L	1447	1393	1630	1507	1497	1591	1497	1442
ENSG00000049759.18|NEDD4L	1301	1463	1536	1502	1232	1339	1208	1290
ENSG00000049768.15|FOXP3	22	22	17.64	17	14.31	24	14	22
ENSG00000049769.13|PPP1R3F	118	118.92	148.96	149	114.28	168.73	116.68	146.77
ENSG00000049860.14|HEXB	2073.36	2097.72	2312.06	2608.48	2251.67	2225.98	2213.55	2355.14
ENSG00000049883.15|PTCD2	434	431	511	476	554	507	458	527.98
ENSG00000050030.15|NEXMIF	4	10	16	25	7	5	6	11
ENSG00000050130.18|JKAMP	939.93	990	1086.96	1091	1061	1136	965	1067
ENSG00000050165.17|DKK3	6657	5943	7779	6463	7418	6705	7612	6437
ENSG00000050344.9|NFE2L3	475	464	490	494	489	424	394	418
ENSG00000050393.11|MCUR1	1019	1119	1314	1349	1252	1213	1125	1244
ENSG00000050405.13|LIMA1	3798	3554	4349	3803	4325	4016	3835	3996
ENSG00000050426.16|LETMD1	346	352	437	455	349	373	353	393
ENSG00000050438.17|SLC4A8	324	350	424	402	339	367	304	272
ENSG00000050555.18|LAMC3	12	13	7	16	2	6	5	7
ENSG00000050748.17|MAPK9	377	400	406	406	382	377	329	386
ENSG00000050820.17|BCAR1	905	998.1	1063	1118.58	877	1104	1024.21	961.32
ENSG00000051009.10|FAM160A2	429	488	567	477	423	507	462	458
ENSG00000051108.15|HERPUD1	617	583	629	579	623	572	595	616
ENSG00000051128.19|HOMER3	823.34	876.96	904.54	948.7	706.77	886.71	711.88	659.56
ENSG00000051180.17|RAD51	677	668	659	873	656	720	556	877
ENSG00000051341.14|POLQ	698	869	923	1200	766	1005	765	1246
ENSG00000051382.8|PIK3CB	358	327	425	394	410	417	374	358
ENSG00000051596.9|THOC3	384.45	400.1	391.08	401.63	338.11	405.42	340.31	454.45
ENSG00000051620.11|HEBP2	146	166	155	151	171	190	155	197
ENSG00000051825.14|MPHOSPH9	443	541.28	555.81	677.52	529	609	497.47	586.65
ENSG00000052126.14|PLEKHA5	38	48	50	54	45	52	45	38
ENSG00000052723.11|SIKE1	977	1193	1260	1383	1250	1199	1106	1317
ENSG00000052749.13|RRP12	653	586.34	637.01	599	595	681	602	572
ENSG00000052795.13|FNIP2	326	389	463	491	385	411	366	455
ENSG00000052802.13|MSMO1	846	853	989	940	1215	1058	1095	1011
ENSG00000052841.15|TTC17	1709	1757	2030	1857	1959	1899	1718	1813
ENSG00000053254.15|FOXN3	540.62	517.06	726	671.31	530.7	437.48	469.57	530.5
ENSG00000053371.12|AKR7A2	712	628	763.97	838.95	666	675	654	724
ENSG00000053372.5|MRTO4	1275	1133	1255	1267	1133	1168	1100	1142
ENSG00000053438.10|NNAT	12	22	15	14	13	11	6	10
ENSG00000053501.13|USE1	416	372	439	459	376	465	373	464
ENSG00000053524.12|MCF2L2	46.57	44	62	74	67.45	52.15	45	69.48
ENSG00000053702.15|NRIP2	36	32	39	50.37	42	40	33	34
ENSG00000053747.16|LAMA3	8	11	8	19	15	9	8	15
ENSG00000053770.12|AP5M1	652	730	791	771	728	822	711	805
ENSG00000053900.10|ANAPC4	515	525	597	578	598	588	517	587
ENSG00000053918.16|KCNQ1	19	11	27	11	15	15	24	7
ENSG00000054116.12|TRAPPC3	500	538	612	604	526	547	549	553
ENSG00000054118.15|THRAP3	3381.55	3410.92	3684.21	3759.84	3420.16	3661.86	3091.56	3620.77
ENSG00000054148.17|PHPT1	829	744	729	770.88	654	785	654	698
ENSG00000054179.12|ENTPD2	14	23	30	27	25	29	22	11
ENSG00000054267.22|ARID4B	1164.24	1301.99	1425.11	1277.06	1279.32	1322.81	1233.09	1293.82
ENSG00000054277.14|OPN3	100.22	107.18	121.23	87.54	153.19	159.15	126.54	132.56
ENSG00000054282.16|SDCCAG8	331.42	348.45	406.99	386.88	345.32	355.57	351.7	381.33
ENSG00000054356.14|PTPRN	25	21	33	31	20	40	36	25
ENSG00000054392.13|HHAT	109	116	120	136	126	126	126	133
ENSG00000054523.17|KIF1B	2920.42	3159.97	3652.73	3287.28	3157.79	3197.56	2860.13	3161.39
ENSG00000054598.8|FOXC1	264	232	275	297	229	294	273	300
ENSG00000054611.14|TBC1D22A	238	168	189	184	170	156	186	154
ENSG00000054654.16|SYNE2	1742	1781	2100	2056	1768	2058	1800	2118
ENSG00000054690.13|PLEKHH1	270.5	327.72	293.24	335.61	298.94	339.03	249.11	294.84
ENSG00000054793.13|ATP9A	1699	1886	2180	1900	1953	2026	1821	1927
ENSG00000054965.10|FAM168A	3111	3273	3527	3475	3032	3324	2952	2997
ENSG00000054967.13|RELT	343	349	407	408.21	311	393	354	468.37
ENSG00000054983.17|GALC	197	195	206	209	197	166	155	169
ENSG00000055044.11|NOP58	1441.72	1581.28	1621.39	1582.66	1513.78	1413.51	1415.57	1532.62
ENSG00000055070.17|SZRD1	2411.91	2563.73	2702.51	2639.58	2280.9	2656.92	2273	2386
ENSG00000055118.14|KCNH2	279	319	296	370	230	321	299	318
ENSG00000055130.16|CUL1	969	1002.15	1064.38	1043	997.95	1022	943.02	1065
ENSG00000055147.19|FAM114A2	248	254	287	297	316	280	240	289
ENSG00000055163.20|CYFIP2	563	588	664	617	487	508	517	496
ENSG00000055208.19|TAB2	851	899	1022	950	991	988	907	977
ENSG00000055211.14|GINM1	389	363	390	353	367	350	385	375
ENSG00000055332.18|EIF2AK2	1831.99	2030.98	2255	2385.92	2105	2284.93	1934	2156
ENSG00000055483.19|USP36	977	987	1099	1016	898	1057	922	982
ENSG00000055609.18|KMT2C	911	775	1008	799	878	873	840	770
ENSG00000055917.15|PUM2	2569	2749	3011	2892	2870	2799	2699	2749
ENSG00000055950.16|MRPL43	303.21	373.89	413.03	389.37	343.51	334.17	335	334.04
ENSG00000055955.16|ITIH4	21.73	33.58	22.46	22.67	35.91	21.3	11.48	12.52
ENSG00000056050.7|HPF1	490	477	479	511	455	540	432	541
ENSG00000056097.16|ZFR	3525	3667	3989	3845	3771	4064	3380	3692
ENSG00000056277.16|ZNF280C	118	116	137	172	134	152	112	154
ENSG00000056487.16|PHF21B	304	296	390	331	326	342	313	314
ENSG00000056558.11|TRAF1	16	17	18	30	28	19	9	13
ENSG00000056586.16|RC3H2	1321	1641	1793	1765	1766	1781	1577	1933
ENSG00000056736.10|IL17RB	74	72	82	109	66	70	82	92
ENSG00000056972.19|TRAF3IP2	382	403	439	563.24	366	492	327.27	510
ENSG00000056998.20|GYG2	374	291	342	332	291	286	265	275
ENSG00000057019.16|DCBLD2	750	936	917	1001	811	849	757	881
ENSG00000057252.13|SOAT1	678	843	879	978	867	936	783	929
ENSG00000057608.17|GDI2	4290.95	4469.95	5060.95	4968.64	4823	4695.39	4476.08	4559
ENSG00000057663.16|ATG5	211	215	263	239	314	277	276	289
ENSG00000057704.13|TMCC3	303	334	367	311	312	348	289	327
ENSG00000057757.10|PITHD1	785	871	923	1052	831	898	775	1020
ENSG00000057935.13|MTA3	1096	1030	1244	1260	1056	1122	1035	1092
ENSG00000058056.9|USP13	698	736	888	869	773	794	755	835
ENSG00000058063.16|ATP11B	1208.71	1513.38	1649.07	1606.66	1542.41	1570.59	1515.37	1621.82
ENSG00000058085.14|LAMC2	43	51	41	57	41	56	44	80
ENSG00000058091.17|CDK14	935	749	1144.31	867	1177	844	1053	805
ENSG00000058262.10|SEC61A1	6156.67	6053.57	6815.78	6579.16	6535.57	7167.59	6538.19	6874.01
ENSG00000058272.19|PPP1R12A	881.89	909.23	1097.63	961.57	1160.14	1001.92	967.06	908.58
ENSG00000058404.20|CAMK2B	173	167	193	196	127	135	117	152
ENSG00000058453.17|CROCC	302.65	271.53	384.51	360.84	250.83	319.4	276.87	257
ENSG00000058600.16|POLR3E	558	622	667	681	627	647	619	634
ENSG00000058668.14|ATP2B4	593	621	687	684	650	645	628	617
ENSG00000058673.16|ZC3H11A	3239.35	3500.58	3681.58	3645.01	3509.03	3585.62	3497.26	3815.32
ENSG00000058729.11|RIOK2	591	690	705	784	687.98	760	625.8	751
ENSG00000058799.15|YIPF1	119	130	152	119	143	115	130	109
ENSG00000058804.12|NDC1	825	912	1046	1164	836	898	807	917
ENSG00000058866.15|DGKG	125	120	141	144	142	162	114	174
ENSG00000059122.16|FLYWCH1	341	392	399	412	362	397	377	404
ENSG00000059145.18|UNKL	58.67	94.2	88.43	122.15	82.69	93.81	85.28	61.72
ENSG00000059378.12|PARP12	153	125	157	125	191	152	149	128
ENSG00000059573.9|ALDH18A1	1478	1379	1591	1540	1421	1496	1333	1424
ENSG00000059588.10|TARBP1	505	537	569	522	518	476	426	426
ENSG00000059691.12|GATB	483.08	508.2	629.7	498.25	480	501.71	434.89	481.19
ENSG00000059728.11|MXD1	313.15	395	424.67	411.17	325	387.16	331.02	364
ENSG00000059758.8|CDK17	313	335	397	331	340	362	303	324
ENSG00000059769.20|DNAJC25	108	115	158	139	143	143	114	131.88
ENSG00000059804.16|SLC2A3	171	202.83	180.84	197.93	212.94	232.74	206.97	226
ENSG00000059915.17|PSD	82.65	89.6	102.44	104.22	80.65	97.6	88.32	82.2
ENSG00000060069.16|CTDP1	322	313	359	328	304	326	297	301
ENSG00000060138.13|YBX3	714	660	824	757	708	696	781	738
ENSG00000060237.17|WNK1	4105	4529	5242	4704	4325	4598	4204	4293
ENSG00000060339.14|CCAR1	2054	2262	2495	2344	2461	2661	2217	2629
ENSG00000060491.16|OGFR	869	1009	1006	1067	940	1049	889	920
ENSG00000060642.10|PIGV	133	158	160	176	124	137	112	132
ENSG00000060656.20|PTPRU	32	31	39	42	19	26	27	16
ENSG00000060688.13|SNRNP40	382	400	452	456	402	441	424	464
ENSG00000060709.15|RIMBP2	373.99	437.99	536.98	395	384.99	354	456.98	371.92
ENSG00000060749.15|QSER1	1922	2243	2488	2616	2334	2381	2052	2492
ENSG00000060762.19|MPC1	572	690	697	642	767	770	721	834
ENSG00000060971.18|ACAA1	404.06	478	446.61	479.92	376	559.9	386.87	524.22
ENSG00000060982.15|BCAT1	544	536	623	486	668	591	578	562
ENSG00000061273.18|HDAC7	886.61	1006.23	935.82	983.59	868.31	1141.81	875.85	1016.78
ENSG00000061337.15|LZTS1	799	733	872	905	638	732	715	768
ENSG00000061455.11|PRDM6	13	13	19	14	18	16	19	15
ENSG00000061656.9|SPAG4	12	22	38	24	13	29	25	29
ENSG00000061676.15|NCKAP1	4270	4432	5266	4802	5313	5033	4523	4710
ENSG00000061794.13|MRPS35	475	534	615	566	548	547	512	593
ENSG00000061918.13|GUCY1B1	89	106	117	125	86	103	76	114
ENSG00000061936.9|SFSWAP	949	921	990	994	948	995	954	883
ENSG00000061938.18|TNK2	1363.97	1499	1645.97	1576.89	1285	1598.97	1447	1412
ENSG00000061987.16|MON2	583	748	891	783	856	830	723	828
ENSG00000062038.14|CDH3	14.72	13	14.62	5	11.99	9	13	3
ENSG00000062194.16|GPBP1	3974	4084	4762	4386	4529	4117	4075	4385
ENSG00000062282.15|DGAT2	72	73	68	81	57	75	37	45
ENSG00000062370.16|ZNF112	264	297	309	324	300	333	299	322
ENSG00000062485.19|CS	3384.58	3286.79	3705.83	3710.95	3308.78	3504.09	3216.76	3465.33
ENSG00000062524.16|LTK	25	21	23	27	21	24	23	24
ENSG00000062582.14|MRPS24	505.99	479.71	574	599	461	539.36	469.18	465.45
ENSG00000062598.18|ELMO2	1771.99	1670	1892.76	1777.92	1886.98	1927	1728.99	1819.99
ENSG00000062650.19|WAPL	1006	1204	1172	1271	1190	1178	1075	1271
ENSG00000062716.13|VMP1	1321	1408	1718	1507	1657	1580	1623	1657
ENSG00000062725.10|APPBP2	1386	1541	1830	1734	1756	1724	1571	1757
ENSG00000062822.13|POLD1	629	709	783	878	506	767	600.07	782.16
ENSG00000063015.19|SEZ6	91	69	104	93	71	48	59	61
ENSG00000063046.17|EIF4B	4828.9	4853.84	5421.77	5528.14	4637.98	5010.54	4419.82	4453.43
ENSG00000063127.15|SLC6A16	41	27	41	41	20	43	39	31
ENSG00000063169.10|BICRA	243	209	248	269	218	265	205	225
ENSG00000063176.15|SPHK2	364.82	400.4	475.08	529.78	356.16	499.77	451.58	408.76
ENSG00000063177.13|RPL18	2929	2941	3071	3141	2426	2736	2679	2481
ENSG00000063180.9|CA11	163	160	154	182	141	162	144	126
ENSG00000063241.8|ISOC2	102	142	179	171	112	129	131	125
ENSG00000063244.12|U2AF2	4280	4324	4655	4935	3789	4866	4057	4500
ENSG00000063245.14|EPN1	1301.9	1387.42	1449.63	1584	1139	1486.92	1310.95	1306
ENSG00000063322.14|MED29	1445	1442	1452	1592	1298	1607	1321	1436
ENSG00000063438.17|AHRR	72.9	62.13	130.08	62	142.13	111.79	118.58	104.06
ENSG00000063587.14|ZNF275	339	341	442	384	396	426	323	346
ENSG00000063601.17|MTMR1	538	607	672	604	555	639	601	641
ENSG00000063660.9|GPC1	5193	4897	6362	5540	5923	6001	7329	5202
ENSG00000063761.16|ADCK1	208	163	186	164	178	163	165	118
ENSG00000063854.13|HAGH	328	373	370	432.02	364	422.03	391	393
ENSG00000063978.16|RNF4	1833	1995.31	2164	2063.71	1875.75	2275.05	1851	2087
