Ctrl_602_R1B1	LMP_602_R1B1	Ola_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000269374.1|AC011497.2	13.23	28.97	23.88	0	20.25	23.43	19.98	0
ENSG00000269378.1|AC022149.1	312.95	165.44	263.48	166.99	254.3	343.27	321.62	272.33
ENSG00000269386.5|RAB11B-AS1	66	61	44.06	60	45.09	61	48.05	43
ENSG00000269397.1|AC011503.2	45	42	42	53	39	43	36	41
ENSG00000269399.2|AC008764.6	33	37	36	37	31	38	28	36
ENSG00000269404.7|SPIB	9	5	8	10	6	16	8.7	6.42
ENSG00000269416.5|LINC01224	150	180	160	247	146	214	140	216
ENSG00000269427.1|AC024075.3	39.5	12.08	16.66	38.18	28.15	21.04	30.08	11.77
ENSG00000269439.5|AC010618.4	37.28	31.05	48.06	56.23	44.07	52	31.09	44
ENSG00000269473.1|AC012313.8	19	9	14	11	21	16	15	9
ENSG00000269481.1|AC010319.4	17	13	15	18	7	16	11	15
ENSG00000269489.1|AL589765.6	10	6	4	9	5	6	3	4
ENSG00000269556.8|TMEM185A	248	282	272	290	268	299	264	276
ENSG00000269590.1|AC010422.5	25.85	0	0	10.16	1.06	11.51	9.94	30.77
ENSG00000269604.1|AC005523.2	890.89	885.72	957.57	993.22	807.42	933.1	847.85	958.79
ENSG00000269609.5|RPARP-AS1	46	49	33	53	46	60	54	55
ENSG00000269621.1|AL589765.7	3.17	0	11.37	7.92	1.5	1.51	3.11	0
ENSG00000269693.1|AC010422.6	0	19.25	0	0	0	0	19.08	0
ENSG00000269694.1|AC005197.1	10	8	9	7	9	6	7	8
ENSG00000269696.1|AC005498.3	26	29	29	43	35	33	30	34
ENSG00000269707.1|AC018730.1	13	15	40	29	23	25	13	14
ENSG00000269713.7|NBPF9	1180.4	1227.52	1372.75	1267.94	1335.75	1462.53	1224.99	1327.2
ENSG00000269737.2|AL691432.1	13.28	10.16	5.43	25.25	17.48	19.78	13.32	11.03
ENSG00000269743.3|SLC25A53	58	75	68	77	84	74.63	69	51
ENSG00000269761.1|AC025278.2	47.68	43.55	44.42	30.62	29.82	42.62	37.03	31.46
ENSG00000269779.1|AC010329.2	6.16	0	0	11	4	1.84	2.88	3.08
ENSG00000269794.1|AC010642.1	0	2	0	11	4	0	0	0
ENSG00000269821.1|KCNQ1OT1	412	372	539	371.26	402.77	412	393	354
ENSG00000269825.1|AC022150.4	108	157	171	155	155	180	144	208
ENSG00000269834.5|ZNF528-AS1	688	745	855	838	724	835	672	741
ENSG00000269837.1|IPO5P1	336	284	358	314	316	318	329	350
ENSG00000269846.1|AL136172.1	17.13	10.1	7.02	4.03	8.06	6.1	1	5
ENSG00000269858.6|EGLN2	1238.65	1327	1409	1364	1130	1431	1302	1298.68
ENSG00000269867.1|AC010326.3	19.26	22.98	26.99	39.93	30.39	27.94	19.11	29.58
ENSG00000269881.1|AC004754.1	11.38	12.84	6.47	3.67	7.62	3.68	4.23	6.18
ENSG00000269883.1|AC007375.2	7.02	6	14.09	6.03	5.01	9.03	8.01	9.04
ENSG00000269891.2|ARHGAP19-SLIT1	428.91	361.97	536.06	489.3	549.71	496.57	576.47	566.54
ENSG00000269893.7|SNHG8	539	496	578	503	503	479	560	420
ENSG00000269894.1|AC018809.1	9	2	7	7	4	1	12	4
ENSG00000269897.5|COMMD3-BMI1	130.29	47.36	74.08	133.15	106.07	88.88	0	75.2
ENSG00000269906.1|AL606834.1	13	7	3	6	5	7	2	12
ENSG00000269910.1|AL049840.2	11.9	27.37	22.63	12.49	13.85	24.43	22.09	32.64
ENSG00000269911.1|FAM226B	52	55	52	51	63	71	57	53
ENSG00000269918.1|AF131215.6	79	84	73	73	77	70	94	72
ENSG00000269921.1|AC068620.1	8	2	10	13	6	5	6	7
ENSG00000269926.1|DDIT4-AS1	64.56	0.85	0	71.25	28.34	82.73	0	135.69
ENSG00000269929.2|AL158152.1	87	71	116	68.35	83	73	73.27	76
ENSG00000269937.1|AC093525.7	73.74	71.09	80.52	77.64	48.15	76	48.09	63.03
ENSG00000269940.1|AL049840.3	41.1	52.63	54.37	81.51	46.15	37.57	38.91	68.36
ENSG00000269951.1|AC090181.2	26	18	35	23	27	25	31	18
ENSG00000269955.2|FMC1-LUC7L2	638.03	524.04	573.66	721.31	613.52	625.8	491.19	591.21
ENSG00000269958.1|AL049840.4	81	88	78	87	73	84	81	86
ENSG00000269959.1|SPACA6P-AS	11.12	22.57	15.12	14.07	15.07	21	27.15	26.13
ENSG00000269968.1|AC006064.4	23.22	39.5	34.93	46.15	61.78	39.54	69.13	16.64
ENSG00000269973.1|AC010969.2	44	38	39	57	42	44	47	59
ENSG00000269982.1|AC018809.2	20	32	39	32	23	20	25	21
ENSG00000269983.1|AC146944.4	60.23	99.14	88.65	100.56	95.11	71.57	77.79	123.85
ENSG00000269984.1|AC078795.1	38.77	44.99	28.28	39.67	30.34	37.01	27.72	26.61
ENSG00000270011.7|ZNF559-ZNF177	78.51	74.07	81.64	83.26	67.37	69.34	75.04	84.93
ENSG00000270012.1|AC232271.1	102	91	92	105	72	96	78	68
ENSG00000270015.1|AC087481.3	351	345	409	328	364	397	335	363
ENSG00000270049.2|AC009061.2	21	23	32	21	27	39	19	33
ENSG00000270055.1|AC127502.2	48	58	55	46	54	23	46	44
ENSG00000270060.1|AC090589.3	13.33	16.32	6.2	17.72	13.57	9.84	10.64	21.93
ENSG00000270062.1|AL606834.2	4	4	15	6	3	5	3	6
ENSG00000270069.1|MIR222HG	3	12	9	19	9	5	6	10
ENSG00000270074.1|AC087203.3	47	60	49	59	51	62	46	43
ENSG00000270083.1|AL021878.2	13	15	11	17	7	12	8	19
ENSG00000270084.2|GAS5-AS1	13	20	13	13	11	4	13	11
ENSG00000270091.1|AC015726.1	5	6	6	10	7	9	10	4
ENSG00000270100.1|AC012065.4	8.84	10.57	11.54	2.24	2.21	2.91	4.18	8.18
ENSG00000270105.1|AC136475.8	5	7	2.63	4	1.54	11	6	5
ENSG00000270106.6|TSNAX-DISC1	0	6.73	2.54	11.53	5.88	4.07	15.55	0
ENSG00000270108.1|AL049840.5	9	17	17	12	11	10	11	11
ENSG00000270124.1|AC092127.2	26	22	39	37	44	42	53	39
ENSG00000270127.2|AC027020.2	44.45	61.91	55.2	57.86	56.92	59.22	30.74	45.16
ENSG00000270157.1|AC004918.3	23	25	34	24	17	36	23	18
ENSG00000270170.2|NCBP2-AS2	159	116	168	178	175	147	133	155
ENSG00000270175.1|AC023509.3	10	20	17	17	17	10	18	16
ENSG00000270184.1|AC018695.4	4	5	5	9	10	15	11	14
ENSG00000270194.1|AC097359.2	23.58	14.73	18.51	27.04	15.68	17.4	16.37	21.45
ENSG00000270195.2|AC016773.1	23.46	23.43	31.63	44	28	31	28	20.69
ENSG00000270231.4|NBPF8	1029.48	1131.95	1230.58	1331.72	1157.87	1253.89	1082.05	1269.46
ENSG00000270276.2|HIST2H4B	79.03	59.24	115.8	78.89	15.82	102.81	73.61	89.21
ENSG00000270277.1|AC009948.2	13.68	11.03	12.46	22.49	14.49	19.12	18.1	21.38
ENSG00000270316.1|BORCS7-ASMT	29.14	0	73.76	60.96	0	0.05	0	0
ENSG00000270344.2|POC1B-AS1	31	30	33	28	25	32	15	19
ENSG00000270362.1|HMGN3-AS1	20.02	23.04	35.03	35.05	26.01	28.01	21.02	23.05
ENSG00000270392.2|PFN1P2	19	17	19.71	27	24	23.63	27.08	24
ENSG00000270419.1|CAHM	43	36	45	42	46	53	34	54
ENSG00000270504.1|AL391422.4	69.44	45.32	54.83	62.3	67.66	77.94	61	51.54
ENSG00000270540.1|AC093915.1	24	13	19	14	18	23	13	11
ENSG00000270558.1|AC025449.1	9	6	7	7	3	8	7	12
ENSG00000270574.1|AC010680.2	10.15	15.74	23.16	16.81	11.33	15.58	16.03	22.81
ENSG00000270580.5|AC139256.2	53.78	99.19	70.06	74.69	73.36	104.28	87.73	81.19
ENSG00000270589.1|AL158163.1	5	5.49	12.6	8	7	2.68	5.02	7.28
ENSG00000270605.1|AL353622.1	26	34	31	17	23	14	20	19
ENSG00000270617.1|URGCP-MRPS24	21.92	5.52	0	0	0	4.75	5.07	9.95
ENSG00000270629.6|NBPF14	1044.82	1036.85	1198.61	948.33	1136.99	1169.81	1023.85	990.07
ENSG00000270638.1|AL023806.1	9.33	9	16.46	16	3	7	5	9
ENSG00000270641.1|TSIX	48.44	28.69	40.51	39.86	28.7	45.73	35.59	38.03
ENSG00000270647.6|TAF15	4370	4385	4633	5084	4078	4523	3687	4452
ENSG00000270673.1|YTHDF3-AS1	8	12	14	12	16	9	8	6
ENSG00000270696.1|AC005034.3	65.51	34.34	78.52	59.2	32.77	51.41	58.35	62.92
ENSG00000270757.1|HSPE1-MOB4	112.08	136.44	142.56	120.3	145.72	89.42	103.26	98.14
ENSG00000270761.1|AL355353.1	8	5	2	9	11	8	3	3
ENSG00000270800.3|RPS10-NUDT3	624.03	769.27	715.73	861.86	760.62	814.1	710.79	748.26
ENSG00000270804.1|AC010326.4	37.74	33.69	31.01	50.07	34.61	38.06	37.89	58.42
ENSG00000270820.5|AC016727.1	9.63	19.34	18.86	28.77	35.65	19.72	18.01	19.75
ENSG00000270871.1|AC015849.3	2	12	6	11	8	20	10	13
ENSG00000270872.2|SRGAP2D	116.81	64.79	79.43	60.57	86.28	82.68	48.19	104.4
ENSG00000270882.2|HIST2H4A	31.97	45.76	47.2	21.11	112.18	29.19	40.39	18.79
ENSG00000270885.1|RASL10B	535	522	570	618	426	522	403	489
ENSG00000270890.1|AL049844.2	11	18	25	18	24	17	15	21
ENSG00000270953.1|AC007938.3	7.18	12.07	5.02	8.23	4.04	12.06	4.14	3.04
ENSG00000270956.1|AC009948.3	7.9	4.88	4.88	11.87	5.82	7.94	5.89	6.86
ENSG00000270959.1|LPP-AS2	82	68.93	76	84	76.88	103	51	73
ENSG00000270964.1|AC016355.1	11	20	23	16	15	18	10	18
ENSG00000270977.1|AC015849.5	9	16	20	28	11	19	17	19
ENSG00000271009.3|AC116667.1	35	20	25	29	25	18	21	15
ENSG00000271013.1|LRRC37A9P	4	15	10	13	5	8	6	9
ENSG00000271021.1|AC239600.1	7	1	16	1	10	6	8	3
ENSG00000271032.1|AC020907.4	5	5	3	11	5	5	5	4
ENSG00000271092.5|TMEM56-RWDD3	10.03	6.36	10.22	9.32	8.28	16.1	16.92	17.01
ENSG00000271109.1|AC008555.4	12	10	9	13	9	13	6	14
ENSG00000271119.1|AC026412.3	38	52	45	67	83	71	47	53
ENSG00000271121.2|NUDT4P2	54.82	99.23	100.81	83.58	48.42	84.36	53.85	76.99
ENSG00000271122.1|AC018647.2	665	657	718	706	763	741	589	702
ENSG00000271127.1|AP000526.1	0	0	5.76	0	0	12.34	8.42	13.81
ENSG00000271133.5|AC004130.1	12	21	14	16	17	22	17	11
ENSG00000271147.7|ARMCX5-GPRASP2	63.58	80.11	83.52	62.89	96.2	77.94	102.26	83.83
ENSG00000271155.1|AL161729.1	10.16	8.3	11.42	10.48	10.02	12.19	19.22	10.07
ENSG00000271270.6|TMCC1-AS1	126	95	150	168	155	170	135	129
ENSG00000271303.1|SRXN1	731	788	818	831	889	972	865	945
ENSG00000271327.1|AC010201.2	29	25	20	23	26	13	20	14
ENSG00000271335.5|AL117336.2	14	33	13	33	19	10	12	33
ENSG00000271344.1|AC018638.6	11	11	14	16	16	12	15	13
ENSG00000271380.1|AL451085.2	20.28	17.93	18.58	18.74	13.28	21.69	19.69	17.97
ENSG00000271383.7|NBPF19	429.69	566.25	498.22	539.68	458.79	508.56	432.44	531.79
ENSG00000271387.1|AL445228.2	11	12	10	16	18	10	16	15
ENSG00000271396.1|AC091167.4	5	1	5	14	2	6	8	3
ENSG00000271425.8|NBPF10	311.59	344.84	444.91	395.9	423.29	420.14	324.15	345.08
ENSG00000271447.6|MMP28	10	5	10	8	3	3	0	4
ENSG00000271474.1|AC106881.1	16	18	16	27	17	32	10	14
ENSG00000271524.1|BNIP3P17	7.41	22.64	30.31	34.94	10.44	13.33	21.89	42.89
ENSG00000271533.1|Z83843.1	55	76	79	48	88	64	75	87
ENSG00000271550.1|BNIP3P11	4	2	4	12	7	10	7	15
ENSG00000271551.2|AL355297.4	12.8	13.23	6.58	9.37	3.72	8.27	8.82	8.59
ENSG00000271553.1|AC018638.7	2	4	6	5	2	14	7	9
ENSG00000271576.1|AL359504.2	53	55	47	45	30	49	32	51
ENSG00000271580.1|AL583832.1	0	2	11	6	3	4	9	5
ENSG00000271581.1|AL671883.2	2.89	2.4	8.37	11.58	1.39	2.29	0	4.29
ENSG00000271601.4|LIX1L	1407	1602	1651	1665.76	1663.98	1722.98	1541.94	1645
ENSG00000271614.1|ATP2B1-AS1	101	66.51	93	67	74.72	72	52	70
ENSG00000271643.2|AC112220.2	27	40	31	43	35	49	33	44
ENSG00000271646.1|AC099343.3	52	50	73	72	48	52	46	41
ENSG00000271659.1|AL161729.4	18	11	7	26	8	9	6	11
ENSG00000271672.1|DUXAP8	62.24	78.94	83.47	83.7	80.73	144.59	77.86	69.58
ENSG00000271698.1|AC233992.2	45.75	56.72	84.85	48.16	37.93	55.99	56.38	50.46
ENSG00000271741.1|AC114490.2	123.45	120.25	108.78	142.51	88.82	138.13	81.6	115.17
ENSG00000271743.1|AF287957.1	7	6	8	5	4	11	5	6
ENSG00000271754.1|AL355802.2	11.73	10.15	19.18	22.84	6.8	23.05	7.92	13.53
ENSG00000271755.1|AL031118.1	11	7	16	12	12	9	13	8
ENSG00000271757.1|AP002360.2	2	3	3	11	2	1	4	2
ENSG00000271780.1|AL118558.3	24	33	45	35	27	14	9	21
ENSG00000271781.1|AC026740.1	11	16	17	17	18	19	21	22
ENSG00000271784.1|AL031055.1	5	11	6	6	6	6	11	2
ENSG00000271793.1|AL589666.1	45.13	36.76	39.6	28.36	29.23	32.14	26.33	32.9
ENSG00000271797.1|AC008494.3	9.76	16.54	6.21	13.18	12.47	7.28	6.73	10.29
ENSG00000271816.1|AC022400.5	48.02	55.66	73.5	28.87	54.3	48.81	56.19	43.16
ENSG00000271828.1|AC008937.3	12	23	24	20	25	36	14	40
ENSG00000271830.1|AC012213.4	7	8	12	11	12	17	9	15
ENSG00000271833.1|AL445222.1	9	6	13	9	3	7	9	3
ENSG00000271851.1|AC087501.4	20	34	32	38	38	38	28	35
ENSG00000271853.5|AL162258.1	20.72	31.38	37.95	37.15	22.17	22.55	19.92	24.38
ENSG00000271855.1|AC073195.1	12	6	11	10	6	10.84	12	10
ENSG00000271860.6|AL589740.1	11	7	5	8	14	10	7	8
ENSG00000271862.1|AC104118.1	28	19	20	19	16	25	16	19
ENSG00000271869.1|AC026979.2	24	25	13	11	15	17	19	12
ENSG00000271870.1|AC024060.1	14	25	17	24	12	21	26	9
ENSG00000271895.2|AL109811.2	50	53.46	58	56	48	51	48	44.19
ENSG00000271918.1|AC034236.2	46	61	61	46	58	49.16	44	55
ENSG00000271933.1|AL603756.1	7	11	11	10.01	13	10	2	14
ENSG00000271936.1|AC012073.1	51	64	53.23	76	41	63	48	59
ENSG00000271943.2|AC098614.3	19.39	27.81	20.59	36.01	26.45	29.35	32.55	27.04
ENSG00000271959.1|AC100803.3	33	34	37	23	25	20	24	26
ENSG00000271966.1|AC021321.1	9	11	7	13	15	14	10	9
ENSG00000271971.1|AC120053.1	10	10	19	27	18	20	9	13
ENSG00000271976.1|AC012467.2	35	58	44	44	46	63	51	49
ENSG00000271980.1|AC012640.4	2.55	3.76	7.73	11.3	6.43	5.24	3.69	2.53
ENSG00000272008.1|AL139274.2	45	44	53	65	61	60	66	56
ENSG00000272030.1|AL162258.2	24.87	25.31	50.15	33.22	25.5	28.91	24.35	37.43
ENSG00000272031.3|ANKRD34A	111	140	158	162	111	171	136	186
ENSG00000272040.1|AC010245.2	5	15	10	20	11	9	19	12
ENSG00000272047.2|GTF2H5	222	228	204	202	246	192	172	245
ENSG00000272049.1|AC091965.4	7	2	17	8	11	5	5	4
ENSG00000272054.1|AC007390.2	24.39	33.66	24.6	31.63	31.59	24.39	16.25	25.41
ENSG00000272068.1|AL365181.2	117	115	117	129	79	99	55	134
ENSG00000272070.1|AC005618.1	91	108	121	97	96	95	91	90
ENSG00000272072.1|AC004492.1	11	11	14	10	10	10	11	6
ENSG00000272077.1|AC124045.1	46	71	69	65	46	53	55	38
ENSG00000272078.1|AL139423.1	9.46	11.42	4.45	5.46	6.93	4.27	8.16	6.52
ENSG00000272079.2|AC004233.3	18	19	16	28	15	24	12	15
ENSG00000272084.1|AL137127.1	12.8	12.52	10.33	5.71	8.5	6.8	3.45	6.76
ENSG00000272086.1|AC025181.2	20	17	24	28	17	17	27	19
ENSG00000272092.1|AC087623.2	5	7	8	12	6	11	9	3
ENSG00000272106.1|AL691432.2	120.62	78.68	92	91	121.93	80.26	94.39	67
ENSG00000272108.1|AC244517.1	27	28	29	20	35	31	22	38
ENSG00000272114.1|AL136131.3	40.81	50.4	71.2	68.97	53.07	53.65	62.94	48.17
ENSG00000272140.2|AC022400.6	15.92	33.35	33.51	16.65	14.44	14.71	12.87	13.37
ENSG00000272142.1|AL359643.3	16	20	11	27	20	10	11	11
ENSG00000272143.1|FGF14-AS2	40	22	32	31	43	39	22	25
ENSG00000272145.1|NFYC-AS1	61	61.14	66.12	60.04	64	70	47.34	60.36
ENSG00000272150.5|NBPF25P	45.46	79.36	85.09	78.01	73.58	70.9	69.85	78.37
ENSG00000272153.1|AL365330.1	7.18	8	9	11	7	8	6	13
ENSG00000272159.1|AC087623.3	10.77	15.24	13.03	10.85	8.69	1.31	10.12	3.85
ENSG00000272168.7|CASC15	486.32	652.07	628.64	659.93	483.27	564.66	398	549.17
ENSG00000272173.1|U47924.2	75.04	57.04	70.42	84.37	52.41	80.36	67.66	84.55
ENSG00000272195.1|AL356512.1	10.03	3.04	14.37	4.2	12.76	7.73	6.7	4
ENSG00000272196.2|HIST2H2AA4	0	18.57	0	55.95	0	22.43	89.12	45.67
ENSG00000272209.1|AL023583.1	6	12	3	3	5	7	5	3
ENSG00000272217.1|AL645940.1	20	13	14	12	9	12	23	14
ENSG00000272240.1|AC004908.1	7	14	7	11	13	15	9	11
ENSG00000272247.1|AC080013.5	10	3	2	1	3	2	3	4
ENSG00000272267.2|AC021242.3	20.85	17.3	29.58	16	13.43	28.12	25.82	33.46
ENSG00000272269.1|AL138724.1	25.81	18.17	25.56	28.45	11.74	29.34	7.44	10.28
ENSG00000272273.1|IER3-AS1	15.04	21.13	8.34	13.41	24.97	16.87	15.82	13.19
ENSG00000272277.1|AL031963.3	21	12.3	10	5.1	6	11	14	15
ENSG00000272288.5|AL451165.2	8	9	15	12.09	7.04	7	5	6
ENSG00000272301.1|AP002360.3	20	25	19	11	18	15	12	16
ENSG00000272316.1|AL021368.2	40.88	41.41	47.56	39.28	61.21	32.32	34.67	33.2
ENSG00000272323.1|AC026801.2	10	10	8	10	13	7	3	15
ENSG00000272325.2|NUDT3	1068.59	931.06	1278.63	1063.87	1095.84	1174.72	1041.98	1064.15
ENSG00000272333.5|KMT2B	1808	1903	2027	1938	1627	2083	1858	1813
ENSG00000272335.1|AC093297.2	169	189	192	214	161	155	142	174
ENSG00000272338.2|AC067838.1	7	8	9	7	8	4	2	13
ENSG00000272341.1|AL137003.2	36	38	39	36	23	32	34	44
ENSG00000272345.1|AL031775.1	3.38	33.29	24.46	10.6	11.32	15.78	17.49	15.31
ENSG00000272356.1|AL080317.3	26.23	19.19	29.57	15.85	20.01	24.33	19.99	27.09
ENSG00000272372.1|AC009102.2	18	10	21	19	10	26	2	13
ENSG00000272374.1|Z97832.2	18	13	21	21	19	30	18	21
ENSG00000272391.6|POM121C	2341.05	2605.65	2792.98	2993.46	2254.15	2723.59	2304.56	2738.63
ENSG00000272398.6|CD24	635	697	718	706	570	637	473	653
ENSG00000272405.1|AL365181.3	142.62	199.35	197.77	270.33	134.64	228.98	160.37	242.86
ENSG00000272410.5|AC022384.1	84.71	107.35	164.53	87.33	114.47	208.34	140.22	91.39
ENSG00000272414.6|FAM47E-STBD1	153.15	166.48	232.08	197.6	183.48	247.22	231.28	183.52
ENSG00000272419.6|LINC01145	70.7	118.9	123.79	104.2	114.77	124.44	124.6	101.93
ENSG00000272431.1|AC104117.5	3	5	1	4	11	3	3	1
ENSG00000272442.2|AL353588.1	12.3	12.7	15.2	21.88	10.08	11.7	9.9	20.86
ENSG00000272446.5|AL158850.1	2.8	0	0	0	15.74	12.46	0	5.16
ENSG00000272447.1|AL135925.1	50.49	42.1	50.23	53.87	57.88	49.36	41.19	42.9
ENSG00000272455.1|AL391244.2	17	28	28	27	20	26	31	21
ENSG00000272462.2|U91328.1	34	43	58	31	41	42	35	39
ENSG00000272476.1|AL024507.2	15.32	21.37	17.43	16.5	15.22	22.4	21.36	22.35
ENSG00000272501.1|AL662844.4	40	42	54	41	42	52	63	52
ENSG00000272502.1|AC104958.2	415	385	399	457.03	359.62	401	334.93	396.68
ENSG00000272505.1|AC104964.4	112	107	126	112	108	90	86	80
ENSG00000272512.1|AL645608.7	10	8	8	7	9	2	9	9
ENSG00000272514.6|CFAP206	22.55	26.44	21.16	38.94	33.54	28.24	33.65	10.1
ENSG00000272518.1|AC036214.2	11	15	16	11	8	4	10	10
ENSG00000272523.1|LINC01023	17	20	18	10	17	20	20	8
ENSG00000272525.1|AC099522.2	25	22	27	26	25	25	16	15
ENSG00000272540.1|AL662797.1	67.86	77.41	62.27	74.24	83.15	89.79	67.46	92.6
ENSG00000272549.1|LINC02538	54	39	42	32	43	44	61	42
ENSG00000272556.2|GTF2IP13	272.92	301.67	321.97	341.4	227.44	309.46	273.1	283.56
ENSG00000272572.1|AL138762.1	8	15	13	15	8	8	11	16
ENSG00000272573.6|MUSTN1	15.3	11.22	8.6	11.8	6.72	10.18	7.66	12.51
ENSG00000272578.5|AP000347.1	68.24	98.82	124.66	136.73	87.72	107.31	96.46	144.44
ENSG00000272589.1|ZSWIM8-AS1	24.17	19.86	28.28	37.79	34.6	41.23	38.68	28.9
ENSG00000272599.2|AC016394.2	18	7.58	11	8.56	17	13.67	21	8
ENSG00000272601.1|AC010655.3	4	10.43	4.71	1.12	8.31	7.72	6.6	10
ENSG00000272602.6|ZNF595	201	188	265	251	203	246.03	191	246
ENSG00000272604.1|AC073073.2	30	31	30	24	22	24	35	20
ENSG00000272606.1|AC015982.1	11.01	12.18	16.51	12.96	15.34	19.48	16.82	11.68
ENSG00000272617.3|AC026464.6	186.27	164.88	214.93	199.99	184.63	191.41	164.4	160.07
ENSG00000272630.1|AL731563.3	14	11	21	10	17	7	16	16
ENSG00000272631.1|AC067750.1	30	25	36	38	42	30	26	18
ENSG00000272638.1|AC006027.1	31.69	45.61	32.68	45.49	38.35	43.66	25.91	28.16
ENSG00000272644.1|AC097468.3	5	4	6	7	12	6	8	9
ENSG00000272645.3|GTF2IP20	299.37	353.38	369.92	393.08	314.29	417.95	350.09	401.97
ENSG00000272654.1|AL358472.2	33.81	27.7	36.77	52.34	49.83	35.04	38.11	47.66
ENSG00000272655.2|POLR2J4	129.3	140.52	110.77	142.87	114.44	133.72	106.99	113.14
ENSG00000272661.1|AC021097.1	10.66	0	0	24.1	0	0	5.45	0
ENSG00000272663.1|AC093635.1	13	19	16	12	14	9	15	13
ENSG00000272667.1|AC012306.2	29.43	32.02	41.16	22.22	29.53	24.97	32	26.06
ENSG00000272669.1|AL021707.6	26	28	18	28	18	15	25	36
ENSG00000272674.3|PCDHB16	916.39	1022.66	1068.78	1024.43	977.95	1054.19	946.41	1012.35
ENSG00000272677.1|AC124016.1	7	3	5.55	11.96	7	3	3.57	4.09
ENSG00000272682.1|AC004471.2	11.31	5.69	10.83	5	3.21	12.4	6.88	7.27
ENSG00000272686.1|AC006333.2	43	28	42	33	33	34	34	26
ENSG00000272711.1|AC019069.1	55	59	76	72	45	60	44	44
ENSG00000272716.1|AL121658.1	11	8	14	14	11	7	10	16
ENSG00000272720.1|AL022322.1	9	10	9	18	9	10	10	12
ENSG00000272732.1|AC004982.1	7	5	8	8	15	4	5	9
ENSG00000272750.1|AL592148.3	20.07	23.14	22.02	19.11	25.09	29.03	11.03	21.02
ENSG00000272752.6|STAG3L5P-PVRIG2P-PILRB	1475.45	1560.36	1646.01	1686.56	1438.93	1796.2	1558.42	1452.7
ENSG00000272758.5|AC083798.2	162.34	147.87	221.86	190.71	207.51	172.3	220.16	221.26
ENSG00000272760.1|AC093726.1	10.34	6.28	13.6	16.39	7.83	4.8	11.04	10.58
ENSG00000272767.1|JMJD1C-AS1	14.35	6.71	11.9	10.73	16.91	10.88	10.91	23.86
ENSG00000272768.1|AC004854.2	9.08	11.28	9.18	11.29	21.44	18.6	12.45	13.09
ENSG00000272769.1|AC097532.2	74	89	107	101	125	133	99	95
ENSG00000272777.1|AC019131.2	5	7	12	10	2	12	4	13
ENSG00000272779.1|AC245060.4	129.74	121.52	136.64	155.59	175.23	150.1	136.71	122.5
ENSG00000272787.1|AC253536.6	3	5	8	16	8	11	7	9
ENSG00000272791.1|AC073389.3	19	11	14	13	15	18	18	14
ENSG00000272800.2|AC021851.1	6	2	11	9	10	10	9	9
ENSG00000272807.1|AC007038.2	6	17	17	20	13	8	8	16
ENSG00000272812.1|AC004908.2	8	7	5.34	6	11	7	3	14
ENSG00000272821.1|U62317.2	76.31	32	47.01	63.75	30.91	26.35	15.62	33.52
ENSG00000272829.1|AC002470.1	4	7	5	3	7	3	10	6
ENSG00000272831.1|AC027644.3	132.21	134.29	139.62	147.23	190.86	134.17	152.28	135.31
ENSG00000272841.1|AL139393.2	132	158.36	138.39	206.76	207	178.63	164.17	251.19
ENSG00000272842.1|AL391834.1	11	3	9	7	9	4	6	5
ENSG00000272843.1|AC211476.2	9	9	7	13	4	4	5	1
ENSG00000272849.1|AC084018.1	10.31	14.14	14	9.22	28.04	14.62	9.28	15.01
ENSG00000272853.1|AC069544.1	20	22	33	26	22	29	23	21
ENSG00000272870.2|AC097534.2	64	65	71	106	74	96	68	72
ENSG00000272872.1|AP000525.1	46.75	48.47	54.39	46.66	82.4	76.79	62.24	71.88
ENSG00000272884.1|AC113189.4	0	0	0.93	18.41	0	17.43	0	16.23
ENSG00000272886.6|DCP1A	500	588	697	654	606	622	577	634
ENSG00000272887.1|CSPG4P5	62.94	78.49	77.83	52.87	48.75	63.31	67.08	46.03
ENSG00000272888.6|LINC01578	1396.41	1429.58	1569.77	1388.86	1562.5	1316.67	1298.42	1357.67
ENSG00000272894.5|AC004982.2	66	63	56	63	42	56	41	53
ENSG00000272899.4|ATP6V1FNB	56	34	53	49	40	49	48	50
ENSG00000272902.2|TBC1D8-AS1	28	40	46	34	21	37	30	10
ENSG00000272905.1|AC018648.1	4	5	8	12	6	6	5	2
ENSG00000272906.1|AL353708.3	5.48	6.41	8.83	6.05	2.96	5.85	13.73	6.65
ENSG00000272909.1|AL122035.2	26.49	0	41.77	25.86	17.61	17.34	33.27	17.03
ENSG00000272913.1|AC009237.14	100	114.7	125	135.52	132.8	124	161	111
ENSG00000272916.5|AC022400.7	75.63	79.03	80.03	38.27	75.14	66.45	62	63.13
ENSG00000272918.1|AC005070.3	10	22	20	17	29	27	19	31
ENSG00000272921.1|AC005832.4	0	29.1	18.09	6.46	54.33	0	0	0
ENSG00000272922.1|AC107294.1	6	12	9	8	6	4	3	8
ENSG00000272927.1|AC107464.3	24	37	55	43	42	37	31	45
ENSG00000272931.1|AC099568.2	15	26	22	19	18	23	27	23
ENSG00000272933.1|AL391121.1	18.03	3.69	0	8.48	0	11.4	0	7.79
ENSG00000272941.1|AC083862.2	32.05	23.27	34.25	44.07	33.58	20.36	33.96	42.33
