Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000229891.1|LINC01315	34	42	21	24
ENSG00000229931.1|AL137003.1	13	14	12	5
ENSG00000229944.3|EIF4EP2	23.23	23.62	22.05	7.3
ENSG00000229950.1|TFAP2A-AS1	277.36	251.31	237.55	235.93
ENSG00000229953.1|AL590666.2	22.88	22.34	14.56	14.44
ENSG00000229980.4|TOB1-AS1	39	12.77	21.61	19.11
ENSG00000230042.1|AK3P3	12	7	14	17
ENSG00000230091.6|TMEM254-AS1	72.24	69.25	80.13	98
ENSG00000230124.8|ACBD6	1053.26	902.07	849.11	881.79
ENSG00000230149.2|AL021707.3	5.21	10.74	8.22	12.3
ENSG00000230224.1|PHBP9	9	19	4	10
ENSG00000230267.7|HERC2P4	86	100.15	87.31	75.03
ENSG00000230269.6|LINC02525	20	24	18	29
ENSG00000230359.5|TPI1P2	41	25	37	32
ENSG00000230373.8|GOLGA6L5P	315.64	322.95	281.55	391.61
ENSG00000230392.1|AC004835.1	115	107	109	84
ENSG00000230409.3|TCEA1P2	12.76	8.04	1.47	10.46
ENSG00000230415.1|LINC01786	16	19	15	24
ENSG00000230454.1|U73166.1	80	85	65	68
ENSG00000230461.8|PROX1-AS1	111	79	56	65
ENSG00000230487.8|PSMG3-AS1	91	92	99	89
ENSG00000230513.1|THAP7-AS1	35.62	29.08	22.52	35.32
ENSG00000230530.1|LIMD1-AS1	99.97	129.19	116.36	99.84
ENSG00000230551.4|AC021078.1	432.9	382.8	321	376.78
ENSG00000230555.2|AL450326.1	26	30	27	15
ENSG00000230562.3|FAM133DP	15.35	6.05	10.58	14.95
ENSG00000230565.1|ZNF32-AS2	48.41	42.7	50.87	45.9
ENSG00000230590.10|FTX	1187.55	1173.19	1143.14	1116.74
ENSG00000230606.10|AC092683.1	508.31	687.05	522.91	570.06
ENSG00000230635.2|CYP4F60P	18.24	15.08	9.09	23.06
ENSG00000230658.1|KLHL7-DT	41	34	27	28
ENSG00000230699.2|AL645608.2	79.71	72	64	64
ENSG00000230707.1|AL589987.1	9	23	23	16
ENSG00000230715.3|AC018638.2	58.54	61.79	38.69	54.51
ENSG00000230724.9|LINC01001	95.77	78.45	71.95	85.03
ENSG00000230733.2|AC092171.2	144.43	170.31	142.23	178.95
ENSG00000230736.2|AL021937.1	18	15	8	11
ENSG00000230747.1|AC021188.1	19.38	22.36	12.68	17.87
ENSG00000230797.2|YY2	40.11	29.89	44.94	47.36
ENSG00000230798.5|FOXD3-AS1	19	20	15	37
ENSG00000230804.2|C2orf27AP3	19	9	25.07	25
ENSG00000230844.2|ZNF674-AS1	277	276	211	243
ENSG00000230869.1|AGAP10P	17.04	14.75	22.46	18.03
ENSG00000230870.2|FBXW11P1	13	8	12	12
ENSG00000230896.1|AL604028.1	11	13	12	10
ENSG00000230910.3|AL391807.1	276	229	219	221
ENSG00000230982.1|DSTNP1	26	25	21	22
ENSG00000230989.6|HSBP1	2204	2217	1939	2093
ENSG00000231007.5|CDC20P1	46.97	42.96	39.02	41.98
ENSG00000231064.7|AC234582.1	128.95	87.23	115.25	124.83
ENSG00000231074.8|HCG18	589.14	524.6	527.72	568.19
ENSG00000231113.2|AL035587.1	10	14	12	5
ENSG00000231160.9|KLF3-AS1	33	27.03	28	28
ENSG00000231177.4|LINC00852	21	35	24	32
ENSG00000231252.2|AC099792.1	73	53	65	34
ENSG00000231259.5|AC125232.1	127.89	97.54	77.08	61.65
ENSG00000231305.3|AC112484.1	24	38.03	24.97	26
ENSG00000231312.6|MAP4K3-DT	86.25	96	58	68.48
ENSG00000231345.3|BEND3P1	34.4	20	18	21
ENSG00000231346.5|LINC01160	12	12	14	19.29
ENSG00000231365.5|WARS2-AS1	109	120	82	107
ENSG00000231437.3|LINC01750	155	144	184	143
ENSG00000231500.7|RPS18	10761.17	9713.27	9019.63	9094.19
ENSG00000231527.6|FAM27C	112.17	115.63	92.95	122.63
ENSG00000231528.2|FAM225A	1212.81	1218.23	851.6	1161.6
ENSG00000231551.8|AC245100.4	35	28	44	44
ENSG00000231584.8|FAHD2CP	58.45	55.74	49.33	67.84
ENSG00000231595.1|AC005224.1	11	5	16	19
ENSG00000231607.11|DLEU2	78.3	65.77	59.67	75.78
ENSG00000231609.6|AC007098.1	23.32	24.64	18	17.64
ENSG00000231628.1|AL133406.2	22	27	31	21
ENSG00000231711.2|LINC00899	52	50	65	58
ENSG00000231721.7|LINC-PINT	80.48	46.34	86.36	68.26
ENSG00000231764.8|DLX6-AS1	76.55	87	15	16
ENSG00000231770.5|TMEM44-AS1	84	83	68	65
ENSG00000231784.8|DBIL5P	20	28	15	18
ENSG00000231789.2|PIK3CD-AS2	32	57	45	38
ENSG00000231817.8|LINC01198	134.57	148.47	129.19	142.18
ENSG00000231852.8|CYP21A2	21.57	21.23	26.46	21.1
ENSG00000231856.2|AL162377.1	18	10	18	14
ENSG00000231864.2|AL807752.3	186.52	190.04	158.27	94.37
ENSG00000231871.5|IPO9-AS1	15.98	13.39	11.83	10.48
ENSG00000231887.7|PRH1	10.54	5.59	12.81	7.37
ENSG00000231889.7|TRAF3IP2-AS1	156	140	122	126
ENSG00000231890.7|DARS-AS1	8	15	11	10.01
ENSG00000231925.11|TAPBP	1849	1917	1644	1735
ENSG00000231934.1|FAM242A	26	7	12	4
ENSG00000231955.1|AC007383.3	3.41	29.55	4.81	17.75
ENSG00000231995.2|AL590399.4	18.94	18.43	16.05	26.8
ENSG00000231999.6|LRRC8C-DT	13	12	24	10
ENSG00000232021.6|LEF1-AS1	9.51	14.08	10.88	7.82
ENSG00000232024.2|LSM12P1	153.6	147.28	147.57	106.4
ENSG00000232040.3|ZBED9	121	130	139	123
ENSG00000232044.6|SILC1	18	21	21	20
ENSG00000232070.8|TMEM253	23.8	16.76	27.71	20.81
ENSG00000232098.3|AC012313.1	164	191.89	207.33	178.38
ENSG00000232104.3|RFX3-AS1	139	99	76	73
ENSG00000232112.3|TMA7	1426.21	1405.35	1222.92	1213.87
ENSG00000232119.8|MCTS1	446	450	420	384
ENSG00000232160.6|RAP2C-AS1	22	16	12	21
ENSG00000232300.1|FAM215B	45	40	29	39
ENSG00000232354.8|VIPR1-AS1	10.44	6.35	21.61	10.95
ENSG00000232388.4|SMIM26	396.63	330.23	382.02	358.87
ENSG00000232433.2|GXYLT1P3	26.42	32.19	28.96	38.78
ENSG00000232434.2|AJM1	119	103	88	101
ENSG00000232442.1|MHENCR	70	85	81	78
ENSG00000232450.1|AL133517.1	18	18	15	21
ENSG00000232533.1|AC093673.1	50	43	52	68
ENSG00000232573.1|RPL3P4	20.95	19.59	17.8	24.46
ENSG00000232586.1|KIAA1614-AS1	64.86	73.23	44.71	49.74
ENSG00000232593.7|KANTR	264	315	211	232.74
ENSG00000232611.1|AL683813.1	56.9	41.7	26.86	24.35
ENSG00000232630.1|PRPS1P2	40	33	34	37
ENSG00000232653.8|GOLGA8N	59.14	45.05	34.02	23.83
ENSG00000232671.5|ZNF687-AS1	15.22	19.94	17.49	8.86
ENSG00000232677.7|LINC00665	684.28	678.24	593.34	658
ENSG00000232748.3|AC135050.1	11.17	9.3	2.04	16.46
ENSG00000232783.5|FRG2FP	22	3	14	0
ENSG00000232803.1|SLCO4A1-AS1	642.18	673.82	532.97	591.32
ENSG00000232807.2|AL137186.2	26.67	46.54	26.83	9.98
ENSG00000232811.1|AL360270.1	41.87	28.16	15.23	24.71
ENSG00000232815.1|DUX4L50	85	101	78	70
ENSG00000232838.4|PET117	258.32	241.66	174.5	225.52
ENSG00000232859.9|LYRM9	66	72.89	43	56
ENSG00000232860.7|SMG7-AS1	66	40	45	43
ENSG00000232931.5|LINC00342	234.84	238.88	194.82	254.17
ENSG00000232940.5|HCG25	109.63	80.87	98.91	91.95
ENSG00000232956.8|SNHG15	697	643.27	571.22	707
ENSG00000232977.6|LINC00327	78	64	70	88
ENSG00000232995.7|AL592435.1	23.15	24.8	19.32	33.72
ENSG00000233016.6|SNHG7	531.86	576.29	445.57	442.18
ENSG00000233024.7|NPIPA9	702.76	802.49	872.44	884.35
ENSG00000233077.1|LINC01271	43.15	23.03	28.31	38.87
ENSG00000233122.2|CTAGE7P	9	12	9	18
ENSG00000233170.4|AC138356.2	13.05	22.24	20.15	7
ENSG00000233175.2|AC008105.1	7	12.13	7.37	10.19
ENSG00000233178.7|AL161457.2	29.3	25	18	20
ENSG00000233184.6|AC093157.1	40.79	48.83	32.41	50.84
ENSG00000233198.3|RNF224	32	25	12	19
ENSG00000233223.2|AC016876.1	36	42.11	50.24	34
ENSG00000233230.1|AC079807.1	13.03	16.49	15.21	27.25
ENSG00000233237.7|LINC00472	168	152	128	164
ENSG00000233270.1|SNRPEP4	25.75	13.09	19.67	19.09
ENSG00000233276.5|GPX1	786.98	797.96	707.98	644.99
ENSG00000233296.1|AC092159.2	16	16.26	4	9
ENSG00000233369.7|GTF2IP4	3597.79	3635.72	2999.7	3397.64
ENSG00000233382.7|NKAPP1	19	21	23	14
ENSG00000233384.2|AC096537.1	36	63	55	40
ENSG00000233396.7|LINC01719	63	76.31	56	60.35
ENSG00000233427.1|AL009181.1	14.44	8.42	4.87	14.52
ENSG00000233429.9|HOTAIRM1	232.15	195.93	215.76	173.64
ENSG00000233435.2|AGGF1P2	81.77	52.12	48.96	47.25
ENSG00000233476.3|EEF1A1P6	43.66	41.71	50.87	38.17
ENSG00000233527.8|ZNF529-AS1	31	33	25	20
ENSG00000233608.4|TWIST2	63	82	70	60
ENSG00000233622.3|CYP2T1P	16	7	11	6
ENSG00000233627.2|C4A-AS1	49.8	46.29	54.52	43.65
ENSG00000233639.5|PANTR1	362	393	296	346
ENSG00000233705.6|SLC26A4-AS1	18	31	10	16
ENSG00000233750.3|CICP27	27.3	15.29	22.06	18.15
ENSG00000233757.6|AC092835.1	72	67	59	73
ENSG00000233760.1|AC004947.1	7	17	10	20
ENSG00000233806.7|LINC01237	33	36	25	25
ENSG00000233817.1|AL162727.1	27	28	14	24
ENSG00000233822.4|HIST1H2BN	41.79	23.24	34.35	27.15
ENSG00000233871.2|DLG5-AS1	23	29	31	25
ENSG00000233885.7|YEATS2-AS1	73.31	47.5	40.28	45.83
ENSG00000233913.7|RPL10P9	125.67	125.3	147.25	93.04
ENSG00000233922.2|LINC01694	796	859.66	705	778
ENSG00000233927.5|RPS28	3083.93	3009	2642.9	2398
ENSG00000233937.6|AC008443.1	42.02	38.53	92.61	80.73
ENSG00000233954.6|UQCRHL	55.05	69.26	44.09	42.5
ENSG00000233966.1|UBE2SP1	12.96	13.86	12.08	19.76
ENSG00000234028.3|EIF2AK3-DT	52	47	45	45
ENSG00000234062.8|AL390879.1	18	16	16	16
ENSG00000234072.1|AC074117.1	190.01	181	137.44	164.31
ENSG00000234127.9|TRIM26	1109	1272	914	1174
ENSG00000234129.7|AC073529.1	19	18	16	14
ENSG00000234147.1|AL035446.1	28	15	25	30
ENSG00000234160.1|AL513165.1	12	9	10	8
ENSG00000234171.2|RNASEH1-AS1	128	122	83	95
ENSG00000234284.6|ZNF879	187	171	195	193
ENSG00000234327.7|AC012146.1	55.75	62.33	51	77.99
ENSG00000234338.1|AC073349.2	68	53	59	58
ENSG00000234350.4|AC007405.1	23	11	5	13
ENSG00000234353.2|AP000346.2	38.2	46.44	12.78	20.34
ENSG00000234380.2|LINC01426	51	68	43	60
ENSG00000234390.4|USP27X-AS1	29	24	26	32
ENSG00000234394.8|AL353608.3	32.29	39.63	37.52	29.18
ENSG00000234409.6|CCDC188	113	111	80	105
ENSG00000234420.7|ZNF37BP	3716.08	3557.63	2786.62	3366
ENSG00000234432.4|AC092171.3	27.42	13.36	12	13.32
ENSG00000234444.10|ZNF736	1358.57	1578.71	1191	1350
ENSG00000234456.7|MAGI2-AS3	831	907	702	921
ENSG00000234465.11|PINLYP	20	30	18	25
ENSG00000234494.7|SP2-AS1	41	40	40	45
ENSG00000234545.7|FAM133B	1145.92	1132.06	935.16	1097.05
ENSG00000234553.1|AC022431.1	17	15	12	6
ENSG00000234585.6|CCT6P3	220.31	282.75	206.49	202.57
ENSG00000234602.7|MCIDAS	25	43	13	31
ENSG00000234608.7|MAPKAPK5-AS1	192.55	191.1	149.15	173.3
ENSG00000234616.8|JRK	997	982	846	843
ENSG00000234617.2|SNRK-AS1	10.86	8.83	12.1	10.97
ENSG00000234618.1|RPSAP9	4.02	12.13	11.07	10.05
ENSG00000234636.2|MED14OS	10	11	9	21
ENSG00000234664.1|HMGN2P5	607.09	635.44	479.13	635.75
ENSG00000234678.2|ELF3-AS1	48.69	43.37	43.39	62.4
ENSG00000234684.6|SDCBP2-AS1	94	87	96	94
ENSG00000234719.8|NPIPB2	11.83	14.57	28.82	20.78
ENSG00000234741.8|GAS5	3451.34	3494.8	3269.38	3238.27
ENSG00000234745.11|HLA-B	4062.47	4236.6	3682.46	4142.38
ENSG00000234753.5|FOXP4-AS1	15	19	15	19
ENSG00000234769.7|WASH4P	122.33	90.73	95.59	77.75
ENSG00000234771.3|SLC25A25-AS1	464.02	399.86	363.73	317.38
ENSG00000234773.7|AC012618.3	59	55	48	46
ENSG00000234797.5|RPS3AP6	24.01	27.03	23.03	29.65
ENSG00000234814.8|SVIL2P	16.32	19.68	15.6	14.73
ENSG00000234851.4|RPL23AP42	1523.01	1817.7	1321.69	1600.23
ENSG00000234857.2|HNRNPUL2-BSCL2	1172.09	1051.63	1039.6	1115.68
ENSG00000234869.1|AL021392.1	14	18	13	24
ENSG00000234882.1|EIF3EP1	49.02	53	46	58
ENSG00000234899.9|SOX9-AS1	152	120	140	159
ENSG00000234912.12|SNHG20	408.95	423	399	435
ENSG00000234945.7|GTF3C2-AS1	13.47	5.78	2	10.57
ENSG00000234948.1|LINC01524	5	17	14	5
ENSG00000234961.1|AL133415.1	27.94	38.53	21.2	35.15
ENSG00000234969.1|AL627389.1	13.67	14.78	6.88	4.45
ENSG00000234996.4|AC098934.2	64	87	56	65
ENSG00000235016.1|SEMA3F-AS1	34.98	22.43	30.07	27.05
ENSG00000235023.1|AP001626.1	31	37	33	45
ENSG00000235026.5|DPP10-AS1	84	101	90	104
ENSG00000235027.1|AC068580.3	20.08	26.3	13.06	28.25
ENSG00000235043.3|TECRP1	9.09	14.29	23.26	21.48
ENSG00000235106.10|BRD3OS	758.4	778.44	788.96	726.56
ENSG00000235109.7|ZSCAN31	116	114	108	109
ENSG00000235162.8|C12orf75	138	166	150	178
ENSG00000235173.7|HGH1	510	561	515	504
ENSG00000235174.1|RPL39P3	85.12	92.36	83.07	57.15
ENSG00000235180.1|LINC00601	17	10	16	13
ENSG00000235194.8|PPP1R3E	203	206	145.83	173
ENSG00000235205.1|TATDN2P3	17	29	17	30
ENSG00000235217.6|TSPY26P	544	555	498	585
ENSG00000235238.1|SUMO2P1	22.93	40.71	18.33	5.78
ENSG00000235257.8|ITGA9-AS1	22	13	15	20
ENSG00000235288.3|AC099329.1	159.62	126	112.65	96.87
ENSG00000235298.1|AL354733.3	16.87	22.02	12.69	23.88
ENSG00000235316.1|DUSP8P5	17	21	18	19
ENSG00000235351.1|AC114730.3	38.62	20.35	6.34	17.09
ENSG00000235363.1|SNRPGP10	30.57	23.06	19.19	26.09
ENSG00000235370.6|DNM1P51	135.64	108.24	88.79	99.41
ENSG00000235374.2|SSR4P1	21	21	10	19
ENSG00000235381.1|AL596202.1	33.85	40.16	31.02	29.27
ENSG00000235437.7|LINC01278	1212	1120	1071	978
ENSG00000235453.10|SMIM27	59.2	50.3	61.42	55.59
ENSG00000235499.1|AC073046.1	15	13	13	21
ENSG00000235501.5|AC105942.1	29	37	24	18
ENSG00000235531.9|MSC-AS1	125.42	95.18	126.71	102.71
ENSG00000235560.3|AC002310.1	69.27	66.88	35.52	74.94
ENSG00000235609.7|AF127577.4	31	19.62	23.26	17.53
ENSG00000235652.7|AL356599.1	21.94	31.11	17.83	46.4
ENSG00000235655.3|H3F3AP4	1073.43	1085.59	874.5	1010.42
ENSG00000235663.1|SAPCD1-AS1	8.24	32.43	33.1	6.64
ENSG00000235703.5|LINC00894	20.58	15.79	8.48	17.11
ENSG00000235706.7|DICER1-AS1	97	81	82	75
ENSG00000235781.1|LINC02569	49	64	41	48
ENSG00000235823.2|OLMALINC	271	286	297	328
ENSG00000235859.5|AC006978.1	76	58	48	58
ENSG00000235865.2|GSN-AS1	11	12	14.02	13
ENSG00000235890.2|TSPEAR-AS1	36	21.85	18	18
ENSG00000235897.1|TM4SF19-AS1	11	21.68	7	16
ENSG00000235903.8|CPB2-AS1	7	12	9	12
ENSG00000235919.4|ASH1L-AS1	42	44.97	45	39
ENSG00000235934.1|AC007405.2	38.82	54.52	68.21	39.83
ENSG00000235944.8|ZNF815P	37	32	36	24
ENSG00000235954.6|TTC28-AS1	158.07	175.61	137.08	154.92
ENSG00000235961.5|PNMA6A	30.97	34.74	9.94	19.63
ENSG00000236015.1|AC011290.2	20	19	19	13
ENSG00000236017.8|ASMTL-AS1	27.9	16	11	17.57
ENSG00000236017.8|PAR|Y|ASMTL-AS1	27.9	16	11	17.57
ENSG00000236088.9|COX10-AS1	174	150	153	164
ENSG00000236104.3|ZBTB22	485	359	392	390
ENSG00000236144.7|TMEM147-AS1	392	310	364	330.96
ENSG00000236200.5|KDM4A-AS1	27	27.8	16.09	17
ENSG00000236255.1|AC009404.1	126	97	115	118
ENSG00000236287.8|ZBED5	1211	1140	1003	1110
ENSG00000236352.1|AC005220.1	12.59	15.79	23.41	13.62
ENSG00000236397.3|DDX11L2	27.75	52.13	25.36	33.49
ENSG00000236404.9|VLDLR-AS1	11.94	10	12.37	4
ENSG00000236432.7|AC097662.1	13	13	21	4
ENSG00000236519.1|LINC01424	24	23	24	28
ENSG00000236526.1|AL035448.1	16.93	9.63	10.56	11.61
ENSG00000236540.7|AC006547.1	17.4	34.19	10.05	15
ENSG00000236552.2|RPL13AP5	19.14	27.6	20.47	13.84
ENSG00000236609.4|ZNF853	834	925	735	681
ENSG00000236618.2|PITPNA-AS1	82.05	112.4	118.38	94.41
ENSG00000236753.6|MKLN1-AS	52	55	41	50
ENSG00000236778.7|INTS6-AS1	26.78	48.2	28	52
ENSG00000236810.5|ELOA-AS1	79.48	90.18	65.77	79.27
ENSG00000236816.2|ANKRD20A7P	209.87	212.93	187.27	242.3
ENSG00000236819.1|LINC01563	11	15	9	13
ENSG00000236829.9|Z97634.1	14	24	10	11.86
ENSG00000236830.6|CBR3-AS1	123.57	156.05	77.75	107.82
ENSG00000236859.6|NIFK-AS1	87.01	108	84.01	121.01
ENSG00000236901.6|MIR600HG	205.31	175.41	104.12	101.15
ENSG00000236914.3|LINC01852	43	51	25	43
ENSG00000236939.2|BAALC-AS2	21	26	17	19
ENSG00000236947.5|AL139412.1	15	29	18	20
ENSG00000237004.4|ZNRF2P1	81	72	67	55
ENSG00000237017.1|AC245052.4	36.45	27.38	26.3	26.22
ENSG00000237036.4|ZEB1-AS1	295.37	268.75	244.94	278.29
ENSG00000237037.9|NDUFA6-DT	101.96	114.98	68	94
ENSG00000237054.9|PRMT5-AS1	22.38	15.11	21.04	15.1
ENSG00000237080.3|EHMT2-AS1	21.17	25.32	16.08	16.08
ENSG00000237094.12|AL732372.2	106.29	83.87	79.51	77.66
ENSG00000237149.5|ZNF503-AS2	9	16	14	11
ENSG00000237172.4|B3GNT9	543.39	589.64	471.12	508.59
ENSG00000237187.8|NR2F1-AS1	217.26	263.12	197.59	159.02
ENSG00000237188.5|AC242426.2	28.02	0	18.89	3.75
ENSG00000237190.4|CDKN2AIPNL	285	286	257	323
ENSG00000237238.3|BMS1P10	67	49.96	54.93	46.28
ENSG00000237248.5|LINC00987	35	31	26	26.4
ENSG00000237289.9|CKMT1B	55.68	28.95	63.21	36.67
ENSG00000237296.9|SMG1P1	226.16	155.04	137.75	150.44
ENSG00000237298.9|TTN-AS1	175.15	173.76	172.15	157.01
ENSG00000237310.1|AC008267.5	16	32	20	10
ENSG00000237356.6|AL365295.1	8	10	11	16
ENSG00000237357.2|BX088651.4	433.69	474.02	364.09	492.6
ENSG00000237380.7|HOXD-AS2	53.43	41.04	44.85	30.27
ENSG00000237399.7|PITRM1-AS1	14.37	13.52	8.68	15.96
ENSG00000237424.1|FOXD2-AS1	47	46	49	41
ENSG00000237437.1|ASS1P12	24	7	17	9
ENSG00000237440.9|AC008554.1	494	393.06	352	421.07
ENSG00000237441.10|RGL2	1986.32	2030.29	1574.24	1735.42
ENSG00000237457.6|LINC01351	44	28	63	46
ENSG00000237489.5|C10orf143	16	7	12	10
ENSG00000237499.6|AL357060.1	12	5	8	16
ENSG00000237517.9|DGCR5	52.88	46.91	46.67	60
ENSG00000237550.5|RPL9P9	60.43	68.14	66.1	55.59
ENSG00000237588.2|AL590666.3	12	8	13	8
ENSG00000237594.2|AP000251.1	20	20	8	14
ENSG00000237624.1|OXCT2P1	14.35	13.72	9.67	20
ENSG00000237649.8|KIFC1	2573	3316.85	2167	2713
ENSG00000237651.6|C2orf74	67.16	88.02	68.92	66.12
ENSG00000237732.9|AC010980.1	101.1	90.67	90.7	103.63
ENSG00000237753.1|AC079922.2	27	43	27	19
ENSG00000237765.7|FAM200B	411	457	387	412
ENSG00000237819.5|AC002454.1	152	189	117	144.95
ENSG00000237854.3|LINC00674	17	27	17	12
ENSG00000237886.1|NALT1	16	18	27	23
ENSG00000237940.3|LINC01238	87	102	78	86
ENSG00000237943.6|PRKCQ-AS1	145	148	113	117
ENSG00000237973.1|MTCO1P12	531.58	471.63	458.18	456.89
ENSG00000237976.1|AL391069.2	201	161	145	132
ENSG00000237977.1|EIF4HP2	19	14	28	10
ENSG00000237984.3|PTENP1	29.58	30.45	21.73	28.91
ENSG00000238035.8|AC138035.1	50.89	34.91	32.32	14.6
ENSG00000238045.9|AC009133.1	262.94	231.41	150.22	158.05
ENSG00000238058.2|AL355574.1	15	23	24	18
ENSG00000238062.5|SPATA3-AS1	18	10	15	12
ENSG00000238072.1|AC009244.1	18.57	39.69	1.28	0
ENSG00000238083.7|LRRC37A2	646.72	639.83	609.46	730.96
ENSG00000238105.7|GOLGA2P5	148.17	242.06	123.31	207.8
ENSG00000238113.6|LINC01410	310.54	303.15	325.07	336.51
ENSG00000238197.5|PAXBP1-AS1	121.42	80.47	68.82	76
ENSG00000238227.8|TMEM250	659	612	555	530
ENSG00000238228.1|OR7E7P	15	15	15	10
ENSG00000238230.1|LINC00391	22	11	9	10
ENSG00000239213.5|NCK1-DT	21.81	30	28	33
ENSG00000239218.2|RPS20P22	11	13	12	22
ENSG00000239219.2|AC008040.1	33.16	34.73	34.87	36.09
ENSG00000239264.8|TXNDC5	3534.03	3032.49	3112.47	2943.06
ENSG00000239282.7|CASTOR1	69	68.56	57	50
ENSG00000239305.7|RNF103	565.64	630.56	519.62	586.75
ENSG00000239306.4|RBM14	1509.51	1616.9	1319.37	1373.3
ENSG00000239382.10|ALKBH6	325.71	288.8	301	339.04
ENSG00000239388.8|ASB14	11	7	14.03	3
ENSG00000239407.5|Z68871.1	21	14	16	13
ENSG00000239415.1|AP001469.3	53.15	57.44	35.67	30.1
ENSG00000239445.5|ST3GAL6-AS1	14.27	26	20	10
ENSG00000239467.5|AC007405.3	39	31	16	32
ENSG00000239474.7|KLHL41	124.71	152.47	145.2	193.39
ENSG00000239482.6|AC112487.1	34.73	38.82	61.59	41.41
ENSG00000239521.8|CASTOR3	518.58	497.57	397.13	452.86
ENSG00000239523.5|MYLK-AS1	15	15	11	19
ENSG00000239569.3|KMT2E-AS1	39.1	41	26	30.12
ENSG00000239626.1|RPSAP41	30.59	14.91	23.32	41.81
ENSG00000239653.1|PSMD6-AS2	14.36	20.08	21.45	21.46
ENSG00000239665.8|AL157392.3	441.81	431.68	453.22	408.52
ENSG00000239672.7|NME1	2340.82	2184.56	2204.14	2169.21
ENSG00000239697.11|TNFSF12	61	63	62.46	74
ENSG00000239713.9|APOBEC3G	198.81	198.3	164	173.06
ENSG00000239775.1|AC017116.1	36.74	23.84	28.41	18.15
ENSG00000239779.7|WBP1	1712.32	1807.08	1596.84	1603.31
ENSG00000239789.6|MRPS17	491.95	412.64	446.94	404.42
ENSG00000239857.7|GET4	701.68	670.2	578.91	655.45
ENSG00000239883.8|PARGP1	133.78	112.01	130.88	125.27
ENSG00000239887.5|C1orf226	478.81	492.45	358.86	429.95
ENSG00000239900.12|ADSL	1365.49	1301.78	1205.97	1276.58
ENSG00000239911.2|PRKAG2-AS1	14	14	10	16
ENSG00000239922.1|AC092958.1	85	92	71	97
ENSG00000239945.1|AL627309.3	11.26	8.21	9.86	6.1
ENSG00000239969.5|AC091390.4	36.54	39.59	45.17	23.97
ENSG00000240024.5|LINC00888	228	209	212	215
ENSG00000240038.6|AMY2B	121.17	142.91	127.55	167.05
ENSG00000240053.8|LY6G5B	641.79	733.67	565.88	542.33
ENSG00000240065.8|PSMB9	257	333	217	255
ENSG00000240137.5|ERICH6-AS1	6	14	12	7
ENSG00000240180.1|RPL12P28	12.15	11.37	0	2.37
ENSG00000240184.7|PCDHGC3	15982.34	13707.44	14481.81	13571.3
ENSG00000240219.1|AL512306.2	19	17	15	35
ENSG00000240225.10|ZNF542P	573.85	493.29	450.55	502.24
ENSG00000240230.6|COX19	296.05	270.18	221.27	281.08
ENSG00000240240.8|BX664727.3	301.93	259.31	295.42	306.51
ENSG00000240288.7|GHRLOS	44	55	35	38
ENSG00000240291.1|AL450384.2	55	53	60	46.02
ENSG00000240303.8|ACAD11	1149.38	1127.94	1077.48	1104.29
ENSG00000240342.3|RPS2P5	1765.21	1781.42	1588.7	1347.82
ENSG00000240344.9|PPIL3	482	470	450	473
ENSG00000240356.6|RPL23AP7	84.25	75.36	104.46	124.63
ENSG00000240370.6|RPL13P5	56.91	56.97	39.63	58
ENSG00000240399.1|AC004801.2	14	7	11	12
ENSG00000240429.1|LRRFIP1P1	313.4	340.33	236.85	293.69
ENSG00000240445.3|FOXO3B	122.96	113.87	107.01	114.2
ENSG00000240583.12|AQP1	10	11	8	14
ENSG00000240616.1|RPS6P25	16	15	9	8
ENSG00000240661.3|AC063952.1	11.05	19.79	6	7
ENSG00000240682.9|ISY1	747.77	715.24	551.3	688.85
ENSG00000240694.9|PNMA2	3928	4288	3603.13	4284
ENSG00000240731.1|AL139287.1	28	27	12	16
ENSG00000240747.7|KRBOX1	263.29	259.81	201.76	236.42
ENSG00000240764.3|PCDHGC5	95.12	60	110.77	100.35
ENSG00000240771.7|ARHGEF25	816.64	802.2	629.34	752.45
ENSG00000240801.1|AC132217.1	327.34	376.98	236.29	221.12
ENSG00000240849.11|TMEM189	935.85	1060.68	904.12	1032.13
ENSG00000240857.2|RDH14	223	193	170	247
ENSG00000240859.2|AC093627.4	18	15	20	17
ENSG00000240891.7|PLCXD2	431	394	223	290
ENSG00000240972.2|MIF	536.11	595.36	546.72	377.97
ENSG00000240990.10|HOXA11-AS	84.29	65.39	60	54.34
ENSG00000241015.2|TPM3P9	95.62	57.74	58.86	81.29
ENSG00000241058.4|NSUN6	371	345	315	367
ENSG00000241127.8|YAE1	427	392	333	378
ENSG00000241155.1|ARHGAP31-AS1	15	12	17	5
ENSG00000241170.3|AP001992.1	23	41	24	41
ENSG00000241258.7|CRCP	1212.64	1119.36	1065.67	1144.37
ENSG00000241288.7|LINC02614	13	13	8	17
ENSG00000241316.7|SUCLG2-AS1	10	14	10	11
ENSG00000241322.10|CDRT1	25.41	18.99	27.69	15.22
ENSG00000241343.9|RPL36A	3226.11	3250.42	2747.77	2672.81
ENSG00000241360.2|PDXP	693.7	834.58	570.2	672.12
ENSG00000241370.5|RPP21	203	251	209	213
ENSG00000241399.7|CD302	123.31	138.95	96.47	117.28
