Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000241404.7|EGFL8	260.24	265.72	238.87	277.88
ENSG00000241468.7|ATP5MF	2520.83	2555.27	2277.07	2344.85
ENSG00000241489.8|AC244197.3	24.95	75.38	75.57	93.76
ENSG00000241506.1|PSMC1P1	23.02	23.8	16.85	10.97
ENSG00000241532.1|AGGF1P3	13.46	9	12.46	13
ENSG00000241553.12|ARPC4	1477.12	1246.56	1263.46	1293.49
ENSG00000241634.1|AC069499.1	27	36	20	38
ENSG00000241685.10|ARPC1A	2497	2442.73	2232.87	2345.77
ENSG00000241697.5|TMEFF1	149.26	167.2	101.28	179.16
ENSG00000241728.5|AP001062.3	23.55	3.96	38.15	13.88
ENSG00000241764.3|AC002467.1	20.85	29	27.65	32.36
ENSG00000241769.7|LINC00893	14.21	12.3	5.34	9.77
ENSG00000241837.7|ATP5PO	3229.28	3352.15	2977.94	3241.11
ENSG00000241839.10|PLEKHO2	496.8	585.93	555	586
ENSG00000241852.10|C8orf58	187.2	198.52	180.76	179.21
ENSG00000241860.6|AL627309.5	53.74	42.57	38.31	45.1
ENSG00000241878.11|PISD	602	558	592	551
ENSG00000241935.9|HOGA1	23	22.73	10.39	21
ENSG00000241945.8|PWP2	115.38	114.7	54.5	100.38
ENSG00000241973.10|PI4KA	2373.63	2270.96	2062.02	2017.94
ENSG00000241978.9|AKAP2	1498.96	1574.89	775.36	1182.24
ENSG00000241990.5|PRR34-AS1	102	74	70	82.99
ENSG00000242028.6|HYPK	290.12	303.94	224.78	297.55
ENSG00000242071.3|RPL7AP6	18.56	15.3	15.01	18.78
ENSG00000242082.2|SLC5A4-AS1	23	17.52	23	12.5
ENSG00000242086.8|MUC20-OT1	464.79	484.74	404.36	436.93
ENSG00000242110.8|AMACR	258.94	334	206.03	268.12
ENSG00000242114.6|MTFP1	27.99	52.05	44.1	50.03
ENSG00000242125.3|SNHG3	1893.57	1713.59	1623.51	1543.41
ENSG00000242173.9|ARHGDIG	54	74.15	39.16	61
ENSG00000242247.11|ARFGAP3	854	971	841	905
ENSG00000242252.2|BGLAP	30.21	20.33	23.94	15.7
ENSG00000242259.8|C22orf39	485.65	552.4	416.7	438.22
ENSG00000242261.1|AC018635.1	15.39	50.36	16.57	18.53
ENSG00000242265.5|PEG10	7744	8943	6029	7538
ENSG00000242282.6|AC108488.1	69	52	28	63
ENSG00000242288.9|AC022400.3	15.19	0	32.07	0
ENSG00000242294.6|STAG3L5P	970.71	998.91	903.25	889.09
ENSG00000242299.1|AC073861.1	8.83	11.73	13.37	7.81
ENSG00000242338.6|BMS1P4	7.39	13.7	7.82	10.41
ENSG00000242372.8|EIF6	1432.7	1518	1526.79	1520
ENSG00000242419.5|PCDHGC4	32	32.29	31.14	46.51
ENSG00000242474.2|AC093627.5	28	33	26	20
ENSG00000242485.6|MRPL20	309.77	265	297	275.87
ENSG00000242498.8|ARPIN	2497.86	2940.54	2088.27	2733.61
ENSG00000242516.1|LINC00960	147.03	130.97	135.66	125.91
ENSG00000242539.2|AC007620.2	206.25	198.18	176.02	149.41
ENSG00000242588.6|AC108010.1	257.44	194.73	193.37	216.67
ENSG00000242612.7|DECR2	191.82	179	120	158.63
ENSG00000242615.1|AC022415.1	105.4	124.67	100.66	129
ENSG00000242616.4|GNG10	1095.07	1207.94	964.88	1172.11
ENSG00000242622.1|AC092910.3	14	18	16	17
ENSG00000242686.4|AC107464.1	243.65	265.79	241.24	243.92
ENSG00000242689.3|CNTF	50.68	28.79	32.79	39.06
ENSG00000242715.7|CCDC169	110	108	78.28	111.89
ENSG00000242732.4|RTL5	607	736	514	679
ENSG00000242748.1|RPL23AP81	10	11	13	6
ENSG00000242779.7|ZNF702P	36.11	37	32	67
ENSG00000242798.1|AC073842.2	56	45	30	39
ENSG00000242802.8|AP5Z1	535	473	481	455
ENSG00000242808.8|SOX2-OT	1994.51	1936.87	1753.3	2001.91
ENSG00000242852.7|ZNF709	176.35	189	129	188
ENSG00000242861.1|AL591895.1	18	17	14	12
ENSG00000243004.5|AC005062.1	13.21	17.54	11.09	15.18
ENSG00000243107.1|AC000120.1	17.58	16.77	2.54	9.36
ENSG00000243147.8|MRPL33	394.25	463.89	415	443
ENSG00000243155.1|AL162431.2	81.46	90.96	39.21	46.05
ENSG00000243156.8|MICAL3	1212.2	1202.36	921.77	924.33
ENSG00000243207.6|PPAN-P2RY11	17.83	16.48	12.15	0
ENSG00000243230.1|AC011005.4	27.51	25.32	12.62	21.7
ENSG00000243232.5|PCDHAC2	51.15	45.59	34.69	44.83
ENSG00000243244.6|STON1	482	447.53	481	467
ENSG00000243279.4|PRAF2	534	505.35	481	429.36
ENSG00000243302.3|AC018638.4	310.14	292.89	240.23	256.38
ENSG00000243317.8|STMP1	637	602	554	693
ENSG00000243335.9|KCTD7	735	833.22	697	684.74
ENSG00000243364.8|EFNA4	94	160	106	115
ENSG00000243406.6|MRPS31P5	115.96	129.33	104.41	120.8
ENSG00000243422.2|RPL23AP49	40	34.35	29.86	44.86
ENSG00000243444.8|PALM2	204.14	178.24	126.12	128.45
ENSG00000243449.6|C4orf48	26	33	37	16
ENSG00000243477.5|NAA80	113.76	130.67	108.85	135.73
ENSG00000243509.6|TNFRSF6B	28.65	21.94	20.34	22.19
ENSG00000243646.10|IL10RB	275.26	303.97	352.65	324.51
ENSG00000243649.8|CFB	13	4	10	12
ENSG00000243660.10|ZNF487	61	59	64	73
ENSG00000243667.7|WDR92	292.75	333.74	256.1	291.35
ENSG00000243678.11|NME2	2282.5	2271.95	2285.45	2044.36
ENSG00000243679.1|AC018638.5	54	61.09	40.78	57.9
ENSG00000243696.5|AC006254.1	45.37	45.84	46.86	39.63
ENSG00000243701.6|DUBR	254	197	216	202
ENSG00000243708.10|PLA2G4B	446.12	500.36	385.1	415.1
ENSG00000243716.10|NPIPB5	500.65	429.91	412.01	446.16
ENSG00000243725.7|TTC4	511	482	455.75	508
ENSG00000243742.5|RPLP0P2	6	11	10	4
ENSG00000243749.1|TMEM35B	85.95	72.38	102.38	74.05
ENSG00000243753.5|HLA-L	51.86	36.75	30	33.71
ENSG00000243789.11|JMJD7	174.54	236.94	183.23	182.65
ENSG00000243811.10|APOBEC3D	9.54	19.23	9.45	10.79
ENSG00000243819.4|RN7SL832P	19.53	13	6.48	12.67
ENSG00000243927.6|MRPS6	1492.17	1749.56	1455.65	1662.9
ENSG00000243943.10|ZNF512	1660.32	1568.87	1452.1	1560.85
ENSG00000243960.1|AL390195.1	68.85	59.63	22.05	15.77
ENSG00000243970.3|PPIEL	31.4	25	28	21.02
ENSG00000243989.9|ACY1	364.18	392.71	269.29	298.17
ENSG00000244005.13|NFS1	494	451	435	401
ENSG00000244026.6|FAM86DP	334.05	269.93	261.69	252.65
ENSG00000244038.9|DDOST	4439.75	4187.55	4391.14	4261.81
ENSG00000244041.7|LINC01011	29	12	11	20
ENSG00000244045.13|TMEM199	719	671.94	660	701
ENSG00000244055.1|AC007566.1	18.47	8.97	12.61	24.06
ENSG00000244115.1|DNAJC25-GNG10	128.93	110.73	161.12	159.01
ENSG00000244119.1|PDCL3P4	24.93	20.04	9.37	10.48
ENSG00000244151.1|AC010973.2	31.7	39.02	33.2	25.23
ENSG00000244165.2|P2RY11	441.07	416.05	356.7	325.47
ENSG00000244187.8|TMEM141	311.87	325	264.25	339.81
ENSG00000244239.1|AC007009.1	8.82	11.01	11.8	7.82
ENSG00000244242.2|IFITM10	40.77	37.3	40.13	28.3
ENSG00000244257.5|PKD1P1	203.1	355.03	221.68	204.91
ENSG00000244274.7|DBNDD2	795.13	972.85	897.74	994.46
ENSG00000244300.2|GATA2-AS1	31	34	21	20
ENSG00000244306.11|AL589743.1	980.86	819.14	856.68	924.36
ENSG00000244398.1|AC116533.1	18.89	42.24	34.32	22.72
ENSG00000244405.8|ETV5	6263	5910	5201	5574
ENSG00000244462.8|RBM12	3301.39	3379.04	2528.8	2914.04
ENSG00000244480.1|AC005154.2	2.29	12.37	2.44	20.17
ENSG00000244486.8|SCARF2	272	282	239	211
ENSG00000244509.4|APOBEC3C	44	64	52	52
ENSG00000244513.6|AC109587.1	17.12	12.31	13.66	15.86
ENSG00000244560.7|AC004890.2	120.34	120.07	104.88	110.93
ENSG00000244563.1|AC006011.1	26.86	58.71	29.76	23.73
ENSG00000244617.2|ASPRV1	30	37	42	48
ENSG00000244625.6|MIATNB	8.76	10.01	12.89	10.66
ENSG00000244627.5|TPTEP2	21.69	34.76	24.01	16.67
ENSG00000244687.11|UBE2V1	3622.22	3629.79	3216.68	3252.15
ENSG00000244701.1|AC004918.1	25.75	26.07	21	21.95
ENSG00000244716.3|BX679664.3	46.28	68.41	35.19	34.74
ENSG00000244731.8|C4A	1383.38	1102.91	1456.78	1325.72
ENSG00000244754.8|N4BP2L2	2012.62	1972.95	1726	2133
ENSG00000244879.7|GABPB1-AS1	1146.16	1072.2	915.92	1097.21
ENSG00000244968.6|LIFR-AS1	56.93	31.75	20	28.2
ENSG00000245025.2|AC107959.1	34.67	35.75	27.1	34.29
ENSG00000245060.7|LINC00847	210.24	184.95	205.87	213.12
ENSG00000245105.3|A2M-AS1	5.39	13.78	9.21	11.14
ENSG00000245112.2|SMARCA5-AS1	148.65	133.49	131.97	114.28
ENSG00000245146.6|MALINC1	16	15	11	27
ENSG00000245148.2|ARAP1-AS2	19.27	25.24	13.2	20.17
ENSG00000245149.3|RNF139-AS1	40	46	38	48
ENSG00000245156.1|AP001107.1	37.02	31.01	30.05	39.01
ENSG00000245213.6|AC105285.1	11	11	10	10
ENSG00000245281.7|AC124242.1	15	16	6	10
ENSG00000245317.2|AC008393.1	21	17	20.31	23.87
ENSG00000245498.6|AP000866.1	47	45.18	27.67	40
ENSG00000245526.10|LINC00461	4459	3523	3990	3707
ENSG00000245532.8|NEAT1	717	703.04	559	641
ENSG00000245552.6|AP000787.1	30	27	12	27
ENSG00000245556.2|SCAMP1-AS1	216	182	207	162
ENSG00000245571.6|FAM111A-DT	59	60	45	81
ENSG00000245573.8|BDNF-AS	71.95	81.98	52	54.93
ENSG00000245598.6|DACT3-AS1	21	12	7	16
ENSG00000245614.3|DDX11-AS1	15.26	19.44	11	20.11
ENSG00000245648.1|AC022075.1	23	28	25	17.55
ENSG00000245651.2|AC083805.1	20.31	20.27	14.73	7.78
ENSG00000245680.10|ZNF585B	746.41	748.77	620.05	784.56
ENSG00000245685.6|FRG1-DT	9	7	13	11
ENSG00000245694.9|CRNDE	302	278	258	298
ENSG00000245750.8|DRAIC	21	6	6	10
ENSG00000245848.3|CEBPA	84.59	42.53	59	59.01
ENSG00000245849.7|RAD51-AS1	361	301	297	285
ENSG00000245857.2|AF233439.1	31	54	28	51
ENSG00000245910.8|SNHG6	675.99	678	647.94	684.99
ENSG00000245937.7|LINC01184	189	180	172	176
ENSG00000245958.6|AC093752.1	158	129.84	89	144.21
ENSG00000245970.2|AP003352.1	97.34	73.58	67.4	45.44
ENSG00000246067.7|RAB30-AS1	135	145.49	135	109
ENSG00000246089.3|AC016065.1	51	56	49	39
ENSG00000246090.6|AP002026.1	36	58	36	64
ENSG00000246095.2|LINC01096	13	12	9	12
ENSG00000246174.7|KCTD21-AS1	99.92	117.59	97.87	107.96
ENSG00000246223.8|LINC01550	65	69	83	71
ENSG00000246263.2|UBR5-AS1	9.07	19.97	5	22.39
ENSG00000246283.2|AC090510.1	81.1	74.94	45.42	33.71
ENSG00000246308.1|AC116535.1	19	16	8	12
ENSG00000246334.2|PRR7-AS1	16	26	21	15
ENSG00000246339.5|EXTL3-AS1	77	76	64	70
ENSG00000246379.7|AC007495.1	43	27	42	39
ENSG00000246451.2|AL049840.1	107	86	109	122
ENSG00000246465.1|AC138904.1	40.7	79.53	48.49	56.75
ENSG00000246477.3|AF131216.1	8.04	14.03	10.15	5.04
ENSG00000246528.3|AC079089.1	18	23	28	31
ENSG00000246560.2|UBE2D3-AS1	19	18	9	15
ENSG00000246596.7|AC139795.1	35.44	32.18	28.79	33.73
ENSG00000246662.6|LINC00535	21	22	11	7
ENSG00000246695.7|RASSF8-AS1	97	102	109	104
ENSG00000246705.4|H2AFJ	53	49	35	45
ENSG00000246731.2|AC100786.1	24.65	13.24	11.18	13.2
ENSG00000246763.6|RGMB-AS1	12	24.23	9	12.36
ENSG00000246777.1|AC044802.1	18	15	17	19
ENSG00000246792.2|AC106038.1	8	12	22	13
ENSG00000246859.2|STARD4-AS1	363.37	317.18	190.38	263.57
ENSG00000246889.2|AP000487.1	11.15	5.15	11.16	11.11
ENSG00000246898.1|LINC00920	56	54	24	58
ENSG00000246922.8|UBAP1L	142	118	111	111
ENSG00000247077.7|PGAM5	680	670	645	634
ENSG00000247092.6|SNHG10	200.65	180	162.65	169
ENSG00000247095.2|MIR210HG	97	85	85	93
ENSG00000247121.6|AC009126.1	20	20.29	14.43	19.19
ENSG00000247134.6|AC090204.1	119	99	107	114
ENSG00000247137.8|AP000873.2	64	55.84	50.38	70.5
ENSG00000247151.7|CSTF3-DT	11.27	18.53	9.39	22.01
ENSG00000247157.6|LINC01252	14	4	10	17
ENSG00000247240.7|UBL7-AS1	85.04	103.79	63.62	100.07
ENSG00000247271.6|ZBED5-AS1	39	31	39	23
ENSG00000247315.3|ZCCHC3	1049	1035	802	932
ENSG00000247373.3|AC055713.1	48.3	48.29	29.18	39.17
ENSG00000247400.3|DNAJC3-DT	67	69	69	69
ENSG00000247416.3|AP000802.1	69	60	38	59.03
ENSG00000247516.7|MIR4458HG	740	602	622	601
ENSG00000247556.6|OIP5-AS1	5109.96	5915.49	4360.58	5406.7
ENSG00000247572.7|CKMT2-AS1	151	206	127	174
ENSG00000247596.9|TWF2	373.57	413	372	376
ENSG00000247626.4|MARS2	164	157	167	148
ENSG00000247675.6|LRP4-AS1	41.47	29.67	32.53	20.85
ENSG00000247679.2|AC139795.2	36.52	36.82	42.21	37.22
ENSG00000247708.7|STX18-AS1	47	50	43	38
ENSG00000247728.2|AC091057.2	40.73	32.67	25.26	19.13
ENSG00000247735.2|AC120114.1	32	25	27	21
ENSG00000247746.4|USP51	36	27	16	15
ENSG00000247796.2|AC008966.1	135	103	117	115
ENSG00000247809.7|NR2F2-AS1	32	22	35	20
ENSG00000247828.7|TMEM161B-AS1	182.06	166.9	159	156
ENSG00000247903.1|AC024896.1	22.85	38.97	15.08	37.91
ENSG00000247934.4|AC022364.1	16.11	27.85	15.47	21.74
ENSG00000247982.6|LINC00926	62	55	54	66
ENSG00000247993.2|FOXD1-AS1	179.65	243	153.38	159.33
ENSG00000248008.2|NRAV	213	193	215	224
ENSG00000248015.7|AC005329.1	212.02	247.33	189.02	192.88
ENSG00000248019.2|FAM13A-AS1	30.42	36.26	12.85	37.26
ENSG00000248049.6|UBA6-AS1	310.37	304.64	281.92	314.27
ENSG00000248092.7|NNT-AS1	649.05	718.95	569	630.71
ENSG00000248098.12|BCKDHA	477	411	383	405
ENSG00000248124.7|RRN3P1	205.6	178.92	166.41	168
ENSG00000248161.5|AC098487.1	11	29	22	21.86
ENSG00000248275.1|TRIM52-AS1	83	79	51	88
ENSG00000248309.7|MEF2C-AS1	28.16	25.95	15.21	26.54
ENSG00000248323.6|LUCAT1	22	37	38	55
ENSG00000248333.8|CDK11B	502.92	634.87	480.22	531.68
ENSG00000248334.6|WHAMMP2	93.06	96.83	72.51	83.12
ENSG00000248445.5|SEMA6A-AS1	75.13	63.26	62.59	56.62
ENSG00000248487.9|ABHD14A	174.32	192.25	154.61	159.49
ENSG00000248508.7|SRP14-AS1	75	68	65	62
ENSG00000248527.1|MTATP6P1	13825.82	14767.04	10741.75	11203.84
ENSG00000248587.7|GDNF-AS1	94.2	102.11	72	107.25
ENSG00000248592.7|TMEM110-MUSTN1	206.58	144.31	102.32	177.94
ENSG00000248593.3|DSTNP2	33	34	44	55
ENSG00000248643.5|RBM14-RBM4	95.64	58.36	94.41	76.79
ENSG00000248668.2|OXCT1-AS1	44.06	39.08	43.22	36.05
ENSG00000248690.7|HAS2-AS1	18.64	15.68	14.83	14.63
ENSG00000248698.6|LINC01085	12	14	9	12
ENSG00000248712.7|CCDC153	15	12	11	17
ENSG00000248713.1|C4orf54	21	15	28	19
ENSG00000248727.5|LINC01948	10	13	9	17
ENSG00000248734.2|AC008906.1	22.19	17.62	24.58	22.32
ENSG00000248866.1|USP46-AS1	38	34	34	28
ENSG00000248869.6|LINC02511	111	118	116	96
ENSG00000248890.1|HHIP-AS1	11	11	6	8
ENSG00000248919.7|ATP5MF-PTCD1	353.81	454.85	255.75	334.27
ENSG00000248925.1|AC021087.1	16	8	10	12
ENSG00000248932.5|AC097103.2	23	13.68	13	14
ENSG00000248971.2|KRT8P46	23	5	14	12
ENSG00000249042.5|AC008771.1	6.39	24.66	17.94	6.92
ENSG00000249087.6|ZNF436-AS1	120.82	142.47	115.65	114.62
ENSG00000249115.9|HAUS5	1015	1281	957	1260
ENSG00000249158.6|PCDHA11	6.78	11.08	7.79	18.7
ENSG00000249240.2|AC069368.1	24.2	12.87	0	0
ENSG00000249242.8|TMEM150C	298	331.99	264	314
ENSG00000249319.2|AC068533.4	11.19	18.65	30.31	15.98
ENSG00000249348.1|UGDH-AS1	46	40.34	57.85	47.42
ENSG00000249353.2|NPM1P27	14.27	13.18	16.52	14.4
ENSG00000249362.1|LINC02488	19	21	22	16
ENSG00000249437.7|NAIP	241.39	226.27	205.15	155.16
ENSG00000249456.1|AL731577.2	34.7	29.91	19.02	24.65
ENSG00000249459.8|ZNF286B	318.62	347.11	240.62	349.93
ENSG00000249471.8|ZNF324B	111.87	106.96	79.34	96.97
ENSG00000249476.1|AC008467.1	29	29	24	26
ENSG00000249492.1|AC114956.3	3	16	12	9.03
ENSG00000249550.6|LINC01234	497	415	422	416
ENSG00000249590.7|AC004832.3	31.4	2.05	10.24	15.37
ENSG00000249592.5|AC139887.2	80.64	62	66.63	65
ENSG00000249624.9|AP000295.1	242.22	143.78	63.36	222.69
ENSG00000249626.1|AC024560.2	11.02	9.97	14.95	10.58
ENSG00000249673.6|NOP14-AS1	248.66	254.23	247.57	275.52
ENSG00000249709.8|ZNF564	211	195	209.78	212
ENSG00000249773.3|AC092647.5	59.64	66.57	56.25	55.79
ENSG00000249825.5|AC012636.1	13.03	3	2	10
ENSG00000249839.1|AC011330.1	45.59	37.49	28.99	48.36
ENSG00000249855.1|EEF1A1P19	32.3	30.26	25.12	25.11
ENSG00000249859.10|PVT1	62	43	39	45
ENSG00000249863.2|AC021106.1	16	15	5	6
ENSG00000249896.2|LINC02495	15	9	10	8
ENSG00000249898.7|MCPH1-AS1	24.55	18.09	17.61	24
ENSG00000249915.8|PDCD6	1520.02	1392.29	1424.45	1227.33
ENSG00000249936.3|RAC1P2	19.46	14.88	4.21	9.32
ENSG00000249971.1|AC104116.1	31.59	13.18	29.67	9.21
ENSG00000249992.1|TMEM158	89	92	61	72
ENSG00000250021.7|ARPIN-AP3S2	732.13	745.16	648.41	733.87
ENSG00000250067.12|YJEFN3	2204.25	2343.84	1662.69	2066.37
ENSG00000250090.1|AL390198.2	15.2	12.13	5.79	13.13
ENSG00000250120.7|PCDHA10	7.09	7.81	11.52	17.37
ENSG00000250132.6|AC004803.1	28.47	24.58	14	18.53
ENSG00000250135.1|AL049795.2	15.06	3.03	11.42	11.92
ENSG00000250138.4|AC139495.3	11.48	8.8	9	11.7
ENSG00000250151.9|ARPC4-TTLL3	268.56	352.47	235.68	256.11
ENSG00000250155.1|AC008957.1	8	16	13.32	10
ENSG00000250198.2|LINC02199	166	121	110	122
ENSG00000250251.6|PKD1P6	287.88	268.49	263.52	225.4
ENSG00000250264.1|AL669918.1	76.14	24.32	55.55	7.57
ENSG00000250273.1|PSMC1P5	12.71	14.21	20.99	30.74
ENSG00000250299.6|MRPS31P4	12.12	21.46	7.94	6.11
ENSG00000250303.3|AP002884.1	82	96	91	107
ENSG00000250312.8|ZNF718	86.07	94.59	70.85	74.49
ENSG00000250317.8|SMIM20	42	47	65	52
ENSG00000250318.1|AC003072.1	7	10.72	5.57	10
ENSG00000250397.2|AP006623.1	61	40	46	40
ENSG00000250425.1|OR7E35P	26	24.96	20.96	22
ENSG00000250432.5|FAM242C	12.65	8.58	11.95	15.94
ENSG00000250462.8|LRRC37BP1	685.54	725.12	534.58	648.56
ENSG00000250474.2|WBP1LP2	10.26	11.29	8.4	17.6
ENSG00000250479.8|CHCHD10	57	69	51	54
ENSG00000250486.4|FAM218A	90	57	60	69
ENSG00000250506.7|CDK3	266.93	235.18	220.43	233.39
ENSG00000250508.1|AP000808.1	21	19	18	31
ENSG00000250510.8|GPR162	323	403	320	361.01
ENSG00000250539.1|KRT8P33	13	15	7	3
ENSG00000250565.7|ATP6V1E2	182.92	187.75	124	152.89
ENSG00000250571.7|GLI4	154.54	146.82	143.78	145
ENSG00000250575.1|AL732372.3	6.98	32.89	15	17.92
ENSG00000250615.1|AC008581.1	43.57	48.36	22.64	19.01
ENSG00000250616.2|AC012645.1	90.32	111	104	116
ENSG00000250644.3|AC068580.4	70.23	68.34	77.21	38.26
ENSG00000250722.6|SELENOP	19	31	9	13
ENSG00000250742.3|LINC02381	144	153	130	162
ENSG00000250786.1|SNHG18	5	10	10	10
ENSG00000250790.4|AC127070.2	21	20	28	19
ENSG00000250802.7|ZBED3-AS1	152.25	130.15	137.78	156.25
ENSG00000250899.3|AC125807.2	76	65	58	62
ENSG00000250903.8|GMDS-DT	71	54	55	51
ENSG00000250988.7|SNHG21	104.72	93.16	77.61	85.44
ENSG00000251002.7|AC244502.1	67.93	105.79	25.92	58.16
ENSG00000251003.8|ZFPM2-AS1	91	62	71	69
ENSG00000251022.6|THAP9-AS1	1136.57	1116.29	901.46	1142.27
ENSG00000251034.1|AC037459.2	36.42	24.07	24.13	27.12
ENSG00000251079.6|BMS1P2	16.52	29.42	15.76	41.06
ENSG00000251136.8|AF117829.1	85	71	55	70
ENSG00000251141.5|MRPS30-DT	43	33	45	33
ENSG00000251143.1|AP002490.1	72.5	37.54	33.99	29.32
ENSG00000251188.1|AC079140.3	8	16	8	14
ENSG00000251192.7|ZNF674	125.82	164.48	123.17	172.37
ENSG00000251201.8|TMED7-TICAM2	165.36	171.28	154.9	159.89
ENSG00000251247.11|ZNF345	138	138	127	155
ENSG00000251322.7|SHANK3	244	238	216	221
ENSG00000251349.3|MSANTD3-TMEFF1	344.74	413.8	315.72	407.84
ENSG00000251364.6|AC107884.1	65	35	43	35
ENSG00000251369.8|ZNF550	413	452.95	420.31	494
ENSG00000251396.6|LINC01301	469	388	399	371
ENSG00000251417.2|AC145285.2	20.63	14.69	12.67	23.19
ENSG00000251432.6|LINC02615	15	21	22	10
ENSG00000251474.6|RPL32P3	272	272	261	258
ENSG00000251485.1|AC068134.3	14.56	9.86	22.72	6.87
ENSG00000251493.5|FOXD1	723.35	902	605.62	709.67
ENSG00000251503.8|CENPS-CORT	28.86	58.06	41.46	12.5
ENSG00000251562.8|MALAT1	6290	7551	4830	6313
ENSG00000251569.1|AC093899.2	38.57	31.36	66.04	53.83
ENSG00000251580.2|LINC02482	41.38	29.59	46.04	38.78
ENSG00000251595.7|ABCA11P	265.08	307.22	204.08	249.3
ENSG00000251602.6|AL928654.1	249	281	190	235
ENSG00000251615.3|AC104825.1	18	8	22	13
ENSG00000251634.2|AC145138.1	75.3	37.91	72.4	75.14
ENSG00000251661.3|AC136475.1	96	92.94	76	75
ENSG00000251669.5|FAM86EP	78.58	64.36	59.94	61.32
ENSG00000251867.4|AC009812.1	47.18	27.99	30.97	26.27
ENSG00000252690.3|AC105339.2	100.44	88.84	80.24	94.5
ENSG00000253106.1|AC090198.1	44	35.08	28	36.13
ENSG00000253144.1|AC104117.2	63.87	44.61	38.97	40
ENSG00000253159.3|PCDHGA12	21.98	12.96	23.26	20.66
ENSG00000253174.2|AC009630.2	48.77	86.64	46.05	52.15
ENSG00000253200.1|AC037459.3	173.73	145.54	148.46	132.75
ENSG00000253203.6|GUSBP3	29.63	20.7	11.36	18.49
ENSG00000253210.1|AC040970.1	15	6	3	10
ENSG00000253250.3|C8orf88	180.24	184.36	148.88	176.14
ENSG00000253251.2|SHLD3	86	126.42	86.13	93.95
ENSG00000253276.3|CCDC71L	241	241	206	208
ENSG00000253293.5|HOXA10	292	345.37	244	327.23
ENSG00000253301.5|LINC01606	75	88	69	71
ENSG00000253304.2|TMEM200B	18.02	12.6	9.12	9.64
ENSG00000253305.2|PCDHGB6	2956.15	2577.43	2840.41	2803.34
ENSG00000253320.6|AZIN1-AS1	17	20	12	13
ENSG00000253326.2|AL606534.4	39.6	30.55	25.45	26
ENSG00000253341.1|AC115837.1	4.06	19.13	17.25	9.14
ENSG00000253352.9|TUG1	6510.69	6470.91	5708.41	6190.6
ENSG00000253361.2|AC069120.1	13	8	6	14
ENSG00000253368.4|TRNP1	102	77	82	81
ENSG00000253445.1|AC027309.1	18.82	28.05	17.04	19.66
ENSG00000253457.2|SMIM18	22	20	7	18
ENSG00000253477.5|AC012213.1	28	41	31	37.47
ENSG00000253485.2|PCDHGA5	60	59.83	45.73	46.2
ENSG00000253537.3|PCDHGA7	54.96	56.4	61.75	54.89
ENSG00000253540.5|FAM86HP	16	12	9.06	10.39
ENSG00000253552.7|HOXA-AS2	105.21	88.89	97.86	89.44
ENSG00000253641.5|AC104964.1	9.65	13.3	13.08	12.66
ENSG00000253649.5|PRSS51	13	13	10	5
ENSG00000253661.1|ZFHX4-AS1	102	78	129	101
ENSG00000253669.3|GASAL1	15	22	27	22
ENSG00000253678.2|AC104964.2	11.35	3.7	9.92	3.34
ENSG00000253704.1|AC023632.2	18	14	15	13
ENSG00000253710.4|ALG11	683.83	731.61	591.67	698.41
ENSG00000253716.5|MINCR	37	26	32	24
ENSG00000253719.3|ATXN7L3B	1264.27	1230.75	1182.31	1243.08
ENSG00000253729.7|PRKDC	7280	6663	5720	6251
ENSG00000253730.1|AC015909.2	12	15	6	8
ENSG00000253731.2|PCDHGA6	107.28	129.46	108.68	116.29
ENSG00000253738.1|OTUD6B-AS1	567	555	529	661
ENSG00000253741.1|LNCOC1	44.71	44.17	35.68	29.19
ENSG00000253767.2|PCDHGA8	27	16.44	22.94	29.27
ENSG00000253771.6|TPTE2P1	10.01	25.08	15	7
ENSG00000253797.2|UTP14C	219.78	244.35	239.55	229.81
ENSG00000253816.3|AC138866.1	143.52	101.24	117.4	125.65
ENSG00000253837.1|AC090197.1	12.25	14.49	7.32	19.47
ENSG00000253846.2|PCDHGA10	245.12	210.98	148.78	147.7
ENSG00000253854.1|AC010834.3	23	22	14	21
ENSG00000253861.1|SLC2A3P1	61.68	57.92	12.82	31.38
ENSG00000253873.6|PCDHGA11	36.29	21.04	24.93	22.9
ENSG00000253882.6|AC099548.2	23.79	10	14.28	10.12
ENSG00000253910.2|PCDHGB2	1268.69	1072.81	1025.82	945.38
ENSG00000253948.1|AC104986.2	42	49	43	33
ENSG00000253953.2|PCDHGB4	28.01	11.07	14.39	9.79
ENSG00000253982.1|AC100810.1	67	48	57	60
ENSG00000254004.7|ZNF260	1192	1306	1152	1335
ENSG00000254064.1|AC105206.2	12	16	7	25
ENSG00000254087.8|LYN	54	60	37	50
ENSG00000254093.9|PINX1	292	267	244.51	275
ENSG00000254122.2|PCDHGB7	32.18	17.74	26.49	17.17
ENSG00000254154.8|CRYZL2P-SEC16B	14.16	22.44	17.56	37.18
ENSG00000254162.1|AC009812.3	15	12	7	8
ENSG00000254198.1|AC113191.1	46	40	48	52
ENSG00000254206.5|NPIPB11	36.12	31.22	46.28	28.08
ENSG00000254221.2|PCDHGB1	1224.53	1150.89	1094.25	935.64
ENSG00000254237.5|AC021242.2	12	9	10	3
