LMP_602_R1B1	LMP.Olap_602_R1B1	LMP_602_R2B2	LMP.Olap_602_R2B2
ENSG00000238083.7|LRRC37A2	574.43	639.83	678.83	730.96
ENSG00000238105.7|GOLGA2P5	151.22	242.06	192.75	207.8
ENSG00000238113.6|LINC01410	254.56	303.15	338.89	336.51
ENSG00000238123.1|MID1IP1-AS1	17.25	10.71	9.33	6
ENSG00000238197.5|PAXBP1-AS1	96.37	80.47	81	76
ENSG00000238227.8|TMEM250	577	612	639	530
ENSG00000238228.1|OR7E7P	6	15	15	10
ENSG00000238230.1|LINC00391	11	11	19	10
ENSG00000239213.5|NCK1-DT	17	30	20	33
ENSG00000239218.2|RPS20P22	13	13	14	22
ENSG00000239219.2|AC008040.1	34.45	34.73	43	36.09
ENSG00000239264.8|TXNDC5	2817.65	3032.49	3213.06	2943.06
ENSG00000239282.7|CASTOR1	67	68.56	64	50
ENSG00000239305.7|RNF103	574.29	630.56	579.17	586.75
ENSG00000239306.4|RBM14	1302.48	1616.9	1546.5	1373.3
ENSG00000239382.10|ALKBH6	338	288.8	363	339.04
ENSG00000239407.5|Z68871.1	13	14	18	13
ENSG00000239415.1|AP001469.3	43.1	57.44	44.02	30.1
ENSG00000239445.5|ST3GAL6-AS1	9	26	13	10
ENSG00000239467.5|AC007405.3	37	31	40	32
ENSG00000239474.7|KLHL41	134.54	152.47	178.15	193.39
ENSG00000239482.6|AC112487.1	23.87	38.82	50.69	41.41
ENSG00000239521.8|CASTOR3	552.39	497.57	505.29	452.86
ENSG00000239523.5|MYLK-AS1	13	15	20	19
ENSG00000239569.3|KMT2E-AS1	35.26	41	36.1	30.12
ENSG00000239626.1|RPSAP41	31.15	14.91	41.91	41.81
ENSG00000239653.1|PSMD6-AS2	12.04	20.08	20.63	21.46
ENSG00000239665.8|AL157392.3	385.93	431.68	450.74	408.52
ENSG00000239672.7|NME1	1977	2184.56	2159.7	2169.21
ENSG00000239697.11|TNFSF12	58	63	77.79	74
ENSG00000239713.9|APOBEC3G	199.11	198.3	173.22	173.06
ENSG00000239775.1|AC017116.1	28.3	23.84	22.22	18.15
ENSG00000239779.7|WBP1	1527.39	1807.08	1602.27	1603.31
ENSG00000239789.6|MRPS17	388.73	412.64	445.18	404.42
ENSG00000239857.7|GET4	662.45	670.2	704.12	655.45
ENSG00000239883.8|PARGP1	108.31	112.01	124.12	125.27
ENSG00000239887.5|C1orf226	453.36	492.45	454.61	429.95
ENSG00000239900.12|ADSL	1258.95	1301.78	1290.51	1276.58
ENSG00000239911.2|PRKAG2-AS1	16	14	12	16
ENSG00000239922.1|AC092958.1	86	92	94	97
ENSG00000239969.5|AC091390.4	60.75	39.59	39.16	23.97
ENSG00000240024.5|LINC00888	169	209	225	215
ENSG00000240038.6|AMY2B	148.98	142.91	147.59	167.05
ENSG00000240053.8|LY6G5B	579.3	733.67	589.64	542.33
ENSG00000240065.8|PSMB9	297	333	287	255
ENSG00000240137.5|ERICH6-AS1	5	14	16	7
ENSG00000240180.1|RPL12P28	2.31	11.37	15.28	2.37
ENSG00000240184.7|PCDHGC3	13352.05	13707.44	15749.09	13571.3
ENSG00000240204.3|SMKR1	12	6	11	7
ENSG00000240219.1|AL512306.2	21	17	24	35
ENSG00000240225.10|ZNF542P	453.36	493.29	422.97	502.24
ENSG00000240230.6|COX19	281.84	270.18	227	281.08
ENSG00000240240.8|BX664727.3	259.17	259.31	296.18	306.51
ENSG00000240288.7|GHRLOS	42	55	43	38
ENSG00000240291.1|AL450384.2	50	53	57	46.02
ENSG00000240303.8|ACAD11	1061.73	1127.94	1168.61	1104.29
ENSG00000240342.3|RPS2P5	1590.84	1781.42	1466.64	1347.82
ENSG00000240344.9|PPIL3	433	470	481	473
ENSG00000240356.6|RPL23AP7	72.64	75.36	110.88	124.63
ENSG00000240370.6|RPL13P5	39.14	56.97	54.9	58
ENSG00000240429.1|LRRFIP1P1	299.34	340.33	331.58	293.69
ENSG00000240445.3|FOXO3B	107.69	113.87	124.15	114.2
ENSG00000240583.12|AQP1	11	11	15	14
ENSG00000240616.1|RPS6P25	7.01	15	13	8
ENSG00000240682.9|ISY1	659.7	715.24	753.31	688.85
ENSG00000240694.9|PNMA2	3602	4288	4142	4284
ENSG00000240731.1|AL139287.1	11	27	18	16
ENSG00000240747.7|KRBOX1	202.91	259.81	210.53	236.42
ENSG00000240764.3|PCDHGC5	62.65	60	74.26	100.35
ENSG00000240771.7|ARHGEF25	651.9	802.2	803.64	752.45
ENSG00000240801.1|AC132217.1	286	376.98	248.03	221.12
ENSG00000240849.11|TMEM189	867.74	1060.68	1102.39	1032.13
ENSG00000240857.2|RDH14	217	193	226	247
ENSG00000240859.2|AC093627.4	6	15	22	17
ENSG00000240891.7|PLCXD2	398	394	347	290
ENSG00000240972.2|MIF	495.85	595.36	491.06	377.97
ENSG00000240990.10|HOXA11-AS	67.41	65.39	71.2	54.34
ENSG00000241015.2|TPM3P9	64.59	57.74	55.77	81.29
ENSG00000241058.4|NSUN6	349	345	350	367
ENSG00000241127.8|YAE1	381.33	392	384	378
ENSG00000241155.1|ARHGAP31-AS1	11	12	13	5
ENSG00000241170.3|AP001992.1	38	41	31	41
ENSG00000241258.7|CRCP	1121.1	1119.36	1155.37	1144.37
ENSG00000241288.7|LINC02614	19	13	8	17
ENSG00000241316.7|SUCLG2-AS1	12	14	16	11
ENSG00000241322.10|CDRT1	18.35	18.99	25.66	15.22
ENSG00000241343.9|RPL36A	2880.44	3250.42	3026	2672.81
ENSG00000241360.2|PDXP	768.11	834.58	692.16	672.12
ENSG00000241370.5|RPP21	226	251	260	213
ENSG00000241399.7|CD302	95.23	138.95	124.2	117.28
ENSG00000241404.7|EGFL8	256.71	265.72	233.55	277.88
ENSG00000241468.7|ATP5MF	2302.11	2555.27	2559.14	2344.85
ENSG00000241489.8|AC244197.3	94.64	75.38	61.34	93.76
ENSG00000241506.1|PSMC1P1	7.8	23.8	14.92	10.97
ENSG00000241532.1|AGGF1P3	13.49	9	5.2	13
ENSG00000241553.12|ARPC4	1304.85	1246.56	1274.04	1293.49
ENSG00000241634.1|AC069499.1	35	36	25	38
ENSG00000241685.10|ARPC1A	2121.07	2442.73	2343.28	2345.77
ENSG00000241697.5|TMEFF1	120.5	167.2	128.65	179.16
ENSG00000241764.3|AC002467.1	32	29	26	32.36
ENSG00000241769.7|LINC00893	3.46	12.3	16.63	9.77
ENSG00000241837.7|ATP5PO	2998.69	3352.15	3049.45	3241.11
ENSG00000241839.10|PLEKHO2	548	585.93	658.03	586
ENSG00000241852.10|C8orf58	152.78	198.52	197.44	179.21
ENSG00000241860.6|AL627309.5	49.25	42.57	47.37	45.1
ENSG00000241878.11|PISD	584	558	589	551
ENSG00000241935.9|HOGA1	22	22.73	18	21
ENSG00000241945.8|PWP2	53.51	114.7	78.5	100.38
ENSG00000241973.10|PI4KA	2066.77	2270.96	2251.92	2017.94
ENSG00000241978.9|AKAP2	1262.58	1574.89	1109.9	1182.24
ENSG00000241990.5|PRR34-AS1	66	74	69	82.99
ENSG00000242028.6|HYPK	297.98	303.94	309.28	297.55
ENSG00000242071.3|RPL7AP6	14.36	15.3	14.63	18.78
ENSG00000242082.2|SLC5A4-AS1	22.44	17.52	13.51	12.5
ENSG00000242086.8|MUC20-OT1	456.14	484.74	517.75	436.93
ENSG00000242110.8|AMACR	266.83	334	271.51	268.12
ENSG00000242114.6|MTFP1	31.04	52.05	41.96	50.03
ENSG00000242125.3|SNHG3	1617.19	1713.59	1561.41	1543.41
ENSG00000242173.9|ARHGDIG	57	74.15	60.06	61
ENSG00000242247.11|ARFGAP3	810	971	855	905
ENSG00000242252.2|BGLAP	13.57	20.33	8.88	15.7
ENSG00000242259.8|C22orf39	394.88	552.4	480.72	438.22
ENSG00000242261.1|AC018635.1	15.03	50.36	23.61	18.53
ENSG00000242265.5|PEG10	7851	8943	7440	7538
ENSG00000242282.6|AC108488.1	48	52	41	63
ENSG00000242294.6|STAG3L5P	888.92	998.91	1007.97	889.09
ENSG00000242299.1|AC073861.1	4.8	11.73	23.56	7.81
ENSG00000242338.6|BMS1P4	15.98	13.7	14.27	10.41
ENSG00000242372.8|EIF6	1416	1518	1552	1520
ENSG00000242419.5|PCDHGC4	52.23	32.29	48.39	46.51
ENSG00000242474.2|AC093627.5	31	33	23	20
ENSG00000242485.6|MRPL20	256.84	265	304.33	275.87
ENSG00000242498.8|ARPIN	2442.62	2940.54	2654.5	2733.61
ENSG00000242516.1|LINC00960	141.8	130.97	128.86	125.91
ENSG00000242539.2|AC007620.2	182.72	198.18	175.22	149.41
ENSG00000242588.6|AC108010.1	172.87	194.73	202.14	216.67
ENSG00000242612.7|DECR2	157.14	179	161.72	158.63
ENSG00000242615.1|AC022415.1	112.4	124.67	112.84	129
ENSG00000242616.4|GNG10	1038.09	1207.94	1083.84	1172.11
ENSG00000242622.1|AC092910.3	21	18	23	17
ENSG00000242686.4|AC107464.1	231.74	265.79	263.64	243.92
ENSG00000242689.3|CNTF	39	28.79	25.86	39.06
ENSG00000242715.7|CCDC169	94.08	108	108	111.89
ENSG00000242732.4|RTL5	654	736	706	679
ENSG00000242748.1|RPL23AP81	9	11	11.83	6
ENSG00000242779.7|ZNF702P	46.23	37	56	67
ENSG00000242798.1|AC073842.2	44	45	47	39
ENSG00000242802.8|AP5Z1	425	473	489	455
ENSG00000242808.8|SOX2-OT	1752	1936.87	1950.13	2001.91
ENSG00000242852.7|ZNF709	166.04	189	147.9	188
ENSG00000242861.1|AL591895.1	5	17	11	12
ENSG00000243004.5|AC005062.1	19.13	17.54	8.2	15.18
ENSG00000243107.1|AC000120.1	2.52	16.77	13.3	9.36
ENSG00000243147.8|MRPL33	383.08	463.89	469.91	443
ENSG00000243155.1|AL162431.2	60.85	90.96	50.95	46.05
ENSG00000243156.8|MICAL3	1037.1	1202.36	1186.07	924.33
ENSG00000243207.6|PPAN-P2RY11	21.85	16.48	7.97	0
ENSG00000243230.1|AC011005.4	18.58	25.32	11.71	21.7
ENSG00000243232.5|PCDHAC2	43.29	45.59	66.14	44.83
ENSG00000243244.6|STON1	416	447.53	534	467
ENSG00000243279.4|PRAF2	445	505.35	575	429.36
ENSG00000243302.3|AC018638.4	258.56	292.89	284.16	256.38
ENSG00000243317.8|STMP1	621	602	650	693
ENSG00000243335.9|KCTD7	666.26	833.22	789	684.74
ENSG00000243364.8|EFNA4	110	160	120	115
ENSG00000243406.6|MRPS31P5	138.04	129.33	150.82	120.8
ENSG00000243422.2|RPL23AP49	39.01	34.35	39	44.86
ENSG00000243444.8|PALM2	179.72	178.24	165.27	128.45
ENSG00000243449.6|C4orf48	20	33	17	16
ENSG00000243477.5|NAA80	107.69	130.67	126.2	135.73
ENSG00000243509.6|TNFRSF6B	11.34	21.94	23.44	22.19
ENSG00000243646.10|IL10RB	287.79	303.97	378.33	324.51
ENSG00000243660.10|ZNF487	53	59	76	73
ENSG00000243667.7|WDR92	250.97	333.74	284.04	291.35
ENSG00000243678.11|NME2	2112.16	2271.95	2233.36	2044.36
ENSG00000243679.1|AC018638.5	70	61.09	66	57.9
ENSG00000243696.5|AC006254.1	39.54	45.84	69.75	39.63
ENSG00000243701.6|DUBR	204	197	210	202
ENSG00000243708.10|PLA2G4B	429.4	500.36	518.41	415.1
ENSG00000243716.10|NPIPB5	344.23	429.91	549.52	446.16
ENSG00000243725.7|TTC4	455.74	482	532.88	508
ENSG00000243749.1|TMEM35B	76.64	72.38	75.7	74.05
ENSG00000243753.5|HLA-L	27	36.75	36.29	33.71
ENSG00000243789.11|JMJD7	194.57	236.94	168.95	182.65
ENSG00000243811.10|APOBEC3D	17.99	19.23	15.8	10.79
ENSG00000243819.4|RN7SL832P	10.92	13	14	12.67
ENSG00000243927.6|MRPS6	1326.43	1749.56	1536.44	1662.9
ENSG00000243943.10|ZNF512	1461.43	1568.87	1663.19	1560.85
ENSG00000243960.1|AL390195.1	17.79	59.63	44.41	15.77
ENSG00000243970.3|PPIEL	22	25	16	21.02
ENSG00000243989.9|ACY1	314.43	392.71	335.94	298.17
ENSG00000244005.13|NFS1	456	451	477	401
ENSG00000244026.6|FAM86DP	289.73	269.93	259	252.65
ENSG00000244038.9|DDOST	3846.85	4187.55	4504.45	4261.81
ENSG00000244041.7|LINC01011	11	12	12	20
ENSG00000244045.13|TMEM199	647.27	671.94	750	701
ENSG00000244055.1|AC007566.1	13.22	8.97	18.74	24.06
ENSG00000244056.3|RN7SL417P	11	7	11	10
ENSG00000244115.1|DNAJC25-GNG10	166.91	110.73	165.16	159.01
ENSG00000244119.1|PDCL3P4	10.74	20.04	15.62	10.48
ENSG00000244151.1|AC010973.2	33.69	39.02	40.16	25.23
ENSG00000244165.2|P2RY11	405.7	416.05	420.51	325.47
ENSG00000244187.8|TMEM141	293.68	325	314.66	339.81
ENSG00000244239.1|AC007009.1	9	11.01	13.6	7.82
ENSG00000244242.2|IFITM10	29.27	37.3	57.57	28.3
ENSG00000244257.5|PKD1P1	329.75	355.03	240.55	204.91
ENSG00000244274.7|DBNDD2	794.7	972.85	917.53	994.46
ENSG00000244300.2|GATA2-AS1	21	34	27	20
ENSG00000244306.11|AL589743.1	843.59	819.14	1045.5	924.36
ENSG00000244349.1|AL662791.1	10	14	3	8
ENSG00000244398.1|AC116533.1	15.56	42.24	25	22.72
ENSG00000244405.8|ETV5	5579	5910	5866	5574
ENSG00000244462.8|RBM12	3062.26	3379.04	2870.92	2914.04
ENSG00000244480.1|AC005154.2	20.54	12.37	14	20.17
ENSG00000244486.8|SCARF2	199	282	187	211
ENSG00000244491.1|AL021707.5	16.96	21.59	22.22	8.06
ENSG00000244509.4|APOBEC3C	69	64	72	52
ENSG00000244513.6|AC109587.1	13.43	12.31	27	15.86
ENSG00000244560.7|AC004890.2	130.95	120.07	157.95	110.93
ENSG00000244563.1|AC006011.1	21.06	58.71	41.83	23.73
ENSG00000244617.2|ASPRV1	47	37	44	48
ENSG00000244625.6|MIATNB	5.24	10.01	26.1	10.66
ENSG00000244627.5|TPTEP2	11.66	34.76	29.83	16.67
ENSG00000244687.11|UBE2V1	3230.78	3629.79	3475.57	3252.15
ENSG00000244701.1|AC004918.1	24.2	26.07	11.63	21.95
ENSG00000244716.3|BX679664.3	43.34	68.41	43.53	34.74
ENSG00000244731.8|C4A	959.24	1102.91	1541.85	1325.72
ENSG00000244754.8|N4BP2L2	1844	1972.95	1830	2133
ENSG00000244879.7|GABPB1-AS1	1107.38	1072.2	1052.54	1097.21
ENSG00000244968.6|LIFR-AS1	41.45	31.75	40.92	28.2
ENSG00000245025.2|AC107959.1	33.11	35.75	45.04	34.29
ENSG00000245060.7|LINC00847	163.6	184.95	196.95	213.12
ENSG00000245105.3|A2M-AS1	5.11	13.78	11.47	11.14
ENSG00000245112.2|SMARCA5-AS1	110.76	133.49	130.04	114.28
ENSG00000245146.6|MALINC1	21	15	12	27
ENSG00000245148.2|ARAP1-AS2	8.09	25.24	31.28	20.17
ENSG00000245149.3|RNF139-AS1	40	46	36	48
ENSG00000245156.1|AP001107.1	39.02	31.01	43.02	39.01
ENSG00000245213.6|AC105285.1	5	11	13	10
ENSG00000245281.7|AC124242.1	13.03	16	9	10
ENSG00000245317.2|AC008393.1	29	17	21	23.87
ENSG00000245498.6|AP000866.1	29	45.18	29	40
ENSG00000245526.10|LINC00461	3720	3523	3987	3707
ENSG00000245532.8|NEAT1	595.52	703.04	564	641
ENSG00000245552.6|AP000787.1	19	27	17	27
ENSG00000245556.2|SCAMP1-AS1	201	182	194	162
ENSG00000245571.6|FAM111A-DT	68	60	74	81
ENSG00000245573.8|BDNF-AS	57.64	81.98	66.59	54.93
ENSG00000245598.6|DACT3-AS1	8	12	9	16
ENSG00000245614.3|DDX11-AS1	18.27	19.44	14.9	20.11
ENSG00000245648.1|AC022075.1	32.75	28	18.58	17.55
ENSG00000245651.2|AC083805.1	13.44	20.27	14.74	7.78
ENSG00000245680.10|ZNF585B	666.56	748.77	715.3	784.56
ENSG00000245694.9|CRNDE	274	278	250	298
ENSG00000245812.2|LINC02202	12.25	10.08	11.91	4.02
ENSG00000245848.3|CEBPA	61.04	42.53	63.91	59.01
ENSG00000245849.7|RAD51-AS1	290	301	368	285
ENSG00000245857.2|AF233439.1	30	54	36	51
ENSG00000245910.8|SNHG6	576.99	678	643.99	684.99
ENSG00000245937.7|LINC01184	150	180	180	176
ENSG00000245958.6|AC093752.1	115	129.84	146	144.21
ENSG00000245970.2|AP003352.1	58.35	73.58	61.77	45.44
ENSG00000246067.7|RAB30-AS1	128	145.49	103	109
ENSG00000246089.3|AC016065.1	39	56	70	39
ENSG00000246090.6|AP002026.1	51	58	63	64
ENSG00000246095.2|LINC01096	15	12	18	12
ENSG00000246174.7|KCTD21-AS1	93.04	117.59	125.06	107.96
ENSG00000246223.8|LINC01550	56	69	74	71
ENSG00000246263.2|UBR5-AS1	6	19.97	35.04	22.39
ENSG00000246283.2|AC090510.1	32.09	74.94	41.13	33.71
ENSG00000246308.1|AC116535.1	16	16	11	12
ENSG00000246334.2|PRR7-AS1	25	26	14	15
ENSG00000246339.5|EXTL3-AS1	66	76	74	70
ENSG00000246379.7|AC007495.1	35	27	32	39
ENSG00000246451.2|AL049840.1	101	86	131	122
ENSG00000246465.1|AC138904.1	54.83	79.53	51.66	56.75
ENSG00000246477.3|AF131216.1	5.05	14.03	12.09	5.04
ENSG00000246528.3|AC079089.1	25	23	29	31
ENSG00000246560.2|UBE2D3-AS1	16	18	22	15
ENSG00000246596.7|AC139795.1	38.04	32.18	44.46	33.73
ENSG00000246662.6|LINC00535	17	22	9	7
ENSG00000246695.7|RASSF8-AS1	103	102	102	104
ENSG00000246705.4|H2AFJ	45	49	50	45
ENSG00000246731.2|AC100786.1	4.04	13.24	9.24	13.2
ENSG00000246763.6|RGMB-AS1	22.52	24.23	20	12.36
ENSG00000246777.1|AC044802.1	11	15	22	19
ENSG00000246792.2|AC106038.1	11	12	10	13
ENSG00000246859.2|STARD4-AS1	325.4	317.18	279.24	263.57
ENSG00000246863.2|AC012377.1	12	10	15	5
ENSG00000246889.2|AP000487.1	2.01	5.15	16.19	11.11
ENSG00000246898.1|LINC00920	44	54	42	58
ENSG00000246922.8|UBAP1L	100	118	131	111
ENSG00000247077.7|PGAM5	642	670	718	634
ENSG00000247092.6|SNHG10	172	180	192	169
ENSG00000247095.2|MIR210HG	81	85	87	93
ENSG00000247121.6|AC009126.1	20.16	20.29	20.49	19.19
ENSG00000247134.6|AC090204.1	123	99	98	114
ENSG00000247137.8|AP000873.2	48.72	55.84	56.7	70.5
ENSG00000247151.7|CSTF3-DT	9	18.53	15.34	22.01
ENSG00000247157.6|LINC01252	11	4	10	17
ENSG00000247228.2|AC009060.1	17.82	0	12.46	0
ENSG00000247240.7|UBL7-AS1	81.48	103.79	104.03	100.07
ENSG00000247271.6|ZBED5-AS1	47	31	38.58	23
ENSG00000247315.3|ZCCHC3	954	1035	1010	932
ENSG00000247363.2|AC090061.1	12	7	3	11
ENSG00000247373.3|AC055713.1	39.14	48.29	48.29	39.17
ENSG00000247400.3|DNAJC3-DT	76	69	76	69
ENSG00000247416.3|AP000802.1	39	60	49	59.03
ENSG00000247516.7|MIR4458HG	630	602	587	601
ENSG00000247556.6|OIP5-AS1	4608.67	5915.49	4884.07	5406.7
ENSG00000247572.7|CKMT2-AS1	179	206	158	174
ENSG00000247595.4|SPTY2D1OS	9.72	13	17.39	6.37
ENSG00000247596.9|TWF2	398	413	379.77	376
ENSG00000247626.4|MARS2	165	157	176	148
ENSG00000247675.6|LRP4-AS1	38.57	29.67	52.47	20.85
ENSG00000247679.2|AC139795.2	41.91	36.82	32.54	37.22
ENSG00000247708.7|STX18-AS1	35	50	46	38
ENSG00000247728.2|AC091057.2	22.98	32.67	36.64	19.13
ENSG00000247735.2|AC120114.1	26	25	23	21
ENSG00000247746.4|USP51	16	27	12	15
ENSG00000247796.2|AC008966.1	120	103	124	115
ENSG00000247809.7|NR2F2-AS1	22	22	32	20
ENSG00000247828.7|TMEM161B-AS1	153.75	166.9	157	156
ENSG00000247903.1|AC024896.1	34.32	38.97	21.59	37.91
ENSG00000247934.4|AC022364.1	32.67	27.85	23.68	21.74
ENSG00000247982.6|LINC00926	63	55	48	66
ENSG00000247993.2|FOXD1-AS1	174.72	243	155.21	159.33
ENSG00000248008.2|NRAV	161	193	217	224
ENSG00000248015.7|AC005329.1	173.94	247.33	207.65	192.88
ENSG00000248019.2|FAM13A-AS1	34.12	36.26	26.21	37.26
ENSG00000248049.6|UBA6-AS1	273.24	304.64	293.57	314.27
ENSG00000248092.7|NNT-AS1	568.01	718.95	652.97	630.71
ENSG00000248098.12|BCKDHA	381	411	459	405
ENSG00000248124.7|RRN3P1	177.25	178.92	196.63	168
ENSG00000248161.5|AC098487.1	15	29	22	21.86
ENSG00000248275.1|TRIM52-AS1	79.15	79	102.5	88
ENSG00000248309.7|MEF2C-AS1	15	25.95	19.85	26.54
ENSG00000248323.6|LUCAT1	24	37	31	55
ENSG00000248333.8|CDK11B	477.9	634.87	523.75	531.68
ENSG00000248334.6|WHAMMP2	87.15	96.83	80.12	83.12
ENSG00000248406.1|AC008758.3	17.39	7.56	13.69	6.2
ENSG00000248445.5|SEMA6A-AS1	41.75	63.26	73.34	56.62
ENSG00000248487.9|ABHD14A	204.43	192.25	160.87	159.49
ENSG00000248508.7|SRP14-AS1	68	68	62	62
ENSG00000248527.1|MTATP6P1	12667.85	14767.04	13004.65	11203.84
ENSG00000248587.7|GDNF-AS1	97.06	102.11	78.06	107.25
ENSG00000248592.7|TMEM110-MUSTN1	161.44	144.31	162.97	177.94
ENSG00000248593.3|DSTNP2	47	34	30	55
ENSG00000248643.5|RBM14-RBM4	58.29	58.36	65.19	76.79
ENSG00000248668.2|OXCT1-AS1	44.32	39.08	36.04	36.05
ENSG00000248671.7|AP002495.1	14	3	12.68	9
ENSG00000248690.7|HAS2-AS1	10.69	15.68	9.52	14.63
ENSG00000248698.6|LINC01085	5	14	9	12
ENSG00000248712.7|CCDC153	9	12	9	17
ENSG00000248713.1|C4orf54	14	15	18	19
ENSG00000248727.5|LINC01948	3	13	9	17
ENSG00000248734.2|AC008906.1	11.44	17.62	15.74	22.32
ENSG00000248866.1|USP46-AS1	40	34	44	28
ENSG00000248869.6|LINC02511	98	118	121	96
ENSG00000248919.7|ATP5MF-PTCD1	377.27	454.85	389.16	334.27
ENSG00000248932.5|AC097103.2	13	13.68	23	14
ENSG00000248971.2|KRT8P46	10	5	14	12
ENSG00000249042.5|AC008771.1	6.01	24.66	19.01	6.92
ENSG00000249069.7|LINC01033	11	12	8	9
ENSG00000249087.6|ZNF436-AS1	94.32	142.47	134.67	114.62
ENSG00000249115.9|HAUS5	1018	1281	1109	1260
ENSG00000249158.6|PCDHA11	14.97	11.08	12.3	18.7
ENSG00000249240.2|AC069368.1	0	12.87	17.97	0
ENSG00000249242.8|TMEM150C	308	331.99	267	314
ENSG00000249319.2|AC068533.4	30.77	18.65	48.73	15.98
ENSG00000249348.1|UGDH-AS1	45	40.34	63	47.42
ENSG00000249353.2|NPM1P27	14.33	13.18	18.46	14.4
ENSG00000249362.1|LINC02488	25	21	22	16
ENSG00000249437.7|NAIP	174.49	226.27	171.42	155.16
ENSG00000249456.1|AL731577.2	27.26	29.91	16.18	24.65
ENSG00000249459.8|ZNF286B	279.08	347.11	321.65	349.93
ENSG00000249471.8|ZNF324B	94.76	106.96	98.73	96.97
ENSG00000249476.1|AC008467.1	21	29	30	26
ENSG00000249492.1|AC114956.3	5	16	14.02	9.03
ENSG00000249550.6|LINC01234	452	415	439	416
ENSG00000249592.5|AC139887.2	46.96	62	49.62	65
ENSG00000249624.9|AP000295.1	113.42	143.78	142.19	222.69
ENSG00000249626.1|AC024560.2	6.55	9.97	12.3	10.58
ENSG00000249673.6|NOP14-AS1	243.23	254.23	248.16	275.52
ENSG00000249709.8|ZNF564	198.31	195	221	212
ENSG00000249773.3|AC092647.5	81.91	66.57	58.16	55.79
ENSG00000249839.1|AC011330.1	47.43	37.49	99.06	48.36
ENSG00000249855.1|EEF1A1P19	11.06	30.26	18.09	25.11
ENSG00000249859.10|PVT1	33	43	41	45
ENSG00000249863.2|AC021106.1	12	15	13	6
ENSG00000249898.7|MCPH1-AS1	21.2	18.09	37.42	24
ENSG00000249915.8|PDCD6	1280.56	1392.29	1520.68	1227.33
ENSG00000249936.3|RAC1P2	11.89	14.88	16.58	9.32
ENSG00000249971.1|AC104116.1	12.63	13.18	26.96	9.21
ENSG00000249992.1|TMEM158	73	92	54	72
ENSG00000250021.7|ARPIN-AP3S2	659.82	745.16	738.15	733.87
ENSG00000250033.5|SLC7A11-AS1	13	11.1	4.02	6
ENSG00000250067.12|YJEFN3	2019.37	2343.84	2276.68	2066.37
ENSG00000250090.1|AL390198.2	4.57	12.13	10	13.13
ENSG00000250116.2|AC018682.1	7	22	11	5
ENSG00000250120.7|PCDHA10	14.75	7.81	7	17.37
ENSG00000250132.6|AC004803.1	25.2	24.58	30	18.53
ENSG00000250135.1|AL049795.2	0	3.03	13.1	11.92
ENSG00000250151.9|ARPC4-TTLL3	229.62	352.47	292.86	256.11
ENSG00000250155.1|AC008957.1	4	16	5	10
ENSG00000250198.2|LINC02199	128	121	141	122
ENSG00000250251.6|PKD1P6	222.31	268.49	264.5	225.4
ENSG00000250264.1|AL669918.1	18.67	24.32	66.4	7.57
ENSG00000250273.1|PSMC1P5	10.37	14.21	26.8	30.74
ENSG00000250303.3|AP002884.1	103	96	104	107
ENSG00000250312.8|ZNF718	68.55	94.59	96	74.49
ENSG00000250317.8|SMIM20	34	47	53	52
ENSG00000250318.1|AC003072.1	7.65	10.72	5.64	10
ENSG00000250397.2|AP006623.1	42	40	41	40
ENSG00000250425.1|OR7E35P	24	24.96	26	22
ENSG00000250432.5|FAM242C	15.95	8.58	10.9	15.94
ENSG00000250462.8|LRRC37BP1	594.37	725.12	643.55	648.56
ENSG00000250474.2|WBP1LP2	11.87	11.29	9.77	17.6
ENSG00000250479.8|CHCHD10	48	69	60	54
ENSG00000250486.4|FAM218A	58	57	53	69
ENSG00000250506.7|CDK3	217.63	235.18	272.75	233.39
ENSG00000250508.1|AP000808.1	16	19	19	31
ENSG00000250510.8|GPR162	307	403	320	361.01
ENSG00000250539.1|KRT8P33	8	15	13	3
ENSG00000250565.7|ATP6V1E2	156	187.75	149	152.89
ENSG00000250571.7|GLI4	154.96	146.82	163	145
ENSG00000250575.1|AL732372.3	11.05	32.89	11.09	17.92
ENSG00000250615.1|AC008581.1	23.42	48.36	38.02	19.01
ENSG00000250616.2|AC012645.1	81.69	111	106.89	116
ENSG00000250644.3|AC068580.4	46.98	68.34	38.2	38.26
ENSG00000250722.6|SELENOP	21	31	13	13
ENSG00000250742.3|LINC02381	147.43	153	134	162
ENSG00000250786.1|SNHG18	6	10	12	10
ENSG00000250790.4|AC127070.2	20	20	29	19
ENSG00000250802.7|ZBED3-AS1	114.53	130.15	154.97	156.25
ENSG00000250899.3|AC125807.2	47	65	67	62
ENSG00000250903.8|GMDS-DT	49	54	67	51
ENSG00000250988.7|SNHG21	101.54	93.16	64.16	85.44
ENSG00000251002.7|AC244502.1	61.85	105.79	32.59	58.16
ENSG00000251003.8|ZFPM2-AS1	78	62	77	69
ENSG00000251022.6|THAP9-AS1	989.98	1116.29	1106.56	1142.27
ENSG00000251034.1|AC037459.2	25.21	24.07	21.17	27.12
ENSG00000251079.6|BMS1P2	31.18	29.42	33.04	41.06
ENSG00000251136.8|AF117829.1	70	71	82	70
ENSG00000251141.5|MRPS30-DT	28	33	27	33
ENSG00000251143.1|AP002490.1	36.02	37.54	26.11	29.32
ENSG00000251188.1|AC079140.3	7	16	9	14
