LMP_602_R1B1	LMP.Olap_602_R1B1	LMP_602_R2B2	LMP.Olap_602_R2B2
ENSG00000228109.1|MELTF-AS1	48	88	66	46
ENSG00000228158.2|TLE1P1	7.32	22.8	12.37	10.13
ENSG00000228162.1|AC097713.1	12	15	11	11
ENSG00000228172.5|AL020996.1	13.09	9.77	16.1	6.11
ENSG00000228175.3|GEMIN8P4	29	37	26	26
ENSG00000228242.6|AC093495.1	24.17	40.7	24.26	20.83
ENSG00000228253.1|MT-ATP8	18802	23358	18200	16135
ENSG00000228274.3|AL021707.2	66.98	81.44	83.7	97.42
ENSG00000228288.6|PCAT6	11	18	13	13
ENSG00000228300.14|C19orf24	296	312	322	299
ENSG00000228302.2|AL512770.1	16.16	22.74	26.27	22.62
ENSG00000228315.12|GUSBP11	542.48	496.35	650.17	566.13
ENSG00000228327.3|AL669831.1	256.93	213.48	233.09	235.23
ENSG00000228393.3|LINC01004	13	12	9	13
ENSG00000228409.6|CCT6P1	151.48	189.33	143.15	175.46
ENSG00000228412.8|AL022068.1	15	15	8	13
ENSG00000228434.1|AC004951.1	30	57	24	37
ENSG00000228451.4|SDAD1P1	42	33	25	28
ENSG00000228463.10|AP006222.1	32.55	39.07	49.88	33.97
ENSG00000228474.6|OST4	1040.99	1113.96	1155.98	1063.97
ENSG00000228486.10|C2orf92	89	99	81	128
ENSG00000228492.2|RAB11FIP1P1	79.98	53.27	67.4	64.61
ENSG00000228506.2|AL513550.1	129	150.1	107.1	109
ENSG00000228532.4|AC005000.1	0	11.41	0	21.69
ENSG00000228544.1|CCDC183-AS1	51.78	74	51.6	61.67
ENSG00000228594.4|FNDC10	37	54	41	35
ENSG00000228623.6|ZNF883	411	446	442	456
ENSG00000228624.7|HDAC2-AS2	18	9	11	8
ENSG00000228638.1|FCF1P2	13.54	25.19	21.87	26.88
ENSG00000228653.2|HNRNPCP7	13	26	20	21
ENSG00000228672.3|PROB1	23	36	30	28
ENSG00000228696.8|ARL17B	88.24	101.44	124.1	85.22
ENSG00000228701.1|TNKS2-AS1	8	15	11	2
ENSG00000228716.7|DHFR	6034.8	7721.77	6181.47	7211.2
ENSG00000228727.9|SAPCD1	281.69	350.85	262.7	333.73
ENSG00000228748.2|AL450306.1	207.38	258.54	210.12	237.53
ENSG00000228766.3|RPL7L1P8	19.23	13.17	17.23	8.08
ENSG00000228775.7|WEE2-AS1	14	11	17	11
ENSG00000228782.7|MRPL45P2	21.42	25.69	23.05	21.63
ENSG00000228794.8|LINC01128	99	140	144	124
ENSG00000228801.5|AC064807.1	19	22	27	14
ENSG00000228830.1|AL160408.2	132.68	103.37	164.74	119
ENSG00000228878.7|SEPT7-AS1	45	50	32	64
ENSG00000228889.6|UBAC2-AS1	8	14	18	8
ENSG00000228903.7|RASA4CP	15.96	29.29	28.29	16.61
ENSG00000228925.1|AC016722.2	15.06	25.65	25.07	18.03
ENSG00000229017.6|LINC01277	6	13	15	20
ENSG00000229018.5|PMS2P7	26.36	24.44	11.72	17.07
ENSG00000229036.7|VDAC1P8	56.14	44.44	49.25	41.15
ENSG00000229043.2|AC091729.3	42	36	33	28
ENSG00000229117.9|RPL41	6142.85	7243.18	6443.92	6053.73
ENSG00000229124.6|VIM-AS1	14	27.4	21	14
ENSG00000229146.2|SNX18P4	22.74	16.61	17.26	28.79
ENSG00000229152.2|ANKRD10-IT1	33	35	34	30
ENSG00000229156.1|CR769776.2	14.89	14.44	11.32	11.24
ENSG00000229180.7|AC006001.3	491.33	542	506.78	496.16
ENSG00000229186.4|ADAM1A	10.4	14.55	24.49	1.17
ENSG00000229212.8|AC044860.1	5.48	25.64	27.63	14.74
ENSG00000229267.2|AC016708.1	24	26	27	24
ENSG00000229273.1|BX664615.1	45.57	54.31	34.61	39.85
ENSG00000229299.2|AL121845.1	56.66	64.14	33.99	43.95
ENSG00000229320.3|KRT8P12	114.47	132.91	156	122.09
ENSG00000229334.1|AC046143.1	12	15	16	20
ENSG00000229358.3|DPY19L1P1	44.39	53.57	38.5	46.57
ENSG00000229413.2|AC018638.1	21	27.68	23	13
ENSG00000229419.1|RALGAPA1P1	23.65	16.35	8.67	17.07
ENSG00000229422.2|AL512625.2	26.8	47.6	30.45	18.16
ENSG00000229474.6|PATL2	14	23	15	10
ENSG00000229589.1|ACVR2B-AS1	35	53	42	29
ENSG00000229618.2|AC011287.1	16	18	17	12
ENSG00000229619.3|MBNL1-AS1	27.18	28.59	37.65	27.18
ENSG00000229644.6|NAMPTP1	11.3	15.21	17.65	18.86
ENSG00000229676.3|ZNF492	326.57	422.77	299.76	344.38
ENSG00000229689.3|AC009237.3	25.3	27.48	21	28
ENSG00000229692.3|SOS1-IT1	14	17	21	18
ENSG00000229743.3|LINC01159	24	27	18	10
ENSG00000229770.2|AL022337.1	16	30	21.19	25
ENSG00000229776.1|C4B-AS1	35.52	46.29	53.74	43.65
ENSG00000229807.11|XIST	24065.32	25795.14	27851.27	27715.97
ENSG00000229809.8|ZNF688	142	162.77	174.9	159.97
ENSG00000229816.1|DDX50P1	10	9.03	11	3
ENSG00000229833.9|PET100	462.73	542.99	544.76	518.56
ENSG00000229852.2|AC019205.1	156.85	171.09	165.09	144.19
ENSG00000229891.1|LINC01315	32	42	25	24
ENSG00000229944.3|EIF4EP2	22.83	23.62	22.54	7.3
ENSG00000229950.1|TFAP2A-AS1	213.47	251.31	279.53	235.93
ENSG00000229953.1|AL590666.2	18.93	22.34	18.51	14.44
ENSG00000229980.4|TOB1-AS1	17	12.77	10.25	19.11
ENSG00000230042.1|AK3P3	12	7	9	17
ENSG00000230091.6|TMEM254-AS1	74	69.25	67	98
ENSG00000230124.8|ACBD6	861.74	902.07	945.96	881.79
ENSG00000230149.2|AL021707.3	2.07	10.74	17.67	12.3
ENSG00000230224.1|PHBP9	16	19	3	10
ENSG00000230267.7|HERC2P4	88.62	100.15	91.23	75.03
ENSG00000230269.6|LINC02525	13	24	12	29
ENSG00000230359.5|TPI1P2	34	25	40	32
ENSG00000230373.8|GOLGA6L5P	268.17	322.95	300.97	391.61
ENSG00000230392.1|AC004835.1	107	107	108	84
ENSG00000230415.1|LINC01786	12	19	16	24
ENSG00000230454.1|U73166.1	63	85	56	68
ENSG00000230461.8|PROX1-AS1	63	79	94.02	65
ENSG00000230487.8|PSMG3-AS1	94	92	84	89
ENSG00000230513.1|THAP7-AS1	29.59	29.08	35.33	35.32
ENSG00000230530.1|LIMD1-AS1	77.56	129.19	68.1	99.84
ENSG00000230551.4|AC021078.1	347.25	382.8	353.43	376.78
ENSG00000230555.2|AL450326.1	33	30	26	15
ENSG00000230562.3|FAM133DP	9	6.05	12.03	14.95
ENSG00000230565.1|ZNF32-AS2	34.94	42.7	59.86	45.9
ENSG00000230583.7|GTF2IRD1P1	15.58	5	11.73	1
ENSG00000230590.10|FTX	1043.97	1173.19	1142.76	1116.74
ENSG00000230606.10|AC092683.1	492.41	687.05	532.29	570.06
ENSG00000230635.2|CYP4F60P	15	15.08	25.06	23.06
ENSG00000230658.1|KLHL7-DT	41	34	35	28
ENSG00000230699.2|AL645608.2	72.22	72	85	64
ENSG00000230707.1|AL589987.1	21	23	8	16
ENSG00000230715.3|AC018638.2	47.62	61.79	66.43	54.51
ENSG00000230724.9|LINC01001	80.67	78.45	85.51	85.03
ENSG00000230733.2|AC092171.2	138.35	170.31	195.62	178.95
ENSG00000230736.2|AL021937.1	15	15	9	11
ENSG00000230747.1|AC021188.1	22.81	22.36	19.97	17.87
ENSG00000230797.2|YY2	45.4	29.89	27.02	47.36
ENSG00000230798.5|FOXD3-AS1	40	20	31	37
ENSG00000230804.2|C2orf27AP3	25.9	9	14	25
ENSG00000230844.2|ZNF674-AS1	271	276	285	243
ENSG00000230869.1|AGAP10P	27.85	14.75	18.35	18.03
ENSG00000230870.2|FBXW11P1	9	8	15	12
ENSG00000230896.1|AL604028.1	8	13	14	10
ENSG00000230910.3|AL391807.1	251	229	202	221
ENSG00000230982.1|DSTNP1	27	25	32	22
ENSG00000230989.6|HSBP1	2108	2217	2235	2093
ENSG00000231007.5|CDC20P1	49.03	42.96	45.86	41.98
ENSG00000231064.7|AC234582.1	89.19	87.23	93.14	124.83
ENSG00000231074.8|HCG18	558	524.6	533.71	568.19
ENSG00000231113.2|AL035587.1	8	14	14	5
ENSG00000231160.9|KLF3-AS1	36	27.03	33	28
ENSG00000231177.4|LINC00852	27	35	31	32
ENSG00000231252.2|AC099792.1	37	53	56	34
ENSG00000231259.5|AC125232.1	94.75	97.54	105.96	61.65
ENSG00000231304.2|SGO1-AS1	11.08	8.06	14.16	3.85
ENSG00000231305.3|AC112484.1	31.32	38.03	22	26
ENSG00000231312.6|MAP4K3-DT	60.45	96	68.23	68.48
ENSG00000231327.1|LINC01816	18	7	15	9
ENSG00000231345.3|BEND3P1	23	20	22	21
ENSG00000231346.5|LINC01160	9.3	12	11	19.29
ENSG00000231365.5|WARS2-AS1	91	120	127	107
ENSG00000231437.3|LINC01750	150	144	175	143
ENSG00000231500.7|RPS18	9651.2	9713.27	9661.44	9094.19
ENSG00000231527.6|FAM27C	116.24	115.63	117.33	122.63
ENSG00000231528.2|FAM225A	1287.6	1218.23	1178.69	1161.6
ENSG00000231551.8|AC245100.4	34	28	39	44
ENSG00000231584.8|FAHD2CP	43.24	55.74	58.36	67.84
ENSG00000231595.1|AC005224.1	13	5	19	19
ENSG00000231607.11|DLEU2	76.63	65.77	79.84	75.78
ENSG00000231609.6|AC007098.1	16.42	24.64	5.36	17.64
ENSG00000231628.1|AL133406.2	22	27	17	21
ENSG00000231672.6|DIRC3	16	1	11	4
ENSG00000231711.2|LINC00899	63	50	61	58
ENSG00000231721.7|LINC-PINT	51.12	46.34	64.95	68.26
ENSG00000231731.7|AC010976.1	7	10	13	17
ENSG00000231764.8|DLX6-AS1	82	87	8	16
ENSG00000231770.5|TMEM44-AS1	49	83	74	65
ENSG00000231784.8|DBIL5P	29	28	17.29	18
ENSG00000231789.2|PIK3CD-AS2	37	57	31	38
ENSG00000231817.8|LINC01198	139.13	148.47	115.61	142.18
ENSG00000231852.8|CYP21A2	8.91	21.23	20.7	21.1
ENSG00000231856.2|AL162377.1	15	10	9	14
ENSG00000231864.2|AL807752.3	184.37	190.04	156.95	94.37
ENSG00000231871.5|IPO9-AS1	13.28	13.39	2.56	10.48
ENSG00000231880.2|KF459542.1	0	4.46	11.53	13.51
ENSG00000231887.7|PRH1	23.63	5.59	15.09	7.37
ENSG00000231889.7|TRAF3IP2-AS1	119	140	136	126
ENSG00000231890.7|DARS-AS1	7	15	5.18	10.01
ENSG00000231925.11|TAPBP	1683	1917	1887	1735
ENSG00000231934.1|FAM242A	23	7	18	4
ENSG00000231955.1|AC007383.3	25.55	29.55	11.06	17.75
ENSG00000231969.1|AC007364.1	13.86	8.64	13.54	7.96
ENSG00000231995.2|AL590399.4	22.79	18.43	16.72	26.8
ENSG00000231999.6|LRRC8C-DT	15	12	5	10
ENSG00000232024.2|LSM12P1	116.54	147.28	164.26	106.4
ENSG00000232040.3|ZBED9	122	130	130	123
ENSG00000232044.6|SILC1	21	21	31	20
ENSG00000232070.8|TMEM253	25.36	16.76	24.8	20.81
ENSG00000232098.3|AC012313.1	128.79	191.89	197.83	178.38
ENSG00000232104.3|RFX3-AS1	84	99	101	73
ENSG00000232112.3|TMA7	1180.87	1405.35	1317.67	1213.87
ENSG00000232119.8|MCTS1	412.51	450	446	384
ENSG00000232133.1|IMPDH1P10	0.13	20.31	18.03	9.12
ENSG00000232160.6|RAP2C-AS1	18	16	17	21
ENSG00000232300.1|FAM215B	30	40	48	39
ENSG00000232354.8|VIPR1-AS1	9.94	6.35	9.43	10.95
ENSG00000232388.4|SMIM26	332	330.23	395.33	358.87
ENSG00000232433.2|GXYLT1P3	24.78	32.19	36.22	38.78
ENSG00000232434.2|AJM1	106	103	138	101
ENSG00000232442.1|MHENCR	62	85	82	78
ENSG00000232450.1|AL133517.1	6	18	32	21
ENSG00000232508.1|MRPL45P1	10	6	15	3
ENSG00000232533.1|AC093673.1	41	43	41	68
ENSG00000232573.1|RPL3P4	20.36	19.59	16.79	24.46
ENSG00000232586.1|KIAA1614-AS1	61.48	73.23	65.72	49.74
ENSG00000232593.7|KANTR	240	315	200	232.74
ENSG00000232611.1|AL683813.1	33.76	41.7	50.53	24.35
ENSG00000232630.1|PRPS1P2	56	33	32	37
ENSG00000232653.8|GOLGA8N	39.99	45.05	36.39	23.83
ENSG00000232671.5|ZNF687-AS1	16.47	19.94	9.35	8.86
ENSG00000232677.7|LINC00665	674.94	678.24	630.88	658
ENSG00000232748.3|AC135050.1	12.77	9.3	16.53	16.46
ENSG00000232803.1|SLCO4A1-AS1	525.13	673.82	614.84	591.32
ENSG00000232807.2|AL137186.2	22.22	46.54	20.68	9.98
ENSG00000232811.1|AL360270.1	24.87	28.16	27.6	24.71
ENSG00000232815.1|DUX4L50	65	101	91	70
ENSG00000232838.4|PET117	193.41	241.66	198.53	225.52
ENSG00000232859.9|LYRM9	63	72.89	62	56
ENSG00000232860.7|SMG7-AS1	34	40	51	43
ENSG00000232931.5|LINC00342	208.37	238.88	227.87	254.17
ENSG00000232940.5|HCG25	69.36	80.87	78.32	91.95
ENSG00000232956.8|SNHG15	633	643.27	698	707
ENSG00000232977.6|LINC00327	74	64	93	88
ENSG00000232995.7|AL592435.1	25.7	24.8	28.79	33.72
ENSG00000233016.6|SNHG7	501.09	576.29	501.96	442.18
ENSG00000233024.7|NPIPA9	648.45	802.49	998.45	884.35
ENSG00000233077.1|LINC01271	14.68	23.03	38.27	38.87
ENSG00000233122.2|CTAGE7P	14	12	7	18
ENSG00000233170.4|AC138356.2	21	22.24	26	7
ENSG00000233175.2|AC008105.1	5.58	12.13	10.73	10.19
ENSG00000233178.7|AL161457.2	35	25	26	20
ENSG00000233184.6|AC093157.1	27.56	48.83	48	50.84
ENSG00000233198.3|RNF224	25	25	22	19
ENSG00000233223.2|AC016876.1	63.33	42.11	61	34
ENSG00000233230.1|AC079807.1	12.15	16.49	18.17	27.25
ENSG00000233237.7|LINC00472	166	152	143.94	164
ENSG00000233264.2|AC006042.3	13	8	12	7
ENSG00000233270.1|SNRPEP4	13.07	13.09	9.07	19.09
ENSG00000233276.5|GPX1	739.87	797.96	772.96	644.99
ENSG00000233296.1|AC092159.2	12.05	16.26	1.01	9
ENSG00000233327.10|USP32P2	14.48	26.85	18.8	7.85
ENSG00000233369.7|GTF2IP4	3368.2	3635.72	3455.33	3397.64
ENSG00000233382.7|NKAPP1	16	21	23	14
ENSG00000233384.2|AC096537.1	26	63	51	40
ENSG00000233396.7|LINC01719	72.54	76.31	67.58	60.35
ENSG00000233429.9|HOTAIRM1	201.88	195.93	216.55	173.64
ENSG00000233435.2|AGGF1P2	67.21	52.12	66.33	47.25
ENSG00000233476.3|EEF1A1P6	35.72	41.71	20.3	38.17
ENSG00000233527.8|ZNF529-AS1	28	33	28.07	20
ENSG00000233608.4|TWIST2	36	82	57	60
ENSG00000233627.2|C4A-AS1	35.52	46.29	53.74	43.65
ENSG00000233639.5|PANTR1	330	393	357	346
ENSG00000233705.6|SLC26A4-AS1	30	31	15	16
ENSG00000233750.3|CICP27	15.62	15.29	20.45	18.15
ENSG00000233757.6|AC092835.1	73	67	83	73
ENSG00000233760.1|AC004947.1	16	17	10	20
ENSG00000233806.7|LINC01237	16	36	29	25
ENSG00000233817.1|AL162727.1	23	28	24	24
ENSG00000233822.4|HIST1H2BN	33.44	23.24	28.62	27.15
ENSG00000233871.2|DLG5-AS1	17	29	26	25
ENSG00000233885.7|YEATS2-AS1	47.53	47.5	33.84	45.83
ENSG00000233913.7|RPL10P9	133.54	125.3	87.07	93.04
ENSG00000233922.2|LINC01694	691	859.66	807	778
ENSG00000233927.5|RPS28	2783	3009	2708	2398
ENSG00000233932.6|CTXN2	11.31	10.94	5.39	9.45
ENSG00000233937.6|AC008443.1	65.96	38.53	50.38	80.73
ENSG00000233954.6|UQCRHL	64.28	69.26	39.06	42.5
ENSG00000233966.1|UBE2SP1	34.81	13.86	16.46	19.76
ENSG00000234028.3|EIF2AK3-DT	44	47	40	45
ENSG00000234062.8|AL390879.1	16	16	18	16
ENSG00000234072.1|AC074117.1	149.44	181	174.19	164.31
ENSG00000234127.9|TRIM26	1050	1272	1204	1174
ENSG00000234129.7|AC073529.1	25	18	22	14
ENSG00000234147.1|AL035446.1	19	15	10	30
ENSG00000234171.2|RNASEH1-AS1	82	122	108	95
ENSG00000234284.6|ZNF879	174	171	192	193
ENSG00000234290.2|AC116366.1	11.46	6.78	9.16	12.51
ENSG00000234327.7|AC012146.1	59.22	62.33	60.52	77.99
ENSG00000234338.1|AC073349.2	47	53	64	58
ENSG00000234350.4|AC007405.1	11	11	16	13
ENSG00000234353.2|AP000346.2	11.46	46.44	27.36	20.34
ENSG00000234380.2|LINC01426	57	68	52	60
ENSG00000234390.4|USP27X-AS1	31	24	39	32
ENSG00000234394.8|AL353608.3	48.19	39.63	44.53	29.18
ENSG00000234409.6|CCDC188	97	111	109	105
ENSG00000234420.7|ZNF37BP	3533.67	3557.63	3749.68	3366
ENSG00000234432.4|AC092171.3	16	13.36	8	13.32
ENSG00000234444.10|ZNF736	1303	1578.71	1362	1350
ENSG00000234456.7|MAGI2-AS3	822	907	856	921
ENSG00000234465.11|PINLYP	20	30	22.03	25
ENSG00000234494.7|SP2-AS1	50	40	49	45
ENSG00000234545.7|FAM133B	1099.89	1132.06	1109.76	1097.05
ENSG00000234585.6|CCT6P3	235.56	282.75	219.88	202.57
ENSG00000234602.7|MCIDAS	40	43	22	31
ENSG00000234608.7|MAPKAPK5-AS1	180.69	191.1	171.52	173.3
ENSG00000234616.8|JRK	890	982	903	843
ENSG00000234617.2|SNRK-AS1	7.92	8.83	11.69	10.97
ENSG00000234618.1|RPSAP9	7.04	12.13	5.03	10.05
ENSG00000234636.2|MED14OS	13	11	14	21
ENSG00000234664.1|HMGN2P5	562.18	635.44	629.5	635.75
ENSG00000234678.2|ELF3-AS1	59.53	43.37	53.54	62.4
ENSG00000234684.6|SDCBP2-AS1	64.36	87	88	94
ENSG00000234690.6|EPCAM-DT	11	16	11	2
ENSG00000234719.8|NPIPB2	15.04	14.57	31.34	20.78
ENSG00000234741.8|GAS5	3345.95	3494.8	3436.37	3238.27
ENSG00000234745.11|HLA-B	3671.57	4236.6	4160.85	4142.38
ENSG00000234753.5|FOXP4-AS1	22	19	17	19
ENSG00000234769.7|WASH4P	56.13	90.73	65.3	77.75
ENSG00000234771.3|SLC25A25-AS1	399.74	399.86	366.84	317.38
ENSG00000234773.7|AC012618.3	36	55	61	46
ENSG00000234797.5|RPS3AP6	24.83	27.03	24.98	29.65
ENSG00000234814.8|SVIL2P	6.88	19.68	12.56	14.73
ENSG00000234851.4|RPL23AP42	1740.81	1817.7	1811.84	1600.23
ENSG00000234857.2|HNRNPUL2-BSCL2	1077.71	1051.63	1321.48	1115.68
ENSG00000234869.1|AL021392.1	19	18	21	24
ENSG00000234882.1|EIF3EP1	30.01	53	53	58
ENSG00000234899.9|SOX9-AS1	111	120	135	159
ENSG00000234912.12|SNHG20	378	423	445	435
ENSG00000234945.7|GTF3C2-AS1	12.1	5.78	3.27	10.57
ENSG00000234948.1|LINC01524	13	17	8	5
ENSG00000234961.1|AL133415.1	21.84	38.53	40.43	35.15
ENSG00000234969.1|AL627389.1	9.84	14.78	11.56	4.45
ENSG00000234996.4|AC098934.2	62	87	76	65
ENSG00000235016.1|SEMA3F-AS1	27.64	22.43	32.72	27.05
ENSG00000235023.1|AP001626.1	46	37	28	45
ENSG00000235026.5|DPP10-AS1	72	101	120	104
ENSG00000235027.1|AC068580.3	22.13	26.3	28.24	28.25
ENSG00000235043.3|TECRP1	20.16	14.29	17.03	21.48
ENSG00000235106.10|BRD3OS	707.17	778.44	847.07	726.56
ENSG00000235109.7|ZSCAN31	85	114	117	109
ENSG00000235162.8|C12orf75	171	166	153	178
ENSG00000235173.7|HGH1	537	561	582	504
ENSG00000235174.1|RPL39P3	46.27	92.36	82.44	57.15
ENSG00000235180.1|LINC00601	14	10	9	13
ENSG00000235194.8|PPP1R3E	181	206	152	173
ENSG00000235205.1|TATDN2P3	22	29	31	30
ENSG00000235217.6|TSPY26P	491	555	536	585
ENSG00000235238.1|SUMO2P1	27.49	40.71	29.14	5.78
ENSG00000235257.8|ITGA9-AS1	13	13	14	20
ENSG00000235280.2|MCF2L-AS1	10	9	11	8
ENSG00000235288.3|AC099329.1	81.23	126	135.54	96.87
ENSG00000235298.1|AL354733.3	20.97	22.02	15.44	23.88
ENSG00000235316.1|DUSP8P5	17	21	24	19
ENSG00000235351.1|AC114730.3	22.39	20.35	16.03	17.09
ENSG00000235363.1|SNRPGP10	16	23.06	28.4	26.09
ENSG00000235370.6|DNM1P51	92.87	108.24	116.01	99.41
ENSG00000235374.2|SSR4P1	16	21	14	19
ENSG00000235381.1|AL596202.1	32.34	40.16	41.48	29.27
ENSG00000235437.7|LINC01278	1064	1120	1111	978
ENSG00000235453.10|SMIM27	33.2	50.3	55.73	55.59
ENSG00000235499.1|AC073046.1	20	13	12	21
ENSG00000235501.5|AC105942.1	22	37	22	18
ENSG00000235513.1|AL035681.1	9.82	7.07	2.23	10.84
ENSG00000235531.9|MSC-AS1	105.29	95.18	105.6	102.71
ENSG00000235560.3|AC002310.1	49.06	66.88	62.55	74.94
ENSG00000235609.7|AF127577.4	23	19.62	6.51	17.53
ENSG00000235652.7|AL356599.1	37.36	31.11	46.62	46.4
ENSG00000235655.3|H3F3AP4	1110.36	1085.59	1126.21	1010.42
ENSG00000235663.1|SAPCD1-AS1	31.75	32.43	5.49	6.64
ENSG00000235703.5|LINC00894	20.94	15.79	13.12	17.11
ENSG00000235706.7|DICER1-AS1	94	81	80	75
ENSG00000235781.1|LINC02569	58	64	72	48
ENSG00000235823.2|OLMALINC	227	286	335	328
ENSG00000235859.5|AC006978.1	58	58	50	58
ENSG00000235865.2|GSN-AS1	18.01	12	15	13
ENSG00000235890.2|TSPEAR-AS1	19	21.85	22.79	18
ENSG00000235897.1|TM4SF19-AS1	21	21.68	6.47	16
ENSG00000235903.8|CPB2-AS1	10	12	9	12
ENSG00000235919.4|ASH1L-AS1	54.24	44.97	50	39
ENSG00000235934.1|AC007405.2	21.4	54.52	64.8	39.83
ENSG00000235944.8|ZNF815P	27	32	19	24
ENSG00000235946.1|AC234783.1	11	6	11	5
ENSG00000235954.6|TTC28-AS1	169.84	175.61	179.38	154.92
ENSG00000235961.5|PNMA6A	26.74	34.74	18.16	19.63
ENSG00000236015.1|AC011290.2	26	19	25	13
ENSG00000236017.8|ASMTL-AS1	19.03	16	17.04	17.57
ENSG00000236017.8|PAR|Y|ASMTL-AS1	19.03	16	17.04	17.57
ENSG00000236088.9|COX10-AS1	174	150	162	164
ENSG00000236104.3|ZBTB22	407	359	444	390
ENSG00000236144.7|TMEM147-AS1	313	310	364	330.96
ENSG00000236200.5|KDM4A-AS1	21.2	27.8	12.43	17
ENSG00000236255.1|AC009404.1	115	97	119	118
ENSG00000236287.8|ZBED5	1016	1140	1135.42	1110
ENSG00000236352.1|AC005220.1	16.65	15.79	18.65	13.62
ENSG00000236397.3|DDX11L2	32.56	52.13	39.76	33.49
ENSG00000236432.7|AC097662.1	9	13	13	4
ENSG00000236519.1|LINC01424	16	23	28	28
ENSG00000236526.1|AL035448.1	8.44	9.63	24.39	11.61
ENSG00000236540.7|AC006547.1	12.07	34.19	15	15
ENSG00000236552.2|RPL13AP5	12.2	27.6	25.25	13.84
ENSG00000236609.4|ZNF853	754	925	748	681
ENSG00000236618.2|PITPNA-AS1	97.81	112.4	115.46	94.41
ENSG00000236753.6|MKLN1-AS	50	55	68	50
ENSG00000236778.7|INTS6-AS1	31.74	48.2	48	52
ENSG00000236810.5|ELOA-AS1	59.78	90.18	55.53	79.27
ENSG00000236816.2|ANKRD20A7P	218.56	212.93	203.05	242.3
ENSG00000236819.1|LINC01563	5	15	12	13
ENSG00000236829.9|Z97634.1	15	24	12	11.86
ENSG00000236830.6|CBR3-AS1	128.78	156.05	125.95	107.82
ENSG00000236859.6|NIFK-AS1	107	108	82	121.01
ENSG00000236901.6|MIR600HG	176.27	175.41	137.23	101.15
ENSG00000236914.3|LINC01852	35	51	29	43
ENSG00000236939.2|BAALC-AS2	23	26	17	19
ENSG00000236947.5|AL139412.1	16	29	7	20
ENSG00000237004.4|ZNRF2P1	55.4	72	74	55
ENSG00000237015.1|AL031186.1	10	4	10	10
ENSG00000237017.1|AC245052.4	28.18	27.38	22.14	26.22
ENSG00000237036.4|ZEB1-AS1	253.11	268.75	303.54	278.29
ENSG00000237037.9|NDUFA6-DT	83.91	114.98	87	94
ENSG00000237054.9|PRMT5-AS1	18.94	15.11	16.68	15.1
ENSG00000237080.3|EHMT2-AS1	6.04	25.32	18.14	16.08
ENSG00000237094.12|AL732372.2	67.85	83.87	83.23	77.66
ENSG00000237149.5|ZNF503-AS2	9	16	7	11
ENSG00000237172.4|B3GNT9	491.91	589.64	503.89	508.59
ENSG00000237187.8|NR2F1-AS1	221.1	263.12	167.34	159.02
ENSG00000237190.4|CDKN2AIPNL	294	286	302	323
ENSG00000237238.3|BMS1P10	28.54	49.96	66.94	46.28
ENSG00000237248.5|LINC00987	20	31	38	26.4
ENSG00000237289.9|CKMT1B	42.58	28.95	50.22	36.67
ENSG00000237296.9|SMG1P1	186.97	155.04	165.94	150.44
ENSG00000237298.9|TTN-AS1	164.21	173.76	179.02	157.01
ENSG00000237310.1|AC008267.5	20	32	21	10
ENSG00000237356.6|AL365295.1	9	10	11	16
ENSG00000237357.2|BX088651.4	448.21	474.02	433.3	492.6
ENSG00000237380.7|HOXD-AS2	33.68	41.04	23.21	30.27
ENSG00000237399.7|PITRM1-AS1	16.88	13.52	16.46	15.96
ENSG00000237424.1|FOXD2-AS1	43	46	44	41
ENSG00000237440.9|AC008554.1	445.26	393.06	426.69	421.07
ENSG00000237441.10|RGL2	1842.4	2030.29	1827.23	1735.42
ENSG00000237457.6|LINC01351	35	28	40	46
ENSG00000237489.5|C10orf143	10	7	14	10
ENSG00000237499.6|AL357060.1	10	5	9	16
ENSG00000237517.9|DGCR5	37.35	46.91	41.71	60
ENSG00000237550.5|RPL9P9	65.34	68.14	48.32	55.59
ENSG00000237575.4|PYY2	10	13	16	3
ENSG00000237580.1|GCSHP3	9.7	8.17	11.5	7.14
ENSG00000237594.2|AP000251.1	20	20	17	14
ENSG00000237624.1|OXCT2P1	7.53	13.72	17.57	20
ENSG00000237649.8|KIFC1	2674	3316.85	2682	2713
ENSG00000237651.6|C2orf74	56	88.02	77.55	66.12
ENSG00000237732.9|AC010980.1	82.07	90.67	80.02	103.63
ENSG00000237753.1|AC079922.2	24	43	17	19
ENSG00000237765.7|FAM200B	421	457	454	412
ENSG00000237819.5|AC002454.1	130	189	133	144.95
ENSG00000237840.6|FAM21FP	9.65	12.39	12.58	3.04
ENSG00000237854.3|LINC00674	11	27	13	12
ENSG00000237886.1|NALT1	13	18	14	23
ENSG00000237940.3|LINC01238	74	102	96	86
ENSG00000237943.6|PRKCQ-AS1	111	148	125	117
ENSG00000237950.1|AL357079.1	5	11	16	5
ENSG00000237973.1|MTCO1P12	478.55	471.63	419.5	456.89
ENSG00000237976.1|AL391069.2	179	161	180	132
ENSG00000237977.1|EIF4HP2	11	14	14	10
ENSG00000237984.3|PTENP1	25.22	30.45	23.76	28.91
ENSG00000238035.8|AC138035.1	48.07	34.91	39.85	14.6
ENSG00000238045.9|AC009133.1	185.67	231.41	173.02	158.05
ENSG00000238058.2|AL355574.1	17	23	16	18
ENSG00000238062.5|SPATA3-AS1	14	10	11	12
ENSG00000238072.1|AC009244.1	21.71	39.69	1.15	0
