Ctrl_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP.Olap_602_R2B2
ENSG00000047621.12|C12orf4	536	695	652	707
ENSG00000047634.15|SCML1	291	458	348	415
ENSG00000047644.18|WWC3	1120	1414	1223	1151
ENSG00000047648.22|ARHGAP6	264	275	233	202
ENSG00000047849.21|MAP4	3879	3961	3972	3824
ENSG00000047932.14|GOPC	563	585	692	754.99
ENSG00000048028.11|USP28	552	765	647	672
ENSG00000048052.21|HDAC9	1347	1616	1757	1911
ENSG00000048140.18|TSPAN17	859	1018	874	995
ENSG00000048162.20|NOP16	364.14	333.43	319.62	340.93
ENSG00000048342.16|CC2D2A	475	467	486	459
ENSG00000048392.11|RRM2B	662	798	790	824
ENSG00000048405.10|ZNF800	245	297	322	285
ENSG00000048471.14|SNX29	193	237	217	193
ENSG00000048544.6|MRPS10	1049	1090	1186	1169
ENSG00000048649.13|RSF1	1606.53	1936.42	1824.42	1836.56
ENSG00000048707.15|VPS13D	551	538	559	547
ENSG00000048740.18|CELF2	2159	2156	2424	2113
ENSG00000048828.17|FAM120A	3093.29	3332.04	3386.4	3284.04
ENSG00000048991.16|R3HDM1	1398	1515	1398	1366
ENSG00000049089.15|COL9A2	408	455	402	401
ENSG00000049167.14|ERCC8	311.5	385.38	407.95	336.54
ENSG00000049192.15|ADAMTS6	161	103	146	85
ENSG00000049239.12|H6PD	837	896	810	829
ENSG00000049245.13|VAMP3	269	304	307	289
ENSG00000049246.14|PER3	884.95	1127.88	908.89	996.86
ENSG00000049323.16|LTBP1	572	634	442	499.98
ENSG00000049449.9|RCN1	2474.47	2595.06	2609.13	2754.1
ENSG00000049540.17|ELN	785	1190	559	860
ENSG00000049541.11|RFC2	1422	1792	1215	1769
ENSG00000049618.23|ARID1B	873.2	838.63	827.28	759.41
ENSG00000049656.14|CLPTM1L	1447	1507	1497	1442
ENSG00000049759.18|NEDD4L	1301	1502	1232	1290
ENSG00000049768.15|FOXP3	22	17	14.31	22
ENSG00000049769.13|PPP1R3F	118	149	114.28	146.77
ENSG00000049860.14|HEXB	2073.36	2608.48	2251.67	2355.14
ENSG00000049883.15|PTCD2	434	476	554	527.98
ENSG00000050030.15|NEXMIF	4	25	7	11
ENSG00000050130.18|JKAMP	939.93	1091	1061	1067
ENSG00000050165.17|DKK3	6657	6463	7418	6437
ENSG00000050344.9|NFE2L3	475	494	489	418
ENSG00000050393.11|MCUR1	1019	1349	1252	1244
ENSG00000050405.13|LIMA1	3798	3803	4325	3996
ENSG00000050426.16|LETMD1	346	455	349	393
ENSG00000050438.17|SLC4A8	324	402	339	272
ENSG00000050555.18|LAMC3	12	16	2	7
ENSG00000050748.17|MAPK9	377	406	382	386
ENSG00000050820.17|BCAR1	905	1118.58	877	961.32
ENSG00000051009.10|FAM160A2	429	477	423	458
ENSG00000051108.15|HERPUD1	617	579	623	616
ENSG00000051128.19|HOMER3	823.34	948.7	706.77	659.56
ENSG00000051180.17|RAD51	677	873	656	877
ENSG00000051341.14|POLQ	698	1200	766	1246
ENSG00000051382.8|PIK3CB	358	394	410	358
ENSG00000051596.9|THOC3	384.45	401.63	338.11	454.45
ENSG00000051620.11|HEBP2	146	151	171	197
ENSG00000051825.14|MPHOSPH9	443	677.52	529	586.65
ENSG00000052126.14|PLEKHA5	38	54	45	38
ENSG00000052723.11|SIKE1	977	1383	1250	1317
ENSG00000052749.13|RRP12	653	599	595	572
ENSG00000052795.13|FNIP2	326	491	385	455
ENSG00000052802.13|MSMO1	846	940	1215	1011
ENSG00000052841.15|TTC17	1709	1857	1959	1813
ENSG00000053254.15|FOXN3	540.62	671.31	530.7	530.5
ENSG00000053371.12|AKR7A2	712	838.95	666	724
ENSG00000053372.5|MRTO4	1275	1267	1133	1142
ENSG00000053438.10|NNAT	12	14	13	10
ENSG00000053501.13|USE1	416	459	376	464
ENSG00000053524.12|MCF2L2	46.57	74	67.45	69.48
ENSG00000053702.15|NRIP2	36	50.37	42	34
ENSG00000053747.16|LAMA3	8	19	15	15
ENSG00000053770.12|AP5M1	652	771	728	805
ENSG00000053900.10|ANAPC4	515	578	598	587
ENSG00000053918.16|KCNQ1	19	11	15	7
ENSG00000054116.12|TRAPPC3	500	604	526	553
ENSG00000054118.15|THRAP3	3381.55	3759.84	3420.16	3620.77
ENSG00000054148.17|PHPT1	829	770.88	654	698
ENSG00000054179.12|ENTPD2	14	27	25	11
ENSG00000054267.22|ARID4B	1164.24	1277.06	1279.32	1293.82
ENSG00000054277.14|OPN3	100.22	87.54	153.19	132.56
ENSG00000054282.16|SDCCAG8	331.42	386.88	345.32	381.33
ENSG00000054356.14|PTPRN	25	31	20	25
ENSG00000054392.13|HHAT	109	136	126	133
ENSG00000054523.17|KIF1B	2920.42	3287.28	3157.79	3161.39
ENSG00000054598.8|FOXC1	264	297	229	300
ENSG00000054611.14|TBC1D22A	238	184	170	154
ENSG00000054654.16|SYNE2	1742	2056	1768	2118
ENSG00000054690.13|PLEKHH1	270.5	335.61	298.94	294.84
ENSG00000054793.13|ATP9A	1699	1900	1953	1927
ENSG00000054965.10|FAM168A	3111	3475	3032	2997
ENSG00000054967.13|RELT	343	408.21	311	468.37
ENSG00000054983.17|GALC	197	209	197	169
ENSG00000055044.11|NOP58	1441.72	1582.66	1513.78	1532.62
ENSG00000055070.17|SZRD1	2411.91	2639.58	2280.9	2386
ENSG00000055118.14|KCNH2	279	370	230	318
ENSG00000055130.16|CUL1	969	1043	997.95	1065
ENSG00000055147.19|FAM114A2	248	297	316	289
ENSG00000055163.20|CYFIP2	563	617	487	496
ENSG00000055208.19|TAB2	851	950	991	977
ENSG00000055211.14|GINM1	389	353	367	375
ENSG00000055332.18|EIF2AK2	1831.99	2385.92	2105	2156
ENSG00000055483.19|USP36	977	1016	898	982
ENSG00000055609.18|KMT2C	911	799	878	770
ENSG00000055917.15|PUM2	2569	2892	2870	2749
ENSG00000055950.16|MRPL43	303.21	389.37	343.51	334.04
ENSG00000055955.16|ITIH4	21.73	22.67	35.91	12.52
ENSG00000056050.7|HPF1	490	511	455	541
ENSG00000056097.16|ZFR	3525	3845	3771	3692
ENSG00000056277.16|ZNF280C	118	172	134	154
ENSG00000056487.16|PHF21B	304	331	326	314
ENSG00000056558.11|TRAF1	16	30	28	13
ENSG00000056586.16|RC3H2	1321	1765	1766	1933
ENSG00000056736.10|IL17RB	74	109	66	92
ENSG00000056972.19|TRAF3IP2	382	563.24	366	510
ENSG00000056998.20|GYG2	374	332	291	275
ENSG00000057019.16|DCBLD2	750	1001	811	881
ENSG00000057252.13|SOAT1	678	978	867	929
ENSG00000057608.17|GDI2	4290.95	4968.64	4823	4559
ENSG00000057663.16|ATG5	211	239	314	289
ENSG00000057704.13|TMCC3	303	311	312	327
ENSG00000057757.10|PITHD1	785	1052	831	1020
ENSG00000057935.13|MTA3	1096	1260	1056	1092
ENSG00000058056.9|USP13	698	869	773	835
ENSG00000058063.16|ATP11B	1208.71	1606.66	1542.41	1621.82
ENSG00000058085.14|LAMC2	43	57	41	80
ENSG00000058091.17|CDK14	935	867	1177	805
ENSG00000058262.10|SEC61A1	6156.67	6579.16	6535.57	6874.01
ENSG00000058272.19|PPP1R12A	881.89	961.57	1160.14	908.58
ENSG00000058404.20|CAMK2B	173	196	127	152
ENSG00000058453.17|CROCC	302.65	360.84	250.83	257
ENSG00000058600.16|POLR3E	558	681	627	634
ENSG00000058668.14|ATP2B4	593	684	650	617
ENSG00000058673.16|ZC3H11A	3239.35	3645.01	3509.03	3815.32
ENSG00000058729.11|RIOK2	591	784	687.98	751
ENSG00000058799.15|YIPF1	119	119	143	109
ENSG00000058804.12|NDC1	825	1164	836	917
ENSG00000058866.15|DGKG	125	144	142	174
ENSG00000059122.16|FLYWCH1	341	412	362	404
ENSG00000059145.18|UNKL	58.67	122.15	82.69	61.72
ENSG00000059378.12|PARP12	153	125	191	128
ENSG00000059573.9|ALDH18A1	1478	1540	1421	1424
ENSG00000059588.10|TARBP1	505	522	518	426
ENSG00000059691.12|GATB	483.08	498.25	480	481.19
ENSG00000059728.11|MXD1	313.15	411.17	325	364
ENSG00000059758.8|CDK17	313	331	340	324
ENSG00000059769.20|DNAJC25	108	139	143	131.88
ENSG00000059804.16|SLC2A3	171	197.93	212.94	226
ENSG00000059915.17|PSD	82.65	104.22	80.65	82.2
ENSG00000060069.16|CTDP1	322	328	304	301
ENSG00000060138.13|YBX3	714	757	708	738
ENSG00000060237.17|WNK1	4105	4704	4325	4293
ENSG00000060339.14|CCAR1	2054	2344	2461	2629
ENSG00000060491.16|OGFR	869	1067	940	920
ENSG00000060642.10|PIGV	133	176	124	132
ENSG00000060656.20|PTPRU	32	42	19	16
ENSG00000060688.13|SNRNP40	382	456	402	464
ENSG00000060709.15|RIMBP2	373.99	395	384.99	371.92
ENSG00000060749.15|QSER1	1922	2616	2334	2492
ENSG00000060762.19|MPC1	572	642	767	834
ENSG00000060971.18|ACAA1	404.06	479.92	376	524.22
ENSG00000060982.15|BCAT1	544	486	668	562
ENSG00000061273.18|HDAC7	886.61	983.59	868.31	1016.78
ENSG00000061337.15|LZTS1	799	905	638	768
ENSG00000061455.11|PRDM6	13	14	18	15
ENSG00000061656.9|SPAG4	12	24	13	29
ENSG00000061676.15|NCKAP1	4270	4802	5313	4710
ENSG00000061794.13|MRPS35	475	566	548	593
ENSG00000061918.13|GUCY1B1	89	125	86	114
ENSG00000061936.9|SFSWAP	949	994	948	883
ENSG00000061938.18|TNK2	1363.97	1576.89	1285	1412
ENSG00000061987.16|MON2	583	783	856	828
ENSG00000062038.14|CDH3	14.72	5	11.99	3
ENSG00000062194.16|GPBP1	3974	4386	4529	4385
ENSG00000062282.15|DGAT2	72	81	57	45
ENSG00000062370.16|ZNF112	264	324	300	322
ENSG00000062485.19|CS	3384.58	3710.95	3308.78	3465.33
ENSG00000062524.16|LTK	25	27	21	24
ENSG00000062582.14|MRPS24	505.99	599	461	465.45
ENSG00000062598.18|ELMO2	1771.99	1777.92	1886.98	1819.99
ENSG00000062650.19|WAPL	1006	1271	1190	1271
ENSG00000062716.13|VMP1	1321	1507	1657	1657
ENSG00000062725.10|APPBP2	1386	1734	1756	1757
ENSG00000062822.13|POLD1	629	878	506	782.16
ENSG00000063015.19|SEZ6	91	93	71	61
ENSG00000063046.17|EIF4B	4828.9	5528.14	4637.98	4453.43
ENSG00000063127.15|SLC6A16	41	41	20	31
ENSG00000063169.10|BICRA	243	269	218	225
ENSG00000063176.15|SPHK2	364.82	529.78	356.16	408.76
ENSG00000063177.13|RPL18	2929	3141	2426	2481
ENSG00000063180.9|CA11	163	182	141	126
ENSG00000063241.8|ISOC2	102	171	112	125
ENSG00000063244.12|U2AF2	4280	4935	3789	4500
ENSG00000063245.14|EPN1	1301.9	1584	1139	1306
ENSG00000063322.14|MED29	1445	1592	1298	1436
ENSG00000063438.17|AHRR	72.9	62	142.13	104.06
ENSG00000063587.14|ZNF275	339	384	396	346
ENSG00000063601.17|MTMR1	538	604	555	641
ENSG00000063660.9|GPC1	5193	5540	5923	5202
ENSG00000063761.16|ADCK1	208	164	178	118
ENSG00000063854.13|HAGH	328	432.02	364	393
ENSG00000063978.16|RNF4	1833	2063.71	1875.75	2087
ENSG00000064012.21|CASP8	371	438	446	448
ENSG00000064042.18|LIMCH1	1153	1057	1237	1079
ENSG00000064102.15|INTS13	495	532	514	540
ENSG00000064115.11|TM7SF3	784.26	938.03	800.58	889.09
ENSG00000064199.6|SPA17	343.66	378.77	377.79	305.93
ENSG00000064225.12|ST3GAL6	225	287	227	213
ENSG00000064270.12|ATP2C2	7	13.24	14.3	12.71
ENSG00000064300.9|NGFR	127	82.92	155.96	95
ENSG00000064309.14|CDON	104	114	116	112
ENSG00000064313.12|TAF2	895	1027	992	1097
ENSG00000064393.16|HIPK2	618	691	648	661
ENSG00000064419.13|TNPO3	1346	1528	1428	1484
ENSG00000064489.22|BORCS8-MEF2B	75.04	63.63	46.72	69.78
ENSG00000064490.14|RFXANK	1046.52	1035.95	855.51	1065.05
ENSG00000064545.14|TMEM161A	238	276	240	285
ENSG00000064547.14|LPAR2	465	592	394	462
ENSG00000064601.18|CTSA	2188.64	2373.81	1905.09	2148.38
ENSG00000064607.17|SUGP2	7089	9388	7583	8748
ENSG00000064651.14|SLC12A2	949	1388	1072	1228
ENSG00000064652.11|SNX24	340	404	464	437
ENSG00000064655.19|EYA2	128	162	143	134
ENSG00000064666.15|CNN2	1883.37	2148.62	1602.16	1914.22
ENSG00000064687.12|ABCA7	498	573	389	465
ENSG00000064692.19|SNCAIP	971.69	1177	824	863
ENSG00000064703.12|DDX20	885	996.28	961.48	1016
ENSG00000064726.9|BTBD1	1884	2351	2055	2314
ENSG00000064763.11|FAR2	20	25	12	16
ENSG00000064787.13|BCAS1	12.33	21.21	10.06	10.38
ENSG00000064932.16|SBNO2	665	762	592	677
ENSG00000064933.17|PMS1	601	657	741	753
ENSG00000064961.19|HMG20B	1722	1860.76	1475	1480
ENSG00000064989.13|CALCRL	185	184	160	158
ENSG00000064995.17|TAF11	405	477	464	444
ENSG00000064999.15|ANKS1A	523	571	510	500
ENSG00000065000.17|AP3D1	6324	7541	5867	6133
ENSG00000065029.15|ZNF76	573	616	485	498
ENSG00000065054.14|SLC9A3R2	130	151	106	129
ENSG00000065057.8|NTHL1	153	158	129	155
ENSG00000065060.17|UHRF1BP1	587	728	708	731
ENSG00000065135.11|GNAI3	932	1119	1122	1153
ENSG00000065150.19|IPO5	2897	3286	3230	3197
ENSG00000065154.11|OAT	583	779	690	768
ENSG00000065183.16|WDR3	1944	2001	2094	1957
ENSG00000065243.20|PKN2	881	1167	1158	1151
ENSG00000065268.10|WDR18	583	597	531	519
ENSG00000065308.5|TRAM2	2752	2803	3349	3161
ENSG00000065320.9|NTN1	804	930	812	849
ENSG00000065328.16|MCM10	1818	2688	1764	2649
ENSG00000065357.20|DGKA	333	371	389	434
ENSG00000065361.15|ERBB3	518	610	610	712
ENSG00000065413.20|ANKRD44	336	446	368	407
ENSG00000065427.14|KARS	2536	2681	2500	2471.76
ENSG00000065457.10|ADAT1	560	672	580	700
ENSG00000065485.20|PDIA5	185	208	208	230
ENSG00000065491.8|TBC1D22B	211.81	256.78	218.91	229.54
ENSG00000065518.8|NDUFB4	1072	1177	1092	1010
ENSG00000065526.11|SPEN	1855	2076	1767	2008
ENSG00000065534.18|MYLK	207	291	263	256
ENSG00000065548.18|ZC3H15	1489	1612	1795	1603
ENSG00000065559.15|MAP2K4	551	605.96	617.99	566
ENSG00000065600.12|TMEM206	380	333	429	383
ENSG00000065613.14|SLK	759	1105	909	977
ENSG00000065615.14|CYB5R4	271	280	294	276
ENSG00000065665.21|SEC61A2	346.71	438.72	460.34	402.43
ENSG00000065675.14|PRKCQ	208	197	192	188
ENSG00000065717.15|TLE2	977	1204	915	1077
ENSG00000065802.12|ASB1	792	906	883	873
ENSG00000065809.13|FAM107B	621	728	740	859
ENSG00000065882.16|TBC1D1	896	1078	870	968
ENSG00000065883.16|CDK13	1169	1273	1345	1323
ENSG00000065911.12|MTHFD2	913.96	1190.17	1052.93	1258.28
ENSG00000065923.10|SLC9A7	661	741	714	684
ENSG00000065970.9|FOXJ2	614	881	645	838
ENSG00000065978.19|YBX1	11191.07	12436.51	10271.64	10800.72
ENSG00000065989.16|AC011529.1	356	518	269	393
ENSG00000066027.12|PPP2R5A	806	942	927	969
ENSG00000066044.15|ELAVL1	2789.08	2998.69	2739	2769.46
ENSG00000066084.13|DIP2B	2172	2085	2094	1854
ENSG00000066117.14|SMARCD1	3690	3820	3405	3545
ENSG00000066135.13|KDM4A	1581	1781.1	1612.61	1619
ENSG00000066136.20|NFYC	614	627.96	563	563.64
ENSG00000066230.11|SLC9A3	72.11	85.81	88.69	90.55
ENSG00000066248.15|NGEF	328	393	332	444
ENSG00000066279.18|ASPM	3586	5437	4162	5219
ENSG00000066322.15|ELOVL1	489	509	538	529
ENSG00000066379.15|ZNRD1	221.25	220.49	269.07	254.47
ENSG00000066382.16|MPPED2	270	283.89	207	221
ENSG00000066422.4|ZBTB11	598.26	730.13	732.31	768.05
ENSG00000066427.22|ATXN3	180	211	229	218
ENSG00000066455.13|GOLGA5	768	729	790	769
ENSG00000066468.22|FGFR2	774	939	801	813
ENSG00000066557.6|LRRC40	305	419	411	421
ENSG00000066583.12|ISOC1	158	151	177	178
ENSG00000066629.17|EML1	750	1011	784	1054
ENSG00000066651.20|TRMT11	175	192	185	206
ENSG00000066654.14|THUMPD1	655	696	659	674
ENSG00000066697.14|MSANTD3	387	511	441.58	510
ENSG00000066735.14|KIF26A	242	378	204	239
ENSG00000066739.12|ATG2B	540	637	680	637
ENSG00000066777.9|ARFGEF1	1220	1286.14	1409.1	1295
ENSG00000066827.16|ZFAT	206	163	173	168
ENSG00000066855.16|MTFR1	346.19	415.29	462.22	378
ENSG00000066923.17|STAG3	233.19	289.35	270.63	218.35
ENSG00000066926.11|FECH	609	725	716	669
ENSG00000066933.16|MYO9A	851.45	946	956.66	943
ENSG00000067057.17|PFKP	1894	2326	1701	2148
ENSG00000067064.11|IDI1	1637	2022	2269	2158.14
ENSG00000067066.17|SP100	159	197.02	143.09	176.85
ENSG00000067082.15|KLF6	1611	1588	2143	1957
ENSG00000067113.17|PLPP1	129.07	142.96	142.04	132.33
ENSG00000067141.17|NEO1	1402	1419	1408	1248
ENSG00000067167.8|TRAM1	1568	1935	2013	1994
ENSG00000067177.15|PHKA1	453	527.47	483.31	434.13
ENSG00000067182.7|TNFRSF1A	669	798	774	916
ENSG00000067191.16|CACNB1	356	430	368	403
ENSG00000067208.14|EVI5	307	310	457	301
ENSG00000067221.14|STOML1	375	304	340	339
ENSG00000067225.18|PKM	24984	28038	22004	26331
ENSG00000067248.10|DHX29	1424	1537	1505	1592
ENSG00000067334.14|DNTTIP2	948	1053	983	971
ENSG00000067365.14|METTL22	223	215	236	237
ENSG00000067369.13|TP53BP1	3723.44	4598.28	4179.08	4351.26
ENSG00000067445.20|TRO	3044.56	3237	3132	3272
ENSG00000067533.6|RRP15	646	696	764	656
ENSG00000067560.11|RHOA	4052	4167	4257	4302
ENSG00000067596.11|DHX8	1519	1792	1526	1662
ENSG00000067601.8|PMS2P4	41.4	38.28	52	21.15
ENSG00000067606.17|PRKCZ	35.14	23.91	28.2	26.86
ENSG00000067704.10|IARS2	1962	2295	2318	2153
ENSG00000067829.19|IDH3G	580.59	520.89	491.52	531.56
ENSG00000067836.12|ROGDI	202	287	240.5	261.06
ENSG00000067840.12|PDZD4	653	698	539	631
ENSG00000067900.8|ROCK1	1535.85	1721.09	1807.29	1739.35
ENSG00000067955.14|CBFB	1250	1595	1406	1612
ENSG00000067992.14|PDK3	363	480	405	545
ENSG00000068001.14|HYAL2	523	596	492	498
ENSG00000068024.16|HDAC4	310	310	275	279
ENSG00000068028.17|RASSF1	264	313	257.25	333.73
ENSG00000068078.18|FGFR3	202	206	206	237
ENSG00000068079.7|IFI35	127	166	111	182
ENSG00000068097.14|HEATR6	811	887	885	895
ENSG00000068120.15|COASY	1086	1209	1073	1224
ENSG00000068137.15|PLEKHH3	437	619	462	523
ENSG00000068305.17|MEF2A	1598	1751	1754	1716
ENSG00000068308.13|OTUD5	1508	1514	1377	1535
ENSG00000068323.17|TFE3	1194	1344	1184	1364
ENSG00000068354.16|TBC1D25	470	445	364.95	437.94
ENSG00000068366.19|ACSL4	231	294	274	317
ENSG00000068383.19|INPP5A	262	294.63	285	267.67
ENSG00000068394.11|GPKOW	709	656	578	717
ENSG00000068400.13|GRIPAP1	2027	2191	1830	2192
ENSG00000068438.15|FTSJ1	803	968	870	999
ENSG00000068489.12|PRR11	1117	1757.89	1213.95	1464.88
ENSG00000068615.18|REEP1	523	619	530	621
ENSG00000068650.18|ATP11A	516	600	648	590
ENSG00000068654.16|POLR1A	2135	2326	1944	1940
ENSG00000068697.7|LAPTM4A	2586	3157	2842	2944
ENSG00000068724.16|TTC7A	214	231.7	164	202
ENSG00000068745.15|IP6K2	1276	1443	1230	1402
ENSG00000068784.13|SRBD1	644	696	608	649
ENSG00000068796.16|KIF2A	1494	1822	1794	1791
ENSG00000068831.19|RASGRP2	82	91	69	76
ENSG00000068878.15|PSME4	2082	2231.89	2289.99	2269.97
ENSG00000068885.15|IFT80	820.41	1104	1012.19	1073.24
ENSG00000068903.20|SIRT2	981	1177	968	1045
ENSG00000068912.14|ERLEC1	1096	1280	1310	1338
ENSG00000068971.14|PPP2R5B	537	479	541	495
ENSG00000068976.14|PYGM	15	11	14	16
ENSG00000069011.16|PITX1	83	118	54.43	74
ENSG00000069020.18|MAST4	86	102	123	96
ENSG00000069248.12|NUP133	1300	1590	1498	1535
ENSG00000069275.13|NUCKS1	9256	11706.97	9544	10128
ENSG00000069329.17|VPS35	2382	3006	2756	3029
ENSG00000069345.12|DNAJA2	1484	1601	1674	1626
ENSG00000069399.15|BCL3	122	145	147	137
ENSG00000069424.14|KCNAB2	44	25	24	23
ENSG00000069493.15|CLEC2D	71.85	81.81	102.67	94.36
ENSG00000069509.6|FUNDC1	467	422	511	470
ENSG00000069667.16|RORA	554	743	842	862
ENSG00000069702.11|TGFBR3	217	266	280	227
ENSG00000069849.11|ATP1B3	1795	2222	2096	2271
ENSG00000069869.16|NEDD4	564	719	738	802
ENSG00000069943.10|PIGB	25.25	28.15	44.86	54.12
ENSG00000069956.12|MAPK6	1762	2130	2047	1949
ENSG00000069966.18|GNB5	583	720	624	740
ENSG00000069974.16|RAB27A	67	113.76	90.19	135.23
ENSG00000069998.12|HDHD5	737	761	675	750
ENSG00000070010.19|UFD1	1459	1894.5	1670.55	1961.67
ENSG00000070018.9|LRP6	1756	1860	2016	1995
ENSG00000070047.12|PHRF1	1313	1622	1153	1253
ENSG00000070061.15|ELP1	1433	1619	1737	1720
ENSG00000070081.16|NUCB2	882	1277	989	1211
ENSG00000070087.14|PFN2	4026	4612	4114	3883
ENSG00000070159.14|PTPN3	707	868	779	781
ENSG00000070182.20|SPTB	55	38	34.22	27
ENSG00000070214.16|SLC44A1	1814	2473	1996	2118
ENSG00000070269.14|TMEM260	320	354	430	378
ENSG00000070366.14|SMG6	1171.49	1266.28	1072.14	1118.22
ENSG00000070367.16|EXOC5	1764.98	2108.98	2174.98	2188.99
ENSG00000070371.16|CLTCL1	232	274	196	268
ENSG00000070404.10|FSTL3	196	270	119	228
ENSG00000070413.20|DGCR2	1614	1766	1621	1611
ENSG00000070423.18|RNF126	385	510	370	399
ENSG00000070444.15|MNT	746.14	833.33	638.12	739.55
ENSG00000070476.15|ZXDC	614	750	723	777
ENSG00000070495.14|JMJD6	493	462	532	539
ENSG00000070501.12|POLB	196	208	248	215
ENSG00000070540.13|WIPI1	246.85	233.84	267.31	236.72
ENSG00000070601.10|FRMPD1	41	30	34	34
ENSG00000070610.14|GBA2	2946.81	3190.51	2937.42	3054
ENSG00000070614.15|NDST1	1619	1828	1477	1567
ENSG00000070669.17|ASNS	794.86	790.75	954.53	813.6
ENSG00000070718.12|AP3M2	421	575	527	562
ENSG00000070731.10|ST6GALNAC2	7.81	15.16	9.3	10.77
ENSG00000070756.16|PABPC1	10100	11087	9225.98	9795
ENSG00000070759.17|TESK2	35	48	32	46
ENSG00000070761.8|CFAP20	581	680	545.91	653
ENSG00000070770.9|CSNK2A2	1439	1626	1519	1511
ENSG00000070778.13|AL162171.1	548.88	567	646	595.93
ENSG00000070785.16|EIF2B3	369	455	391	345
ENSG00000070814.19|TCOF1	1017.94	1187	1021.81	1160.96
ENSG00000070831.16|CDC42	5127.91	5627.86	5874.88	5530.81
ENSG00000070882.13|OSBPL3	1042	1099	1109	1102
ENSG00000070950.10|RAD18	632	878	638	864
ENSG00000070961.15|ATP2B1	2408	2626	2714	2498
ENSG00000071051.14|NCK2	970.53	963.39	1011	791.82
ENSG00000071054.16|MAP4K4	8041	8697	8650	7943
ENSG00000071073.13|MGAT4A	1250	1221	1336	1266
ENSG00000071082.11|RPL31	4610.99	5116.99	4765	4495
ENSG00000071127.17|WDR1	5109	5310	4998	5299
ENSG00000071189.21|SNX13	1078	1220	1289	1212
ENSG00000071205.11|ARHGAP10	61	95	75	65
ENSG00000071242.12|RPS6KA2	1837	1461	2152	1734
ENSG00000071243.16|ING3	272	343	276	291
ENSG00000071246.11|VASH1	6513.81	7313.56	6331.55	7398.31
ENSG00000071282.12|LMCD1	51	90	89	92
ENSG00000071462.11|BUD23	2032	2057	2016.21	2049
ENSG00000071537.14|SEL1L	2037	2224	2456	2175
ENSG00000071539.14|TRIP13	938	1364	1019	1292
ENSG00000071553.17|ATP6AP1	4203	4552	4021	4336
ENSG00000071564.15|TCF3	5789	7479	5259	6122
ENSG00000071575.11|TRIB2	13321	14151	15491	14636
ENSG00000071626.16|DAZAP1	1811	2122	1692	1764
ENSG00000071655.18|MBD3	2305.93	2956.69	2263.15	2324.37
ENSG00000071794.16|HLTF	1104	1363	1183	1234
ENSG00000071859.15|FAM50A	2629	2794	2450	2846
ENSG00000071889.16|FAM3A	509	583	507	500
ENSG00000071894.17|CPSF1	3034	3891	2833	3518
ENSG00000071909.18|MYO3B	25	21	36	43
ENSG00000071967.12|CYBRD1	1313	1627	1507	1690
ENSG00000071994.10|PDCD2	502	526	598	523
ENSG00000072042.13|RDH11	1497	1778	1765.85	1751
ENSG00000072062.13|PRKACA	1827	2315	1645	2077
ENSG00000072071.16|ADGRL1	1258.47	1361.44	974.37	1126.29
ENSG00000072110.13|ACTN1	2643.63	3113	2415	3039.69
ENSG00000072121.16|ZFYVE26	815.87	921.92	854.81	966.02
ENSG00000072134.15|EPN2	2278.87	2286	2122.68	1995.15
ENSG00000072135.13|PTPN18	641	684	585	651
ENSG00000072182.12|ASIC4	82	93	65	97
ENSG00000072195.15|SPEG	864.72	1061.52	852.16	1015.37
ENSG00000072201.13|LNX1	146.97	215.76	151.07	186.03
ENSG00000072210.18|ALDH3A2	2509	3086	2786	3289
ENSG00000072274.13|TFRC	2887	3347	3387	3303
ENSG00000072310.16|SREBF1	593.17	753.44	611.7	650.27
ENSG00000072364.13|AFF4	1900	2365	2369	2325
ENSG00000072401.15|UBE2D1	349	397	412	392
ENSG00000072415.8|MPP5	481	584	516	509
ENSG00000072422.17|RHOBTB1	762	818	840	886
ENSG00000072501.17|SMC1A	6326	8577	6105	7836
ENSG00000072506.12|HSD17B10	1812	2010	1715	1864
ENSG00000072518.20|MARK2	1165	1340	1117	1195
ENSG00000072571.20|HMMR	528	773	599	672
ENSG00000072609.17|CHFR	527	498	540	522
ENSG00000072682.18|P4HA2	33	44	16	27
ENSG00000072736.19|NFATC3	705	781.46	791.83	862.6
ENSG00000072756.17|TRNT1	312.79	361.82	348.9	358.27
ENSG00000072778.20|ACADVL	3126	3590	2797	3194
ENSG00000072786.13|STK10	387	385	382	357
ENSG00000072803.17|FBXW11	927	1040	1049	919
ENSG00000072818.12|ACAP1	23	22	15	17
ENSG00000072832.14|CRMP1	6354	6750.02	6453.04	6734.01
ENSG00000072840.13|EVC	1011	1130.98	1140.96	1244.99
ENSG00000072849.11|DERL2	616.45	645.35	633.4	692.47
ENSG00000072858.10|SIDT1	14	21	9	16
ENSG00000072864.15|NDE1	1036.99	1219.88	1011.9	1085.88
ENSG00000072952.18|MRVI1	37	53	50	48
ENSG00000072954.7|TMEM38A	183	218	148	159
ENSG00000072958.8|AP1M1	1521	1804	1460	1510
ENSG00000073008.15|PVR	841.86	900.75	991.54	1009.35
ENSG00000073050.11|XRCC1	804	1076	757.98	1022
ENSG00000073060.16|SCARB1	453	611	387	518
ENSG00000073111.14|MCM2	2437.74	2859.14	1967.06	2379.99
ENSG00000073150.13|PANX2	19	44	27	48
