Ctrl_602_R1B1	LMP.Olap_602_R1B1	Ctrl_602_R2B2	LMP.Olap_602_R2B2
ENSG00000225806.8|AL121917.1	16	12	15	13
ENSG00000225828.1|FAM229A	154.68	143.44	140.02	124.35
ENSG00000225830.13|ERCC6	337	433	483	393
ENSG00000225855.6|RUSC1-AS1	236.87	276.28	293.4	283.29
ENSG00000225868.7|AC016582.1	12	16	14	15
ENSG00000225872.3|LINC01529	62.84	95.49	78.53	61.76
ENSG00000225880.5|LINC00115	16.59	15.96	12	8.49
ENSG00000225883.2|BMS1P11	7.42	12.4	33.41	11.4
ENSG00000225889.7|AC012368.1	161	235	176	241
ENSG00000225914.2|TSBP1-AS1	73.19	74.92	89	79
ENSG00000225921.7|NOL7	743.37	849.31	812.82	882.39
ENSG00000225940.6|C5orf67	18	38	20	27
ENSG00000225953.2|SATB2-AS1	20.97	23.03	33.97	29.22
ENSG00000225968.7|ELFN1	191	199	184	152
ENSG00000225972.1|MTND1P23	9.91	11.54	11.26	9.88
ENSG00000225973.4|PIGBOS1	116	125.92	104.61	119.44
ENSG00000225975.6|LINC01534	6	15	11	10
ENSG00000226007.2|BX005266.2	164.93	221.1	239.56	206.3
ENSG00000226015.2|CCT8P1	24	9.01	11	24.01
ENSG00000226029.1|LINC01772	13.37	12.05	23.79	14.37
ENSG00000226054.2|MEMO1P1	8.6	13.84	11.49	12.04
ENSG00000226067.6|LINC00623	19	27.71	28.78	29.73
ENSG00000226080.1|AC062028.2	21	13	18	18
ENSG00000226101.1|LINC02097	14	12	10.05	12
ENSG00000226121.2|AC009487.2	13.22	13.7	18.33	16.89
ENSG00000226124.7|FTCDNL1	53	53	62	50
ENSG00000226137.5|BAIAP2-DT	398	425	414	372
ENSG00000226167.1|AP4B1-AS1	23.2	25.5	36.71	22.69
ENSG00000226174.7|TEX22	19	22.53	20	28.12
ENSG00000226180.3|AC010536.1	25	15	16	24
ENSG00000226200.6|SGMS1-AS1	64.27	57.18	45.4	37.43
ENSG00000226210.3|WASH8P	215.27	186.56	179.4	184.64
ENSG00000226232.8|NPIPB14P	57.74	47.36	44.92	68.87
ENSG00000226237.1|GAS1RR	12	24	20	29
ENSG00000226259.10|GTF2H2B	78.18	92.16	120.01	134.53
ENSG00000226268.3|AC135977.1	16.65	14.48	15.82	8.75
ENSG00000226314.8|ZNF192P1	22	22	20	25
ENSG00000226328.6|NUP50-DT	32	26	35	18
ENSG00000226332.2|AL354836.1	26.24	37.71	13.18	32.18
ENSG00000226342.1|NMD3P1	9	7	13	33
ENSG00000226380.9|AC016831.1	15.45	23.27	22.01	24.63
ENSG00000226419.7|SLC16A1-AS1	68	91	61	102
ENSG00000226435.10|ANKRD18DP	14	19	14	11
ENSG00000226476.3|LINC01748	14	15	42	10
ENSG00000226479.4|TMEM185B	1334	1490	1388	1439
ENSG00000226508.1|LINC01918	5	10	10	14
ENSG00000226648.1|PLCG1-AS1	17.23	27.38	23.38	10.12
ENSG00000226686.7|LINC01535	10.25	15.68	8.52	15
ENSG00000226688.6|ENTPD1-AS1	65.35	82.66	70.4	90.04
ENSG00000226696.6|LENG8-AS1	35	50	40	32.3
ENSG00000226706.1|AL161452.1	12.21	27.39	2.05	16.43
ENSG00000226711.6|FAM66C	26.28	41.01	35.77	38.82
ENSG00000226742.4|HSBP1L1	19	11	8	12
ENSG00000226752.9|CUTALP	714	875	798	779
ENSG00000226754.1|AL606760.1	10.09	11.78	16.52	4.59
ENSG00000226763.4|SRRM5	23.71	29.18	23.32	32.69
ENSG00000226791.6|LINC02611	4	17	11	18
ENSG00000226800.5|CACTIN-AS1	11.14	19.4	7.48	11.36
ENSG00000226849.1|AL109811.1	14.03	5.31	25.09	14.81
ENSG00000226853.2|AC010894.2	34	36	25	37
ENSG00000226864.2|ATE1-AS1	13	18	26.51	13
ENSG00000226937.9|CEP164P1	19.27	17.15	23.77	16.27
ENSG00000226950.6|DANCR	978.76	990.45	1066.61	901.78
ENSG00000227019.2|OR7E101P	15.12	9.48	10.18	11.82
ENSG00000227036.7|LINC00511	1299	1038	1438	1028
ENSG00000227051.6|C14orf132	345	448	265	370
ENSG00000227057.10|WDR46	902	810	820	873
ENSG00000227082.2|AC244021.1	35	54	63	63
ENSG00000227110.6|LMCD1-AS1	14	18	13	15
ENSG00000227115.7|LINC01630	4	15	14	12
ENSG00000227124.10|ZNF717	201.01	204.03	228.95	217.09
ENSG00000227128.4|LBX1-AS1	24	28.4	11	28
ENSG00000227199.1|ST7-AS1	35.84	43.42	43.14	36.32
ENSG00000227212.3|PFN1P6	5.72	7.18	10.31	11.73
ENSG00000227214.2|HCG15	39	40	37	55
ENSG00000227232.5|WASH7P	343.95	349.65	252.4	313.97
ENSG00000227345.8|PARG	1010.46	1054.59	1125.58	1078.73
ENSG00000227354.6|RBM26-AS1	27.06	38	36	49
ENSG00000227370.1|AC254562.1	10	3	18	8
ENSG00000227372.12|TP73-AS1	5.02	20.49	17.86	14.91
ENSG00000227398.3|KIF9-AS1	37.41	29.55	38.06	37.73
ENSG00000227449.8|FGF7P6	47.57	48.28	61.92	39.3
ENSG00000227486.1|AL445472.1	18	17	30	19
ENSG00000227500.10|SCAMP4	2435.71	2954.32	2149.92	2403.97
ENSG00000227502.2|LINC01268	253	269	277	244
ENSG00000227518.5|AL928970.1	31.67	44.44	27.94	41.97
ENSG00000227533.5|SLC2A1-AS1	8	7	13	19
ENSG00000227540.1|AC016394.1	19.97	13.45	25.89	25.7
ENSG00000227543.4|SPAG5-AS1	68.1	87.33	47.38	73.84
ENSG00000227544.9|AC018647.1	46	55	26	38
ENSG00000227617.8|CERS6-AS1	183.75	122.73	94.37	122.11
ENSG00000227640.2|SOX21-AS1	312	329	337	358
ENSG00000227671.4|AL390728.4	663	986.44	868.6	1091
ENSG00000227733.9|AC239809.3	52.33	57.64	56.32	56.48
ENSG00000227751.1|RCC2-AS1	48.34	57.67	21.06	30.8
ENSG00000227811.2|INKA2-AS1	304.05	442.8	337.73	363.41
ENSG00000227855.3|DPY19L2P3	18.35	23.2	25.06	23.21
ENSG00000227896.2|AL731569.1	16	18	14	11
ENSG00000227946.1|AC007383.2	81.67	89.7	75.79	97.65
ENSG00000227953.6|LINC01341	25	44	34	39
ENSG00000227954.6|TARID	29	18	15	21.01
ENSG00000228010.5|AC073343.2	14	22	12	8
ENSG00000228049.7|POLR2J2	22.12	16.13	18.2	14.84
ENSG00000228050.1|TOP3BP1	6.53	18.49	13.52	19.54
ENSG00000228106.5|AL392172.1	28	45	32	37
ENSG00000228109.1|MELTF-AS1	57	88	60	46
ENSG00000228158.2|TLE1P1	3.08	22.8	6.14	10.13
ENSG00000228162.1|AC097713.1	12	15	11	11
ENSG00000228175.3|GEMIN8P4	27	37	23	26
ENSG00000228242.6|AC093495.1	15	40.7	22.72	20.83
ENSG00000228253.1|MT-ATP8	17493	23358	16307	16135
ENSG00000228274.3|AL021707.2	63.25	81.44	66.33	97.42
ENSG00000228288.6|PCAT6	14	18	11	13
ENSG00000228300.14|C19orf24	335	312	278	299
ENSG00000228302.2|AL512770.1	16.64	22.74	20.45	22.62
ENSG00000228315.12|GUSBP11	577.1	496.35	484	566.13
ENSG00000228327.3|AL669831.1	209.35	213.48	168.69	235.23
ENSG00000228393.3|LINC01004	5	12	11	13
ENSG00000228409.6|CCT6P1	142.51	189.33	155.49	175.46
ENSG00000228412.8|AL022068.1	10	15	12	13
ENSG00000228434.1|AC004951.1	26	57	23	37
ENSG00000228451.4|SDAD1P1	24	33	19	28
ENSG00000228463.10|AP006222.1	25.09	39.07	36.72	33.97
ENSG00000228474.6|OST4	1038.98	1113.96	995.95	1063.97
ENSG00000228486.10|C2orf92	84	99	80	128
ENSG00000228492.2|RAB11FIP1P1	37.06	53.27	47.1	64.61
ENSG00000228506.2|AL513550.1	164.09	150.1	124	109
ENSG00000228532.4|AC005000.1	4.42	11.41	4.87	21.69
ENSG00000228544.1|CCDC183-AS1	53.02	74	50	61.67
ENSG00000228594.4|FNDC10	54	54	25	35
ENSG00000228606.2|AL139011.1	15.16	15.48	16	7.04
ENSG00000228623.6|ZNF883	426	446	440	456
ENSG00000228638.1|FCF1P2	30.15	25.19	39.29	26.88
ENSG00000228653.2|HNRNPCP7	12	26	25	21
ENSG00000228672.3|PROB1	34	36	21	28
ENSG00000228696.8|ARL17B	107.82	101.44	109.38	85.22
ENSG00000228701.1|TNKS2-AS1	4	15	10	2
ENSG00000228716.7|DHFR	5927.75	7721.77	5929.23	7211.2
ENSG00000228727.9|SAPCD1	285.54	350.85	235.21	333.73
ENSG00000228748.2|AL450306.1	185.09	258.54	233.63	237.53
ENSG00000228766.3|RPL7L1P8	14.19	13.17	17.06	8.08
ENSG00000228775.7|WEE2-AS1	10	11	11	11
ENSG00000228782.7|MRPL45P2	18.47	25.69	21.84	21.63
ENSG00000228794.8|LINC01128	96	140	123	124
ENSG00000228801.5|AC064807.1	17	22	15	14
ENSG00000228830.1|AL160408.2	99.9	103.37	112.21	119
ENSG00000228878.7|SEPT7-AS1	35	50	52	64
ENSG00000228889.6|UBAC2-AS1	4	14	16	8
ENSG00000228903.7|RASA4CP	15.36	29.29	12.59	16.61
ENSG00000228925.1|AC016722.2	15.02	25.65	18.09	18.03
ENSG00000229017.6|LINC01277	11	13	14	20
ENSG00000229018.5|PMS2P7	18.73	24.44	46.47	17.07
ENSG00000229036.7|VDAC1P8	38.95	44.44	61.25	41.15
ENSG00000229043.2|AC091729.3	41	36	22	28
ENSG00000229047.1|AF127577.1	12.37	8.16	12.39	10.27
ENSG00000229117.9|RPL41	6385.93	7243.18	6119.75	6053.73
ENSG00000229124.6|VIM-AS1	19	27.4	24	14
ENSG00000229146.2|SNX18P4	26.67	16.61	20.74	28.79
ENSG00000229152.2|ANKRD10-IT1	29	35	34	30
ENSG00000229156.1|CR769776.2	7.54	14.44	9.71	11.24
ENSG00000229180.7|AC006001.3	457.71	542	476.78	496.16
ENSG00000229186.4|ADAM1A	5.43	14.55	25.54	1.17
ENSG00000229212.8|AC044860.1	9.23	25.64	16.75	14.74
ENSG00000229267.2|AC016708.1	13	26	29	24
ENSG00000229273.1|BX664615.1	40.05	54.31	28.6	39.85
ENSG00000229299.2|AL121845.1	41.66	64.14	48.4	43.95
ENSG00000229320.3|KRT8P12	117.44	132.91	128.1	122.09
ENSG00000229334.1|AC046143.1	19	15	18	20
ENSG00000229358.3|DPY19L1P1	33.94	53.57	34.25	46.57
ENSG00000229413.2|AC018638.1	38	27.68	16	13
ENSG00000229419.1|RALGAPA1P1	5.83	16.35	12.38	17.07
ENSG00000229422.2|AL512625.2	27.47	47.6	23.48	18.16
ENSG00000229474.6|PATL2	12	23	6	10
ENSG00000229558.2|SACS-AS1	12	8	11	6
ENSG00000229589.1|ACVR2B-AS1	43	53	37	29
ENSG00000229618.2|AC011287.1	23	18	28	12
ENSG00000229619.3|MBNL1-AS1	34.41	28.59	27.82	27.18
ENSG00000229644.6|NAMPTP1	11.33	15.21	10.74	18.86
ENSG00000229676.3|ZNF492	269.27	422.77	290.99	344.38
ENSG00000229689.3|AC009237.3	22	27.48	34.2	28
ENSG00000229692.3|SOS1-IT1	17	17	23	18
ENSG00000229743.3|LINC01159	20	27	16	10
ENSG00000229770.2|AL022337.1	24	30	21	25
ENSG00000229776.1|C4B-AS1	53.53	46.29	58.62	43.65
ENSG00000229807.11|XIST	22097.56	25795.14	26831.3	27715.97
ENSG00000229809.8|ZNF688	163	162.77	140	159.97
ENSG00000229833.9|PET100	522.93	542.99	576.77	518.56
ENSG00000229852.2|AC019205.1	141.81	171.09	129.6	144.19
ENSG00000229891.1|LINC01315	14	42	26	24
ENSG00000229944.3|EIF4EP2	14.99	23.62	23.65	7.3
ENSG00000229950.1|TFAP2A-AS1	203.25	251.31	283.25	235.93
ENSG00000229953.1|AL590666.2	8.18	22.34	16.49	14.44
ENSG00000229980.4|TOB1-AS1	18	12.77	16.21	19.11
ENSG00000230042.1|AK3P3	16	7	28	17
ENSG00000230091.6|TMEM254-AS1	73	69.25	68.18	98
ENSG00000230124.8|ACBD6	956	902.07	932.55	881.79
ENSG00000230224.1|PHBP9	2	19	10	10
ENSG00000230267.7|HERC2P4	76.85	100.15	84.08	75.03
ENSG00000230269.6|LINC02525	22	24	14	29
ENSG00000230359.5|TPI1P2	29	25	32	32
ENSG00000230373.8|GOLGA6L5P	242.11	322.95	313.27	391.61
ENSG00000230392.1|AC004835.1	94	107	115	84
ENSG00000230415.1|LINC01786	20	19	14	24
ENSG00000230454.1|U73166.1	62	85	68	68
ENSG00000230461.8|PROX1-AS1	76.01	79	98	65
ENSG00000230487.8|PSMG3-AS1	87	92	119	89
ENSG00000230513.1|THAP7-AS1	19.17	29.08	23.73	35.32
ENSG00000230530.1|LIMD1-AS1	115.95	129.19	98.6	99.84
ENSG00000230551.4|AC021078.1	366.94	382.8	448.55	376.78
ENSG00000230555.2|AL450326.1	30	30	20	15
ENSG00000230562.3|FAM133DP	7.46	6.05	20.43	14.95
ENSG00000230565.1|ZNF32-AS2	42.36	42.7	42.6	45.9
ENSG00000230590.10|FTX	929.93	1173.19	1211	1116.74
ENSG00000230606.10|AC092683.1	290.84	687.05	307.59	570.06
ENSG00000230635.2|CYP4F60P	9.07	15.08	13.11	23.06
ENSG00000230658.1|KLHL7-DT	32	34	31	28
ENSG00000230699.2|AL645608.2	71.31	72	59	64
ENSG00000230707.1|AL589987.1	28	23	6	16
ENSG00000230715.3|AC018638.2	37.84	61.79	51.19	54.51
ENSG00000230724.9|LINC01001	59.81	78.45	64.44	85.03
ENSG00000230733.2|AC092171.2	159.6	170.31	122.07	178.95
ENSG00000230736.2|AL021937.1	3.69	15	14	11
ENSG00000230747.1|AC021188.1	19	22.36	23.42	17.87
ENSG00000230797.2|YY2	46.34	29.89	42	47.36
ENSG00000230798.5|FOXD3-AS1	31	20	28	37
ENSG00000230804.2|C2orf27AP3	25	9	14.05	25
ENSG00000230844.2|ZNF674-AS1	250	276	310	243
ENSG00000230869.1|AGAP10P	12.31	14.75	18.2	18.03
ENSG00000230910.3|AL391807.1	229	229	262	221
ENSG00000230982.1|DSTNP1	31	25	33	22
ENSG00000230989.6|HSBP1	1984	2217	2107	2093
ENSG00000231007.5|CDC20P1	30.96	42.96	46	41.98
ENSG00000231064.7|AC234582.1	111.47	87.23	89.89	124.83
ENSG00000231074.8|HCG18	499.86	524.6	594	568.19
ENSG00000231113.2|AL035587.1	12	14	11	5
ENSG00000231160.9|KLF3-AS1	17.02	27.03	25	28
ENSG00000231177.4|LINC00852	26	35	18	32
ENSG00000231234.2|SKP1P1	4.88	6.88	12.2	14.82
ENSG00000231252.2|AC099792.1	52	53	78	34
ENSG00000231259.5|AC125232.1	88.1	97.54	76.39	61.65
ENSG00000231304.2|SGO1-AS1	13.17	8.06	12.07	3.85
ENSG00000231305.3|AC112484.1	25.21	38.03	41.71	26
ENSG00000231312.6|MAP4K3-DT	54.31	96	70	68.48
ENSG00000231327.1|LINC01816	11	7	14	9
ENSG00000231345.3|BEND3P1	22	20	20	21
ENSG00000231346.5|LINC01160	5	12	15	19.29
ENSG00000231365.5|WARS2-AS1	122	120	93	107
ENSG00000231437.3|LINC01750	139	144	221	143
ENSG00000231500.7|RPS18	9735.52	9713.27	9515.73	9094.19
ENSG00000231527.6|FAM27C	114.12	115.63	120.43	122.63
ENSG00000231528.2|FAM225A	1076.29	1218.23	965.4	1161.6
ENSG00000231551.8|AC245100.4	28	28	41	44
ENSG00000231584.8|FAHD2CP	49.04	55.74	45.65	67.84
ENSG00000231595.1|AC005224.1	17	5	19	19
ENSG00000231607.11|DLEU2	62.54	65.77	66.54	75.78
ENSG00000231609.6|AC007098.1	14.2	24.64	18	17.64
ENSG00000231628.1|AL133406.2	21	27	26	21
ENSG00000231663.1|COA6-AS1	15.86	7	12.13	3
ENSG00000231701.1|BMS1P13	10.92	0	10.24	3.64
ENSG00000231711.2|LINC00899	67	50	61	58
ENSG00000231721.7|LINC-PINT	52.01	46.34	77.07	68.26
ENSG00000231764.8|DLX6-AS1	62	87	23	16
ENSG00000231770.5|TMEM44-AS1	65	83	65	65
ENSG00000231784.8|DBIL5P	17	28	15	18
ENSG00000231789.2|PIK3CD-AS2	51	57	29	38
ENSG00000231817.8|LINC01198	112.62	148.47	139.82	142.18
ENSG00000231852.8|CYP21A2	23.2	21.23	16.08	21.1
ENSG00000231856.2|AL162377.1	10.15	10	18	14
ENSG00000231864.2|AL807752.3	104.57	190.04	112.14	94.37
ENSG00000231871.5|IPO9-AS1	11.77	13.39	10.04	10.48
ENSG00000231880.2|KF459542.1	3.82	4.46	25.18	13.51
ENSG00000231887.7|PRH1	9.77	5.59	23.14	7.37
ENSG00000231889.7|TRAF3IP2-AS1	146	140	132	126
ENSG00000231890.7|DARS-AS1	6	15	10.01	10.01
ENSG00000231925.11|TAPBP	1656	1917	1615	1735
ENSG00000231934.1|FAM242A	18	7	16	4
ENSG00000231955.1|AC007383.3	11.32	29.55	20.51	17.75
ENSG00000231969.1|AC007364.1	10.44	8.64	11.88	7.96
ENSG00000231995.2|AL590399.4	23.75	18.43	34.78	26.8
ENSG00000231999.6|LRRC8C-DT	13	12	13	10
ENSG00000232024.2|LSM12P1	135.4	147.28	87.58	106.4
ENSG00000232040.3|ZBED9	113	130	124.67	123
ENSG00000232044.6|SILC1	19	21	18	20
ENSG00000232070.8|TMEM253	39.92	16.76	24.94	20.81
ENSG00000232098.3|AC012313.1	139.85	191.89	175	178.38
ENSG00000232104.3|RFX3-AS1	86	99	88	73
ENSG00000232112.3|TMA7	1250.31	1405.35	1237.72	1213.87
ENSG00000232119.8|MCTS1	387	450	445	384
ENSG00000232133.1|IMPDH1P10	17.96	20.31	3.56	9.12
ENSG00000232160.6|RAP2C-AS1	17	16	30	21
ENSG00000232186.1|AL137013.1	11	14.17	11	8
ENSG00000232300.1|FAM215B	37	40	32	39
ENSG00000232354.8|VIPR1-AS1	8.57	6.35	12.39	10.95
ENSG00000232388.4|SMIM26	322.51	330.23	309.55	358.87
ENSG00000232433.2|GXYLT1P3	17.25	32.19	39.11	38.78
ENSG00000232434.2|AJM1	100	103	109	101
ENSG00000232442.1|MHENCR	66	85	72	78
ENSG00000232450.1|AL133517.1	8	18	21	21
ENSG00000232533.1|AC093673.1	58	43	44	68
ENSG00000232573.1|RPL3P4	7.4	19.59	12.28	24.46
ENSG00000232586.1|KIAA1614-AS1	94.04	73.23	46.04	49.74
ENSG00000232593.7|KANTR	205	315	229	232.74
ENSG00000232611.1|AL683813.1	37.93	41.7	28.58	24.35
ENSG00000232630.1|PRPS1P2	35	33	23	37
ENSG00000232653.8|GOLGA8N	39.63	45.05	60.05	23.83
ENSG00000232671.5|ZNF687-AS1	19.99	19.94	23.51	8.86
ENSG00000232677.7|LINC00665	621.71	678.24	675.41	658
ENSG00000232748.3|AC135050.1	9.35	9.3	17.11	16.46
ENSG00000232803.1|SLCO4A1-AS1	500.87	673.82	581	591.32
ENSG00000232807.2|AL137186.2	18.93	46.54	21.01	9.98
ENSG00000232811.1|AL360270.1	17.63	28.16	23.01	24.71
ENSG00000232815.1|DUX4L50	57	101	86	70
ENSG00000232838.4|PET117	174.63	241.66	189.35	225.52
ENSG00000232859.9|LYRM9	62	72.89	46	56
ENSG00000232860.7|SMG7-AS1	49	40	62	43
ENSG00000232926.1|AC000078.1	10	9	4	11
ENSG00000232931.5|LINC00342	219.02	238.88	195.45	254.17
ENSG00000232940.5|HCG25	50.3	80.87	84.09	91.95
ENSG00000232956.8|SNHG15	674	643.27	681	707
ENSG00000232977.6|LINC00327	78	64	68	88
ENSG00000232995.7|AL592435.1	17.08	24.8	21	33.72
ENSG00000233013.10|FAM157B	5.09	13.58	17.37	0
ENSG00000233016.6|SNHG7	479.03	576.29	430.37	442.18
ENSG00000233024.7|NPIPA9	833.71	802.49	795.36	884.35
ENSG00000233077.1|LINC01271	3.41	23.03	39.57	38.87
ENSG00000233122.2|CTAGE7P	7	12	4	18
ENSG00000233170.4|AC138356.2	18	22.24	32.55	7
ENSG00000233175.2|AC008105.1	5.18	12.13	18.47	10.19
ENSG00000233178.7|AL161457.2	17	25	23.29	20
ENSG00000233184.6|AC093157.1	35	48.83	45.03	50.84
ENSG00000233198.3|RNF224	15	25	23	19
ENSG00000233223.2|AC016876.1	31.51	42.11	43.71	34
ENSG00000233230.1|AC079807.1	13	16.49	23.45	27.25
ENSG00000233237.7|LINC00472	160	152	154.84	164
ENSG00000233270.1|SNRPEP4	16.47	13.09	20.27	19.09
ENSG00000233276.5|GPX1	634	797.96	629.96	644.99
ENSG00000233327.10|USP32P2	11.39	26.85	13.77	7.85
ENSG00000233369.7|GTF2IP4	3030.23	3635.72	3771.97	3397.64
ENSG00000233382.7|NKAPP1	20	21	27	14
ENSG00000233384.2|AC096537.1	35	63	39	40
ENSG00000233396.7|LINC01719	48	76.31	75.76	60.35
ENSG00000233429.9|HOTAIRM1	212.04	195.93	225.86	173.64
ENSG00000233435.2|AGGF1P2	43.01	52.12	69.56	47.25
ENSG00000233461.5|AL445524.1	7	9	16	11
ENSG00000233476.3|EEF1A1P6	22.79	41.71	33.98	38.17
ENSG00000233527.8|ZNF529-AS1	27	33	28	20
ENSG00000233608.4|TWIST2	38	82	63	60
ENSG00000233622.3|CYP2T1P	14	7	10	6
ENSG00000233627.2|C4A-AS1	53.53	46.29	58.62	43.65
ENSG00000233639.5|PANTR1	360	393	369	346
ENSG00000233705.6|SLC26A4-AS1	29	31	17	16
ENSG00000233750.3|CICP27	9.45	15.29	20.42	18.15
ENSG00000233757.6|AC092835.1	59	67	74	73
ENSG00000233760.1|AC004947.1	3	17	7	20
ENSG00000233806.7|LINC01237	34	36	32	25
ENSG00000233817.1|AL162727.1	12	28	16	24
ENSG00000233822.4|HIST1H2BN	30.47	23.24	28	27.15
ENSG00000233871.2|DLG5-AS1	24	29	20	25
ENSG00000233885.7|YEATS2-AS1	41.38	47.5	61.4	45.83
ENSG00000233913.7|RPL10P9	75.59	125.3	104.16	93.04
ENSG00000233922.2|LINC01694	647	859.66	681	778
ENSG00000233927.5|RPS28	2599	3009	2371	2398
ENSG00000233937.6|AC008443.1	37.04	38.53	110.12	80.73
ENSG00000233954.6|UQCRHL	41.05	69.26	38.4	42.5
ENSG00000233966.1|UBE2SP1	18.23	13.86	5.61	19.76
ENSG00000234028.3|EIF2AK3-DT	56	47	59	45
ENSG00000234062.8|AL390879.1	25	16	9	16
ENSG00000234072.1|AC074117.1	136.38	181	164.69	164.31
ENSG00000234127.9|TRIM26	1011	1272	939	1174
ENSG00000234129.7|AC073529.1	12	18	15	14
ENSG00000234147.1|AL035446.1	14	15	24	30
ENSG00000234171.2|RNASEH1-AS1	86	122	103	95
ENSG00000234284.6|ZNF879	192	171	178	193
ENSG00000234290.2|AC116366.1	5	6.78	12	12.51
ENSG00000234327.7|AC012146.1	59.46	62.33	52	77.99
ENSG00000234338.1|AC073349.2	59	53	51	58
ENSG00000234350.4|AC007405.1	9	11	14	13
ENSG00000234353.2|AP000346.2	20.21	46.44	13.07	20.34
ENSG00000234380.2|LINC01426	44	68	51	60
ENSG00000234390.4|USP27X-AS1	26	24	26	32
ENSG00000234394.8|AL353608.3	39.19	39.63	32.98	29.18
ENSG00000234409.6|CCDC188	85	111	99	105
ENSG00000234420.7|ZNF37BP	2988.65	3557.63	3392	3366
ENSG00000234432.4|AC092171.3	14	13.36	10	13.32
ENSG00000234444.10|ZNF736	1147	1578.71	1163	1350
ENSG00000234456.7|MAGI2-AS3	698	907	836	921
ENSG00000234465.11|PINLYP	20	30	12.02	25
ENSG00000234494.7|SP2-AS1	32	40	43	45
ENSG00000234545.7|FAM133B	949.54	1132.06	1139.2	1097.05
ENSG00000234585.6|CCT6P3	210.49	282.75	199.59	202.57
ENSG00000234602.7|MCIDAS	26	43	15	31
ENSG00000234608.7|MAPKAPK5-AS1	188.27	191.1	203.4	173.3
ENSG00000234616.8|JRK	777	982	836	843
ENSG00000234617.2|SNRK-AS1	11.51	8.83	18.71	10.97
ENSG00000234636.2|MED14OS	17	11	11	21
ENSG00000234664.1|HMGN2P5	522.67	635.44	478.19	635.75
ENSG00000234678.2|ELF3-AS1	57.22	43.37	54.7	62.4
ENSG00000234684.6|SDCBP2-AS1	86	87	99	94
ENSG00000234719.8|NPIPB2	19.42	14.57	12.61	20.78
ENSG00000234741.8|GAS5	3090.58	3494.8	3598.53	3238.27
ENSG00000234745.11|HLA-B	3507.14	4236.6	3395.32	4142.38
ENSG00000234753.5|FOXP4-AS1	20	19	11	19
ENSG00000234769.7|WASH4P	73.69	90.73	76.25	77.75
ENSG00000234771.3|SLC25A25-AS1	362.27	399.86	345.41	317.38
ENSG00000234773.7|AC012618.3	35	55	51	46
ENSG00000234797.5|RPS3AP6	24.87	27.03	23.16	29.65
ENSG00000234814.8|SVIL2P	9.49	19.68	9.86	14.73
ENSG00000234851.4|RPL23AP42	1988.01	1817.7	1517.78	1600.23
ENSG00000234857.2|HNRNPUL2-BSCL2	1102.29	1051.63	1148.68	1115.68
ENSG00000234869.1|AL021392.1	7	18	6	24
ENSG00000234882.1|EIF3EP1	40	53	49	58
ENSG00000234899.9|SOX9-AS1	138	120	154.95	159
ENSG00000234912.12|SNHG20	374	423	411.99	435
ENSG00000234961.1|AL133415.1	35.92	38.53	37.16	35.15
ENSG00000234969.1|AL627389.1	7.16	14.78	17.16	4.45
ENSG00000234996.4|AC098934.2	37	87	64	65
ENSG00000235016.1|SEMA3F-AS1	25.73	22.43	26.86	27.05
ENSG00000235023.1|AP001626.1	45	37	49	45
ENSG00000235026.5|DPP10-AS1	80	101	79	104
ENSG00000235027.1|AC068580.3	25.06	26.3	20.1	28.25
ENSG00000235043.3|TECRP1	6.07	14.29	8.09	21.48
ENSG00000235106.10|BRD3OS	705.25	778.44	722.16	726.56
ENSG00000235109.7|ZSCAN31	98	114	101	109
ENSG00000235162.8|C12orf75	124	166	125	178
ENSG00000235173.7|HGH1	500	561	446	504
ENSG00000235174.1|RPL39P3	68.83	92.36	91.43	57.15
ENSG00000235180.1|LINC00601	12	10	19	13
ENSG00000235194.8|PPP1R3E	181	206	169	173
ENSG00000235205.1|TATDN2P3	24	29	14	30
ENSG00000235217.6|TSPY26P	433	555	479	585
ENSG00000235238.1|SUMO2P1	14.25	40.71	11.78	5.78
ENSG00000235257.8|ITGA9-AS1	20	13	18	20
ENSG00000235288.3|AC099329.1	161.56	126	99.26	96.87
ENSG00000235298.1|AL354733.3	35	22.02	17.04	23.88
ENSG00000235316.1|DUSP8P5	13	21	26	19
ENSG00000235351.1|AC114730.3	16.05	20.35	8.88	17.09
ENSG00000235363.1|SNRPGP10	21.08	23.06	24.26	26.09
ENSG00000235370.6|DNM1P51	57.2	108.24	103.08	99.41
ENSG00000235374.2|SSR4P1	12	21	15	19
ENSG00000235381.1|AL596202.1	35.46	40.16	29.07	29.27
ENSG00000235437.7|LINC01278	1134	1120	1184	978
ENSG00000235453.10|SMIM27	71.08	50.3	46.2	55.59
ENSG00000235499.1|AC073046.1	21	13	12	21
ENSG00000235501.5|AC105942.1	35	37	24	18
ENSG00000235513.1|AL035681.1	16.25	7.07	2.32	10.84
ENSG00000235531.9|MSC-AS1	123.09	95.18	109.72	102.71
ENSG00000235560.3|AC002310.1	45.48	66.88	32.06	74.94
ENSG00000235609.7|AF127577.4	20	19.62	25	17.53
ENSG00000235652.7|AL356599.1	38.46	31.11	57.7	46.4
ENSG00000235655.3|H3F3AP4	1232.15	1085.59	891.86	1010.42
ENSG00000235663.1|SAPCD1-AS1	24.86	32.43	9.71	6.64
ENSG00000235703.5|LINC00894	18.56	15.79	12.63	17.11
ENSG00000235706.7|DICER1-AS1	102	81	102	75
