	Ola_602_R1B1	LMP.Olap_602_R1B1	Ola_602_R2B2	LMP.Olap_602_R2B2
ENSG00000168159.12|RNF187	6.95596074023862	6.9785567170769	6.93752774833305	6.99698970898247
ENSG00000168172.9|HOOK3	6.42714039968293	6.34228133731766	6.33481205776697	6.43460967923362
ENSG00000168175.15|MAPK1IP1L	7.53258050354645	7.6497404812572	7.55364696226468	7.62867402253897
ENSG00000168209.5|DDIT4	5.91653838313361	5.25343014952133	5.81666974718817	5.35329878546677
ENSG00000168214.20|RBPJ	6.51048529850168	6.30994051644534	6.41536447465479	6.40506134029222
ENSG00000168216.12|LMBRD1	4.89042433741505	4.5397410508416	4.90290560433136	4.52725978392529
ENSG00000168228.15|ZCCHC4	4.12099849422284	4.05867421299035	4.20698091590857	3.97269179130462
ENSG00000168234.13|TTC39C	4.24606242388158	4.33699813675477	4.34990090381335	4.233159656823
ENSG00000168237.18|GLYCTK	2.4367329175138	2.74066287436801	2.70102591289514	2.47636987898667
ENSG00000168243.11|GNG4	7.04823254225789	7.0573399697377	7.07692723126239	7.0286452807332
ENSG00000168246.6|UBTD2	5.83666246965991	5.79434583726251	5.84492552418173	5.78608278274069
ENSG00000168255.20|POLR2J3	3.32203011848738	3.64646352467603	3.48544457794187	3.48304906522154
ENSG00000168256.18|NKIRAS2	6.60195525006359	6.61782519414559	6.67571514329104	6.54406530091814
ENSG00000168259.15|DNAJC7	6.77248019738595	6.74774750525021	6.72495944351206	6.79526825912409
ENSG00000168264.10|IRF2BP2	5.35433129682546	5.64001385501516	5.45844293476316	5.53590221707746
ENSG00000168268.11|NT5DC2	7.22965265967537	7.43889940907802	7.2573778052884	7.411174263465
ENSG00000168273.8|SMIM4	3.14122491204743	3.25173466110617	3.16464448496558	3.22831508818802
ENSG00000168275.15|COA6	3.67021952682531	3.63779956063364	3.72904672690413	3.57897236055482
ENSG00000168280.17|KIF5C	6.62223149263541	6.67133571858944	6.62943276526716	6.66413444595769
ENSG00000168282.5|MGAT2	4.60549917390215	4.05897874518399	4.63330484967479	4.03117306941135
ENSG00000168283.14|BMI1	6.87648553470914	6.77508762013191	6.84318864620644	6.8083845086346
ENSG00000168286.2|THAP11	5.14913585782159	5.13918946930349	5.15780196763071	5.13052335949437
ENSG00000168288.13|MMADHC	6.64360475048885	6.55565568299605	6.5718941544401	6.6273662790448
ENSG00000168291.13|PDHB	5.96270150735235	5.79225955938869	5.91928890840184	5.8356721583392
ENSG00000168297.15|PXK	4.03804294870202	3.58852891066854	3.89395190040924	3.73261995896132
ENSG00000168300.14|PCMTD1	4.35702059176536	4.39405634248031	4.37863808743852	4.37243884680715
