	Ctrl_923_R2B1	LMP_923_R2B1	Ola_923_R2B1	LMP.Olap_923_R2B1	Ctrl_923_R3B1	LMP_923_R3B1	Ola_923_R3B1	LMP.Olap_923_R3B1	Ctrl_923_R1B2	LMP_923_R1B2	Ola_923_R1B2	LMP.Olap_923_R1B2
ENSG00000002822.15|MAD1L1	4.90936551675851	4.81782497853949	5.17663200801801	5.29089601065946	5.26495332185634	5.09396322258757	5.40128221903702	5.17619971924728	5.04316766848218	4.98788585582764	5.19853222206829	5.33597275197372
ENSG00000002834.18|LASP1	7.50120196734614	7.72221804527941	7.63038931497768	7.77347515439389	7.55494467361364	7.7974577263095	7.64408766193419	7.72642003996263	7.48959497162425	7.78113417762146	7.56926092289215	7.83510721977068
ENSG00000002919.14|SNX11	4.64104939662962	4.4248106486159	4.28554321039454	4.4053819060967	4.1719704505983	4.52272876359218	4.29555564381979	4.36920236617316	4.41672601123958	4.44968039303053	4.46225085769642	4.22946393099358
ENSG00000003056.8|M6PR	7.3015121457706	7.28290470000946	7.30648454536256	7.2281263688504	7.25159821283226	7.19859284891644	7.26672679049552	7.25376128896422	7.28178969874488	7.2518930651678	7.23785263820808	7.27331804847996
ENSG00000003096.14|KLHL13	5.09894692225672	4.80165480651415	4.94000310978469	4.86459301302533	5.02179880665676	4.65253261891838	4.84425850768841	4.66259273207912	4.99803631602827	4.73331249519542	5.08037319108476	4.63146825615333
ENSG00000003147.19|ICA1	3.45751619579344	3.38744228296292	3.14423361202679	3.4913510462303	3.2974895134832	3.01459631322844	3.20843051392182	3.28028191374949	3.33054365655392	3.17670932598396	3.39748626246566	3.23593145069465
ENSG00000003249.13|DBNDD1	4.90874302458577	5.06722423050155	4.83213668711629	4.86154670630225	5.10087356572624	5.15466305745421	5.13643972202964	4.70297442732686	4.99714145224009	4.9030850133426	5.03360687491801	4.94846737002069
ENSG00000003393.15|ALS2	4.81413325577681	4.82807156954511	4.5829597968194	4.7679095399926	4.50753417177612	4.55266877790575	4.74942644279376	4.61746993982262	4.68750664545775	4.73256509105951	4.70663861427078	4.58337639642804
ENSG00000003402.20|CFLAR	5.08914726306594	5.21932463473003	5.07442723620708	5.36590151377264	5.1468269212602	5.18510988359305	5.24794692737239	5.35304057438345	5.09072961076622	5.2528579867224	5.19599320038559	5.30128167931819
ENSG00000003509.16|NDUFAF7	4.33066732299884	4.19810980537549	4.17025757396074	4.46195618280321	4.37378304753977	4.32639282007797	4.12076851597997	4.4149376166963	4.33979800172388	4.38871195422862	4.18696053475537	4.28296595200828
ENSG00000003756.16|RBM5	7.48409245087099	7.75760736076111	7.50077033604058	7.81015367918865	7.51392931649708	7.66514877942261	7.44462821273579	7.72834582784745	7.59390752770971	7.75266452500538	7.384500755599	7.72126517336804
ENSG00000003987.14|MTMR7	0.877868347446921	0.134914446595397	0.862789341339192	0.332634877909243	0.580866172212935	-0.941283996609108	0.169230887124896	0.45050940506691	-0.0776125374604838	0.0381617898024122	0.221365221738757	1.05185026646251
ENSG00000003989.17|SLC7A2	2.87101335979397	2.8243220409877	3.01899960934471	2.3026044311486	3.16272775784773	2.69800343152504	3.07452034293404	2.47706408218998	3.2399303059662	2.55474252051542	3.21273259867846	2.20722210272581
ENSG00000004059.11|ARF5	6.35010812440223	6.36170992133809	6.38537915601207	6.35697304574161	6.41437278969392	6.4606689889774	6.44482930173384	6.06271427122621	6.38943060215147	6.41897621157344	6.33459610888594	6.27537487695183
ENSG00000004139.14|SARM1	6.08979368242257	6.26905122927144	6.25194121229513	6.12312145780745	6.36659114683463	6.39051146235288	6.58173777600344	6.1727870105306	6.2868306558649	6.27325250095929	6.38979529060491	6.17288904132997
ENSG00000004142.12|POLDIP2	6.89009416021876	6.88347279537733	6.85237227169345	6.82419553624671	6.85925054842599	6.9109619792991	6.98015779850509	6.77729237416948	6.90555692884747	6.88912540949117	6.78795125839713	6.9062651352322
ENSG00000004399.12|PLXND1	5.40620098142061	5.55689721182722	5.71086886220196	5.83245176974107	5.59151461542682	5.67487302126434	5.77528163417025	5.65712206065592	5.48576902676164	5.56229884452751	5.74797363737199	5.80656356969296
ENSG00000004455.16|AK2	7.37650563810983	7.25514848201842	7.3122979155438	7.25378479714935	7.33693815429472	7.20499334129047	7.3379876614393	7.28218721654162	7.412117216085	7.25518289299211	7.30080468769881	7.21181680641783
ENSG00000004478.8|FKBP4	7.25801694359694	7.22743770857684	7.19769715242347	7.28328052315698	7.27651145745815	7.32415195931819	7.28768808417413	7.27255674467996	7.29275547836341	7.2176285857915	7.22340835192592	7.32987787061149
