	Ctrl_827_R1B1	Ola_827_R1B1	Ctrl_827_R2B1	Ola_827_R2B1	Ctrl_827_R3B2	Ola_827_R3B2
ENSG00000112972.15|HMGCS1	9.92644562697161	10.0633744708368	8.92202922998933	9.69238226809711	9.66803557582157	9.63408022212587
ENSG00000112977.15|DAP	6.10056267674253	5.91199620287513	6.22521171008501	6.19502228364738	6.12027456770345	6.09612186897157
ENSG00000112981.5|NME5	1.85683943604417	1.77442660831637	1.01731038546922	1.39747945776955	1.46726616967561	1.55576177412404
ENSG00000112983.17|BRD8	6.59677862476593	6.56821729455259	6.4320925059611	6.47755379709949	6.59821901908518	6.43910209210439
ENSG00000112984.12|KIF20A	6.90220774755767	6.71006651401227	6.0519873469514	6.5429218053302	6.65864979959004	6.44494190733573
ENSG00000112992.17|NNT	6.91441412052717	7.00462238437555	6.95470655856042	7.05859674031615	6.94092845467828	7.02524144721136
ENSG00000112996.11|MRPS30	5.41660664324567	5.39982031546327	5.36313096219299	5.21071143433627	5.42540689601431	5.26972778160479
ENSG00000113013.14|HSPA9	8.79736573979181	8.7911485401762	9.3062823591976	8.98631254412191	8.99888001718648	8.94167457445728
ENSG00000113048.16|MRPS27	6.76493965568966	6.667657756414	6.49861904242725	6.56226783186492	6.68067146698766	6.56607067621025
ENSG00000113068.9|PFDN1	5.86536191118214	5.83244346446541	5.64662399205114	5.65210627276208	5.80829469593549	5.6899731242949
ENSG00000113070.8|HBEGF	5.83703662085241	5.96589332228158	5.64467250266369	5.70787100964762	5.78747333569886	5.79026339202379
ENSG00000113083.14|LOX	0.0143824129010768	-0.331437926735442	3.62493417909527	2.25281306561347	1.1046284462088	1.67571741922838
ENSG00000113108.19|APBB3	4.73748186796255	4.72400033788857	5.51412363976899	5.11999790275995	4.98517066982919	5.06263120436084
ENSG00000113119.12|TMCO6	3.30115186943238	2.93094449843442	2.99491237661621	2.67892031557219	3.02480903229111	2.92815549773649
ENSG00000113140.11|SPARC	12.7285260748073	12.8420535995478	12.6128261274637	12.8420535995478	12.6996010879714	12.8131286127119
ENSG00000113141.18|IK	7.0008423324205	6.97416863884417	6.87887265817249	6.83167366967505	6.96007578381107	6.88270286574504
ENSG00000113161.16|HMGCR	9.21722981869993	9.27396566960913	8.60914598050331	9.0308366232726	9.06410405830699	9.0014849877355
ENSG00000113163.16|COL4A3BP	5.14925054362922	5.34311200257069	5.33683828430417	5.43170670338504	5.33416414990234	5.29628961704223
ENSG00000113194.13|FAF2	6.90943986624419	6.9492859795547	6.61742307138995	6.79935455540908	6.86583031202339	6.77192142427557
ENSG00000113209.8|PCDHB5	7.00255321206702	6.92593655151658	6.55621710362612	6.86278328080256	6.83475229650514	6.838992777501
ENSG00000113211.5|PCDHB6	0.0443627515669913	-0.703089689535865	0.314697277851088	-0.801892786483359	-0.298817723095581	-0.274143500204992
ENSG00000113212.6|PCDHB7	0.675698176325016	-0.125608443308371	-0.278490671547806	-0.195442432286843	-0.131822321200178	0.169900635791177
ENSG00000113231.13|PDE8B	3.2227230009263	3.11589971777188	4.4194149905329	3.6941968339119	3.52229782796925	3.70381944360224
ENSG00000113240.13|CLK4	4.35947664789954	4.29457653033655	4.84167064696659	4.54746597722731	4.52445638771614	4.49713851349885
ENSG00000113248.6|PCDHB15	0.697338921758594	0.712441449503612	0.75871284814733	0.234038563377738	0.335046432847246	0.866219458546392
ENSG00000113262.16|GRM6	-0.461605547597695	-0.410263111094744	-1.14401874838555	-1.45533884673677	-0.258645259479902	-1.47696786742748
ENSG00000113269.14|RNF130	6.0732276569426	6.13077950055163	6.19861524712093	6.1790490194688	6.1171848362827	6.17365087575929
ENSG00000113272.14|THG1L	4.150833269982	4.17966039833399	3.70532348628332	4.14140037486897	4.03114966200355	4.05745910273059
ENSG00000113273.17|ARSB	4.05294518751412	4.34355884601888	3.54994372984753	3.73638575477264	3.90962945931439	3.9317872997622
ENSG00000113282.13|CLINT1	6.91721352253141	6.81413299642672	6.76163457597925	6.75859736691705	6.8487322933645	6.77705693756271
ENSG00000113296.14|THBS4	1.99305281194131	2.1147646272653	1.6268640388694	2.13327100025774	2.31253228156326	1.62144395760361
ENSG00000113300.12|CNOT6	5.99989795640157	6.10305751955275	5.90703028009976	6.0129372941946	6.03918211333751	5.97227941178683
ENSG00000113312.11|TTC1	5.74071004437125	5.70280769633955	5.25235007231628	5.52138203315674	5.58649730253789	5.52212762055403
ENSG00000113318.10|MSH3	3.90152115609993	3.89411834764682	3.6646217981192	3.93122962555609	3.6781854016569	4.01756006205412
ENSG00000113328.19|CCNG1	5.38913774921593	5.58170082752882	5.93503042004384	5.74962899287938	5.58678927876386	5.74095971607013
ENSG00000113356.12|POLR3G	3.58075821587756	3.68023294273901	3.24925889175936	3.53083515627432	3.59514197046897	3.42540063285616
ENSG00000113360.16|DROSHA	6.2865662485854	6.2340221876681	5.90666084492832	6.14328622328089	6.21167894862073	6.07358880361062
ENSG00000113361.13|CDH6	5.0797220094512	5.04645716136375	4.27138701615064	4.61646705184059	4.74151100976815	4.76550560963494
ENSG00000113368.12|LMNB1	7.64632672549605	7.51589200462268	6.57335251181973	7.12243406037626	7.33890721148898	7.09009543966838
ENSG00000113369.9|ARRDC3	5.24843770191262	5.30417247957146	7.19467518288462	6.66506925084932	6.0534240590722	6.15275324853681
ENSG00000113384.14|GOLPH3	5.93963730495926	5.93650353350213	6.21065602509172	6.04962396251598	6.05791214153053	6.01029827150402
ENSG00000113387.12|SUB1	8.06145077098275	8.08422636500563	7.80239663255172	8.01273150181447	8.03195368386493	7.94844895131235
ENSG00000113391.19|FAM172A	3.93413648641123	4.03022107137962	3.97955745036369	3.7546554371117	4.0663178492343	3.78296737339882
ENSG00000113407.13|TARS	7.66545208005293	7.6401067196379	7.63626496268607	7.63119414938651	7.7395659161856	7.5469430396961
