Ctrl_923_R2B1	LMP_923_R2B1	Ctrl_923_R3B1	LMP_923_R3B1	Ctrl_923_R1B2	LMP_923_R1B2
ENSG00000102543.14|CDADC1	37	40	39	36	33	20
ENSG00000102547.19|CAB39L	141	105	162	99	152	113
ENSG00000102554.14|KLF5	56	80	86	36	80	85
ENSG00000102572.14|STK24	1494.34	1539.46	1741.38	1069.78	1659.62	1518.98
ENSG00000102575.11|ACP5	4	14	7	13	11	12
ENSG00000102580.15|DNAJC3	801	921	871	597	814	844
ENSG00000102595.20|UGGT2	902	853	979	563	933	907
ENSG00000102606.18|ARHGEF7	3905.07	4257	4631	2900	4158.36	4026
ENSG00000102699.6|PARP4	1434.16	1776.05	1568.31	1181.28	1472	1652.92
ENSG00000102710.20|SUPT20H	1086.12	1295.82	1336.3	824.94	1238.47	1256.26
ENSG00000102738.7|MRPS31	160	167	186	103	175	158
ENSG00000102743.15|SLC25A15	318.32	344	405	268	426	345
ENSG00000102753.10|KPNA3	783	791	963	564	879	782
ENSG00000102763.18|VWA8	299	273	375	184	335	278
ENSG00000102780.16|DGKH	199	227	299	136	244	191
ENSG00000102781.14|KATNAL1	708	748	872	519	753	770
ENSG00000102786.15|INTS6	521	618	732.9	472	533.76	660
ENSG00000102796.11|DHRS12	27	27	26	17	25	22
ENSG00000102804.15|TSC22D1	2467.95	2244	2602	1639	2515.83	2350.66
ENSG00000102805.15|CLN5	361.31	446.56	416.02	281.41	406.2	468.96
ENSG00000102858.13|MGRN1	1602	2396	2914	2366	2224	2591
ENSG00000102870.6|ZNF629	1503	1812	1939	1331	1561	1811
ENSG00000102871.16|TRADD	49	59	33	31	31	38
ENSG00000102878.16|HSF4	360.92	570.51	490.91	432.9	462.64	544.64
ENSG00000102879.15|CORO1A	113	123	203	148	125	154.39
ENSG00000102882.12|MAPK3	825	1059	1202	845	972	1063
ENSG00000102886.15|GDPD3	47.91	48	61	38	46.83	52.92
ENSG00000102890.15|ELMO3	28	29	35	32	21	29
ENSG00000102893.16|PHKB	1297	1275	1416	838	1369	1234
ENSG00000102897.10|LYRM1	403	442	486	303	396	475
ENSG00000102898.12|NUTF2	1701	1982	2302	1698	2078	2148
ENSG00000102900.13|NUP93	1675	1776	2066	1358	1949	2000
ENSG00000102901.13|CENPT	909.15	1297	1550	1134.01	1271.47	1414
ENSG00000102904.14|TSNAXIP1	59.85	83	60	57	57.53	70
ENSG00000102908.21|NFAT5	651.28	1069.56	961.69	624.29	833.74	1067.62
ENSG00000102910.13|LONP2	1391.08	1417.25	1574.15	981.73	1447.72	1459.59
ENSG00000102921.8|AC026470.1	776	979	1026	671	880	1011
ENSG00000102931.8|ARL2BP	1246.32	1200.26	1328.01	863.17	1359.64	1251.72
ENSG00000102934.10|PLLP	74.68	54.74	97.99	89.83	73.36	104.28
ENSG00000102967.12|DHODH	319	379	523	282	437	406
ENSG00000102974.16|CTCF	1504	1606.51	1782.96	1057.46	1784.18	1659.57
ENSG00000102977.15|ACD	222	381	388	283	294	362
ENSG00000102978.13|POLR2C	1318	1578	1570	1114	1520.88	1488
ENSG00000102981.9|PARD6A	45	40	40	26	34	47
ENSG00000102984.15|ZNF821	193.68	238	202.41	136.78	245	184.77
ENSG00000102996.5|MMP15	651	703	974	605	783	863
ENSG00000103005.11|USB1	914	1045	1094	808	980	1146
ENSG00000103018.16|CYB5B	1961	2111	2371	1536	2307	2268
ENSG00000103021.9|CCDC113	88	97	77	85	78	91
ENSG00000103024.7|NME3	75	107	152	132	84	131
ENSG00000103034.14|NDRG4	2321	3012	3111	2413	2639	3153
ENSG00000103035.11|PSMD7	1817.3	1946	2193.47	1326.02	2095.23	2130.16
ENSG00000103037.11|SETD6	399	448.95	415	273.09	379.31	454.85
ENSG00000103042.9|SLC38A7	818	1043	1039	690	905	1040
ENSG00000103043.15|VAC14	828	934	1210	760	984	961
ENSG00000103044.11|HAS3	689	1032	852	929.24	728	1279
ENSG00000103047.8|TANGO6	436	409	515	305	497	448
ENSG00000103051.19|COG4	1689	1934	2035	1448	1850	2129
ENSG00000103056.12|SMPD3	26.07	25.1	34.16	33.29	41.36	32.6
ENSG00000103061.13|SLC7A6OS	572.46	696.84	686.62	477.92	582.37	596.84
ENSG00000103064.15|SLC7A6	1425.9	1591.32	1701.24	1145.18	1577.63	1932.78
ENSG00000103066.13|PLA2G15	358	398	487	341	442	427
ENSG00000103089.9|FA2H	25	21	42	19	24	19
ENSG00000103091.15|WDR59	1153	1408	1371	999	1204	1435
ENSG00000103111.14|MON1B	980.21	1145.49	1279.57	876.74	1189.44	1210.59
ENSG00000103121.8|CMC2	483.64	572.17	571.15	379.86	582.14	537.96
ENSG00000103126.15|AXIN1	546	694	860	528	639	738
ENSG00000103145.10|HCFC1R1	136.53	158.07	208.48	140.98	187.35	202.92
ENSG00000103148.15|NPRL3	582.86	776.53	1003.07	645.93	692.79	829.25
ENSG00000103150.6|MLYCD	244.08	318.93	363.54	225.85	306.26	337.65
ENSG00000103152.11|MPG	140.5	189.81	228.94	180.07	158.19	221.06
ENSG00000103154.9|NECAB2	106	176	200	123	182	149
ENSG00000103160.12|HSDL1	1162	1386	1309	911	1295	1456
ENSG00000103168.16|TAF1C	997	1493	1534	1324	1284	1632
ENSG00000103174.13|NAGPA	132	200.98	227	174	216	208
ENSG00000103187.8|COTL1	1142	1468	1685	1240	1402	1651
ENSG00000103194.15|USP10	2243	2559	2915	1895	2640	2706
ENSG00000103196.12|CRISPLD2	16	41	34	37	20	41
ENSG00000103197.18|TSC2	1389.2	1996.66	2234.01	1814.05	1771.75	2107.03
ENSG00000103199.13|ZNF500	190	231.91	296.42	191.5	216.79	254
ENSG00000103202.13|NME4	2776	3499	4074.52	2905	3251.45	3414.3
ENSG00000103222.19|ABCC1	1130	1398	1434	1011	1197	1313
ENSG00000103226.18|NOMO3	1790.37	1742.25	1926.53	1364.69	2007.45	2019.11
ENSG00000103227.18|LMF1	224.41	216	291.34	200.84	244.18	223
ENSG00000103245.14|CIAO3	346.7	468.14	608.28	447.64	446.9	537.65
ENSG00000103248.18|MTHFSD	264	316	324	254	292	317
ENSG00000103249.18|CLCN7	1005.89	1496.33	1719.62	1393.21	1171	1530
ENSG00000103253.18|HAGHL	148.3	163.86	209.72	175.36	187.1	195.35
ENSG00000103254.10|FAM173A	43	47	71	38	66	56
ENSG00000103257.9|SLC7A5	806.45	997.78	1363.58	1062.35	993.21	1232.56
ENSG00000103260.9|METRN	1208	1070	1874	1053	1618	1190
ENSG00000103264.18|FBXO31	392.12	440.36	571.93	468.13	442.67	552
ENSG00000103266.11|STUB1	663.8	1057.23	1164.97	942.08	945.43	1085.83
ENSG00000103269.13|RHBDL1	28	22	31	27	25	22
ENSG00000103274.11|NUBP1	397.61	472.55	520.54	309.81	460.67	455.68
ENSG00000103275.20|UBE2I	2632.3	2896.31	3267.8	2011.44	2934.04	2775.39
ENSG00000103316.11|CRYM	172	379	177	239	179	372
ENSG00000103319.12|EEF2K	1474.84	1850.4	1924.66	1460.95	1748.99	2041.82
ENSG00000103326.12|CAPN15	299	373	621	367	395	379
ENSG00000103335.22|PIEZO1	852.76	1372.6	1363.56	1282.65	942.44	1454.85
ENSG00000103342.13|GSPT1	3395	3530	4036	2612	3808.86	3903
ENSG00000103343.13|ZNF174	272	315	376	270	350	345
ENSG00000103351.13|CLUAP1	653	736	690	446.61	627	626
ENSG00000103353.16|UBFD1	2413	2773	2820	1918	2743	2861
ENSG00000103356.15|EARS2	1092	1298	1527	890	1347	1370
ENSG00000103363.14|ELOB	1105.89	1271.83	1700	1225	1259.89	1415.9
ENSG00000103365.15|GGA2	2724	3230	3318	2393	3039	3250
ENSG00000103381.12|CPPED1	219	285	278	210	297	326
ENSG00000103404.14|USP31	561.68	501.67	654.59	429.75	587.68	566.25
ENSG00000103415.12|HMOX2	379	513	551	376	508	512
ENSG00000103423.14|DNAJA3	1361	1475	1709	1141	1687	1747
ENSG00000103429.11|BFAR	1637	1850	1760	1279	1707	1846
ENSG00000103449.11|SALL1	5331	5446	7281	4060	6446	5521
ENSG00000103460.17|TOX3	707	1002	837	725.97	865	1107.56
ENSG00000103479.16|RBL2	1261.23	1438.96	1262.71	940.81	1342.47	1411.15
ENSG00000103485.18|QPRT	308.84	498	362	342.48	316.48	471.2
ENSG00000103489.11|XYLT1	736	396	928	216	774	281
ENSG00000103494.14|RPGRIP1L	667	794	824	510	783	820
ENSG00000103495.14|MAZ	4011.84	3922.92	5155.55	3358.48	4374.07	4206.47
ENSG00000103496.15|STX4	300	385	443	318	332	400
ENSG00000103502.14|CDIPT	568	703	739.84	554	598.47	733
ENSG00000103507.14|BCKDK	732	964	1070	773	896	933
ENSG00000103510.20|KAT8	513	610	692	400	614	606
ENSG00000103512.15|NOMO1	5147.09	5826.32	6788.05	4770.49	6123.15	6450.41
ENSG00000103528.17|SYT17	899	955	1058	692	1046	977
ENSG00000103540.16|CCP110	985	1273	1257	876	1190	1265
ENSG00000103544.14|VPS35L	1419	1526	1683	1044	1533	1535
ENSG00000103549.21|RNF40	2972.18	3825.5	4381.07	3130.42	3569.4	4016.29
ENSG00000103550.14|KNOP1	1162.24	1256.07	1409.12	848.31	1273.47	1318.19
ENSG00000103591.12|AAGAB	1356	1511	1478	1030	1530	1503
ENSG00000103599.20|IQCH	75.93	81	66	58.53	108	84.94
ENSG00000103642.12|LACTB	173	170	216	118	197	210
ENSG00000103647.12|CORO2B	3777	3919	5136	3172	4443	4192
ENSG00000103653.16|CSK	982	1306	1568	1158	1250	1380
ENSG00000103657.14|HERC1	1008	1201	1320	746	1055	999
ENSG00000103671.9|TRIP4	409	464	440	302	471	516
ENSG00000103707.10|MTFMT	174	183	191	141	192	196
ENSG00000103723.13|AP3B2	529	753	752	550	669	723
ENSG00000103740.10|ACSBG1	252.52	194.36	331.33	145.38	320.57	198.98
ENSG00000103742.12|IGDCC4	842	950	1088	771	970	962
ENSG00000103769.10|RAB11A	2599	2898	2758	2044	2816	2982
ENSG00000103811.16|CTSH	44	59	49	31	47	51
ENSG00000103852.13|TTC23	310.12	348.68	405.84	267.44	404.62	354.49
ENSG00000103855.18|CD276	3259	3698	5284	3564	3977	4183
ENSG00000103876.12|FAH	306	337	400	312	368	406
ENSG00000103888.17|CEMIP	931	942	1276.86	824	1295	1115
ENSG00000103932.12|RPAP1	908	1213	1375	1104	1139	1355
ENSG00000103942.13|HOMER2	733	1124	949	719	866	997
ENSG00000103966.11|EHD4	592	633	712	496	641	666
ENSG00000103978.15|TMEM87A	1288.83	1475.9	1671.04	1088.46	1458.87	1543.4
ENSG00000103994.17|ZNF106	2221	2804	2530	1980	2412	2819
ENSG00000103995.14|CEP152	400	563	543	331	507	535
ENSG00000104047.15|DTWD1	297.82	328	350.87	204	329.98	331.9
ENSG00000104059.4|FAM189A1	38	36	57	24	45	41
ENSG00000104064.17|GABPB1	523.7	464.46	597.91	325.4	580.79	513.94
ENSG00000104067.16|TJP1	3648	3893	4323	2581	4006	3805
ENSG00000104081.14|BMF	179	245	155	135	131	229
ENSG00000104093.13|DMXL2	1057.56	1227	1274.47	761.84	1108	1207
ENSG00000104112.9|SCG3	291	274	260	114	269	208
ENSG00000104129.10|DNAJC17	250.74	282.39	305.21	218.55	206.47	257.02
ENSG00000104131.13|EIF3J	1954	2000	2332	1381	2134	2146
ENSG00000104133.15|SPG11	1221	1277	1476	885	1285	1256
ENSG00000104140.7|RHOV	14	19	10	11	13	11
ENSG00000104142.11|VPS18	644	785	919	730	727	916
ENSG00000104147.9|OIP5	214.12	227.27	252.81	153.57	217.66	278.46
ENSG00000104154.7|SLC30A4	152	181	190	125	181	219
ENSG00000104164.10|BLOC1S6	1847	1948	1963	1369	1909	2287.98
ENSG00000104177.18|MYEF2	2536.96	3094	3045.37	1998.44	2601.66	2899.07
ENSG00000104205.14|SGK3	92.26	124.88	115.84	79.18	114.31	130
ENSG00000104213.12|PDGFRL	4	4	17.58	10.59	5.87	12.78
ENSG00000104218.14|CSPP1	535.89	688.9	711.81	456	608.94	693.83
ENSG00000104219.13|ZDHHC2	70	56	57	30	49	53
ENSG00000104221.12|BRF2	240.69	251.34	289.26	170.13	231.5	280.96
ENSG00000104228.13|TRIM35	331	379	447	362	386	515
ENSG00000104231.11|ZFAND1	254	247	237	160	229	254
ENSG00000104267.10|CA2	147	188	174	170	177	231
ENSG00000104290.11|FZD3	3078	3328	3478	2245	3478	3395
ENSG00000104299.15|INTS9	431	476	534	358	458	499
ENSG00000104312.8|RIPK2	163	165	164	116	188	169
ENSG00000104313.19|EYA1	601	794.97	732.95	543.99	601	820.95
ENSG00000104320.13|NBN	1029	1136	1166	796	1103	1206
ENSG00000104324.16|CPQ	26	21	24	12	33	21
ENSG00000104325.7|DECR1	236	252	260	158	232	238
ENSG00000104331.9|IMPAD1	2395	2402	2671	1586	2465	2490
ENSG00000104332.12|SFRP1	1210	1211	1310	975	1292	1341
ENSG00000104341.16|LAPTM4B	7343	7244	8178	5192	8031	7758
ENSG00000104343.20|UBE2W	668.39	724.85	713.8	452.47	681.34	749.33
ENSG00000104356.11|POP1	377	453	500	327	477	545
ENSG00000104365.15|IKBKB	981	1283	1265	815	1135	1279
ENSG00000104368.17|PLAT	1715	1510	2266	1134	2012	1483
ENSG00000104369.5|JPH1	80	102	118	92	88	112
ENSG00000104375.17|STK3	222	209	258	146	270	274
ENSG00000104381.12|GDAP1	675	717	830	523	813	797
ENSG00000104388.15|RAB2A	1825	1786	2129	1192	2190	1808
ENSG00000104408.9|EIF3E	3726	4140.82	3825.77	2721	3778.72	3970.75
ENSG00000104412.8|EMC2	469	511	486	320	456	514
ENSG00000104415.14|CCN4	11	57	25	41	21	31
ENSG00000104419.14|NDRG1	2606	3492	3109	2389	3056	2612
ENSG00000104427.12|ZC2HC1A	24	24	26	14	12	25
ENSG00000104442.10|ARMC1	844	874	1017	544	954	911
ENSG00000104447.12|TRPS1	456	458	512	290	486	510
ENSG00000104450.12|SPAG1	53	90	72	47	39	68
ENSG00000104472.10|CHRAC1	373	409	436	268	390	359
ENSG00000104490.18|NCALD	991	1143	971	790	924	1242
ENSG00000104497.14|SNX16	80	100	99	57	91	100
ENSG00000104517.13|UBR5	3111.14	3559.99	3871.98	2379.32	3557.8	3527.39
ENSG00000104518.11|GSDMD	267	385	404	343	299	466
ENSG00000104522.16|TSTA3	392	493	505	397	420	505
ENSG00000104524.14|PYCR3	145	168	217	186	149	193
ENSG00000104529.17|EEF1D	3247.79	4169.34	5132.99	3602.71	4031.74	4427.58
ENSG00000104549.12|SQLE	4170	3955	5350	3106	4976	4982
ENSG00000104611.12|SH2D4A	15	31	26	26	20	30
ENSG00000104613.12|INTS10	1205	1492	1500	995	1424	1512
ENSG00000104626.14|ERI1	463	508	590	420	535	610
ENSG00000104635.14|SLC39A14	1501	1599	1596	1201	1631	1883
ENSG00000104643.10|MTMR9	621.86	593.8	715.64	434.89	736.63	590.63
ENSG00000104660.18|LEPROTL1	3693.43	3708.33	4149	2580	4026.73	3762
ENSG00000104671.8|DCTN6	711.57	788.67	894	551	844.27	704
ENSG00000104679.11|R3HCC1	461	465	570	341	491	412
ENSG00000104687.14|GSR	1609	1886	2115	1380	1959	1972
ENSG00000104691.15|UBXN8	335	345	337	223	346	376
ENSG00000104695.13|PPP2CB	2657	2877	2900	1920	2840	2802
ENSG00000104714.14|ERICH1	205	316	314	241	285	307
ENSG00000104728.16|ARHGEF10	897.08	1076.09	1105.3	792.34	1029.86	1125.48
ENSG00000104731.14|KLHDC4	609	752	979	620	833	841
ENSG00000104738.17|MCM4	5411	6027	6617	4293	6052	6168
ENSG00000104756.16|KCTD9	620	743	699	554.93	629.73	789
ENSG00000104763.19|ASAH1	2369	2901	2782	2048	2627.94	3000.95
ENSG00000104765.16|BNIP3L	2191.45	2438	2541.87	1572	2426	2190
ENSG00000104774.13|MAN2B1	684.42	857.11	979.74	691.62	736.2	945.28
ENSG00000104783.13|KCNN4	7	11	10	11	21	9
ENSG00000104805.16|NUCB1	1977	2342	2863	2002	2141	2507
ENSG00000104812.15|GYS1	750	978	968	804	838	883
ENSG00000104823.9|ECH1	1152	1409	1581	1179.91	1301	1563
ENSG00000104824.17|HNRNPL	6858.74	6899.64	8459.81	5336.05	8127.73	7436.73
ENSG00000104825.17|NFKBIB	582	639	804	464	743	641
ENSG00000104833.12|TUBB4A	548.28	633.05	753.4	553.65	571.46	655.81
ENSG00000104835.14|SARS2	531.98	628.08	941.48	579.81	698.95	774.47
ENSG00000104852.15|SNRNP70	4259	5798	5971	4492	4973	5837
ENSG00000104853.16|CLPTM1	1838	2433	2771	1964	2245	2567
ENSG00000104856.14|RELB	61	92	72	69	75	70
ENSG00000104859.15|CLASRP	614	882	1028	658	845	859
ENSG00000104863.12|LIN7B	17	28	59	29	25	26
ENSG00000104866.11|PPP1R37	368	490	552	448	453	477
ENSG00000104870.12|FCGRT	361	484	558	466	412	523
ENSG00000104872.11|PIH1D1	931.13	1249.05	1266	986	1144.07	1256.12
ENSG00000104880.17|ARHGEF18	580.01	769	865	654	618.69	689.48
ENSG00000104881.16|PPP1R13L	36	42	54	54	45	34
ENSG00000104883.8|PEX11G	9	19	7	9	21	13
ENSG00000104884.15|ERCC2	919	1300	1395	1015	1132	1411
ENSG00000104885.18|DOT1L	1111.54	1358.38	1945.69	1142.48	1379.15	1353.55
ENSG00000104886.11|PLEKHJ1	508.46	588.62	688.29	431.52	566.85	573.45
ENSG00000104889.6|RNASEH2A	644.77	675.52	838.14	571.12	692.31	738.77
ENSG00000104894.12|CD37	131.27	174.29	197.95	146.44	161.35	182.52
ENSG00000104897.10|SF3A2	713	1022	1292	849	913	952
ENSG00000104899.7|AMH	64	82	114	78	65	87
ENSG00000104904.12|OAZ1	3156.58	3575.14	4007.58	2950.26	3670.57	3735
ENSG00000104907.12|TRMT1	832	1078	1255	939	963	1160
ENSG00000104915.15|STX10	647	779	902	603	720	759
ENSG00000104936.17|DMPK	841.74	1300.76	1510.8	1110	1109.99	1280.89
ENSG00000104946.13|TBC1D17	442.44	599.53	618.77	480.37	570	637.31
ENSG00000104953.20|TLE6	41	69	66	57	46	69
ENSG00000104957.14|CCDC130	299	431	487	352	409	457
ENSG00000104960.15|PTOV1	2928.08	3797.49	4479.97	3252.36	3485.61	4032.4
ENSG00000104964.14|AES	3314.72	4076.31	4964.27	3396.76	3853.87	4156.37
ENSG00000104967.7|NOVA2	928	1275	1225	921	996	1164
ENSG00000104969.10|SGTA	1708	2063	2779	1872	1970	2298
ENSG00000104973.18|MED25	861.9	1180.93	1347.16	1009.36	1076.6	1264.95
ENSG00000104976.12|SNAPC2	175	210	319	254	176	224
ENSG00000104979.9|C19orf53	944	983	1149	854	1043	1115
ENSG00000104980.8|TIMM44	836.79	958	1195	747	1033	1060
ENSG00000104983.8|CCDC61	53	90	106	75	99	97
ENSG00000104998.4|IL27RA	193	259	235	215	199	312
ENSG00000105011.9|ASF1B	773	1021	944	832	910	1173
ENSG00000105053.11|VRK3	501.1	624.07	618	429.07	574.07	591
ENSG00000105058.12|FAM32A	1500.74	1892	1867	1316	1745	1908
ENSG00000105063.19|PPP6R1	1316.74	1723.02	1987.75	1498.26	1599.17	1833.9
ENSG00000105072.9|C19orf44	190.49	273.01	270.45	171.43	269.64	269.66
ENSG00000105085.10|MED26	157.11	197.92	226.14	154.28	154.35	161.41
ENSG00000105088.8|OLFM2	64	53	72	36	52	46
ENSG00000105127.9|AKAP8	528	701	753	473	626	672
ENSG00000105135.16|ILVBL	650	737	877	568	650	716
ENSG00000105136.20|ZNF419	638.82	845.6	873.03	539	771.57	858.1
ENSG00000105137.13|SYDE1	325	398	454	384	435	466
ENSG00000105171.10|POP4	492	603	588	393	589	585
ENSG00000105173.14|CCNE1	524	580	611	449	557	594
ENSG00000105176.18|URI1	1627	1606	1812	1119	1811	1617
ENSG00000105185.12|PDCD5	1188	1299	1520	868	1505	1345
ENSG00000105186.16|ANKRD27	805	873	945	609	950	953
ENSG00000105193.9|RPS16	7541.99	7868	9542.99	6357.96	8775.98	7804
ENSG00000105197.11|TIMM50	1385	1391	1765.26	1242	1642	1631
ENSG00000105202.9|FBL	3860	3882	4625	2757	4416	3974
ENSG00000105204.14|DYRK1B	279	382	471	370	335	357
ENSG00000105220.16|GPI	6381	6996.83	8856	6105	7862	7529
ENSG00000105221.17|AKT2	3019	3958	4699	3408	3816	4128
ENSG00000105223.20|PLD3	2385	2897	3260	2634	2561	2984
ENSG00000105227.14|PRX	66	67	81	53	72	75
ENSG00000105229.7|PIAS4	300	407	455	336	316	410
ENSG00000105245.9|NUMBL	749	964	1375	849	954	1011
ENSG00000105248.16|YJU2	242	236	310	186	267	242
ENSG00000105251.10|SHD	17	9	14	7	15	12
ENSG00000105254.12|TBCB	1475.15	1565.13	2121.25	1337.4	1840.67	1603.84
ENSG00000105255.11|FSD1	776	1042	1072	867	956	1055
ENSG00000105258.9|POLR2I	545.85	551.87	835.69	478.6	662.33	561.16
ENSG00000105270.15|CLIP3	1892.99	2412	2743	1883.99	2053	2308
ENSG00000105281.12|SLC1A5	2100.06	2312.04	2719.08	1881.21	2235.28	2347.99
ENSG00000105287.12|PRKD2	393	595	681	566	542	664
ENSG00000105290.12|APLP1	2884	3651	4083	2969	3450	3937
ENSG00000105298.14|CACTIN	321.49	420.49	609.39	413.55	419.82	473.14
ENSG00000105321.14|CCDC9	262	352	334	283	268	362
ENSG00000105323.16|HNRNPUL1	6643.98	7439.5	8950.92	5604.76	7490.68	7596.77
ENSG00000105325.14|FZR1	695	1111	1231	1032	900	1178
ENSG00000105327.17|BBC3	76	94	132	75	87	95
ENSG00000105329.9|AC011462.1	690	854.01	1014.01	778.04	739.03	950.09
ENSG00000105339.10|DENND3	58	95	84	68	61	85
ENSG00000105341.18|DMAC2	622	834	1003	671	770	849
ENSG00000105355.9|PLIN3	721	899	1023	808	761	1031
ENSG00000105357.16|MYH14	57	66.39	72.7	80.79	49	68.79
ENSG00000105364.13|MRPL4	464.93	569.69	735	565.23	598.41	690.89
ENSG00000105372.7|RPS19	6096	6494	7009	5173	6733	6813
ENSG00000105373.19|NOP53	870	1224	1333	1035	1063	1073
ENSG00000105376.5|ICAM5	111	181	216	190	167	186
ENSG00000105379.9|ETFB	930	1306	1606	1137.64	1155	1373.68
ENSG00000105393.16|BABAM1	929	1249	1126	961	1082	1289
ENSG00000105397.13|TYK2	1271	1824	2147	1556	1487	1988
ENSG00000105401.9|CDC37	2531	3438	3854	2848	2984	3502
ENSG00000105402.8|NAPA	1408	1713.17	1987.09	1398.45	1662.11	1760.01
ENSG00000105404.11|RABAC1	227	269	278	241	244	246
ENSG00000105409.18|ATP1A3	226	289	334	244	252	301
ENSG00000105419.17|MEIS3	795	1209	1114	816	931	1101
ENSG00000105426.16|PTPRS	4440	6141	6852	5500	4982	6542
ENSG00000105427.10|CNFN	19	17	13	11	11	8
ENSG00000105429.13|MEGF8	2669	3338	3879	2628	2935	3270
ENSG00000105438.9|KDELR1	2697	3057	3095	2299	2832	3133
ENSG00000105443.15|CYTH2	2760	3772	4065	2940	3388	3895
ENSG00000105447.12|GRWD1	858	1036.66	1360	858.78	1048	1074
ENSG00000105464.3|GRIN2D	60	90	136	62	75	77
ENSG00000105472.13|CLEC11A	18	14	32	17	25	16
ENSG00000105483.18|CARD8	498.1	590.06	544.13	382.07	572.09	565.24
ENSG00000105486.14|LIG1	917	1348.94	1429	930	1155	1423
ENSG00000105497.8|ZNF175	317	306	350	235	297	289
ENSG00000105499.14|PLA2G4C	37	64	34	14	26	36
ENSG00000105514.8|RAB3D	230.99	335.49	311.99	278.93	254.11	308.56
ENSG00000105516.10|DBP	88.88	93.63	93.53	82.85	95.86	74.75
ENSG00000105518.14|TMEM205	332.88	477.9	494.5	374.21	380.67	493.84
ENSG00000105519.16|CAPS	142	296	240	243	195	319
ENSG00000105520.10|PLPPR2	545	791	827	745	645	855
ENSG00000105538.10|RASIP1	11	16	19	9	8	7
ENSG00000105552.15|BCAT2	656	932	1120	840.8	990.38	992
ENSG00000105556.11|MIER2	327	422	490	403	408	427
ENSG00000105559.12|PLEKHA4	1461	1861	2217	1707	1728	2079
ENSG00000105568.18|PPP2R1A	5534	6337	7311	5290	6325	6726
ENSG00000105576.15|TNPO2	4309	5442	5926	4525	5150	5783
ENSG00000105583.11|WDR83OS	926.42	968.44	1033.35	813.27	1063.27	1113.89
ENSG00000105605.7|CACNG7	856	1076	1182	746	933	977
ENSG00000105607.13|GCDH	271	301	330.58	252	324	294.35
ENSG00000105612.9|DNASE2	338	494.98	450	330	407.94	378
ENSG00000105613.10|MAST1	494	723	721	525	554	649
ENSG00000105617.3|LENG1	105.49	138.3	179.84	104.8	131.21	115.91
ENSG00000105618.14|PRPF31	1119.63	1458.46	1700.16	1236.23	1335.58	1633.65
ENSG00000105619.13|TFPT	217.34	219.88	282.43	200.19	212.75	222.39
ENSG00000105640.13|RPL18A	4993.14	5956.92	6777.22	5045.56	5625.77	5910.92
ENSG00000105642.15|KCNN1	26	27	35	38	31	42
ENSG00000105643.10|ARRDC2	126	170	136.76	130	132	193
ENSG00000105647.17|PIK3R2	2235.88	2789.28	3083.71	2385.38	2403.33	3063.64
ENSG00000105649.9|RAB3A	123	208.89	190.93	150	149	174
ENSG00000105650.22|PDE4C	1	28.28	14.33	9.85	6.91	5.79
ENSG00000105655.18|ISYNA1	716.55	931.9	1010.24	855.32	814.17	967.86
ENSG00000105656.13|ELL	130	184.03	269	183.82	194	215
ENSG00000105662.16|CRTC1	133	187	215	213	173	221
ENSG00000105669.14|COPE	1288.06	1660	1964	1541	1625.98	1790
ENSG00000105671.12|DDX49	587	669	884	654	671	749
ENSG00000105672.14|ETV2	15	5	33	17	12	17
ENSG00000105676.14|ARMC6	637.92	760	1047.37	789.82	762	851.83
ENSG00000105677.12|TMEM147	862	876	1146	735	1112	1004
ENSG00000105696.9|TMEM59L	66	117	123	81	72	90
ENSG00000105698.16|USF2	1563	1585	2180	1174	1801	1658
ENSG00000105699.16|LSR	29	32	38	27	24	27
ENSG00000105700.11|KXD1	1554.31	1720.2	1900.55	1311.44	1768.17	1656.08
ENSG00000105701.16|FKBP8	1355	1778	2262	1814	1492	1895
ENSG00000105705.16|AC004475.1	640	817	964	648	691	888
ENSG00000105708.9|ZNF14	205	222	186	142	214	249
ENSG00000105711.12|SCN1B	63	69	70	60	71	76
ENSG00000105717.14|PBX4	55	85	71	63	51	50
ENSG00000105722.10|ERF	1793.94	2012	2693.94	1841	1933.94	1975
ENSG00000105723.12|GSK3A	1564.15	2006.12	1945.97	1444.18	1836.77	1946.61
ENSG00000105726.17|ATP13A1	1304	1660	2038	1557	1441	1958
ENSG00000105732.13|ZNF574	302	369	462	344	336	365
ENSG00000105737.9|GRIK5	7	10	30	14	12	12
ENSG00000105738.11|SIPA1L3	1335	1658	2080	1389	1447	1559
ENSG00000105750.15|ZNF85	288.09	426	372	282	345	408
ENSG00000105755.8|ETHE1	125	131	168	99	113	156
ENSG00000105767.3|CADM4	6150	5543	8080	4332	7321	5924
ENSG00000105771.14|SMG9	988	1198	1477	1020	1311	1370
ENSG00000105778.19|AVL9	2966.88	3284.87	3243.86	2395.95	3198.88	3399.95
ENSG00000105792.19|CFAP69	19	21	7	12	17	18
ENSG00000105793.15|GTPBP10	527	497	510	334	518	571.48
ENSG00000105808.17|RASA4	771.2	1011.15	1063.4	892.38	833.5	959.64
ENSG00000105810.9|CDK6	7403	7609	8432	5439	8128	7826
ENSG00000105819.14|PMPCB	2262.14	2704.08	2604.16	1770.04	2556.23	2613.5
ENSG00000105821.15|DNAJC2	1054.86	1261.92	1276.84	821.96	1242.77	1215.5
ENSG00000105829.13|BET1	537	589	504	360	515	538
