Ctrl_602_R1B1	LMP_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2
ENSG00000203392.3|AC105020.1	20	14	14	14
ENSG00000203485.13|INF2	1057	1170	1017	1206
ENSG00000203497.2|PDCD4-AS1	60	53	63	41
ENSG00000203546.7|AL139353.1	13.33	18.54	3.33	1.22
ENSG00000203618.5|GP1BB	23.78	38.85	35.42	49.38
ENSG00000203644.3|AC083799.1	52	57	41	52
ENSG00000203666.12|EFCAB2	303.97	269.91	327.24	330.27
ENSG00000203667.10|COX20	1216.5	1238.2	1189.09	1227.63
ENSG00000203668.2|CHML	437.78	520.3	492.81	569.6
ENSG00000203685.10|STUM	289	231	184	210
ENSG00000203688.5|LINC02487	18	12	19	14
ENSG00000203705.11|TATDN3	147	139	175	122
ENSG00000203706.8|SERTAD4-AS1	23	31	34	40
ENSG00000203709.11|MIR29B2CHG	11	9	12	14
ENSG00000203724.11|C1orf53	20	28	18	30
ENSG00000203760.8|CENPW	140	158	166	188
ENSG00000203761.5|MSTO2P	185.47	191.35	180.85	225.85
ENSG00000203772.7|SPRN	23	37.57	30.05	54.15
ENSG00000203778.8|FAM229B	244	276	306	295
ENSG00000203780.10|FANK1	14	11	15	13
ENSG00000203791.15|EEF1AKMT2	246.33	306.16	271.69	221.14
ENSG00000203797.10|DDO	117	131	122	124
ENSG00000203799.13|CCDC162P	235	299	219	267
ENSG00000203808.11|BVES-AS1	6	14	9	16
ENSG00000203812.2|HIST2H2AA3	94.72	86.15	119.77	112.32
ENSG00000203814.6|HIST2H2BF	30.21	25.59	17.09	24.24
ENSG00000203865.9|ATP1A1-AS1	30.1	35.15	35.28	31.05
ENSG00000203867.8|RBM20	212	190	206	227
ENSG00000203875.11|SNHG5	845	992	990	1017
ENSG00000203879.12|GDI1	8162	7551	7724	9067
ENSG00000203880.12|PCMTD2	1215	1363	1450	1441
ENSG00000203883.7|SOX18	5	16	14	12
ENSG00000203896.10|LIME1	292.59	270.68	261.73	327.3
ENSG00000203943.8|SAMD13	39	35	35	35
ENSG00000203950.6|RTL8A	737	653	673.74	789
ENSG00000203965.13|EFCAB7	104	104	93	103.89
ENSG00000203993.4|ARRDC1-AS1	378	338	336	444
ENSG00000203999.8|LINC01270	90.59	128.32	60.43	118.73
ENSG00000204001.9|LCN8	75	92	89	109
ENSG00000204052.4|LRRC73	7	14	11	8
ENSG00000204054.13|LINC00963	377.7	468	391.57	429.7
ENSG00000204060.7|FOXO6	124	113	97	87
ENSG00000204065.3|TCEAL5	36	34.92	31	36
ENSG00000204070.10|SYS1	396.33	321.19	407.83	464.32
ENSG00000204084.13|INPP5B	314.34	318.07	309.03	346
ENSG00000204099.11|NEU4	42.53	55.54	56.26	46
ENSG00000204104.12|TRAF3IP1	220	198	215	267
ENSG00000204116.11|CHIC1	355	355	361	368
ENSG00000204118.2|NAP1L6	49	41	21	33
ENSG00000204120.14|GIGYF2	2090.99	2048.99	2206	2261.62
ENSG00000204128.6|C2orf72	1005	940	1245	1177
ENSG00000204130.13|RUFY2	434	528	469.01	483.01
ENSG00000204131.9|NHSL2	35	31	22	46
ENSG00000204138.13|PHACTR4	1147	1261	1219	1296
ENSG00000204147.10|ASAH2B	318.52	332.97	309.98	353.77
ENSG00000204149.11|AGAP6	474.1	446.36	512.84	410.24
ENSG00000204152.11|TIMM23B	202.52	166.28	175.25	149.9
ENSG00000204160.12|ZDHHC18	702	747	723	866
ENSG00000204172.12|AGAP9	417.86	396.4	388.96	475.17
ENSG00000204177.10|BMS1P1	141.92	183.51	193.75	193.7
ENSG00000204178.11|MACO1	808	829	900	944
ENSG00000204186.9|ZDBF2	383	487	518	597
ENSG00000204209.13|DAXX	1940	1900	1767	2238
ENSG00000204217.13|BMPR2	1059	1117	1255	1253
ENSG00000204219.10|TCEA3	11	15	12	19
ENSG00000204220.11|PFDN6	579.72	501.6	586.15	519.77
ENSG00000204227.5|RING1	1337	1243	1301	1402
ENSG00000204228.4|HSD17B8	39	28	38	27
ENSG00000204231.10|RXRB	831.76	880.18	846.68	823.59
ENSG00000204237.5|OXLD1	213	252	198	233
ENSG00000204241.7|AP000911.1	12	5	11	8
ENSG00000204248.10|COL11A2	128	112	91	122
ENSG00000204256.13|BRD2	6401.31	6213.54	6092	6793
ENSG00000204257.15|HLA-DMA	11	11	8	13
ENSG00000204261.8|PSMB8-AS1	54.6	83.89	61.64	71.94
ENSG00000204262.13|COL5A2	1401	1512	1426	1591
ENSG00000204264.10|PSMB8	465.54	496.01	514.96	558.54
ENSG00000204267.14|TAP2	775.28	744.33	768	742.04
ENSG00000204271.13|SPIN3	674.49	747.62	883	890.56
ENSG00000204272.12|NBDY	361	343	384	368
ENSG00000204287.14|HLA-DRA	4	12	11	7
ENSG00000204291.11|COL15A1	17	7	19	13
ENSG00000204301.6|NOTCH4	175	187	205.95	191
ENSG00000204304.12|PBX2	2430	2333	2321	2604.95
ENSG00000204305.14|AGER	439	402	435	452
ENSG00000204308.8|RNF5	637	762	626.99	818.99
ENSG00000204310.13|AGPAT1	2034.85	2015.08	1832.98	2202.59
ENSG00000204311.13|PJVK	77	97	103	105
ENSG00000204314.12|PRRT1	63	68	51	82
ENSG00000204315.4|FKBPL	121	112	114	144
ENSG00000204316.12|MRPL38	830.66	796.52	747.83	893.5
ENSG00000204334.7|ERICH2	10	16	8	6
ENSG00000204338.8|CYP21A1P	14.75	15.62	15.05	18.48
ENSG00000204344.14|STK19	358.56	422.37	464.87	412.52
ENSG00000204348.10|DXO	561.44	599.13	577.26	635.81
ENSG00000204351.12|SKIV2L	1239	1311	1243	1418
ENSG00000204356.14|NELFE	1399	1410	1393	1515
ENSG00000204366.3|ZBTB12	291	316	248	317
ENSG00000204370.11|SDHD	1397.98	1445.66	1461.91	1450.99
ENSG00000204371.11|EHMT2	2739.88	2800.96	2170.9	2831.86
ENSG00000204380.4|PKP4-AS1	14.67	14.54	26.02	11.5
ENSG00000204386.10|NEU1	1058	1148	958	1343
ENSG00000204387.13|C6orf48	1342.33	1296.75	1259.72	1210.86
ENSG00000204388.7|HSPA1B	465.45	487.32	558.92	635.2
ENSG00000204389.9|HSPA1A	1266.65	1331.67	1351.06	1774.22
ENSG00000204390.10|HSPA1L	73.03	91.04	105.04	117
ENSG00000204392.11|LSM2	395	463	436	403
ENSG00000204394.13|VARS	2514	2433	2127	2599
ENSG00000204396.10|VWA7	46	52	50	66
ENSG00000204406.13|MBD5	423	358	419	358
ENSG00000204410.15|MSH5	764.77	975.61	798.36	1034.31
ENSG00000204420.9|MPIG6B	11	6	7	11
ENSG00000204427.12|ABHD16A	631	693	685	762
ENSG00000204428.12|LY6G5C	157	157	155	146
ENSG00000204435.13|CSNK2B	2305.4	2137.9	2184.95	2354.42
ENSG00000204438.11|GPANK1	710.14	653.02	629.08	825.07
ENSG00000204439.3|C6orf47	509	498.88	441	613
ENSG00000204444.11|APOM	15.24	16.09	11.05	8.16
ENSG00000204463.12|BAG6	4787.76	4631.91	4241.95	4997.84
ENSG00000204469.12|PRRC2A	9953	10471	8636	11116
ENSG00000204498.11|NFKBIL1	230	224	207	281
ENSG00000204514.10|ZNF814	460.7	466.33	470.56	460.22
ENSG00000204516.10|MICB	273	325	283	423
ENSG00000204519.11|ZNF551	393.73	422	349.82	428.86
ENSG00000204520.13|MICA	160	91	112	126
ENSG00000204524.7|ZNF805	201.47	258.52	265.93	279.45
ENSG00000204525.16|HLA-C	2272.75	2459.99	2300.67	2654.99
ENSG00000204536.14|CCHCR1	759	792	604	846
ENSG00000204560.10|DHX16	1178	1163	1144	1394
ENSG00000204564.12|C6orf136	243	213	182	214
ENSG00000204568.12|MRPS18B	952	899	886	888
ENSG00000204569.10|PPP1R10	2744	2760	3006	3366
ENSG00000204574.13|ABCF1	2603	2515	2298	2453
ENSG00000204576.11|PRR3	778.97	763.8	748.82	844.09
ENSG00000204580.13|DDR1	5222	5050	5485	6169
ENSG00000204584.1|FLJ45513	11	13	5	10
ENSG00000204590.12|GNL1	2157.03	2100.2	1852.18	2304.91
ENSG00000204592.9|HLA-E	1262.29	1388.15	1176.44	1456.8
ENSG00000204599.14|TRIM39	421.63	408	423	551
ENSG00000204603.6|LINC01257	48.9	57.69	58.37	66.69
ENSG00000204604.11|ZNF468	866.52	851.86	849.86	967.72
ENSG00000204611.7|ZNF616	395	325	358	381
ENSG00000204618.8|RNF39	64	37	48	57
ENSG00000204619.8|PPP1R11	762	823	854	878
ENSG00000204620.3|AC115618.1	9	16	17	10.16
ENSG00000204623.9|ZNRD1ASP	113.75	142.25	181.93	161.35
ENSG00000204624.8|DISP3	13	14	10	13
ENSG00000204628.11|RACK1	11418.78	10610.08	9832.44	10561.1
ENSG00000204634.12|TBC1D8	423	499	423	509
ENSG00000204642.14|HLA-F	43.11	61	58	53.01
ENSG00000204650.14|LINC02210	292.34	302.07	315.34	372
ENSG00000204673.10|AKT1S1	1267.82	1247.9	1085.65	1304.95
ENSG00000204681.11|GABBR1	1615	1569	1700	1706
ENSG00000204682.6|CASC10	17	17	16	30
ENSG00000204685.6|STARD7-AS1	43	56	53.06	60.16
ENSG00000204713.11|TRIM27	1601	1656	1666	1834
ENSG00000204745.4|AC083899.1	97.2	43.12	57.09	62.58
ENSG00000204764.14|RANBP17	211	226	258	169
ENSG00000204792.2|LINC01291	95	88	71	84
ENSG00000204802.3|AL590399.1	157.55	191.62	158.4	158.87
ENSG00000204805.9|AL391987.2	37.26	39.59	61.35	55.17
ENSG00000204815.10|TTC25	92	87	90	112
ENSG00000204822.7|MRPL53	180.94	252.9	277.8	269.75
ENSG00000204837.4|FGF7P3	28.62	29.38	26.75	41.53
ENSG00000204839.9|MROH6	196	200	185	228
ENSG00000204842.16|ATXN2	777	836	852	888
ENSG00000204843.12|DCTN1	4849	4816.23	4517.38	5705
ENSG00000204849.8|SPATA31A1	12.59	25.8	6.19	33.83
ENSG00000204851.6|PNMA8B	130	118	65	103
ENSG00000204852.15|TCTN1	499	447	655	581
ENSG00000204856.12|FAM216A	165.98	145.01	123	131
ENSG00000204859.13|ZBTB48	149	146	103	171
ENSG00000204860.4|FAM201A	82	88	78	73
ENSG00000204869.8|IGFL4	14	39	25	19
ENSG00000204899.6|MZT1	236	301	259	301
ENSG00000204920.11|ZNF155	229.19	280.44	272.86	303.31
ENSG00000204922.5|UQCC3	137.53	171.7	168.49	188.68
ENSG00000204923.4|FBXO48	68	94	100	109
ENSG00000204934.10|ATP6V0E2-AS1	71.88	107.87	67	112.56
ENSG00000204946.10|ZNF783	339.48	290.05	282.46	362.05
ENSG00000204947.9|ZNF425	76	92	77	83
ENSG00000204954.10|C12orf73	85	89.52	109.06	136.16
ENSG00000204956.5|PCDHGA1	456.4	470.97	398.19	432.26
ENSG00000204963.6|PCDHA7	25.71	11.02	4.87	9.57
ENSG00000204965.9|PCDHA5	12.06	8.98	6.73	16.19
ENSG00000204969.7|PCDHA2	36.38	86.85	47.96	108.25
ENSG00000204970.9|PCDHA1	88.54	145.02	92.74	84.62
ENSG00000204977.10|TRIM13	507.36	555.16	572.46	526.72
ENSG00000204991.11|SPIRE2	261	280	254	282
ENSG00000205035.8|AC136759.1	484.06	381.12	513.39	420.09
ENSG00000205041.1|AC118344.1	37	46	26	54
ENSG00000205056.8|LINC02397	17.83	24.27	31.81	32.82
ENSG00000205060.11|SLC35B4	1153	1288	1284	1437
ENSG00000205084.11|TMEM231	421	406	524.98	536.99
ENSG00000205085.11|FAM71F2	62	34	52	46
ENSG00000205089.7|CCNI2	24.5	9.95	18.69	5.34
ENSG00000205133.11|TRIQK	306	335	482	399
ENSG00000205138.3|SDHAF1	98	99	92	121
ENSG00000205155.8|PSENEN	369.66	419.29	377.24	462.47
ENSG00000205181.6|LINC00654	171	213	192	246
ENSG00000205189.12|ZBTB10	588.48	639.45	704.63	717.28
ENSG00000205208.5|C4orf46	394	473	414	477
ENSG00000205209.7|SCGB2B2	8	21	13	4
ENSG00000205213.14|LGR4	1604	1903	1486	1461
ENSG00000205220.12|PSMB10	73.61	89.34	74.26	70.38
ENSG00000205238.9|SPDYE2	11.76	29.49	6.78	19.28
ENSG00000205250.9|E2F4	1191	1103	1030	1208
ENSG00000205268.10|PDE7A	566.81	617.85	585.78	593.6
ENSG00000205269.6|TMEM170B	902	1080	1028	1137
ENSG00000205302.7|SNX2	1774	2000	1938	1963
ENSG00000205307.12|SAP25	33.84	61.14	63.5	56.71
ENSG00000205309.14|NT5M	28	36	26	39
ENSG00000205323.9|SARNP	1112.84	1032.6	1253.87	1321.49
ENSG00000205336.11|ADGRG1	6166	5561	5580	6024
ENSG00000205339.10|IPO7	4048.97	4429.95	4901.96	4905.99
ENSG00000205352.11|PRR13	620.36	619.45	568.06	738.85
ENSG00000205356.9|TECPR1	563	600	593	716
ENSG00000205363.5|INSYN1	879	781	623	746
ENSG00000205403.13|CFI	69.3	70	53	44.93
ENSG00000205413.8|SAMD9	485	640	546	654
ENSG00000205423.11|CNEP1R1	217	251	297	299
ENSG00000205456.11|TP53TG3D	32.44	31.51	27.81	43.51
ENSG00000205464.12|ATP6AP1L	142	163	162	152
ENSG00000205476.9|CCDC85C	739.95	758.51	619.73	850.55
ENSG00000205485.13|AC004980.1	54.98	68.87	82.48	61.15
ENSG00000205517.12|RGL3	135	171	106	153
ENSG00000205531.13|NAP1L4	2537	2584	2537	2800
ENSG00000205534.6|SMG1P2	171.84	168.4	204.63	92
ENSG00000205542.11|TMSB4X	4376.98	4494.99	5233.98	4835
ENSG00000205544.4|TMEM256	275.76	245.73	256	258.82
ENSG00000205560.12|CPT1B	857.42	889.24	990.17	1090.14
ENSG00000205571.13|SMN2	451.82	463.5	569.99	481.84
ENSG00000205572.9|SERF1B	796.71	776.09	916.67	897.77
ENSG00000205578.6|POM121B	24.22	14.68	33.78	50.15
ENSG00000205581.11|HMGN1	5871	6340	6631	6826.99
ENSG00000205583.13|STAG3L1	111.56	130.7	78.4	144.53
ENSG00000205593.12|DENND6B	141.14	138	116.37	148.93
ENSG00000205609.12|EIF3CL	2641.9	2783.97	2792.8	2483.95
ENSG00000205611.4|LINC01597	142	166	154	186
ENSG00000205629.12|LCMT1	273	228	277	273
ENSG00000205643.11|CDPF1	95	73	112	101
ENSG00000205659.10|LIN52	501	561	585	634
ENSG00000205670.11|SMIM11A	219.14	148.04	132.73	100.33
ENSG00000205683.11|DPF3	920	817	1014	888
ENSG00000205702.11|CYP2D7	83.59	76.11	59.12	96.88
ENSG00000205704.6|LINC00634	7	5	15	11
ENSG00000205707.10|ETFRF1	79.89	99.75	114.42	88.84
ENSG00000205710.4|C17orf107	15	20.04	7.42	14
ENSG00000205726.15|ITSN1	1216	1256.91	1340	1403
ENSG00000205730.6|ITPRIPL2	209.69	291.01	288.21	318.27
ENSG00000205740.2|AL359878.1	10	18	29	18
ENSG00000205746.9|AC126755.1	136.16	223.18	177.64	198.59
ENSG00000205758.12|CRYZL1	573	720	663	686
ENSG00000205763.13|RP9P	287.88	258.72	272.26	289.41
ENSG00000205765.9|C5orf51	1556	1796	1981	1969
ENSG00000205771.6|CATSPER2P1	39.1	28.38	41.79	38.86
ENSG00000205790.1|DPP9-AS1	9.77	17.89	16.39	14.06
ENSG00000205791.3|LOH12CR2	22	33	46	32
ENSG00000205795.4|CYS1	53	47	34	37
ENSG00000205808.5|PLPP6	184	192	196	158
ENSG00000205853.10|RFPL3S	12	30.49	9.37	9.99
ENSG00000205861.11|PCOTH	11.8	26.39	6.95	11.87
ENSG00000205885.7|C1RL-AS1	13.65	14.22	15.66	26.4
ENSG00000205903.7|ZNF316	1004	981	970	1145
ENSG00000205913.6|SRRM2-AS1	24	16	17	25
ENSG00000205918.9|PDPK2P	26.14	33.13	37.3	62.31
ENSG00000205927.5|OLIG2	3986	3636	4420	3741
ENSG00000205929.11|C21orf62	11.8	3.27	11.02	9
ENSG00000205930.9|C21orf62-AS1	12	10	9	11
ENSG00000205937.12|RNPS1	2276	2315.54	2069	2358
ENSG00000205978.6|NYNRIN	588	629	512	705
ENSG00000205981.8|DNAJC19	333	337	410.81	411
ENSG00000206052.11|DOK6	276	282	411	289
ENSG00000206053.13|JPT2	1341.93	1505.88	1458.92	1659.95
ENSG00000206077.11|ZDHHC11B	854.9	745.74	697.07	851.69
ENSG00000206120.11|EGFEM1P	17	10	17	15
ENSG00000206140.11|TMEM191C	22.36	25.44	17	28.35
ENSG00000206149.10|HERC2P9	1238.89	1262.98	1353.65	1334.51
ENSG00000206190.11|ATP10A	198	169	221	256
ENSG00000206195.10|DUXAP8	597.24	703.27	873.49	860.99
ENSG00000206341.7|HLA-H	22.95	18.22	13.14	22.59
ENSG00000206344.7|HCG27	45	38.51	44	35
ENSG00000206417.8|H1FX-AS1	65.41	72.8	71.01	97.82
ENSG00000206418.4|RAB12	790	799	985.99	977
ENSG00000206432.4|TMEM200C	108	122	114	133
ENSG00000206503.13|HLA-A	4806.37	4958.71	4909.35	5659.26
ENSG00000206527.10|HACD2	793	855	1076	1147
ENSG00000206530.11|CFAP44	245.96	246.42	291.92	248.46
ENSG00000206532.2|AC117402.1	98	55	82	77
ENSG00000206535.8|LNP1	51	59	43	47
ENSG00000206538.9|VGLL3	38	29	57	26
ENSG00000206557.6|TRIM71	80	61	92	96
ENSG00000206560.11|ANKRD28	812	869	975	902
ENSG00000206561.13|COLQ	14.43	20	21	28
ENSG00000206562.11|METTL6	213	261	261	271
ENSG00000206567.9|AC022007.1	71	45.69	59.92	56
ENSG00000206573.8|THUMPD3-AS1	409.21	454.2	516.82	501.02
ENSG00000206579.8|XKR4	26	26	36	16
ENSG00000207751.3|AP000553.1	13.94	25.28	15.81	12.97
ENSG00000210082.2|MT-RNR2	292997	287688	260156	281977
ENSG00000211445.12|GPX3	236	276	282	281
ENSG00000211450.10|SELENOH	595	670	588	590
ENSG00000211451.12|GNRHR2	53.91	31.16	35.44	50.56
ENSG00000211454.14|AKR7L	14	16	12	20
ENSG00000211455.8|STK38L	712	872	878	895
ENSG00000211456.11|SACM1L	494	618	720	704
ENSG00000211459.2|MT-RNR1	47999	47470	41913	47159
ENSG00000211460.12|TSN	1828	1913	2168	2067
ENSG00000211584.14|SLC48A1	622	609	571	717
ENSG00000211829.9|TRDC	146.11	146	78	96.41
ENSG00000212123.4|PRR22	35.39	44.36	23.93	31.58
ENSG00000212127.5|TAS2R14	19.89	8.55	20.83	14.18
ENSG00000212643.3|ZRSR2P1	78.37	19.27	85.62	109.05
ENSG00000212694.8|LINC01089	224.1	225.68	200.15	241.54
ENSG00000212719.11|C17orf51	702	658	741	684
ENSG00000212747.4|RTL8B	281	223	247.26	245
ENSG00000212864.3|RNF208	111	121	93	113
ENSG00000212907.2|MT-ND4L	22107	24111	23024	22978
ENSG00000212916.4|MAP10	270	292	249	302
ENSG00000212952.6|BX088651.1	23.42	44.03	30.61	43.82
ENSG00000212978.6|AC016747.1	65	106	65.01	69
ENSG00000213015.9|ZNF580	461.93	472.02	497.94	520.25
ENSG00000213020.10|ZNF611	161	210.47	247.37	247
ENSG00000213023.11|SYT3	48	19.66	24.63	33.35
ENSG00000213024.11|NUP62	1611.02	1798.59	1574.39	1981.68
ENSG00000213047.13|DENND1B	162	205	240	216
ENSG00000213057.5|C1orf220	14	8	17	22
ENSG00000213064.10|SFT2D2	535	700	671	766
ENSG00000213066.13|FGFR1OP	218.04	261.84	288.64	327.32
ENSG00000213071.11|LPAL2	17	28	34	48
ENSG00000213073.4|AL353625.1	23	36	28	29
ENSG00000213079.9|SCAF8	1223.26	1216.5	1287.65	1298.4
ENSG00000213096.10|ZNF254	1388.59	1490.14	1663.01	1551.1
ENSG00000213123.11|TCTEX1D2	129	144.65	148	129
ENSG00000213139.8|CRYGS	48	59	65	66
ENSG00000213145.9|CRIP1	15.54	21	19	15
ENSG00000213160.10|KLHL23	797.42	966.02	1004.49	1097.14
ENSG00000213178.3|RPL22P1	88.83	79.89	101.27	154.4
ENSG00000213185.7|FAM24B	45.8	40.44	43.75	33.89
ENSG00000213186.8|TRIM59	93.45	109.7	63.02	93.37
ENSG00000213189.5|BTF3L4P2	59.44	38.68	55.95	92.16
ENSG00000213190.3|MLLT11	2203.57	2607.62	2883.59	3409.96
ENSG00000213199.8|ASIC3	126	108	61	100
ENSG00000213204.8|AL049697.1	17.32	5.76	14.14	18.27
ENSG00000213213.13|CCDC183	19.96	18.23	13.33	8.12
ENSG00000213221.5|DNLZ	82.36	75.49	73.9	90.04
ENSG00000213222.3|AC093724.1	16	24	15	28
ENSG00000213246.7|SUPT4H1	729.96	734.77	803.96	760.96
ENSG00000213281.5|NRAS	2324	2596	2936	2775
ENSG00000213297.8|ZNF625-ZNF20	209.63	151.86	223.04	253.11
ENSG00000213300.5|HNRNPA3P6	14.09	9.91	19.16	7.77
ENSG00000213337.9|ANKRD39	185.66	191.37	164.07	185.84
ENSG00000213339.9|QTRT1	608	601	567	619
ENSG00000213341.11|CHUK	458	544	558	569
ENSG00000213347.10|MXD3	356.29	450.93	327.34	380.16
ENSG00000213366.13|GSTM2	288.51	324.58	282.92	335.53
ENSG00000213380.15|COG8	858.84	883.18	827.38	1007.45
ENSG00000213385.3|AC105052.2	7.56	11.78	7.26	12.69
ENSG00000213390.11|ARHGAP19	836.73	906.87	836.53	894.95
ENSG00000213397.10|HAUS7	214	174	161	262
ENSG00000213398.7|LCAT	278.43	295.29	266.72	325.02
ENSG00000213402.3|PTPRCAP	17.4	4.46	8.89	15.54
ENSG00000213413.2|PVRIG	6	16.46	5.54	14.9
ENSG00000213420.8|GPC2	676	707	637	745
ENSG00000213433.5|RPLP1P6	10	10	13	8
ENSG00000213442.5|RPL18AP3	21.9	18.58	8.63	27.12
ENSG00000213443.2|AC007068.1	21.18	30.05	13.38	20.8
ENSG00000213445.10|SIPA1	132	191	175	200
ENSG00000213462.5|ERV3-1	410.83	506.68	539.51	600.61
ENSG00000213463.5|SYNJ2BP	397.96	451.44	462.8	499.69
ENSG00000213465.8|ARL2	745	665	661	657.37
ENSG00000213468.6|FIRRE	126	135	149	128
ENSG00000213516.10|RBMXL1	226.98	228.73	199.7	234.08
ENSG00000213523.10|SRA1	462	459	418	473
ENSG00000213533.12|STIMATE	313.5	313.22	339.04	317.8
ENSG00000213542.3|AC007000.1	6.04	13.09	11.61	11.28
ENSG00000213551.5|DNAJC9	1301.35	1357.95	1375.02	1519.82
ENSG00000213553.4|RPLP0P6	13.74	13.16	16.93	13.11
ENSG00000213563.6|C8orf82	245	241	241	287
ENSG00000213585.11|VDAC1	2376	2327	2591.98	2602.97
ENSG00000213588.6|ZBTB9	641.12	529.01	604.63	633.09
ENSG00000213593.10|TMX2	1863.96	1818.76	1812.67	1835.26
ENSG00000213599.10|SLX1A-SULT1A3	365.1	447.2	478.15	549.57
ENSG00000213614.9|HEXA	2031.29	1820.02	2080.41	2065.66
ENSG00000213619.10|NDUFS3	1319.38	1359.51	1415.61	1437.82
ENSG00000213625.9|LEPROT	740.93	824.02	846.46	784.57
ENSG00000213626.13|LBH	304	405	326	343
ENSG00000213639.10|PPP1CB	3386	3716.22	4144.07	3960
ENSG00000213640.3|EEF1DP4	18	12	25	23
ENSG00000213648.10|SULT1A4	13.16	6.96	11.17	17.72
ENSG00000213654.10|GPSM3	52	52	69.05	63
ENSG00000213658.11|LAT	202.71	204.75	181.25	218.3
ENSG00000213672.8|NCKIPSD	327	304	297	413
ENSG00000213676.13|ATF6B	1520	1441	1458	1707
ENSG00000213689.14|TREX1	106.03	128.93	78.29	115.4
ENSG00000213693.4|SEC14L1P1	7	15	9	11
ENSG00000213694.5|S1PR3	129	167	131	183
ENSG00000213699.9|SLC35F6	518.83	579.87	557.49	564.88
ENSG00000213713.3|PIGCP1	81.95	87.98	64.13	101.3
ENSG00000213719.8|CLIC1	55.94	65	58	71
ENSG00000213722.9|DDAH2	930	1032	930	1262
ENSG00000213741.10|RPS29	1322.1	1429.65	1529.63	1346.79
ENSG00000213742.6|ZNF337-AS1	49.64	66.01	25.84	59
ENSG00000213753.11|CENPBD1P1	441.15	422.86	461.78	511.07
ENSG00000213760.10|ATP6V1G2	162.18	146.66	137.19	176.66
ENSG00000213762.12|ZNF134	784	874	766	877
ENSG00000213780.11|GTF2H4	799.75	762.88	775.08	923.25
ENSG00000213782.7|DDX47	724.61	694.67	796.56	786
ENSG00000213793.5|ZNF888	143.04	160.61	148.07	162.34
ENSG00000213799.12|ZNF845	306.48	403.09	326.21	379.3
ENSG00000213801.4|ZNF321P	36	54.77	70.28	48.3
ENSG00000213830.3|CFL1P5	10	13	9	10
ENSG00000213839.4|TMX2P1	39	69.08	66.16	82.1
ENSG00000213859.6|KCTD11	250	266	270	288
ENSG00000213865.7|C8orf44	44	24.77	39	27.56
ENSG00000213866.3|YBX1P10	14.72	16.06	14.04	8.45
ENSG00000213888.3|LINC01521	88	91	85	82
ENSG00000213889.10|PPM1N	21.06	32	12	28.08
ENSG00000213901.10|SLC23A3	24.31	20.5	25.05	29.36
ENSG00000213903.9|LTB4R	791	766	719	939
ENSG00000213904.8|LIPE-AS1	15.82	31	22	21
ENSG00000213906.10|LTB4R2	209.68	263.89	222.44	304.78
ENSG00000213918.10|DNASE1	318.47	377.01	401.49	458.2
ENSG00000213920.9|MDP1	159.49	190.89	189.68	181.81
ENSG00000213923.12|CSNK1E	2878.79	3025.86	2798	3368.42
ENSG00000213928.8|IRF9	295.06	351.19	395.73	444.75
ENSG00000213930.11|GALT	237.4	352.52	299.93	376.42
ENSG00000213931.7|HBE1	13	12.03	4.63	15.87
ENSG00000213949.9|ITGA1	12	20.03	13	14
ENSG00000213963.6|AC019080.1	48.29	59.19	74.49	81.13
ENSG00000213965.3|NUDT19	273	275	222	273
ENSG00000213967.10|ZNF726	373.73	418.28	364.07	385.88
ENSG00000213973.9|ZNF99	177	279.32	280.32	287
ENSG00000213976.4|AC010615.1	97	150	121	150
ENSG00000213977.8|TAX1BP3	203.08	218.11	201.81	211.16
ENSG00000213983.11|AP1G2	799.04	928.09	782.63	1033.32
ENSG00000213988.11|ZNF90	331.53	454.41	405.5	462.82
ENSG00000213995.11|NAXD	421	467	475	541
ENSG00000213996.13|TM6SF2	49.64	65	70	73
ENSG00000213999.16|MEF2B	7.29	26.19	21.16	17.89
ENSG00000214013.9|GANC	988.5	1023.09	1064.65	1118.12
ENSG00000214021.16|TTLL3	1398.84	1449.15	1386.43	1745.17
ENSG00000214022.11|REPIN1	1050	1169	1093	1158
ENSG00000214026.11|MRPL23	705	731	683	852
ENSG00000214029.5|ZNF891	367.15	479.53	500.58	553.11
ENSG00000214046.8|SMIM7	1005.5	1037.69	1085.85	1002.96
ENSG00000214050.8|FBXO16	49.83	62.04	60.56	86.09
ENSG00000214063.11|TSPAN4	250	266	236	253
ENSG00000214078.12|CPNE1	4473.11	4149.74	4479.32	4764.08
ENSG00000214087.8|ARL16	591	680.82	553	681.93
ENSG00000214106.8|PAXIP1-AS2	101.56	122.37	119.56	121.54
ENSG00000214113.10|LYRM4	331	287	341	303
ENSG00000214114.9|MYCBP	97.41	156	172.42	160.03
ENSG00000214135.8|AC132008.2	185.67	210.08	222.63	274.87
ENSG00000214160.9|ALG3	516	518	494	556
ENSG00000214174.8|AMZ2P1	157.29	152.1	152.21	145.19
ENSG00000214176.9|PLEKHM1P1	276.39	308.62	311.83	351.11
ENSG00000214182.5|PTMAP5	10.01	5.88	19.05	5.83
ENSG00000214193.10|SH3D21	65	48.8	49.04	65.2
ENSG00000214194.9|SMIM30	602	621	684	625
ENSG00000214198.8|TTC41P	22	13	22	15
ENSG00000214223.4|HNRNPA1P10	21.95	37.56	45.31	59.95
ENSG00000214253.8|FIS1	930	854	956	1044
ENSG00000214273.4|AGGF1P1	20.99	23.3	31.44	34.47
