Ctrl_602_R1B1	LMP_602_R1B1	Ctrl_602_R2B2	LMP_602_R2B2
ENSG00000196689.12|TRPV1	156	143	129	162.06
ENSG00000196693.15|ZNF33B	566.31	627.27	732.11	685.58
ENSG00000196696.12|AC009022.1	400.94	424	412.77	414.72
ENSG00000196700.9|ZNF512B	2271.29	2451.41	2116.21	2701.84
ENSG00000196704.12|AMZ2	1001.71	1008.9	1013.79	1072.81
ENSG00000196705.8|ZNF431	894	1128.14	1099.39	1313.75
ENSG00000196712.17|NF1	1579	1686	1906	1684.83
ENSG00000196715.7|VKORC1L1	1082	1119	1241.82	1212.71
ENSG00000196724.12|ZNF418	255	286	294	314.06
ENSG00000196730.13|DAPK1	354	317	302	327
ENSG00000196739.15|COL27A1	2084	2288	1587	2098
ENSG00000196741.5|LINC01560	58	71	83	75
ENSG00000196743.8|GM2A	398	340	344	341
ENSG00000196747.4|HIST1H2AI	8	15	11.86	13
ENSG00000196754.10|S100A2	11	12	15	22
ENSG00000196756.12|SNHG17	410	385	384.19	448.64
ENSG00000196757.8|ZNF700	310	372.98	319	439.5
ENSG00000196776.16|CD47	1276	1460	1561	1546
ENSG00000196781.15|TLE1	1707.92	1589.68	1644.86	1680.63
ENSG00000196782.12|MAML3	93	69	62	56
ENSG00000196787.3|HIST1H2AG	20	12	15.02	16.02
ENSG00000196792.12|STRN3	341	320	427	367
ENSG00000196793.13|ZNF239	465	442	462	468
ENSG00000196810.4|CTBP1-DT	521.31	537	420.37	475.32
ENSG00000196812.5|ZSCAN16	170.85	210.74	222.91	248
ENSG00000196814.15|MVB12B	513	494	449	512
ENSG00000196821.10|C6orf106	829	860	879.96	976
ENSG00000196839.13|ADA	987	921	942	1118
ENSG00000196843.16|ARID5A	590	627	677	775
ENSG00000196850.6|PPTC7	452	455	431	402
ENSG00000196865.4|NHLRC2	516	594	716	681
ENSG00000196867.7|ZFP28	339	367	411	379
ENSG00000196872.12|KIAA1211L	287	242	294	246
ENSG00000196873.15|CBWD3	294.71	277.71	430.92	313.49
ENSG00000196876.15|SCN8A	212.11	238	218	242.07
ENSG00000196878.15|LAMB3	205	174	130	159
ENSG00000196890.4|HIST3H2BB	27	17	27	41
ENSG00000196911.10|KPNA5	234	267	287	294
ENSG00000196912.12|ANKRD36B	125.93	161.48	196.44	209.74
ENSG00000196914.9|ARHGEF12	3271	3728	3895	3954
ENSG00000196922.10|ZNF252P	565.98	620	664.02	671.97
ENSG00000196923.14|PDLIM7	411	411	373	508
ENSG00000196924.16|FLNA	18601	20324	17889	23226
ENSG00000196935.9|SRGAP1	748.03	712.99	696.87	683
ENSG00000196937.11|FAM3C	1802.4	1803.72	1891.39	1699.14
ENSG00000196943.14|NOP9	1532.43	1564.56	1690.22	1836.86
ENSG00000196950.14|SLC39A10	1653	1681	2085	1873
ENSG00000196951.10|SCOC-AS1	6	6	17	11
ENSG00000196961.12|AP2A1	1293.34	1448.22	1181.54	1522.42
ENSG00000196967.10|ZNF585A	433.57	486.13	522.2	585.32
ENSG00000196968.11|FUT11	324.71	287.42	375.82	419.58
ENSG00000196970.8|NXF4	12	5	14	5
ENSG00000196975.16|ANXA4	610	666	597	656
ENSG00000196976.7|LAGE3	147	148	132	109
ENSG00000196981.3|WDR5B	301	297	364	332
ENSG00000196993.8|NPIPB9	12.06	18.46	18.44	14.29
ENSG00000196998.18|WDR45	773	746	759.68	878
ENSG00000197006.14|METTL9	926	856	988	993
ENSG00000197008.9|ZNF138	485	440	494	493
ENSG00000197013.10|ZNF429	650.28	632.07	666.64	675
ENSG00000197016.12|ZNF470	331	353	387	420
ENSG00000197019.5|SERTAD1	75	80	95	112
ENSG00000197020.11|ZNF100	829	1016.64	830.97	945
ENSG00000197021.9|CXorf40B	224.21	186.65	207.01	248.88
ENSG00000197024.8|ZNF398	356	430	412	488
ENSG00000197037.11|ZSCAN25	619	686	616	682
ENSG00000197043.14|ANXA6	1340	1263	1159	1471
ENSG00000197044.11|ZNF441	387	405	360	375
ENSG00000197045.13|GMFB	2566	3019	3517	3392
ENSG00000197050.11|ZNF420	177	179	266	271
ENSG00000197054.11|ZNF763	59	76.59	60	58
ENSG00000197056.11|ZMYM1	348	417	394	374
ENSG00000197062.11|ZSCAN26	474	478	449.17	538.17
ENSG00000197063.11|MAFG	1365	1456	1466.99	1774.96
ENSG00000197070.14|ARRDC1	394	403	416	488
ENSG00000197077.13|KIAA1671	823	835	979	1087
ENSG00000197081.13|IGF2R	3610	3673	4010	4109
ENSG00000197083.11|ZNF300P1	1473	1638	1800.7	1899
ENSG00000197093.11|GAL3ST4	672	560	531	662
ENSG00000197102.12|DYNC1H1	8570	9239	8642	10253.42
ENSG00000197106.7|SLC6A17	15	11.65	9.52	13.63
ENSG00000197111.15|PCBP2	6942.39	6850.2	6985.18	7165.67
ENSG00000197114.11|ZGPAT	696.3	648.58	651.4	795.91
ENSG00000197119.13|SLC25A29	1420.29	1394.76	1266.49	1494.13
ENSG00000197121.15|PGAP1	1801	2239	2083	2160
ENSG00000197122.11|SRC	408	485	445	617
ENSG00000197124.12|ZNF682	446	453	479	547
ENSG00000197128.11|ZNF772	530	603.68	623.52	646.78
ENSG00000197134.12|ZNF257	131	154	133	172
ENSG00000197136.4|PCNX3	1623	1685	1423	1743
ENSG00000197140.15|ADAM32	17	8	10	17
ENSG00000197142.10|ACSL5	13	14	12.53	23
ENSG00000197147.13|LRRC8B	202	238	183	189
ENSG00000197150.12|ABCB8	344	343	339	389
ENSG00000197157.11|SND1	984	791	861	840
ENSG00000197162.9|ZNF785	374	380.65	381.57	445.61
ENSG00000197170.10|PSMD12	1201	1281	1411	1447
ENSG00000197172.10|MAGEA6	13.17	10.14	15.53	6.25
ENSG00000197177.15|ADGRA1	225	179.97	183	144
ENSG00000197180.2|AC244090.1	44	44	31	57
ENSG00000197182.14|MIRLET7BHG	104	74	84	103
ENSG00000197183.14|NOL4L	698	817.98	595	756
ENSG00000197191.5|CYSRT1	31	26	25	26
ENSG00000197217.13|ENTPD4	779	870	929	947
ENSG00000197223.11|C1D	234.92	247.68	352	301
ENSG00000197226.12|TBC1D9B	1154	1252	1158	1561
ENSG00000197238.4|HIST1H4J	25	22.06	24	19
ENSG00000197256.10|KANK2	1408	1591	1433	1781
ENSG00000197258.5|EIF4BP6	10.7	10.76	6.12	10.37
ENSG00000197265.9|GTF2E2	433	388	516	441
ENSG00000197275.14|RAD54B	265.12	356.81	397.09	409.48
ENSG00000197279.4|ZNF165	12.42	17	13	17.4
ENSG00000197283.16|SYNGAP1	2806.88	3104.99	2824.87	3297.51
ENSG00000197291.8|RAMP2-AS1	118.28	136	168	207
ENSG00000197296.6|FITM2	472	534	589	544
ENSG00000197299.12|BLM	917	1037	986	1199
ENSG00000197302.10|ZNF720	280	288	384	363
ENSG00000197312.12|DDI2	484.68	573.14	576.28	641.44
ENSG00000197321.14|SVIL	897.04	815.96	1091.14	1233.32
ENSG00000197323.12|TRIM33	1222	1366	1343	1488
ENSG00000197324.9|LRP10	1257	1308	1304	1532
ENSG00000197329.12|PELI1	901	1079	876	1087
ENSG00000197332.8|AC008543.1	41.42	49.79	51.08	73.48
ENSG00000197343.11|ZNF655	1303	1512.39	1602.51	1573
ENSG00000197345.13|MRPL21	562	501	559	508
ENSG00000197355.11|UAP1L1	2369	2790	2111	2664
ENSG00000197360.9|ZNF98	279.7	357	310.89	373
ENSG00000197362.14|ZNF786	79	142	139	154
ENSG00000197363.9|ZNF517	117	113	124	151
ENSG00000197372.9|ZNF675	426	439	443.59	460
ENSG00000197375.12|SLC22A5	16	26	18	32
ENSG00000197380.11|DACT3	436	454	386	443
ENSG00000197381.16|ADARB1	278	254	285	339
ENSG00000197386.12|HTT	1691	1767	1637	1853
ENSG00000197405.8|C5AR1	16	10	7	6
ENSG00000197410.13|DCHS2	32	29.57	55.26	59.09
ENSG00000197417.7|SHPK	401	412	359	452
ENSG00000197429.10|IPP	191	225	228	251
ENSG00000197444.10|OGDHL	210	234	135	185
ENSG00000197448.14|GSTK1	631	571	614	709
ENSG00000197451.12|HNRNPAB	2699.24	2416.14	2590.34	2714.17
ENSG00000197457.10|STMN3	2330	2200	2161	2640
ENSG00000197461.13|PDGFA	266	213	290	276
ENSG00000197472.15|ZNF695	91.87	116.76	82.91	116.88
ENSG00000197479.6|PCDHB11	210.41	235.02	200.92	272.32
ENSG00000197483.10|ZNF628	47	45	28	35
ENSG00000197496.6|SLC2A10	226	274	243	261
ENSG00000197497.11|ZNF665	75	73	77	70
ENSG00000197498.13|RPF2	438	494	441	441
ENSG00000197530.12|MIB2	156.38	149.32	121.07	175.74
ENSG00000197535.14|MYO5A	1450	1607	1863	1873
ENSG00000197536.11|C5orf56	23.55	36.72	15.17	28.31
ENSG00000197548.12|ATG7	311.4	249.84	266.69	270.42
ENSG00000197550.3|AL359955.1	9.61	16.31	15.13	10.85
ENSG00000197555.9|SIPA1L1	2337.88	2230.96	2307.3	2379.28
ENSG00000197557.7|TTC30A	258.35	289	259.72	267.85
ENSG00000197558.11|SSPO	56	83	37	44
ENSG00000197562.10|RAB40C	190	194	169	238
ENSG00000197563.11|PIGN	312.52	350	351	336
ENSG00000197565.15|COL4A6	16	15	12	13
ENSG00000197566.10|ZNF624	145	160	158	177
ENSG00000197568.14|HHLA3	106	78	105	100
ENSG00000197576.13|HOXA4	217.33	184.6	228.63	234.8
ENSG00000197579.8|TOPORS	550.34	660.8	622.8	654
ENSG00000197580.11|BCO2	14	5	15	9
ENSG00000197586.12|ENTPD6	1455	1398	1475	1725
ENSG00000197587.10|DMBX1	17	17	8	18
ENSG00000197599.12|CCDC154	27	20	29.17	20
ENSG00000197601.13|FAR1	981	1284	1451	1423
ENSG00000197603.14|CPLANE1	1089	1251	1376	1509
ENSG00000197608.11|ZNF841	418.63	406	497.54	482.14
ENSG00000197619.14|ZNF615	286	297	365	402
ENSG00000197620.11|CXorf40A	87.02	72.97	72.99	98.45
ENSG00000197622.13|CDC42SE1	2336.34	2501.24	2754.28	2954.07
ENSG00000197635.10|DPP4	57	60	60	67
ENSG00000197647.11|ZNF433	217.36	237.23	205.8	223.58
ENSG00000197653.15|DNAH10	11.2	10.69	14.96	12.53
ENSG00000197670.6|AL157838.1	12.02	6	24.02	13
ENSG00000197694.15|SPTAN1	5356	5476	4971	5770
ENSG00000197696.10|NMB	89	90	85	100
ENSG00000197702.13|PARVA	1039	1085	1320	1216
ENSG00000197712.12|FAM114A1	211	250	233	286
ENSG00000197713.15|RPE	770.64	796.06	895.06	946.86
ENSG00000197714.9|ZNF460	12	14.84	19.75	22.64
ENSG00000197724.11|PHF2	1910	2015	1951	2200
ENSG00000197728.11|RPS26	1077.88	1070.45	1110	1183.42
ENSG00000197746.14|PSAP	11836	11401	11997	12869
ENSG00000197747.9|S100A10	839	809	973	1120
ENSG00000197753.10|LHFPL5	51.55	68.2	69.96	65.5
ENSG00000197756.9|RPL37A	7466.88	7148.82	6502.84	6986
ENSG00000197757.8|HOXC6	57	57.33	54.46	69
ENSG00000197763.16|TXNRD3	105	156	131	163
ENSG00000197766.7|CFD	15	23	23	14
ENSG00000197771.12|MCMBP	1056	1095	1216	1160
ENSG00000197774.12|EME2	454.56	483.43	392.04	531.24
ENSG00000197776.8|KLHDC1	16	20	27	20
ENSG00000197779.13|ZNF81	291	343	396	377
ENSG00000197780.9|TAF13	189	193	258	202
ENSG00000197782.14|ZNF780A	258.52	315.4	360.26	400.93
ENSG00000197785.13|ATAD3A	247.56	196.88	202.88	226.65
ENSG00000197798.9|FAM118B	543	608	632	575
ENSG00000197808.12|ZNF461	155	163	171	184
ENSG00000197813.5|AC011450.1	17	34.81	20	44.57
ENSG00000197815.4|AC122129.1	13	18	29	28
ENSG00000197816.13|CCDC180	348.72	288.92	331.28	348.89
ENSG00000197818.11|SLC9A8	711	778	675	697
ENSG00000197822.11|OCLN	176.13	186.78	201.4	225.06
ENSG00000197841.15|ZNF181	375.88	362.32	466.93	512.5
ENSG00000197852.11|INKA2	5934	5578	5950	5662.21
ENSG00000197857.13|ZNF44	231	213	248	285
ENSG00000197858.11|GPAA1	743	757	690	846
ENSG00000197860.10|SGTB	355.34	395.99	484.76	491.54
ENSG00000197863.9|ZNF790	137	155	186	197
ENSG00000197872.11|FAM49A	328	356	438	445
ENSG00000197879.16|MYO1C	1124	1128	1104	1401
ENSG00000197885.10|NKIRAS1	217.09	247.07	236.17	273.62
ENSG00000197892.13|KIF13B	555.36	529.57	492.39	582.38
ENSG00000197894.11|ADH5	2949	3133.97	3144.99	3339
ENSG00000197903.7|HIST1H2BK	35.87	33	39.92	33
ENSG00000197905.9|TEAD4	137	151	175	192
ENSG00000197912.15|SPG7	3120	3258	3084	3433
ENSG00000197927.12|C2orf27A	42	29	32.24	22
ENSG00000197928.10|ZNF677	783	851	964	926.89
ENSG00000197930.13|ERO1A	682.13	739	757	822
ENSG00000197933.13|ZNF823	116	108	113	140
ENSG00000197935.6|ZNF311	267	292	304	312
ENSG00000197937.12|ZNF347	434	481	492	503
ENSG00000197948.11|FCHSD1	19.57	9.54	12	22.92
ENSG00000197951.9|ZNF71	128	196.96	172	178
ENSG00000197956.10|S100A6	1968	1927	2456	2729
ENSG00000197958.13|RPL12	7596.99	7573.98	6535.96	7267.97
ENSG00000197959.14|DNM3	87	85	106	84
ENSG00000197961.11|ZNF121	1546	1753	1821	1929
ENSG00000197965.12|MPZL1	1510	1477	1615	1730
ENSG00000197969.13|VPS13A	340	355	418	366
ENSG00000197971.15|MBP	7.02	19.41	25	18
ENSG00000197976.12|AKAP17A	245.5	209	236.5	266.5
ENSG00000197976.12|PAR|Y|AKAP17A	245.5	209	236.5	266.5
ENSG00000197977.4|ELOVL2	1301	1512	1146	1380
ENSG00000197978.9|GOLGA6L9	703.56	753.22	685.36	770.35
ENSG00000197982.14|C1orf122	173.12	188.08	180.53	223.18
ENSG00000197989.14|SNHG12	507	577.84	546.14	637
ENSG00000198000.12|NOL8	1183	1382	1380	1376
ENSG00000198001.13|IRAK4	183	202	243	225
ENSG00000198003.12|CCDC151	75	88	48	96
ENSG00000198015.13|MRPL42	711.8	885.64	865	876.52
ENSG00000198018.7|ENTPD7	215	236	256	257
ENSG00000198026.8|ZNF335	496	435	441	434
ENSG00000198028.3|ZNF560	1015	987	1025	1060
ENSG00000198034.11|RPS4X	24680	24692	23959	24076
ENSG00000198039.11|ZNF273	692.88	745.02	723.2	906.37
ENSG00000198040.10|ZNF84	888	858	947	965
ENSG00000198042.11|MAK16	764.7	749.33	766.2	702.46
ENSG00000198046.12|ZNF667	353	333	371	360
ENSG00000198053.11|SIRPA	2845.81	2839.9	2617	3158
ENSG00000198055.11|GRK6	439	478	389	499
ENSG00000198056.14|PRIM1	319	322	296	336.79
ENSG00000198060.10|MARCH5	529	690	672	694
ENSG00000198064.13|NPIPB13	16.46	26	6.81	8.77
ENSG00000198074.10|AKR1B10	7	5	16	14
ENSG00000198081.11|ZBTB14	388	413	432	417
ENSG00000198087.7|CD2AP	358	431	441	468
ENSG00000198089.15|SFI1	487	555.82	547.94	626
ENSG00000198093.11|ZNF649	431.78	431.21	412.8	448.81
ENSG00000198105.14|ZNF248	761.59	713.14	957	945.68
ENSG00000198108.4|CHSY3	105	70	96	72
ENSG00000198113.3|TOR4A	44	47	34	43
ENSG00000198121.13|LPAR1	55	81	70	71
ENSG00000198130.16|HIBCH	360	364	401	436
ENSG00000198131.14|ZNF544	541.15	549.35	595.63	566.03
ENSG00000198133.8|TMEM229B	46	50	35	47
ENSG00000198142.5|SOWAHC	269	287	330	336
ENSG00000198146.4|ZNF770	1606.71	1954.29	2080.71	2183.76
ENSG00000198155.5|ZNF876P	63	50	58	61
ENSG00000198156.10|NPIPB6	38.53	33.1	27.7	27.2
ENSG00000198157.10|HMGN5	168	153	151	159
ENSG00000198160.14|MIER1	574	618	644	646
ENSG00000198162.12|MAN1A2	1739	1862	2342	2010
ENSG00000198168.9|SVIP	102	133	112	96
ENSG00000198169.9|ZNF251	388	410	365	437
ENSG00000198171.13|DDRGK1	763	767	669	908
ENSG00000198176.13|TFDP1	1248	1240	1410	1473
ENSG00000198182.13|ZNF607	367	395	435	449
ENSG00000198185.11|ZNF334	548	575	614	693
ENSG00000198189.11|HSD17B11	358	450	374	386
ENSG00000198198.16|SZT2	709.24	824.24	677.27	839.42
ENSG00000198205.6|ZXDA	156.03	188.12	163.1	194.42
ENSG00000198208.11|RPS6KL1	464	445	337	351
ENSG00000198218.11|QRICH1	2120	2266	1960	2403
ENSG00000198221.8|AFDN-DT	39.39	40.85	48.04	37
ENSG00000198231.13|DDX42	3313	3519	3308	3665
ENSG00000198237.8|AC131392.1	31.95	54.69	92.4	90.2
ENSG00000198242.14|RPL23A	6687.91	6388.77	6380.08	6323.03
ENSG00000198246.9|SLC29A3	69.22	47	53	49
ENSG00000198252.12|STYX	455	453	516	531
ENSG00000198258.10|UBL5	968	1039	1137	1070
ENSG00000198265.12|HELZ	957	1021	1118	1130
ENSG00000198270.13|TMEM116	137	184	155	164
ENSG00000198276.16|UCKL1	650	680.9	584	728.86
ENSG00000198298.13|ZNF485	83	58	92	79
ENSG00000198300.14|PEG3	478.71	599.88	549.92	570.42
ENSG00000198301.12|SDAD1	1024	1020	1135	1092
ENSG00000198315.11|ZKSCAN8	1621	1888	1895	2114
ENSG00000198324.13|PHETA1	187	202	160	208
ENSG00000198331.10|HYLS1	96	109	94	112
ENSG00000198342.10|ZNF442	92	102	143	104
ENSG00000198346.11|ZNF813	213.76	233.28	210.36	227.58
ENSG00000198353.8|HOXC4	76.77	88	73	85
ENSG00000198355.5|PIM3	294	373	355	404
ENSG00000198356.11|ASNA1	2047	1903	1737	2024
ENSG00000198363.18|ASPH	2293.1	2282.5	2665.77	2451.72
ENSG00000198369.10|SPRED2	2242	2237	2612	2437
ENSG00000198373.12|WWP2	636	626	690	641
ENSG00000198380.12|GFPT1	834	1017	1072	1165
ENSG00000198382.9|UVRAG	318	267	320	273
ENSG00000198393.8|ZNF26	339	344	336	358
ENSG00000198399.14|ITSN2	490	582	660	644
ENSG00000198400.11|NTRK1	10	28	12	12
ENSG00000198406.7|BZW1P2	22.96	8.87	26.17	22.31
ENSG00000198408.14|OGA	3150	3305	3579	3487
ENSG00000198416.9|ZNF658B	97.56	135.12	95.17	109.98
ENSG00000198420.10|TCAF1	2295.78	2684.65	2652.67	2917.38
ENSG00000198429.9|ZNF69	167	225	222	259
ENSG00000198431.16|TXNRD1	2837	2943	3445	3551
ENSG00000198435.4|NRARP	56	61	68	54
ENSG00000198440.9|ZNF583	156	156	225	201
ENSG00000198453.13|ZNF568	231	258	308	334
ENSG00000198455.4|ZXDB	444.97	601.88	553.9	593.58
ENSG00000198464.14|ZNF480	595	706	690	717
ENSG00000198466.12|ZNF587	571.24	717.4	688.54	843.85
ENSG00000198467.14|TPM2	789	702	720	877
ENSG00000198468.8|FLVCR1-DT	98	93	72	90
ENSG00000198478.8|SH3BGRL2	120	135	144	146
ENSG00000198482.12|ZNF808	77.26	130.31	134.93	136.58
ENSG00000198492.16|YTHDF2	2147	2244	2278	2427
ENSG00000198496.11|NBR2	27	28	32	36
ENSG00000198498.10|TMA16	322	350	379	356
ENSG00000198513.11|ATL1	329.26	397.41	433.85	481.06
ENSG00000198517.10|MAFK	94	97.76	105	140
ENSG00000198520.12|ARMH1	8	19	15	28
ENSG00000198521.11|ZNF43	1353	1459	1351	1462
ENSG00000198522.13|GPN1	685.66	773.07	766.83	773.25
ENSG00000198538.11|ZNF28	407.13	480.72	449.57	410.07
ENSG00000198546.15|ZNF511	202.18	197.04	164.72	223.6
ENSG00000198551.10|ZNF627	606	583	592	614
ENSG00000198554.12|WDHD1	1154	1288	1391	1553
ENSG00000198556.14|ZNF789	361.91	474.98	449.46	529.13
ENSG00000198561.13|CTNND1	5809.26	6285.96	6537.38	6972.54
ENSG00000198563.14|DDX39B	10037.86	9898.81	10172.14	10627.96
ENSG00000198576.4|ARC	272	284	261	278
ENSG00000198585.11|NUDT16	1137	1206	1320	1379
ENSG00000198586.14|TLK1	2045	1983	2282	2041
ENSG00000198589.12|LRBA	513	403	555	474
ENSG00000198598.6|MMP17	60	63	64	77
ENSG00000198604.11|BAZ1A	1195.53	1248.02	1468.26	1465.24
ENSG00000198612.11|COPS8	552	607	572	663
ENSG00000198618.5|PPIAP22	1089.48	904.55	1076.24	1199.61
ENSG00000198624.13|CCDC69	39	34	23	40
ENSG00000198625.13|MDM4	970	1005	1049	1072
ENSG00000198626.16|RYR2	13	21	22	25
ENSG00000198633.10|ZNF534	8	10	14	9
ENSG00000198646.14|NCOA6	2421	2598	2574	2868
ENSG00000198648.11|STK39	688	609	812	740
ENSG00000198663.16|C6orf89	892	937	979	1042
ENSG00000198668.11|CALM1	7614	8142	8326	7729
ENSG00000198677.11|TTC37	1884	2050	2267	2330
ENSG00000198680.4|TUSC1	37	35	26	32
ENSG00000198681.7|MAGEA1	502	473	460	493
ENSG00000198682.13|PAPSS2	15	18	27	12
ENSG00000198689.11|SLC9A6	340	378	389.15	435
ENSG00000198690.9|FAN1	1230.97	1239.92	1348.08	1397.58
ENSG00000198691.13|ABCA4	8	16	11	7
ENSG00000198695.2|MT-ND6	18640	17989	15331	17603
ENSG00000198700.10|IPO9	4739.23	5161.72	4853.96	5248.44
ENSG00000198707.15|CEP290	444.55	508.22	549.84	529.16
ENSG00000198712.1|MT-CO2	190771.99	169615.99	156856	173265.99
ENSG00000198715.13|GLMP	460	501	371	535.95
ENSG00000198718.13|TOGARAM1	396	402	475	502
ENSG00000198719.9|DLL1	716	691	791	792
ENSG00000198720.13|ANKRD13B	653	683	519	717
ENSG00000198721.12|ECI2	890.47	848	864.69	850.17
ENSG00000198722.14|UNC13B	2057	1989	2257	2324
ENSG00000198727.2|MT-CYB	126701	113962	107801	117496
ENSG00000198728.10|LDB1	1252	1338	1195	1487
ENSG00000198729.5|PPP1R14C	746	602	888	801
ENSG00000198730.9|CTR9	1117	1206	1294	1376
ENSG00000198732.10|SMOC1	5027	4188	5496	5123
ENSG00000198736.11|MSRB1	268	279	196	250
ENSG00000198739.11|LRRTM3	79	69	96	99
ENSG00000198740.8|ZNF652	438	429	386	459
ENSG00000198742.9|SMURF1	751.95	695.93	682.39	749.78
ENSG00000198743.7|SLC5A3	886.58	1385.57	1208.94	1550.56
ENSG00000198746.13|GPATCH3	312.94	305	280	281
ENSG00000198752.11|CDC42BPB	2694.98	2840.98	2765.44	2969.07
ENSG00000198753.12|PLXNB3	975.13	981.5	1126.41	1215.82
ENSG00000198754.5|OXCT2	44.19	65.47	41.52	55.43
ENSG00000198755.11|RPL10A	2722	2683	2391	2622
ENSG00000198756.12|COLGALT2	4203	3688	3720	3396
ENSG00000198763.3|MT-ND2	122438.42	117997.47	101924.7	114771.32
ENSG00000198780.12|FAM169A	325.8	425.15	483.82	508.53
ENSG00000198783.6|ZNF830	343	375	371	445
ENSG00000198786.2|MT-ND5	101517	100634	90802	103173
ENSG00000198791.12|CNOT7	1792	1752	1946	1910
ENSG00000198792.13|TMEM184B	1000	1127	956	1158
ENSG00000198793.12|MTOR	1761	1826	1811	1932
ENSG00000198794.12|SCAMP5	1234	1270	1079	1208
ENSG00000198795.11|ZNF521	512	399	472	391
ENSG00000198797.7|BRINP2	999	704	857	535
ENSG00000198799.12|LRIG2	539	609	640	654
ENSG00000198804.2|MT-CO1	434984.03	404022.45	369821.11	398629.5
ENSG00000198805.11|PNP	574	587	581	648
ENSG00000198807.12|PAX9	147.49	157.37	126.18	136.11
ENSG00000198814.12|GK	316	311.54	378	372.74
ENSG00000198815.9|FOXJ3	1479	1426	1485	1562
ENSG00000198816.7|ZNF358	850.09	804.32	659.99	984
ENSG00000198818.10|SFT2D1	309	408	383	385
ENSG00000198824.7|CHAMP1	885	1016	947	1101
ENSG00000198825.13|INPP5F	451.57	528	504.69	577
ENSG00000198826.11|ARHGAP11A	2569.43	3081.47	2707.32	3165.45
ENSG00000198830.11|HMGN2	11466.29	13041.8	11619.76	12827.4
ENSG00000198833.7|UBE2J1	1541	1581	1882	1773
ENSG00000198836.9|OPA1	1528	1657	1715	1593
ENSG00000198837.10|DENND4B	1406.64	1439.87	1363.93	1658.86
ENSG00000198838.13|RYR3	17.09	16.71	23.36	19.24
ENSG00000198839.9|ZNF277	277	332	312	347
ENSG00000198840.2|MT-ND3	11382	11336	10885	11144
ENSG00000198841.3|KTI12	67.99	73.54	73.28	80.49
ENSG00000198843.13|SELENOT	1041	1023	1267	1148
ENSG00000198846.6|TOX	529.97	538	528	559.94
ENSG00000198853.12|RUSC2	945	1026	816	990
ENSG00000198855.7|FICD	121	142	107	154
ENSG00000198856.13|OSTC	623	632	779	676
ENSG00000198858.10|R3HDM4	996	953	934	1098
ENSG00000198860.12|TSEN15	1595	1653	1796	1730
ENSG00000198862.14|LTN1	559	623	701	669
ENSG00000198863.7|RUNDC1	433	489	496	619
ENSG00000198870.7|STKLD1	20	11	13	20
ENSG00000198873.11|GRK5	96	92	96	125
ENSG00000198874.13|TYW1	734.31	657.39	732.67	662.56
ENSG00000198876.13|DCAF12	841	903	882	917
ENSG00000198879.11|SFMBT2	463	440	432	447
ENSG00000198885.9|ITPRIPL1	536	542	555	654
ENSG00000198886.2|MT-ND4	212732	192666	178052	196686
ENSG00000198887.9|SMC5	1372	1625	1687	1757
ENSG00000198888.2|MT-ND1	98027.09	86254.2	77419.74	88265.12
ENSG00000198890.8|PRMT6	145	185	162	195
ENSG00000198892.6|SHISA4	609	498	605	626
ENSG00000198894.8|CIPC	1262	1340	1400	1410
ENSG00000198898.14|CAPZA2	868	887	1016	912
ENSG00000198899.2|MT-ATP6	97992.32	91676.15	76110.21	88799.35
ENSG00000198900.6|TOP1	3867.95	4165.86	4369	4778.93
ENSG00000198901.14|PRC1	5285.25	6513.21	5049.59	6590.77
ENSG00000198908.12|BHLHB9	51.68	48.41	54.59	52.16
ENSG00000198909.7|MAP3K3	509.5	599.32	531.2	630.2
ENSG00000198910.13|L1CAM	23	24	23	30
ENSG00000198911.12|SREBF2	4059.92	4046.69	4284.84	4799.86
ENSG00000198912.11|C1orf174	195	193	174	196
ENSG00000198914.3|POU3F3	709	688	745	787
ENSG00000198917.13|SPOUT1	1950.28	1879.15	1680.82	2126.23
ENSG00000198918.8|RPL39	2926.17	3049.73	2966.57	2727.56
ENSG00000198919.13|DZIP3	1077	1209	1255	1249
ENSG00000198920.10|KIAA0753	425	481	573	612
ENSG00000198924.8|DCLRE1A	524	634	665	656
ENSG00000198925.12|ATG9A	1827.16	1702.87	1686.48	2042.37
ENSG00000198929.13|NOS1AP	127.23	123.44	111.98	111.39
ENSG00000198931.10|APRT	733	692	681	761
ENSG00000198932.13|GPRASP1	177	192	257	213
ENSG00000198933.9|TBKBP1	751	707	730	751
ENSG00000198934.4|MAGEE1	97	77	101	98
ENSG00000198937.9|CCDC167	337	327	304	289
ENSG00000198938.2|MT-CO3	193752.96	175026.98	161332.97	178896.96
ENSG00000198939.8|ZFP2	28	36	32	37
ENSG00000198945.7|L3MBTL3	121	123	145	119
ENSG00000198947.15|DMD	160	121	183	98
ENSG00000198948.12|MFAP3L	31	54	52	52
ENSG00000198951.11|NAGA	635	693	634	727
ENSG00000198952.8|SMG5	6154	6324	5737	6795
ENSG00000198954.8|KIF1BP	669	852	865	936
ENSG00000198960.11|ARMCX6	465	495.36	552.36	559
ENSG00000198961.10|PJA2	5867	5829	7191	6298
ENSG00000198964.14|SGMS1	319	314	315	341
ENSG00000203279.3|AL590705.1	17	35	23	30.88
ENSG00000203288.3|TDRKH-AS1	62.44	53.25	59.79	69.9
ENSG00000203326.11|ZNF525	104	123.06	147.96	127.27
ENSG00000203362.2|POLH-AS1	9	12	14	9
