Ctrl_602_R1B1	Ola_602_R1B1	Ctrl_602_R2B2	Ola_602_R2B2
ENSG00000213640.3|EEF1DP4	18	18	25	24
ENSG00000213648.10|SULT1A4	13.16	47.07	11.17	17.88
ENSG00000213654.10|GPSM3	52	50.03	69.05	53
ENSG00000213658.11|LAT	202.71	236.93	181.25	173.68
ENSG00000213672.8|NCKIPSD	327	375	297	339
ENSG00000213676.13|ATF6B	1520	1631	1458	1510
ENSG00000213689.14|TREX1	106.03	84.3	78.29	102.76
ENSG00000213694.5|S1PR3	129	152	131	135
ENSG00000213699.9|SLC35F6	518.83	553	557.49	512.89
ENSG00000213713.3|PIGCP1	81.95	85.6	64.13	63.44
ENSG00000213719.8|CLIC1	55.94	56	58	63
ENSG00000213722.9|DDAH2	930	1064	930	992
ENSG00000213741.10|RPS29	1322.1	1539.42	1529.63	1374.58
ENSG00000213742.6|ZNF337-AS1	49.64	42.72	25.84	60.17
ENSG00000213753.11|CENPBD1P1	441.15	591.64	461.78	438.7
ENSG00000213760.10|ATP6V1G2	162.18	158.6	137.19	148.74
ENSG00000213762.12|ZNF134	784	885	766	707
ENSG00000213780.11|GTF2H4	799.75	919	775.08	765.92
ENSG00000213782.7|DDX47	724.61	755	796.56	736.65
ENSG00000213793.5|ZNF888	143.04	147.13	148.07	120.27
ENSG00000213799.12|ZNF845	306.48	414.49	326.21	298.96
ENSG00000213801.4|ZNF321P	36	50.85	70.28	76
ENSG00000213839.4|TMX2P1	39	77.08	66.16	65
ENSG00000213859.6|KCTD11	250	289	270	280
ENSG00000213865.7|C8orf44	44	44	39	39
ENSG00000213866.3|YBX1P10	14.72	16.01	14.04	8.03
ENSG00000213888.3|LINC01521	88	105	85	69
ENSG00000213889.10|PPM1N	21.06	23	12	28
ENSG00000213901.10|SLC23A3	24.31	22.44	25.05	16.72
ENSG00000213903.9|LTB4R	791	897	719	788.12
ENSG00000213904.8|LIPE-AS1	15.82	30.03	22	33.6
ENSG00000213906.10|LTB4R2	209.68	305.33	222.44	258.91
ENSG00000213918.10|DNASE1	318.47	444.53	401.49	417.59
ENSG00000213920.9|MDP1	159.49	187.12	189.68	169
ENSG00000213923.12|CSNK1E	2878.79	3290.69	2798	2817.36
ENSG00000213928.8|IRF9	295.06	387.72	395.73	413.8
ENSG00000213930.11|GALT	237.4	322.46	299.93	275
ENSG00000213931.7|HBE1	13	12.41	4.63	18
ENSG00000213949.9|ITGA1	12	16	13	18
ENSG00000213963.6|AC019080.1	48.29	74.48	74.49	80.45
ENSG00000213965.3|NUDT19	273	271	222	236
ENSG00000213967.10|ZNF726	373.73	406.95	364.07	313.74
ENSG00000213973.9|ZNF99	177	257.35	280.32	232
ENSG00000213976.4|AC010615.1	97	141	121	90.08
ENSG00000213977.8|TAX1BP3	203.08	226.68	201.81	194.03
ENSG00000213983.11|AP1G2	799.04	950.94	782.63	745.71
ENSG00000213988.11|ZNF90	331.53	428.02	405.5	373.31
ENSG00000213995.11|NAXD	421	554	475	538
ENSG00000213996.13|TM6SF2	49.64	62	70	62
ENSG00000213999.16|MEF2B	7.29	22.1	21.16	23.32
ENSG00000214013.9|GANC	988.5	1116.69	1064.65	990.15
ENSG00000214021.16|TTLL3	1398.84	1508.48	1386.43	1386.86
ENSG00000214022.11|REPIN1	1050	1246	1093	1159
ENSG00000214026.11|MRPL23	705	832	683	721
ENSG00000214029.5|ZNF891	367.15	520.05	500.58	479.72
ENSG00000214046.8|SMIM7	1005.5	1231.29	1085.85	1004.13
ENSG00000214050.8|FBXO16	49.83	62	60.56	101.13
ENSG00000214063.11|TSPAN4	250	256	236	260
ENSG00000214078.12|CPNE1	4473.11	4543.61	4479.32	4632.2
ENSG00000214087.8|ARL16	591	725.57	553	696.61
ENSG00000214106.8|PAXIP1-AS2	101.56	137.17	119.56	129.31
ENSG00000214113.10|LYRM4	331	358	341	298
ENSG00000214114.9|MYCBP	97.41	155.86	172.42	146.31
ENSG00000214135.8|AC132008.2	185.67	256.62	222.63	227.5
ENSG00000214160.9|ALG3	516	554	494	450
ENSG00000214174.8|AMZ2P1	157.29	191.11	152.21	140.2
ENSG00000214176.9|PLEKHM1P1	276.39	375.64	311.83	282.7
ENSG00000214182.5|PTMAP5	10.01	16.91	19.05	12.02
ENSG00000214193.10|SH3D21	65	71.53	49.04	40.7
ENSG00000214194.9|SMIM30	602	675	684	625
ENSG00000214198.8|TTC41P	22	15	22	11
ENSG00000214223.4|HNRNPA1P10	21.95	47.75	45.31	38.51
ENSG00000214253.8|FIS1	930	967	956	899
ENSG00000214273.4|AGGF1P1	20.99	27.77	31.44	21.58
ENSG00000214290.8|COLCA2	45	33	71	61
ENSG00000214293.8|APTR	110	116	99	113
ENSG00000214300.7|SPDYE3	75.29	103.47	101.03	116.84
ENSG00000214309.5|MBLAC1	9	12	16.11	16
ENSG00000214331.8|AC009053.1	183.66	221.56	146.19	171.44
ENSG00000214338.10|SOGA3	47.46	68.96	45.79	134.81
ENSG00000214353.7|VAC14-AS1	23.68	44.33	49	55.65
ENSG00000214357.8|NEURL1B	504.23	595.18	480.95	461.96
ENSG00000214367.7|HAUS3	635.16	771.11	784	672.68
ENSG00000214389.2|RPS3AP26	10.61	18.08	16.45	12.19
ENSG00000214401.4|KANSL1-AS1	30	21	28	14
ENSG00000214402.6|LCNL1	11	14	13	3
ENSG00000214413.8|BBIP1	261.56	316.06	266.87	270.81
ENSG00000214425.7|LRRC37A4P	317.56	431.04	343.47	352
ENSG00000214432.9|VPS33B-DT	7	12	12	2
ENSG00000214435.8|AS3MT	159.78	167.11	171	216
ENSG00000214447.4|FAM187A	102.39	119.92	104.13	157.53
ENSG00000214455.4|RCN1P2	36.8	21.09	30.51	31.68
ENSG00000214456.8|PLIN5	64.02	47.45	32.98	35.66
ENSG00000214517.10|PPME1	1529	1636	1609	1503
ENSG00000214530.9|STARD10	185	169	166.98	144
ENSG00000214548.17|MEG3	339	381	276	298
ENSG00000214553.10|LRRC37A11P	22	15	8	20
ENSG00000214562.14|NUTM2D	165.88	169.15	127.36	107.45
ENSG00000214575.9|CPEB1	238.43	313.68	272.07	287.02
ENSG00000214578.5|HMGN2P15	12.02	24.15	17.04	14.04
ENSG00000214595.11|EML6	181	284	261	184
ENSG00000214652.6|ZNF727	940	1080.41	977	931
ENSG00000214654.8|B3GNT10	85	97	90	71.37
ENSG00000214655.10|ZSWIM8	2039.93	2231.3	1853.23	1923.52
ENSG00000214706.10|IFRD2	500.68	513.83	417.81	458.62
ENSG00000214717.12|PAR|Y|ZBED1	201	209	196	200.5
ENSG00000214717.12|ZBED1	201	209	196	200.5
ENSG00000214719.12|AC005562.1	200.3	209.9	230.67	213.82
ENSG00000214736.7|TOMM6	1736.47	1824.58	1638.46	1686.11
ENSG00000214753.3|HNRNPUL2	4374.88	5090.5	4426	4245.29
ENSG00000214756.8|CSKMT	80.68	69.67	58.7	78.23
ENSG00000214765.8|SEPT7P2	300.89	339	330.06	253.04
ENSG00000214770.3|AL161756.1	9.35	13.73	9.93	17.64
ENSG00000214776.12|AC092821.1	49.31	60.97	69.59	52.86
ENSG00000214783.9|POLR2J4	168.53	173.35	131.95	131.99
ENSG00000214796.8|AC098934.1	111	104	106	104
ENSG00000214820.3|MPRIPP1	17.08	9.21	16.46	7.12
ENSG00000214826.5|DDX12P	197.02	204.62	205.28	188.01
ENSG00000214827.10|MTCP1	55.63	55.21	61.1	74.81
ENSG00000214837.8|LINC01347	147.83	191.08	187.04	135.09
ENSG00000214870.8|AC004540.1	104	103	114	92
ENSG00000214889.3|RPS9P1	6.73	12.96	21.7	31.71
ENSG00000214941.8|ZSWIM7	383	410	422	358
ENSG00000214944.9|ARHGEF28	147	181	128	137
ENSG00000214960.10|ISPD	47	49	60	28
ENSG00000214967.5|NPIPA7	72.76	97.68	59.86	78.19
ENSG00000215012.9|RTL10	450.99	607.35	454.16	487.94
ENSG00000215018.9|COL28A1	145	109	105	72
ENSG00000215021.8|PHB2	1439.45	1512.99	1341.46	1372.38
ENSG00000215032.2|GNL3LP1	48.5	23.41	32.05	27.59
ENSG00000215039.6|CD27-AS1	532	609.85	549.06	526.33
ENSG00000215041.10|NEURL4	1264.56	1318.88	1152.89	1288.04
ENSG00000215045.8|GRID2IP	35	50	25	51
ENSG00000215067.9|ALOX12-AS1	71	87	77	64
ENSG00000215068.7|AC025171.2	55	52.02	43	58
ENSG00000215105.4|TTC3P1	640.23	782.79	706.79	629.98
ENSG00000215114.9|UBXN2B	974	1094	1189	1103
ENSG00000215126.10|CBWD6	202.12	211.14	162.03	242.74
ENSG00000215146.5|BX322639.1	341.99	412.82	365.87	324.93
ENSG00000215154.6|AC141586.1	60.84	105.99	106.04	90.12
ENSG00000215158.9|AC138409.2	57.28	103.92	78.01	80.21
ENSG00000215190.9|LINC00680	302.21	330.88	285.78	282.99
ENSG00000215193.12|PEX26	939.94	1193.82	1014.3	1045.94
ENSG00000215218.4|UBE2QL1	19	18	10	1
ENSG00000215251.4|FASTKD5	567	644	627	673
ENSG00000215252.11|GOLGA8B	3844.64	4897.26	4579.11	4239.05
ENSG00000215256.3|DHRS4-AS1	254.96	287.68	292.54	274.3
ENSG00000215270.3|AP000523.1	14.71	19.81	11.24	9.55
ENSG00000215271.7|HOMEZ	191	174	174	175
ENSG00000215301.10|DDX3X	8701	10814	10101	9082.99
ENSG00000215305.10|VPS16	1313.01	1426.13	1396.77	1338.42
ENSG00000215375.6|MYL5	160.05	188.68	154.17	165.44
ENSG00000215386.12|MIR99AHG	130	164	152	166
ENSG00000215397.4|SCRT2	18	13	9	6
ENSG00000215417.12|MIR17HG	21	43	44	24
ENSG00000215421.9|ZNF407	279	319	302	267
ENSG00000215424.9|MCM3AP-AS1	251.89	327.15	264.32	229.98
ENSG00000215440.12|NPEPL1	556.3	539.13	445.86	483.9
ENSG00000215452.5|ZNF663P	5.01	14.15	4.28	10.77
ENSG00000215472.10|RPL17-C18orf32	197.99	281.16	253.5	242.69
ENSG00000215481.9|BCRP3	15.77	12.83	19.2	11.2
ENSG00000215492.6|HNRNPA1P7	22	7.55	17.82	7.73
ENSG00000215493.3|AC007731.1	22.08	27	26	38
ENSG00000215548.2|FRG1JP	11.39	25.05	12.46	6.78
ENSG00000215612.8|HMX1	30	52	26	62
ENSG00000215630.6|GUSBP9	83.54	50.31	68.99	43.22
ENSG00000215695.1|RSC1A1	1.32	6.64	40.72	17.43
ENSG00000215712.10|TMEM242	189	258	232	228
ENSG00000215717.6|TMEM167B	198.73	254.5	205.89	197.39
ENSG00000215769.8|ARHGAP27P1-BPTFP1-KPNA2P3	114.57	169.68	130.96	123.39
ENSG00000215784.6|FAM72D	143.71	173.26	160.55	157.22
ENSG00000215788.10|TNFRSF25	189	228.88	172.96	221
ENSG00000215790.7|SLC35E2A	158.5	219.46	160.93	142.31
ENSG00000215817.7|ZC3H11B	14.21	14.81	6.4	8.22
ENSG00000215837.7|SDHAP2	0	20.23	17.39	0
ENSG00000215861.5|AC245297.1	66.43	54.82	51.04	59.34
ENSG00000215883.10|CYB5RL	307.84	368.29	315	307.01
ENSG00000215908.10|CROCCP2	367	501.15	397.44	475.92
ENSG00000215912.12|TTC34	23	18	17	23
ENSG00000216490.4|IFI30	265.01	245.74	196.79	257.33
ENSG00000216775.3|AL109918.1	1847	2170	2302	2077
ENSG00000216809.1|AL589993.1	12	20	13	12
ENSG00000216895.9|AC009403.1	25	40.99	27.61	41
ENSG00000216937.13|CCDC7	26	49.01	45	41
ENSG00000217128.12|FNIP1	451	628	502	447
ENSG00000217165.1|ANKRD18EP	60	68	57	50
ENSG00000217236.2|SP9	63.85	83.08	76.43	67.06
ENSG00000217555.12|CKLF	426.04	391.36	361.15	412.84
ENSG00000217801.10|AL390719.1	12	16	15	8
ENSG00000217930.8|PAM16	51	67	57	67
ENSG00000218226.1|TATDN2P2	3	19	14	15
ENSG00000218283.2|MORF4L1P1	366.22	376.43	325.34	282.53
ENSG00000218358.2|RAET1K	4.02	13.24	12	7.11
ENSG00000218418.2|AL591135.1	5.21	18.75	19.8	15.59
ENSG00000218426.5|AL590867.2	11.3	14.87	11.58	5.69
ENSG00000218510.8|LINC00339	192.07	267.53	191.17	248.13
ENSG00000218537.1|MIF-AS1	14.28	2.89	6.06	12.28
ENSG00000218739.10|CEBPZOS	657	713	689.66	618
ENSG00000218891.5|ZNF579	139	125	138	119
ENSG00000219200.11|RNASEK	803.95	865.67	848.97	809.05
ENSG00000219201.4|AC138392.1	11.87	17.6	15.55	21.85
ENSG00000219410.6|AC125494.1	59.29	130.17	132.66	103.07
ENSG00000219481.10|NBPF1	2756.36	3330.49	3024.62	2854.54
ENSG00000219545.11|UMAD1	238.27	301.82	279.62	254.73
ENSG00000219607.3|PPP1R3G	8	18	12	12
ENSG00000219626.9|FAM228B	111.13	178.7	148.08	132.13
ENSG00000219665.8|ZNF433-AS1	73.73	90.2	62.74	82.82
ENSG00000219700.1|PTCHD3P3	25	23	15	21
ENSG00000220161.4|LINC02076	17.25	19.87	18	9.61
ENSG00000220201.7|ZGLP1	113.58	163.63	144.73	169.81
ENSG00000220205.9|VAMP2	1450.14	1569	1368.04	1156
ENSG00000220323.4|HIST2H2BD	371.75	480.07	432.67	407.13
ENSG00000220785.7|MTMR9LP	20	25	10	14
ENSG00000220804.8|LINC01881	19.06	18.44	30.56	22.12
ENSG00000220842.6|RPL21P16	49.16	79.26	50.24	65.56
ENSG00000220848.5|RPS18P9	18.04	19	23.81	13
ENSG00000221817.9|PPP3CB-AS1	60.43	65.1	54.04	38.05
ENSG00000221819.6|GAS8-AS1	8	13	7	10
ENSG00000221821.4|C6orf226	42	55	35	48
ENSG00000221823.11|PPP3R1	1179.84	1496.69	1367.63	1245.94
ENSG00000221829.9|FANCG	1150	1360	1119	1077
ENSG00000221838.9|AP4M1	449.66	523.88	454.41	434.36
ENSG00000221843.4|C2orf16	129	172	143	125
ENSG00000221866.9|PLXNA4	2322	3160	2696	3109
ENSG00000221867.9|MAGEA3	62.83	48.1	64.47	47.25
ENSG00000221869.4|CEBPD	30	44	47	36
ENSG00000221883.3|ARIH2OS	22	14	14	8
ENSG00000221886.4|ZBED8	101	128	163	133
ENSG00000221890.4|NPTXR	1212	1327	1010	1236
ENSG00000221909.3|FAM200A	307	350	330.49	348
ENSG00000221914.10|PPP2R2A	947	1182	1060	1026
ENSG00000221923.9|ZNF880	85	107	103	111
ENSG00000221926.12|TRIM16	993.66	1153.49	1239.95	1220.5
ENSG00000221944.7|TIGD1	278	325	315	245
ENSG00000221946.7|FXYD7	84	85	85	109
ENSG00000221953.5|C1orf229	10	12	15	9
ENSG00000221955.10|SLC12A8	15	29	21	21
ENSG00000221963.6|APOL6	205	270	267	259
ENSG00000221968.9|FADS3	745	787	797	760
ENSG00000221978.12|CCNL2	2217	2543	2520	2398
ENSG00000221983.7|UBA52	4230.53	4497.3	3845.29	3977.77
ENSG00000221988.13|PPT2	452.51	482.04	488.86	419.77
ENSG00000221990.4|EXOC3-AS1	139	171	132	113
ENSG00000221994.10|ZNF630	108.02	93	144	116
ENSG00000221995.5|TIAF1	37.21	53.82	42.46	53.66
ENSG00000222009.8|BTBD19	13	8	11	5
ENSG00000222011.9|FAM185A	65.58	74.23	85.81	59.59
ENSG00000222019.7|URAHP	9.42	25.99	12.44	22.61
ENSG00000222041.11|CYTOR	224.17	256.62	290.1	295.29
ENSG00000222046.2|DCDC2B	18.89	9.58	11.57	1.12
ENSG00000223356.1|AL590666.1	22	41	24	19
ENSG00000223459.6|TCAF1P1	215.22	296.14	226.33	202.45
ENSG00000223482.7|NUTM2A-AS1	131.31	160.16	178.75	180.26
ENSG00000223496.3|EXOSC6	781	855	814	764
ENSG00000223501.9|VPS52	1622.7	1692.37	1432.91	1444.09
ENSG00000223508.5|RPL23AP53	9.16	6.24	10.08	14.03
ENSG00000223509.8|AC135983.2	14.66	18.35	25.69	26.11
ENSG00000223546.6|LINC00630	36	32	52	37
ENSG00000223547.10|ZNF844	365.94	487.65	346.99	458.32
ENSG00000223548.1|AC034228.1	18	31	21	19
ENSG00000223572.9|CKMT1A	29.55	62.32	60.09	26.79
ENSG00000223697.3|AF230666.1	10.68	9.78	9.99	15.09
ENSG00000223703.1|AC027612.1	23.33	25.51	35.82	14.01
ENSG00000223705.9|NSUN5P1	1423.9	1775.34	1622.68	1531.12
ENSG00000223745.7|CCDC18-AS1	71	84	87	95
ENSG00000223749.9|MIR503HG	44	55	52	32
ENSG00000223756.6|TSSC2	391	499	347	422
ENSG00000223764.2|LINC02593	29	41	27	29
ENSG00000223768.2|LINC00205	1050	1295	1279	1208
ENSG00000223773.7|CD99P1	11.5	4.5	13	12.5
ENSG00000223773.7|PAR|Y|CD99P1	11.5	4.5	13	12.5
ENSG00000223797.5|ENTPD3-AS1	14	17	29	26
ENSG00000223799.1|IL10RB-DT	244.69	258.31	256.53	264.42
ENSG00000223802.7|CERS1	950	991	765	881
ENSG00000223804.5|AC244669.1	28.48	39.35	37.38	26.04
ENSG00000223837.2|AL645941.1	4.69	17.03	12	14
ENSG00000223839.7|FAM95B1	2117.26	2578.41	2128.18	2173.49
ENSG00000223855.1|AC147651.1	30	31	44	39
ENSG00000223891.5|OSER1-DT	151	140	126	155
ENSG00000223947.1|AC016738.1	66.74	66.77	46.18	69.85
ENSG00000223953.6|C1QTNF5	105	148	128	132.61
ENSG00000223959.8|AFG3L1P	464	552	481.96	468
ENSG00000223960.6|PRKRA-AS1	141	175	210	165
ENSG00000223969.5|AC002456.1	10	12	7	6
ENSG00000223972.5|DDX11L1	16.34	4.77	18.95	16.87
ENSG00000224020.1|MIR181A2HG	4	13	13	9
ENSG00000224023.10|EDRF1-DT	10	20.32	5	7
ENSG00000224032.6|EPB41L4A-AS1	327.37	387.91	422.91	287.62
ENSG00000224043.7|CCNT2-AS1	12	14.44	6	4
ENSG00000224046.1|AC005076.1	14	16	24	12
ENSG00000224051.7|CPTP	61	70	42	76
ENSG00000224078.14|SNHG14	2137.79	2733.01	2403.06	2113.44
ENSG00000224086.5|AC245452.1	123.49	165.8	117.1	143.89
ENSG00000224152.1|AC009506.1	58.74	71.1	81.66	41.32
ENSG00000224165.5|DNAJC27-AS1	17	18	22	19
ENSG00000224184.5|MIR3681HG	36	32	26	26
ENSG00000224185.1|SNX18P9	23.17	17.36	14.78	11.71
ENSG00000224186.8|C5orf66	48.51	111.09	22.44	37.63
ENSG00000224189.7|HAGLR	214.41	260.59	252	256
ENSG00000224243.1|SOX1-OT	31	30	27	27
ENSG00000224272.2|AC131097.3	59.47	64.21	81.74	39.06
ENSG00000224281.4|SLC25A5-AS1	23.07	29.08	32.11	39.19
ENSG00000224287.2|MSL3P1	443.96	510.44	542.97	440.88
ENSG00000224376.1|AC017104.1	24	16	18	16
ENSG00000224383.7|PRR29	56	41.97	37	20
ENSG00000224389.9|C4B	1287.38	1231.51	1584.23	1667.98
ENSG00000224420.3|ADM5	68.4	62.21	40.68	55.59
ENSG00000224424.7|PRKAR2A-AS1	35	31	30	33
ENSG00000224470.8|ATXN1L	1503	1831	1552	1591
ENSG00000224531.6|SMIM13	358	471	403	442
ENSG00000224533.4|TMLHE-AS1	12.54	11.07	7.61	13
ENSG00000224578.5|HNRNPA1P48	97.49	107.25	90.54	75.72
ENSG00000224597.10|SVIL-AS1	651.47	846.58	888.63	832.72
ENSG00000224599.1|BMS1P12	28.39	59.05	34.94	57.32
ENSG00000224631.4|RPS27AP16	29.05	26.08	29.1	41.1
ENSG00000224660.1|SH3BP5-AS1	154.98	162.8	148.49	132.76
ENSG00000224699.8|LAMTOR5-AS1	14.03	9.67	16	7
ENSG00000224712.12|NPIPA3	52.19	65.86	64.81	63.76
ENSG00000224713.4|AC025165.1	62.41	56.36	43.51	50.66
ENSG00000224738.1|AC099850.1	12.12	14.44	8.18	11.62
ENSG00000224786.2|CETN4P	19	15	23	32
ENSG00000224790.2|AP000704.1	21	21	15	28
ENSG00000224831.3|TMEM183B	25.61	19.53	10.81	5.83
ENSG00000224837.1|GCSHP5	20.83	12.7	14.74	3.86
ENSG00000224843.7|LINC00240	16	11	10	16
ENSG00000224861.1|YBX1P1	11.21	15.14	16.31	8.66
ENSG00000224870.6|MRPL20-AS1	178	184	180	151
ENSG00000224877.4|NDUFAF8	256	345	304	268
ENSG00000224888.4|AC138028.2	10	11.06	12.03	11.06
ENSG00000224914.3|LINC00863	100.02	112.82	100.83	85.58
ENSG00000224934.4|AL391684.1	45	42	39	28
ENSG00000224940.8|PRRT4	37	35	29	34
ENSG00000224945.1|AL353150.1	75	59	67	55
ENSG00000224975.1|INE1	49	51	45	56
ENSG00000224985.1|AL590714.1	6.02	11.24	12.07	12.8
ENSG00000225032.5|AL162586.1	60.73	61.7	49.8	59.97
ENSG00000225127.2|LINC00237	62	68	82	45
ENSG00000225138.7|SLC9A3-AS1	708.76	862.41	879.12	911.05
ENSG00000225151.10|GOLGA2P7	1811.41	2046.8	1785.96	1734.54
ENSG00000225177.5|AL590617.2	150	160	179	196
ENSG00000225178.5|RPSAP58	9.95	8.98	11.1	4.77
ENSG00000225190.11|PLEKHM1	476.87	519.02	484.23	503.34
ENSG00000225210.10|DUXAP9	312.41	281.73	296.4	389.12
ENSG00000225264.3|ZNRF2P2	29	25	22	18
ENSG00000225265.1|TAF1A-AS1	31	40	31	30
ENSG00000225313.5|AL513327.1	72	60.54	68.62	66
ENSG00000225339.3|AL354740.1	864.58	1000.85	784.85	669.49
ENSG00000225361.3|PPP1R26-AS1	14	10	23	16
ENSG00000225377.5|NRSN2-AS1	40	82	41	50
ENSG00000225411.3|CR786580.1	13.41	21.46	14.9	14.93
ENSG00000225439.2|BOLA3-AS1	74	99	95	105
ENSG00000225470.7|JPX	913.9	1112.27	977.38	1027.02
ENSG00000225472.1|AL136366.1	29	29	26	23
ENSG00000225484.6|NUTM2B-AS1	148.25	166.61	172.54	201.05
ENSG00000225507.1|AC069282.1	34	24	27	16
ENSG00000225614.2|ZNF469	10	11	23	10
ENSG00000225630.1|MTND2P28	17.58	7.02	15.3	27.83
ENSG00000225648.5|SBDSP1	251	332	349.83	259
ENSG00000225649.5|AC064875.1	285	377	385	284
ENSG00000225655.5|BX255923.1	23.91	43.74	41.76	38.88
ENSG00000225663.7|MCRIP1	728	773	640	744
ENSG00000225684.3|FAM225B	523.71	607.19	578.6	586.4
ENSG00000225697.13|SLC26A6	366	409	428	385
ENSG00000225706.1|PTPRD-AS1	18	13	8	10
ENSG00000225733.5|FGD5-AS1	3709	4327	3866	3558.35
ENSG00000225760.2|LINC00431	4.07	14.4	11.38	24.01
ENSG00000225783.7|MIAT	1859.21	2318.55	2033.74	1911.75
ENSG00000225791.6|TRAM2-AS1	183	244	233	178
ENSG00000225792.1|AC004540.2	1224	1349	1263	1028
ENSG00000225806.8|AL121917.1	16	20	15	9
ENSG00000225828.1|FAM229A	154.68	172.8	140.02	129.91
ENSG00000225830.13|ERCC6	337	461	483	377
ENSG00000225855.6|RUSC1-AS1	236.87	264.44	293.4	231.04
ENSG00000225868.7|AC016582.1	12	20	14	20
ENSG00000225872.3|LINC01529	62.84	52.84	78.53	44.32
ENSG00000225880.5|LINC00115	16.59	23.17	12	14.28
ENSG00000225889.7|AC012368.1	161	188	176	157
ENSG00000225914.2|TSBP1-AS1	73.19	84	89	68.73
ENSG00000225921.7|NOL7	743.37	878.14	812.82	826.1
ENSG00000225940.6|C5orf67	18	32	20	26
ENSG00000225953.2|SATB2-AS1	20.97	24.6	33.97	9.64
ENSG00000225968.7|ELFN1	191	215	184	189
ENSG00000225972.1|MTND1P23	9.91	10.1	11.26	10.11
ENSG00000225973.4|PIGBOS1	116	102.05	104.61	116
ENSG00000225975.6|LINC01534	6	13	11	8
ENSG00000226007.2|BX005266.2	164.93	237.31	239.56	241.95
ENSG00000226015.2|CCT8P1	24	16.01	11	23.02
ENSG00000226029.1|LINC01772	13.37	15.07	23.79	21.76
ENSG00000226054.2|MEMO1P1	8.6	9.15	11.49	11.28
ENSG00000226067.6|LINC00623	19	21.95	28.78	17
ENSG00000226080.1|AC062028.2	21	16	18	19
ENSG00000226101.1|LINC02097	14	12	10.05	9
ENSG00000226121.2|AC009487.2	13.22	21.45	18.33	13.79
ENSG00000226124.7|FTCDNL1	53	60	62	57
ENSG00000226137.5|BAIAP2-DT	398	424	414	346
ENSG00000226167.1|AP4B1-AS1	23.2	24.66	36.71	21.16
ENSG00000226174.7|TEX22	19	21.1	20	23
ENSG00000226180.3|AC010536.1	25	14	16	16
ENSG00000226200.6|SGMS1-AS1	64.27	56.06	45.4	66.37
ENSG00000226210.3|WASH8P	215.27	221.49	179.4	189.36
ENSG00000226232.8|NPIPB14P	57.74	54.28	44.92	51.11
ENSG00000226237.1|GAS1RR	12	19	20	17
ENSG00000226259.10|GTF2H2B	78.18	152.37	120.01	110.89
ENSG00000226268.3|AC135977.1	16.65	1.18	15.82	7.49
ENSG00000226314.8|ZNF192P1	22	32	20	21
ENSG00000226328.6|NUP50-DT	32	32	35	28
ENSG00000226332.2|AL354836.1	26.24	35.66	13.18	32.41
ENSG00000226342.1|NMD3P1	9	21	13	21
ENSG00000226380.9|AC016831.1	15.45	23.44	22.01	24.96
ENSG00000226419.7|SLC16A1-AS1	68	96	61	71
ENSG00000226435.10|ANKRD18DP	14	23	14	17
ENSG00000226476.3|LINC01748	14	32	42	25
ENSG00000226479.4|TMEM185B	1334	1536	1388	1338
ENSG00000226508.1|LINC01918	5	13	10	15
ENSG00000226648.1|PLCG1-AS1	17.23	12.18	23.38	17.21
ENSG00000226686.7|LINC01535	10.25	19.67	8.52	18.66
ENSG00000226688.6|ENTPD1-AS1	65.35	84.86	70.4	47.27
ENSG00000226696.6|LENG8-AS1	35	37	40	40
ENSG00000226711.6|FAM66C	26.28	51	35.77	28.94
ENSG00000226742.4|HSBP1L1	19	17	8	14
ENSG00000226752.9|CUTALP	714	889	798	787
ENSG00000226754.1|AL606760.1	10.09	6.24	16.52	12.46
ENSG00000226763.4|SRRM5	23.71	36.22	23.32	28.73
ENSG00000226800.5|CACTIN-AS1	11.14	8.85	7.48	14.82
ENSG00000226833.5|AC092164.1	6	6	11	11
ENSG00000226849.1|AL109811.1	14.03	24.47	25.09	7.87
ENSG00000226853.2|AC010894.2	34	35	25	37
ENSG00000226864.2|ATE1-AS1	13	7	26.51	15
ENSG00000226937.9|CEP164P1	19.27	41.37	23.77	19.63
ENSG00000226950.6|DANCR	978.76	1094.5	1066.61	958.75
ENSG00000227019.2|OR7E101P	15.12	17.86	10.18	8.81
ENSG00000227036.7|LINC00511	1299	1503	1438	1345
ENSG00000227051.6|C14orf132	345	402	265	276
ENSG00000227057.10|WDR46	902	913	820	792
ENSG00000227082.2|AC244021.1	35	76	63	62
ENSG00000227110.6|LMCD1-AS1	14	14	13	15
ENSG00000227115.7|LINC01630	4	10	14	10
ENSG00000227124.10|ZNF717	201.01	247.97	228.95	215.34
ENSG00000227128.4|LBX1-AS1	24	23	11	18
ENSG00000227199.1|ST7-AS1	35.84	62.14	43.14	45.35
ENSG00000227212.3|PFN1P6	5.72	11.76	10.31	9.19
ENSG00000227214.2|HCG15	39	51	37	41
ENSG00000227218.7|AL157935.1	15	15.45	7.22	12.38
ENSG00000227232.5|WASH7P	343.95	297.23	252.4	307.58
ENSG00000227345.8|PARG	1010.46	1111.44	1125.58	1045.4
ENSG00000227354.6|RBM26-AS1	27.06	27.09	36	24
ENSG00000227370.1|AC254562.1	10	8	18	5
ENSG00000227372.12|TP73-AS1	5.02	16.94	17.86	9.86
ENSG00000227398.3|KIF9-AS1	37.41	50.85	38.06	35.63
ENSG00000227449.8|FGF7P6	47.57	64	61.92	73.78
ENSG00000227486.1|AL445472.1	18	24	30	23
